Rank,Player,Team,Best,Worst,Avg,StdDev,ADP,pit,bat,RP,C,3B,2B,SS,1B,OF,SP
48,Mike Trout,LAA ,29,79,53.8,9.8,56.0,0.0,1.0,0,0,0,0,0,0,1,0
49,Royce Lewis,MIN ,38,92,54.0,9.0,54.0,0.0,1.0,0,0,1,0,0,0,0,0
50,Freddy Peralta,MIL ,38,68,54.2,5.9,57.0,1.0,0.0,0,0,0,0,0,0,0,1
51,Josh Hader,HOU ,40,99,54.4,9.8,50.0,1.0,0.0,1,0,0,0,0,0,0,0
52,Cody Bellinger,CHC ,26,94,54.8,10.9,51.0,0.0,1.0,0,0,0,0,0,1,1,0
53,Framber Valdez,HOU ,33,101,55.6,12.3,52.0,1.0,0.0,0,0,0,0,0,0,0,1
54,Paul Goldschmidt,STL ,41,92,55.6,10.1,58.0,0.0,1.0,0,0,0,0,0,1,0,0
55,Nolan Jones,COL ,35,93,55.9,10.8,53.0,0.0,1.0,0,0,0,0,0,1,1,0
56,Adley Rutschman,BAL ,40,98,55.9,9.7,43.0,0.0,1.0,0,1,0,0,0,0,0,0
57,Edwin Diaz,NYM ,38,147,56.3,12.0,55.0,1.0,0.0,1,0,0,0,0,0,0,0
58,Max Fried,ATL ,34,93,56.7,10.6,48.0,1.0,0.0,0,0,0,0,0,0,0,1
59,Jazz Chisholm Jr.,MIA ,29,108,58.8,10.6,63.0,0.0,1.0,0,0,0,0,0,0,1,0
60,Christian Yelich,MIL ,36,85,63.1,8.3,69.0,0.0,1.0,0,0,0,0,0,0,1,0
61,Emmanuel Clase,CLE ,36,97,63.5,10.8,59.0,1.0,0.0,1,0,0,0,0,0,0,0
62,Oneil Cruz,PIT ,38,138,64.3,15.1,62.0,0.0,1.0,0,0,0,0,1,0,0,0
63,Logan Gilbert,SEA ,48,96,66.9,9.1,64.0,1.0,0.0,0,0,0,0,0,0,0,1
64,Nico Hoerner,CHC ,32,140,67.1,18.2,60.0,0.0,1.0,0,0,0,1,1,0,0,0
65,Blake Snell,SF ,32,114,70.4,14.9,68.0,1.0,0.0,0,0,0,0,0,0,0,1
66,Grayson Rodriguez,BAL ,44,114,71.3,13.6,65.0,1.0,0.0,0,0,0,0,0,0,0,1
67,Zach Eflin,TB ,40,106,72.6,13.8,77.0,1.0,0.0,0,0,0,0,0,0,0,1
68,Kyle Schwarber,PHI ,37,118,73.7,16.2,61.0,0.0,1.0,0,0,0,0,0,0,1,0
69,Camilo Doval,SF ,51,167,73.7,19.2,66.0,1.0,0.0,1,0,0,0,0,0,0,0
70,Alex Bregman,HOU ,45,109,73.7,13.7,70.0,0.0,1.0,0,0,1,0,0,0,0,0
71,J.T. Realmuto,PHI ,51,105,74.1,7.9,71.0,0.0,1.0,0,1,0,0,0,0,0,0
72,Gleyber Torres,NYY ,47,134,76.2,14.1,79.0,0.0,1.0,0,0,0,1,0,0,0,0
73,Christian Walker,ARI ,29,145,76.5,13.3,73.0,0.0,1.0,0,0,0,0,0,1,0,0
74,Bryan Reynolds,PIT ,38,101,77.1,11.8,74.0,0.0,1.0,0,0,0,0,0,0,1,0
75,Bobby Miller,LAD ,43,125,79.3,16.0,75.0,1.0,0.0,0,0,0,0,0,0,0,1
76,Jesus Luzardo,MIA ,53,107,80.3,9.9,80.0,1.0,0.0,0,0,0,0,0,0,0,1
77,Triston Casas,BOS ,48,112,80.6,12.5,92.0,0.0,1.0,0,0,0,0,0,1,0,0
78,Will Smith,LAD ,60,118,81.2,10.2,76.0,0.0,1.0,0,1,0,0,0,0,0,0
79,Nolan Arenado,STL ,66,154,83.7,13.1,82.0,0.0,1.0,0,0,1,0,0,0,0,0
80,Raisel Iglesias,ATL ,43,146,85.0,20.4,78.0,1.0,0.0,1,0,0,0,0,0,0,0
81,William Contreras,MIL ,47,148,86.4,16.5,83.0,0.0,1.0,0,1,0,0,0,0,0,0
82,Joe Ryan,MIN ,60,131,89.3,17.7,84.0,1.0,0.0,0,0,0,0,0,0,0,1
83,Cole Ragans,KC ,59,196,91.3,24.3,93.0,1.0,0.0,1,0,0,0,0,0,0,1
84,Xander Bogaerts,SD ,54,166,91.3,20.3,88.0,0.0,1.0,0,0,0,0,1,0,0,0
85,Ha-Seong Kim,SD ,49,183,91.8,26.3,81.0,0.0,1.0,0,0,1,1,1,0,0,0
86,Justin Steele,CHC ,60,169,91.8,11.8,89.0,1.0,0.0,0,0,0,0,0,0,0,1
87,Joe Musgrove,SD ,49,147,94.7,15.8,95.0,1.0,0.0,0,0,0,0,0,0,0,1
88,Alexis Diaz,CIN ,56,176,95.4,14.9,90.0,1.0,0.0,1,0,0,0,0,0,0,0
89,Ketel Marte,ARI ,49,155,95.9,13.8,98.0,0.0,1.0,0,0,0,1,0,0,0,0
90,Seiya Suzuki,CHC ,56,135,95.9,13.4,102.0,0.0,1.0,0,0,0,0,0,0,1,0
91,Andres Munoz,SEA ,62,246,97.7,22.2,107.0,1.0,0.0,1,0,0,0,0,0,0,0
92,Nick Castellanos,PHI ,70,184,98.3,19.2,97.0,0.0,1.0,0,0,0,0,0,0,1,0
93,David Bednar,PIT ,62,151,98.4,14.8,96.0,1.0,0.0,1,0,0,0,0,0,0,0
94,Spencer Torkelson,DET ,76,142,100.8,11.5,115.0,0.0,1.0,0,0,0,0,0,1,0,0
95,George Springer,TOR ,62,134,102.6,12.4,99.0,0.0,1.0,0,0,0,0,0,0,1,0
96,Dylan Cease,SD ,62,204,105.2,28.6,91.0,1.0,0.0,0,0,0,0,0,0,0,1
97,Jordan Romano,TOR ,65,238,105.8,26.9,86.0,1.0,0.0,1,0,0,0,0,0,0,0
98,Josh Jung,TEX ,72,170,106.6,23.4,111.0,0.0,1.0,0,0,1,0,0,0,0,0
99,Evan Carter,TEX ,59,181,106.8,18.5,100.0,0.0,1.0,0,0,0,0,0,0,1,0
100,Josh Lowe,TB ,36,268,107.3,38.4,87.0,0.0,1.0,0,0,0,0,0,0,1,0
101,Bryson Stott,PHI ,42,198,107.4,20.1,106.0,0.0,1.0,0,0,0,1,0,0,0,0
102,Jhoan Duran,MIN ,53,187,107.8,36.5,85.0,1.0,0.0,1,0,0,0,0,0,0,0
103,Spencer Steer,CIN ,35,182,107.9,27.2,94.0,0.0,1.0,0,0,1,1,0,1,1,0
104,Dansby Swanson,CHC ,71,160,108.0,18.0,112.0,0.0,1.0,0,0,0,0,1,0,0,0
105,Tanner Bibee,CLE ,76,135,108.0,12.6,105.0,1.0,0.0,0,0,0,0,0,0,0,1
106,Evan Phillips,LAD ,69,194,110.0,21.0,104.0,1.0,0.0,1,0,0,0,0,0,0,0
107,Teoscar Hernandez,LAD ,59,208,110.8,21.6,108.0,0.0,1.0,0,0,0,0,0,0,1,0
108,Andres Gimenez,CLE ,54,189,112.5,23.1,113.0,0.0,1.0,0,0,0,1,0,0,0,0
109,Lane Thomas,WSH ,63,219,112.7,27.2,110.0,0.0,1.0,0,0,0,0,0,0,1,0
110,Yandy Diaz,TB ,69,192,112.7,22.2,116.0,0.0,1.0,0,0,1,0,0,1,0,0
111,Jordan Walker,STL ,65,193,112.8,19.8,117.0,0.0,1.0,0,0,0,0,0,0,1,0
112,Josh Naylor,CLE ,77,198,114.7,15.2,126.0,0.0,1.0,0,0,0,0,0,1,0,0
113,Pete Fairbanks,TB ,77,178,115.3,22.0,114.0,1.0,0.0,1,0,0,0,0,0,0,0
114,Ryan Helsley,STL ,85,180,117.9,22.8,119.0,1.0,0.0,1,0,0,0,0,0,0,0
115,Sonny Gray,STL ,83,168,122.1,15.4,125.0,1.0,0.0,0,0,0,0,0,0,0,1
116,Zack Gelof,OAK ,76,169,125.1,19.9,138.0,0.0,1.0,0,0,0,1,0,0,0,0
117,Clay Holmes,NYY ,77,165,126.6,17.7,122.0,1.0,0.0,1,0,0,0,0,0,0,0
118,Wyatt Langford,TEX ,52,284,127.0,54.9,135.0,0.0,1.0,0,0,0,0,0,0,1,0
119,Chris Bassitt,TOR ,86,202,128.0,15.6,118.0,1.0,0.0,0,0,0,0,0,0,0,1
120,Anthony Santander,BAL ,68,303,129.1,21.3,124.0,0.0,1.0,0,0,0,0,0,1,1,0
121,Yainer Diaz,HOU ,79,237,131.1,23.7,109.0,0.0,1.0,0,1,0,0,0,1,0,0
122,Matt McLain,CIN ,43,299,120.8,62.1,72.0,0.0,1.0,0,0,0,1,1,0,0,0
123,Marcell Ozuna,ATL ,79,191,131.7,17.7,132.0,0.0,1.0,0,0,0,0,0,0,1,0
124,Riley Greene,DET ,55,179,132.1,21.2,146.0,0.0,1.0,0,0,0,0,0,0,1,0
125,Anthony Volpe,NYY ,90,187,132.5,22.3,128.0,0.0,1.0,0,0,0,0,1,0,0,0
126,Paul Sewald,ARI ,76,299,134.4,51.7,101.0,1.0,0.0,1,0,0,0,0,0,0,0
127,Tanner Scott,MIA ,91,242,134.5,23.1,139.0,1.0,0.0,1,0,0,0,0,0,0,0
128,Christian Encarnacion-Strand,CIN ,70,278,135.3,32.0,131.0,0.0,1.0,0,0,0,0,0,1,0,0
129,Chris Sale,ATL ,75,218,135.3,36.0,127.0,1.0,0.0,0,0,0,0,0,0,0,1
130,Vinnie Pasquantino,KC ,83,221,135.8,24.1,162.0,0.0,1.0,0,0,0,0,0,1,0,0
131,Luis Arraez,MIA ,67,219,137.2,23.5,141.0,0.0,1.0,0,0,0,1,0,1,0,0
132,Shane Bieber,CLE ,95,219,138.0,27.5,120.0,1.0,0.0,0,0,0,0,0,0,0,1
133,Jackson Chourio,MIL ,73,235,138.4,32.4,130.0,0.0,1.0,0,0,0,0,0,0,1,0
134,Bailey Ober,MIN ,87,205,141.5,29.2,145.0,1.0,0.0,0,0,0,0,0,0,0,1
135,Cedric Mullins II,BAL ,93,224,141.7,24.1,137.0,0.0,1.0,0,0,0,0,0,0,1,0
136,Ian Happ,CHC ,41,206,142.4,25.4,156.0,0.0,1.0,0,0,0,0,0,0,1,0
137,Jorge Soler,SF ,103,215,144.1,19.7,151.0,0.0,1.0,0,0,0,0,0,0,1,0
138,Esteury Ruiz,OAK ,74,273,144.1,26.1,121.0,0.0,1.0,0,0,0,0,0,0,1,0
139,Hunter Greene,CIN ,86,234,144.9,28.0,123.0,1.0,0.0,0,0,0,0,0,0,0,1
140,Merrill Kelly,ARI ,87,185,145.5,19.3,129.0,1.0,0.0,0,0,0,0,0,0,0,1
141,Chas McCormick,HOU ,99,197,148.0,18.8,150.0,0.0,1.0,0,0,0,0,0,0,1,0
142,Gerrit Cole,NYY ,10,269,148.6,70.8,67.0,1.0,0.0,0,0,0,0,0,0,0,1
143,Justin Verlander,HOU ,91,210,148.9,29.7,142.0,1.0,0.0,0,0,0,0,0,0,0,1
144,Cal Raleigh,SEA ,116,190,150.8,19.0,134.0,0.0,1.0,0,1,0,0,0,0,0,0
145,Michael King,SD ,93,269,140.9,43.0,136.0,1.0,0.0,1,0,0,0,0,0,0,1
146,Sean Murphy,ATL ,103,227,152.3,17.2,147.0,0.0,1.0,0,1,0,0,0,0,0,0
147,Thairo Estrada,SF ,108,207,153.2,22.6,165.0,0.0,1.0,0,0,0,1,1,0,0,0
148,Max Muncy,LAD ,94,237,153.4,23.3,144.0,0.0,1.0,0,0,1,0,0,0,0,0
149,Kenley Jansen,BOS ,101,299,153.8,28.1,159.0,1.0,0.0,1,0,0,0,0,0,0,0
150,Rhys Hoskins,MIL ,86,214,154.1,26.8,189.0,0.0,1.0,0,0,0,0,0,1,0,0
151,Masataka Yoshida,BOS ,79,237,154.7,22.6,169.0,0.0,1.0,0,0,0,0,0,0,1,0
152,Salvador Perez,KC ,83,233,157.1,26.4,133.0,0.0,1.0,0,1,0,0,0,1,0,0
153,Jarren Duran,BOS ,115,253,157.3,25.6,176.0,0.0,1.0,0,0,0,0,0,0,1,0
154,Willson Contreras,STL ,107,255,157.5,22.5,160.0,0.0,1.0,0,1,0,0,0,0,0,0
155,Jake Burger,MIA ,94,208,158.1,21.0,154.0,0.0,1.0,0,0,1,0,0,0,0,0
156,James Outman,LAD ,77,218,158.6,26.1,167.0,0.0,1.0,0,0,0,0,0,0,1,0
157,Brandon Nimmo,NYM ,53,211,160.0,22.0,184.0,0.0,1.0,0,0,0,0,0,0,1,0
158,Carlos Rodon,NYY ,111,229,160.9,27.1,163.0,1.0,0.0,0,0,0,0,0,0,0,1
159,Alec Bohm,PHI ,102,240,161.2,27.4,157.0,0.0,1.0,0,0,1,0,0,1,0,0
160,Jose Berrios,TOR ,112,251,162.7,32.5,152.0,1.0,0.0,0,0,0,0,0,0,0,1
161,Nolan Gorman,STL ,69,242,163.1,22.3,171.0,0.0,1.0,0,0,1,1,0,0,0,0
162,Mitch Keller,PIT ,106,261,163.4,35.4,148.0,1.0,0.0,0,0,0,0,0,0,0,1
163,Craig Kimbrel,BAL ,82,281,154.6,40.3,140.0,1.0,0.0,1,0,0,0,0,0,0,0
164,Yu Darvish,SD ,115,240,165.2,26.8,155.0,1.0,0.0,0,0,0,0,0,0,0,1
165,Francisco Alvarez,NYM ,103,243,166.9,21.0,170.0,0.0,1.0,0,1,0,0,0,0,0,0
166,Ke'Bryan Hayes,PIT ,106,251,166.9,29.7,180.0,0.0,1.0,0,0,1,0,0,0,0,0
167,Eury Perez,MIA ,57,298,158.1,70.0,103.0,1.0,0.0,0,0,0,0,0,0,0,1
168,Willy Adames,MIL ,108,240,167.9,24.3,186.0,0.0,1.0,0,0,0,0,1,0,0,0
169,Adbert Alzolay,CHC ,121,329,170.2,41.5,149.0,1.0,0.0,1,0,0,0,0,0,0,0
170,Walker Buehler,LAD ,99,268,171.1,35.0,158.0,1.0,0.0,0,0,0,0,0,0,0,1
171,Hunter Brown,HOU ,98,245,171.2,29.3,172.0,1.0,0.0,0,0,0,0,0,0,0,1
172,Cristian Javier,HOU ,130,232,172.5,25.0,161.0,1.0,0.0,0,0,0,0,0,0,0,1
173,Jordan Montgomery,FreeAgent,109,230,163.9,23.6,164.0,1.0,0.0,0,0,0,0,0,0,0,1
174,Gabriel Moreno,ARI ,128,278,177.5,30.6,174.0,0.0,1.0,0,1,0,0,0,0,0,0
175,Christopher Morel,CHC ,118,233,178.0,25.8,181.0,0.0,1.0,0,0,0,1,0,0,1,0
176,Edouard Julien,MIN ,102,259,180.1,33.8,209.0,0.0,1.0,0,0,0,1,0,0,0,0
177,Trevor Story,BOS ,137,240,180.9,25.1,192.0,0.0,1.0,0,0,0,0,1,0,0,0
178,Isaac Paredes,TB ,75,228,181.3,20.6,166.0,0.0,1.0,0,0,1,1,0,1,0,0
179,Steven Kwan,CLE ,101,239,182.6,23.1,193.0,0.0,1.0,0,0,0,0,0,0,1,0
180,Eloy Jimenez,CWS ,111,291,183.3,26.9,183.0,0.0,1.0,0,0,0,0,0,0,1,0
181,Shota Imanaga,CHC ,116,360,185.7,45.8,179.0,1.0,0.0,0,0,0,0,0,0,0,1
182,Bryce Miller,SEA ,120,296,187.4,38.4,178.0,1.0,0.0,0,0,0,0,0,0,0,1
183,Ezequiel Tovar,COL ,121,322,188.3,34.3,202.0,0.0,1.0,0,0,0,0,1,0,0,0
184,Nathaniel Lowe,TEX ,112,302,188.6,42.6,212.0,0.0,1.0,0,0,0,0,0,1,0,0
185,Jeimer Candelario,CIN ,143,246,189.9,22.1,205.0,0.0,1.0,0,0,1,0,0,1,0,0
186,Jonah Heim,TEX ,145,262,191.5,24.4,187.0,0.0,1.0,0,1,0,0,0,0,0,0
187,Nathan Eovaldi,TEX ,128,277,193.8,30.1,168.0,1.0,0.0,0,0,0,0,0,0,0,1
188,Kerry Carpenter,DET ,121,280,194.6,22.6,195.0,0.0,1.0,0,0,0,0,0,0,1,0
189,Byron Buxton,MIN ,132,245,195.7,18.1,220.0,0.0,1.0,0,0,0,0,0,0,0,0
190,J.D. Martinez,NYM ,120,334,196.2,31.5,237.0,0.0,1.0,0,0,0,0,0,0,1,0
191,Jose Alvarado,PHI ,93,350,199.5,43.9,177.0,1.0,0.0,1,0,0,0,0,0,0,0
192,Gavin Williams,CLE ,94,291,203.4,39.9,198.0,1.0,0.0,0,0,0,0,0,0,0,1
193,Logan O'Hoppe,LAA ,120,287,204.0,38.8,218.0,0.0,1.0,0,1,0,0,0,0,0,0
194,Brandon Pfaadt,ARI ,152,276,204.0,31.0,206.0,1.0,0.0,0,0,0,0,0,0,0,1
195,Kodai Senga,NYM ,50,296,196.4,52.9,153.0,1.0,0.0,0,0,0,0,0,0,0,1
196,Bryan Woo,SEA ,130,300,196.5,38.2,185.0,1.0,0.0,0,0,0,0,0,0,0,1
197,Jonathan India,CIN ,123,287,205.2,31.8,254.0,0.0,1.0,0,0,0,1,0,0,0,0
198,Starling Marte,NYM ,156,280,205.8,23.8,221.0,0.0,1.0,0,0,0,0,0,0,1,0
199,Mitch Garver,SEA ,136,339,206.2,33.2,201.0,0.0,1.0,0,1,0,0,0,0,0,0
200,Tyler O'Neill,BOS ,136,261,206.3,21.2,224.0,0.0,1.0,0,0,0,0,0,0,1,0
201,Lourdes Gurriel Jr.,ARI ,167,276,209.3,21.8,213.0,0.0,1.0,0,0,0,0,0,0,1,0
202,Daulton Varsho,TOR ,131,292,209.4,30.3,200.0,0.0,1.0,0,0,0,0,0,0,1,0
203,Jorge Polanco,SEA ,114,285,209.4,28.7,234.0,0.0,1.0,0,0,1,1,0,0,0,0
204,Carlos Correa,MIN ,171,264,209.8,21.8,203.0,0.0,1.0,0,0,0,0,1,0,0,0
205,Nick Pivetta,BOS ,104,292,202.7,46.2,182.0,1.0,0.0,1,0,0,0,0,0,0,1
206,Eduardo Rodriguez,ARI ,123,300,211.2,37.4,190.0,1.0,0.0,0,0,0,0,0,0,0,1
207,Keibert Ruiz,WSH ,136,299,212.4,32.4,211.0,0.0,1.0,0,1,0,0,0,0,0,0
208,Bo Naylor,CLE ,152,315,213.1,33.7,228.0,0.0,1.0,0,1,0,0,0,0,0,0
209,Ryan Pepiot,TB ,128,264,205.3,30.5,188.0,1.0,0.0,1,0,0,0,0,0,0,1
210,Ryan Mountcastle,BAL ,149,263,213.5,28.3,250.0,0.0,1.0,0,0,0,0,0,1,0,0
211,Taylor Ward,LAA ,141,277,213.7,22.0,239.0,0.0,1.0,0,0,0,0,0,0,1,0
212,Lars Nootbaar,STL ,87,300,205.7,41.4,238.0,0.0,1.0,0,0,0,0,0,0,1,0
213,Jack Suwinski,PIT ,100,295,213.9,24.8,244.0,0.0,1.0,0,0,0,0,0,0,1,0
214,Aaron Civale,TB ,149,302,217.6,36.4,207.0,1.0,0.0,0,0,0,0,0,0,0,1
215,Jeremy Pena,HOU ,167,291,218.0,28.6,230.0,0.0,1.0,0,0,0,0,1,0,0,0
216,Matt Chapman,SF ,157,264,218.4,22.8,271.0,0.0,1.0,0,0,1,0,0,0,0,0
217,Jackson Holliday,BAL ,106,338,218.6,40.9,173.0,0.0,1.0,0,0,0,1,1,0,0,0
218,Andrew Vaughn,CWS ,150,256,212.2,25.1,248.0,0.0,1.0,0,0,0,0,0,1,0,0
219,Brandon Drury,LAA ,143,302,220.8,26.6,235.0,0.0,1.0,0,0,0,1,0,1,0,0
220,Jose Leclerc,TEX ,141,313,222.1,39.2,191.0,1.0,0.0,1,0,0,0,0,0,0,0
221,Triston McKenzie,CLE ,132,267,215.4,31.3,204.0,1.0,0.0,0,0,0,0,0,0,0,1
222,Brandon Lowe,TB ,158,272,223.7,27.1,263.0,0.0,1.0,0,0,0,1,0,0,0,0
223,TJ Friedl,CIN ,109,354,208.0,60.6,175.0,0.0,1.0,0,0,0,0,0,0,1,0
224,Alex Lange,DET ,136,304,218.4,36.6,194.0,1.0,0.0,1,0,0,0,0,0,0,0
225,Charlie Morton,ATL ,138,277,227.0,25.2,196.0,1.0,0.0,0,0,0,0,0,0,0,1
226,Jarred Kelenic,ATL ,172,305,228.4,29.5,240.0,0.0,1.0,0,0,0,0,0,0,1,0
227,Jung Hoo Lee,SF ,149,296,220.8,33.6,236.0,0.0,1.0,0,0,0,0,0,0,1,0
228,Justin Turner,TOR ,154,385,231.1,35.9,197.0,0.0,1.0,0,0,1,1,0,1,0,0
229,Ryan McMahon,COL ,177,282,231.1,26.6,231.0,0.0,1.0,0,0,1,1,0,0,0,0
230,Maikel Garcia,KC ,129,437,231.7,48.6,243.0,0.0,1.0,0,0,1,0,1,0,0,0
231,Tommy Edman,STL ,126,329,222.8,45.3,199.0,0.0,1.0,0,0,0,1,1,0,1,0
232,Anthony Rizzo,NYY ,166,285,231.1,25.9,242.0,0.0,1.0,0,0,0,0,0,1,0,0
233,Eugenio Suarez,ARI ,174,288,241.5,25.9,256.0,0.0,1.0,0,0,1,0,0,0,0,0
234,Jose Abreu,HOU ,135,312,244.1,27.1,277.0,0.0,1.0,0,0,0,0,0,1,0,0
235,Josh Bell,MIA ,188,329,244.3,30.6,279.0,0.0,1.0,0,0,0,0,0,1,0,0
236,Max Kepler,MIN ,180,325,245.3,28.2,264.0,0.0,1.0,0,0,0,0,0,0,1,0
237,Brayan Bello,BOS ,155,367,238.4,41.8,225.0,1.0,0.0,0,0,0,0,0,0,0,1
238,J.P. Crawford,SEA ,74,309,233.9,27.4,217.0,0.0,1.0,0,0,0,0,1,0,0,0
239,Braxton Garrett,MIA ,123,291,220.2,31.5,208.0,1.0,0.0,0,0,0,0,0,0,0,1
240,Kenta Maeda,DET ,174,369,251.7,30.9,226.0,1.0,0.0,0,0,0,0,0,0,0,1
241,Nick Lodolo,CIN ,136,348,241.7,31.8,241.0,1.0,0.0,0,0,0,0,0,0,0,1
242,Giancarlo Stanton,NYY ,146,314,252.5,24.1,219.0,0.0,1.0,0,0,0,0,0,0,1,0
243,Jose Siri,TB ,140,372,261.0,32.7,320.0,0.0,1.0,0,0,0,0,0,0,1,0
244,Kyle Harrison,SF ,134,376,255.1,41.3,233.0,1.0,0.0,0,0,0,0,0,0,0,1
245,Luis Campusano,SD ,141,304,243.6,36.7,262.0,0.0,1.0,0,1,0,0,0,0,0,0
246,Jake Fraley,CIN ,208,302,257.9,24.0,330.0,0.0,1.0,0,0,0,0,0,0,1,0
247,Reid Detmers,LAA ,182,351,252.2,27.4,215.0,1.0,0.0,0,0,0,0,0,0,0,1
248,Nestor Cortes Jr.,NYY ,164,306,247.1,32.2,222.0,1.0,0.0,0,0,0,0,0,0,0,1
249,Sal Frelick,MIL ,139,308,254.5,32.6,282.0,0.0,1.0,0,0,0,0,0,0,1,0
