VBR,Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
1,Aaron Judge ,10,2,1,2,0,0.316,0.425,3,1,0,2,3,0.708,1.133,0.99,0.99,1.0,4955,NYY 
2,Pete Alonso ,10,2,1,2,0,0.266,0.351,3,0,0,1,3,0.504,0.855,0.99,0.99,1.0,6960,NYM 
3,Corey Seager ,11,2,1,2,0,0.243,0.32,3,0,0,1,2,0.457,0.777,0.98,0.96,0.99,4805,TEX 
4,Mookie Betts ,10,2,1,1,0,0.27,0.343,3,1,0,1,2,0.543,0.886,0.99,0.99,1.0,4921,LAD 
5,Giancarlo Stanton ,8,1,1,2,0,0.224,0.314,2,0,0,1,2,0.47,0.784,0.95,0.94,0.95,3783,NYY 
6,Eugenio Suarez ,9,1,1,2,0,0.235,0.337,2,0,0,1,3,0.469,0.806,0.7,0.77,0.62,5332,SEA 
7,Adolis Garcia ,11,2,0,2,0,0.253,0.305,3,1,0,1,4,0.458,0.763,0.9,0.92,0.89,6901,TEX 
8,Francisco Lindor ,12,2,0,2,0,0.271,0.348,3,0,0,1,2,0.451,0.8,0.99,0.99,1.0,4569,NYM 
9,DJ LeMahieu ,10,2,0,1,0,0.266,0.358,3,0,0,1,2,0.385,0.743,0.86,0.8,0.92,4417,NYY 
10,Brandon Nimmo ,10,2,0,1,0,0.265,0.358,3,1,0,1,3,0.416,0.774,0.76,0.65,0.87,4685,NYM 
11,Anthony Rizzo ,9,1,1,1,0,0.229,0.342,2,0,0,1,2,0.486,0.828,0.94,0.91,0.98,4307,NYY 
12,Joey Meneses ,11,2,0,1,0,0.272,0.33,3,1,0,1,0,0.467,0.797,0.59,0.65,0.52,43684,WSH 
13,Marcus Semien ,12,2,0,1,0,0.251,0.306,3,1,0,1,2,0.428,0.734,0.99,0.98,1.0,4544,TEX 
14,Kyle Schwarber ,7,1,1,1,0,0.211,0.311,1,0,0,1,2,0.477,0.788,0.98,0.97,0.99,5686,PHI 
15,Andres Gimenez ,5,1,0,1,0,0.29,0.36,2,0,0,0,1,0.458,0.818,0.83,0.86,0.8,7049,CLE 
