VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
1,Sandy Alcantara ,48.6,43,4,0,2.17,1.01,12,35,12,3,7,7,2,0,0.99,0.99,1.0,7109,MIA 
2,Justin Verlander ,37.7,39,4,0,2.41,0.96,10,28,7,4,6,6,1,0,0.99,0.98,1.0,3623,HOU 
3,Corbin Burnes ,41.0,54,2,0,2.68,1.06,12,29,12,5,7,7,2,0,0.99,0.99,1.0,7251,MIL 
4,Julio Urias ,37.8,38,5,0,2.94,1.10,12,32,9,5,7,8,2,0,0.99,0.99,0.99,4922,LAD 
5,Shane McClanahan ,37.4,44,3,0,2.77,1.01,12,28,9,4,6,6,1,0,0.99,0.98,1.0,7487,TB 
6,Carlos Rodon ,41.8,53,3,0,3.10,1.12,14,33,13,3,7,7,2,0,0.99,0.98,0.99,5674,SF 
7,Gerrit Cole ,39.5,52,3,0,3.34,1.06,15,31,10,6,7,6,2,0,0.99,0.99,1.0,4656,NYY 
8,Aaron Nola ,42.1,46,2,0,3.19,1.01,15,34,7,5,6,6,3,0,0.99,0.99,1.0,5682,PHI 
9,Logan Webb ,44.3,38,4,0,3.10,1.19,15,39,12,3,7,7,2,0,0.97,0.95,0.98,8146,SF 
10,Tony Gonsolin ,36.1,34,4,0,3.02,1.07,12,26,12,4,8,7,0,0,0.96,0.94,0.97,8518,LAD 
11,Alek Manoah ,42.8,41,3,0,3.04,1.17,14,34,12,5,7,7,2,0,0.98,0.97,1.0,19812,TOR 
12,Dylan Cease ,37.5,48,3,0,2.74,1.22,11,29,16,4,7,6,2,0,0.99,0.98,1.0,6848,CWS 
13,Max Scherzer ,32.2,40,2,0,2.66,1.04,10,24,7,3,5,5,0,0,0.99,0.99,1.0,3744,NYM 
14,Zack Wheeler ,37.5,40,3,0,3.13,1.15,13,32,9,4,6,6,2,0,0.99,0.98,0.99,4603,PHI 
15,Triston McKenzie ,40.0,39,3,0,3.55,1.10,16,30,12,6,7,6,3,0,0.89,0.88,0.9,39295,CLE 
16,Max Fried ,37.0,34,3,0,2.94,1.15,12,34,8,2,6,6,1,0,0.99,0.99,1.0,4729,ATL 
17,Shane Bieber ,41.0,45,2,0,3.31,1.14,15,36,9,4,7,7,2,0,0.99,0.99,0.99,7178,CLE 
18,Framber Valdez ,40.0,36,3,0,2.93,1.24,13,32,14,2,6,6,2,0,0.96,0.95,0.98,7627,HOU 
19,Shohei Ohtani ,32.3,42,3,0,3.13,1.16,11,27,10,4,6,5,1,0,0.5,0.0,1.0,7354,LAA 
20,Merrill Kelly ,42.3,35,3,0,3.34,1.20,16,37,13,4,7,7,2,0,0.84,0.83,0.84,8374,ARI 
21,Yu Darvish ,37.0,39,3,0,3.61,1.13,15,31,8,5,6,6,1,0,0.98,0.97,0.99,3965,SD 
22,Joe Musgrove ,35.5,36,3,0,3.28,1.16,13,30,9,4,6,6,1,0,0.99,0.98,1.0,5883,SD 
23,Miles Mikolas ,41.3,31,3,0,3.62,1.14,17,38,8,5,7,7,3,0,0.86,0.84,0.88,5408,STL 
24,Robbie Ray ,39.8,48,3,0,3.81,1.22,17,33,14,6,7,6,2,0,0.98,0.98,0.99,5484,SEA 
25,Nestor Cortes Jr. ,34.0,35,3,0,3.45,1.13,13,28,9,5,7,5,1,0,0.94,0.92,0.97,7375,NYY 
26,Brandon Woodruff ,34.5,40,3,0,3.49,1.18,13,29,10,4,6,6,1,0,0.99,0.98,0.99,6813,MIL 
27,Zac Gallen ,36.8,37,3,0,3.48,1.19,14,29,12,4,7,6,0,0,0.94,0.92,0.96,7245,ARI 
28,Jacob deGrom ,22.4,32,2,0,2.48,0.92,6,15,5,2,4,3,1,0,0.98,0.97,0.99,4850,NYM 
29,Kevin Gausman ,37.0,43,3,0,3.51,1.27,14,38,8,4,7,6,3,0,0.98,0.98,0.99,4671,TOR 
30,Tyler Anderson ,37.5,30,3,0,3.54,1.17,15,34,8,5,7,6,0,0,0.92,0.9,0.93,5636,LAD 
31,Chris Bassitt ,35.0,35,3,0,3.56,1.25,14,31,10,4,6,6,1,0,0.96,0.95,0.98,5554,NYM 
32,Martin Perez ,40.3,35,3,0,3.42,1.32,15,38,14,4,7,7,2,0,0.89,0.86,0.91,3501,TEX 
33,Emmanuel Clase ,14.6,16,1,7,2.36,1.02,4,11,4,1,15,0,1,0,0.98,0.98,0.98,27356,CLE 
34,Kyle Wright ,35.0,33,4,0,3.75,1.33,15,33,12,4,7,6,1,0,0.93,0.91,0.96,6922,ATL 
35,Logan Gilbert ,38.2,37,3,0,3.78,1.29,16,36,11,5,7,6,2,0,0.92,0.9,0.95,7453,SEA 
36,Clayton Kershaw ,27.8,29,2,0,3.26,1.11,10,24,6,3,5,4,1,0,0.97,0.96,0.98,3215,LAD 
37,Jeffrey Springs ,26.5,31,2,0,3.09,1.15,9,22,8,3,12,2,1,0,0.57,0.69,0.46,8051,TB 
38,Liam Hendriks ,13.0,19,1,7,2.91,1.02,4,10,3,2,13,0,1,0,0.98,0.98,0.99,4158,CWS 
39,Jordan Montgomery ,36.3,33,1,0,3.51,1.18,14,32,8,4,7,7,1,0,0.88,0.84,0.91,7062,STL 
40,Cristian Javier ,28.3,36,2,0,3.61,1.22,11,21,12,4,7,5,2,0,0.88,0.85,0.92,10002,HOU 
41,Eric Lauer ,36.7,36,3,0,4.04,1.31,16,33,14,7,7,6,2,0,0.73,0.69,0.76,6409,MIL 
42,Edwin Diaz ,12.7,20,1,6,2.75,1.12,4,9,5,1,13,0,0,0,0.98,0.98,0.99,5996,NYM 
43,Jose Urquidy ,33.1,28,3,0,4.03,1.23,15,32,7,6,6,6,1,0,0.86,0.86,0.85,22917,HOU 
44,Jameson Taillon ,34.3,31,3,0,4.22,1.23,16,33,8,5,7,6,1,0,0.76,0.75,0.78,4657,NYY 
45,Pablo Lopez ,37.4,38,2,0,3.96,1.27,16,34,11,5,7,6,2,0,0.9,0.88,0.92,7289,MIA 
46,Adam Wainwright ,38.4,32,2,0,3.64,1.29,16,37,11,4,6,6,2,0,0.93,0.91,0.94,4033,STL 
47,Luis Garcia ,30.7,33,3,0,4.18,1.25,14,27,10,5,6,5,3,0,0.89,0.86,0.93,43720,HOU 
48,Luis Castillo ,31.5,33,1,0,3.28,1.21,11,26,11,3,5,5,1,0,0.95,0.93,0.97,3679,SEA 
49,Alex Wood ,34.6,35,3,0,4.14,1.31,16,34,9,4,7,7,3,0,0.62,0.56,0.67,4574,SF 
50,Drew Rasmussen ,28.5,27,2,0,3.40,1.22,11,25,9,3,6,6,1,0,0.83,0.79,0.87,43665,TB 
51,Nathan Eovaldi ,30.7,31,3,0,4.08,1.27,14,32,7,5,6,5,1,0,0.76,0.69,0.84,4423,BOS 
52,Marcus Stroman ,31.5,27,3,0,3.98,1.26,14,30,9,4,6,5,1,0,0.6,0.56,0.64,4796,CHC 
53,Josh Hader ,11.4,19,1,6,3.11,1.11,4,7,5,2,12,0,0,0,0.97,0.96,0.97,5047,SD 
54,Jon Gray ,31.4,34,3,0,4.14,1.31,14,29,11,4,6,5,1,0,0.55,0.48,0.62,4933,TEX 
