VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,74.5,95,6,0,3.20,1.15,27,57,25,9,13,13,4,0,0.5,0.0,1.0,7354,LAA 
2,Spencer Strider ,75.8,110,6,0,3.22,1.14,27,58,26,8,13,13,3,0,0.99,0.99,1.0,44282,ATL 
3,Kevin Gausman ,80.2,95,6,0,3.35,1.13,30,71,18,10,13,13,3,0,0.99,0.99,1.0,4671,TOR 
4,Gerrit Cole ,85.5,99,6,0,3.49,1.15,33,73,23,11,14,14,4,0,0.99,0.99,1.0,4656,NYY 
5,Carlos Rodon ,70.5,88,6,0,3.19,1.12,25,55,21,8,12,12,3,0,0.93,0.94,0.91,5674,NYY 
6,Justin Verlander ,79.2,79,6,0,3.30,1.13,29,68,19,10,13,13,4,0,0.98,0.98,0.98,3623,NYM 
7,Framber Valdez ,85.7,85,7,0,3.19,1.25,30,76,27,6,13,13,4,1,0.99,0.99,0.99,7627,HOU 
8,Luis Castillo ,86.5,91,6,0,3.40,1.20,33,74,27,9,15,15,4,0,0.99,0.99,0.99,3679,SEA 
9,Aaron Nola ,89.2,95,6,0,3.75,1.15,37,79,20,12,15,15,5,0,0.98,0.98,0.99,5682,PHI 
10,Zack Wheeler ,83.2,87,6,0,3.41,1.18,32,74,20,8,14,14,4,0,0.98,0.98,0.99,4603,PHI 
11,Zac Gallen ,83.3,87,6,0,3.55,1.19,33,73,23,10,14,14,4,0,0.99,0.99,1.0,7245,ARI 
12,Max Scherzer ,76.8,90,5,0,3.53,1.14,30,66,18,11,13,13,4,0,0.99,0.99,0.99,3744,NYM 
13,Clayton Kershaw ,66.5,71,6,0,3.27,1.15,24,59,16,9,12,12,3,0,0.98,0.98,0.98,3215,LAD 
14,Corbin Burnes ,81.0,90,5,0,3.56,1.19,32,69,24,9,13,13,4,0,0.99,0.99,1.0,7251,MIL 
15,Sandy Alcantara ,89.5,80,5,0,3.55,1.20,35,80,24,9,14,14,5,1,0.95,0.96,0.95,7109,MIA 
16,Logan Webb ,88.0,82,6,0,3.51,1.25,34,85,22,8,14,14,4,0,0.98,0.97,0.98,8146,SF 
17,Blake Snell ,75.0,97,6,0,3.56,1.25,30,60,32,9,14,14,4,0,0.94,0.95,0.94,5835,SD 
18,Yu Darvish ,83.5,85,6,0,3.93,1.21,36,74,23,12,14,14,4,0,0.92,0.94,0.9,3965,SD 
19,George Kirby ,74.8,69,5,0,3.57,1.17,30,72,13,9,13,13,4,1,0.93,0.94,0.93,20405,SEA 
20,Shane Bieber ,87.2,83,5,0,3.70,1.23,36,82,22,11,14,14,4,1,0.99,0.98,1.0,7178,CLE 
21,Tyler Glasnow ,65.8,87,4,0,3.42,1.17,25,53,22,8,12,12,3,0,0.91,0.93,0.88,4587,TB 
22,Pablo Lopez ,79.2,87,5,0,3.70,1.22,33,70,22,9,13,13,4,0,0.93,0.91,0.95,7289,MIN 
23,Joe Musgrove ,75.0,74,5,0,3.52,1.21,29,67,19,9,13,13,4,0,0.92,0.94,0.9,5883,SD 
24,Julio Urias ,74.7,72,6,0,3.74,1.20,31,68,18,11,13,13,4,0,0.95,0.97,0.92,4922,LAD 
25,Nathan Eovaldi ,80.0,76,5,0,3.66,1.22,33,74,20,10,13,13,4,1,0.96,0.95,0.98,4423,TEX 
26,Joe Ryan ,73.2,78,5,0,3.87,1.16,31,64,19,10,13,13,4,0,0.97,0.96,0.97,43688,MIN 
27,Zach Eflin ,73.0,67,5,0,3.66,1.17,30,68,15,9,12,12,4,0,0.88,0.91,0.85,6146,TB 
28,Shane McClanahan ,62.2,68,5,0,3.40,1.18,24,53,19,7,11,11,3,0,0.99,0.99,1.0,7487,TB 
29,Logan Gilbert ,80.0,78,5,0,3.79,1.21,34,74,20,11,14,14,4,0,0.94,0.94,0.94,7453,SEA 
30,Dylan Cease ,78.0,91,5,0,3.85,1.29,33,67,31,10,14,14,4,0,0.96,0.96,0.96,6848,CWS 
