VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
2,Tarik Skubal ,54.4,64,4,0,3.09,1.09,19,45,13,6,10,10,3,0,0.99,0.99,1.0,43633 ,DET 
3,George Kirby ,57.8,55,4,0,3.41,1.11,22,54,8,7,10,10,3,0,0.98,0.98,0.99,20405 ,SEA 
4,Tyler Glasnow ,51.2,65,4,0,3.28,1.12,19,41,15,6,9,9,2,0,0.99,0.99,1.0,4587 d,LAD 
5,Zack Wheeler ,62.7,65,4,0,3.48,1.18,24,55,16,7,10,10,3,0,0.99,0.99,1.0,4603 d,PHI 
6,Chris Sale ,53.9,67,4,0,3.34,1.17,20,45,14,6,10,10,2,0,0.98,0.98,0.99,3207 d,ATL 
7,Pablo Lopez ,61.2,67,4,0,3.61,1.18,25,54,15,7,11,11,3,0,0.96,0.97,0.95,7289 d,MIN 
8,Joe Ryan ,59.6,66,4,0,3.80,1.14,25,52,14,8,11,11,3,0,0.97,0.97,0.97,43688 ,MIN 
9,Dylan Cease ,56.7,71,4,0,3.46,1.22,22,45,22,6,10,10,3,0,0.98,0.98,0.99,6848 d,SD 
10,Logan Gilbert ,58.5,58,4,0,3.61,1.16,23,53,13,7,10,10,3,0,0.99,0.98,0.99,7453 d,SEA 
11,Logan Webb ,61.0,52,4,0,3.35,1.22,23,59,13,4,10,10,3,0,0.97,0.97,0.96,8146 d,SF 
12,Paul Skenes ,51.8,60,3,0,3.30,1.15,19,43,15,5,9,9,3,0,0.97,0.96,0.98,47239 ,PIT 
13,Framber Valdez ,64.0,61,5,0,3.46,1.29,25,58,21,6,10,10,3,0,0.95,0.97,0.94,7627 d,HOU 
14,Corbin Burnes ,58.8,61,4,0,3.61,1.19,24,51,17,7,10,10,3,0,0.99,0.99,1.0,7251 d,BAL 
15,Luis Castillo ,59.2,60,4,0,3.60,1.20,24,52,17,7,10,10,3,0,0.98,0.98,0.98,3679 d,SEA 
16,Sonny Gray ,56.7,58,4,0,3.46,1.22,22,50,17,6,10,10,3,0,0.95,0.96,0.95,4755 d,STL 
17,Gerrit Cole ,53.0,58,4,0,3.70,1.16,22,46,14,8,9,9,2,0,0.95,0.95,0.95,4656 d,NYY 
18,Blake Snell ,54.4,69,4,0,3.49,1.26,21,43,24,6,10,10,3,0,0.9,0.94,0.85,5835 d,SF 
19,Aaron Nola ,62.3,63,4,0,3.91,1.19,27,58,14,8,10,10,3,0,0.99,0.99,0.99,5682 d,PHI 
20,Garrett Crochet ,45.7,58,3,0,3.19,1.17,16,36,16,5,9,9,3,0,0.91,0.91,0.9,43886 ,CWS 
21,Kevin Gausman ,58.2,62,4,0,3.79,1.22,24,54,16,8,10,10,3,0,0.93,0.95,0.91,4671 d,TOR 
22,Freddy Peralta ,54.9,65,3,0,3.68,1.21,22,44,19,7,10,10,3,0,0.97,0.97,0.96,7274 d,MIL 
23,Michael King ,53.7,61,4,0,3.64,1.26,22,46,19,7,10,10,3,0,0.9,0.94,0.86,8489 d,SD 
24,Zac Gallen ,59.3,58,4,0,3.78,1.25,25,55,17,7,10,10,3,0,0.97,0.98,0.96,7245 d,ARI 
25,Cole Ragans ,56.2,61,4,0,3.64,1.28,23,49,21,6,10,10,3,0,0.97,0.97,0.97,6834 d,KC 
26,Zach Eflin ,53.9,46,4,0,3.82,1.19,23,54,8,7,10,10,3,0,0.84,0.91,0.77,6146 d,BAL 
27,Shota Imanaga ,52.9,54,3,0,3.79,1.19,22,49,12,7,9,9,3,0,0.96,0.96,0.96,6979 d,CHC 
