VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
2,Zack Wheeler ,173.7,177,12,0,3.52,1.19,68,155,43,19,29,29,8,0,0.99,0.99,1.0,4603 d,PHI 
3,Pablo Lopez ,171.5,188,11,0,3.57,1.20,68,152,46,20,29,29,8,0,0.98,0.98,0.98,7289 d,MIN 
4,Corbin Burnes ,172.5,186,11,0,3.57,1.20,69,148,52,19,28,28,8,0,0.99,0.99,1.0,7251 d,BAL 
5,Luis Castillo ,172.3,181,12,0,3.57,1.21,68,151,51,20,29,29,9,0,0.98,0.98,0.97,3679 d,SEA 
6,Kevin Gausman ,167.3,188,11,0,3.61,1.19,67,151,44,21,28,28,8,0,0.96,0.98,0.95,4671 d,TOR 
7,Yoshinobu Yamamoto ,152.2,162,12,0,3.67,1.14,62,130,39,19,26,26,7,0,0.99,0.99,0.99,48250 ,LAD 
8,George Kirby ,167.8,155,11,0,3.65,1.16,68,161,27,21,29,29,9,0,0.97,0.98,0.96,20405 ,SEA 
9,Logan Webb ,176.0,154,12,0,3.48,1.24,68,173,39,14,28,28,8,0,0.99,0.99,0.98,8146 d,SF 
10,Zach Eflin ,156.2,150,11,0,3.59,1.15,62,147,28,19,28,28,8,0,0.94,0.97,0.9,6146 d,TB 
11,Max Fried ,158.2,151,13,0,3.41,1.24,60,149,41,15,28,28,6,0,0.97,0.98,0.96,4729 d,ATL 
12,Zac Gallen ,173.0,175,12,0,3.67,1.23,71,157,49,20,29,29,8,0,0.99,0.99,1.0,7245 d,ARI 
13,Tarik Skubal ,140.0,161,9,0,3.37,1.15,52,119,37,15,26,26,8,0,0.99,0.99,0.99,43633 ,DET 
14,Freddy Peralta ,149.2,183,10,0,3.56,1.19,59,119,51,19,26,26,8,0,0.99,0.99,0.99,7274 d,MIL 
15,Joe Ryan ,157.7,180,10,0,3.80,1.16,67,135,41,23,28,28,9,0,0.97,0.97,0.96,43688 ,MIN 
16,Tyler Glasnow ,126.6,160,10,0,3.48,1.14,49,103,40,16,23,23,5,0,0.99,0.99,1.0,4587 d,LAD 
17,Logan Gilbert ,168.7,167,10,0,3.82,1.20,72,156,41,23,29,29,8,0,0.99,0.98,0.99,7453 d,SEA 
18,Aaron Nola ,173.1,172,11,0,4.03,1.21,77,164,40,24,29,29,9,0,0.99,0.99,0.99,5682 d,PHI 
19,Framber Valdez ,143.9,141,11,0,3.39,1.29,54,129,48,12,23,23,6,0,0.97,0.98,0.96,7627 d,HOU 
20,Chris Sale ,131.2,160,10,0,3.65,1.22,53,113,39,17,25,25,6,0,0.93,0.95,0.91,3207 d,ATL 
21,Dylan Cease ,154.4,185,10,0,3.72,1.29,64,127,66,18,27,27,8,0,0.98,0.98,0.98,6848 d,SD 
22,Sonny Gray ,154.9,146,10,0,3.65,1.28,63,142,50,16,28,28,8,0,0.91,0.94,0.88,4755 d,STL 
23,Carlos Rodon ,140.6,162,10,0,3.92,1.22,61,118,47,20,26,26,7,0,0.8,0.88,0.72,5674 d,NYY 
24,Blake Snell ,144.6,183,10,0,3.65,1.32,59,118,69,15,26,26,8,0,0.94,0.97,0.91,5835 d,SF 
25,Grayson Rodriguez ,150.6,161,9,0,3.81,1.26,64,133,50,19,28,28,8,0,0.98,0.99,0.98,7924 d,BAL 
26,Shota Imanaga ,146.4,152,9,0,3.91,1.25,64,137,41,20,26,26,8,0,0.9,0.94,0.86,6979 d,CHC 
27,Joe Musgrove ,147.4,141,10,0,3.80,1.28,62,137,40,18,26,26,8,0,0.89,0.93,0.85,5883 d,SD 
28,Chris Bassitt ,173.2,157,12,0,4.04,1.31,78,163,53,23,29,29,10,0,0.88,0.93,0.83,5554 d,TOR 
29,Jesus Luzardo ,146.5,164,9,0,3.94,1.29,64,132,52,20,26,26,9,0,0.89,0.91,0.87,6889 d,MIA 
30,Cole Ragans ,147.2,158,9,0,3.80,1.32,62,131,59,16,26,26,8,0,0.96,0.97,0.95,6834 d,KC 
31,Merrill Kelly ,162.3,154,10,0,4.02,1.31,72,154,55,21,28,28,9,0,0.95,0.94,0.97,8374 d,ARI 
32,Edwin Diaz ,53.6,79,3,31,2.93,1.12,17,38,19,5,57,0,2,0,0.98,0.99,0.97,5996 d,NYM 
