VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,46.7,60,3,0,3.21,1.15,17,36,16,6,8,8,2,0,0.5,0.0,1.0,7354,LAA 
2,Spencer Strider ,50.3,74,4,0,3.31,1.14,19,38,17,6,9,9,2,0,0.99,0.99,1.0,44282,ATL 
3,Gerrit Cole ,55.5,64,4,0,3.41,1.15,21,47,15,7,9,9,2,0,0.99,0.99,1.0,4656,NYY 
4,Kevin Gausman ,49.2,59,4,0,3.42,1.14,19,43,12,6,8,8,2,0,0.99,0.99,1.0,4671,TOR 
5,Zack Wheeler ,52.2,55,4,0,3.39,1.16,20,46,12,6,9,9,2,0,0.99,0.99,0.99,4603,PHI 
6,Justin Verlander ,51.8,52,4,0,3.41,1.16,20,45,13,7,9,9,2,0,0.99,0.99,0.99,3623,HOU 
7,Aaron Nola ,55.0,59,4,0,3.82,1.15,23,49,12,8,9,9,3,0,0.98,0.98,0.99,5682,PHI 
8,Luis Castillo ,54.2,58,3,0,3.38,1.18,20,46,16,6,9,9,3,0,0.99,0.99,1.0,3679,SEA 
9,Clayton Kershaw ,45.7,49,4,0,3.32,1.15,17,41,11,6,8,8,2,0,0.98,0.98,0.98,3215,LAD 
10,Max Fried ,50.2,48,4,0,3.29,1.21,18,47,12,5,9,9,2,0,0.97,0.97,0.96,4729,ATL 
11,Tyler Glasnow ,45.0,59,3,0,3.37,1.15,17,36,15,5,8,8,2,0,0.93,0.94,0.93,4587,TB 
12,Framber Valdez ,53.3,53,4,0,3.26,1.27,19,48,17,4,9,9,2,1,0.99,0.99,0.99,7627,HOU 
13,Corbin Burnes ,52.0,58,3,0,3.52,1.19,20,44,16,6,9,9,2,0,0.99,0.99,1.0,7251,MIL 
14,Sandy Alcantara ,58.0,52,3,0,3.60,1.19,23,52,15,6,9,9,3,1,0.97,0.97,0.97,7109,MIA 
15,Zac Gallen ,54.8,58,3,0,3.58,1.20,22,48,15,7,9,9,3,0,0.99,0.99,1.0,7245,ARI 
16,Zach Eflin ,48.2,45,4,0,3.61,1.17,19,45,9,5,8,8,2,0,0.9,0.92,0.88,6146,TB 
17,Brandon Woodruff ,44.5,52,3,0,3.44,1.15,17,37,12,6,8,8,2,0,0.95,0.96,0.94,6813,MIL 
18,Logan Webb ,54.8,51,4,0,3.58,1.25,22,53,13,5,9,9,3,0,0.98,0.97,0.99,8146,SF 
19,Blake Snell ,48.3,62,4,0,3.54,1.29,19,39,22,5,9,9,3,0,0.97,0.96,0.97,5835,SD 
20,Yu Darvish ,52.7,54,4,0,3.87,1.21,23,46,15,7,9,9,3,0,0.95,0.96,0.95,3965,SD 
21,Julio Urias ,50.8,48,4,0,3.78,1.20,21,47,13,7,9,9,3,0,0.95,0.97,0.93,4922,LAD 
22,George Kirby ,46.8,44,3,0,3.56,1.16,19,44,8,5,8,8,3,0,0.95,0.95,0.94,20405,SEA 
23,Kodai Senga ,52.8,60,4,0,3.81,1.28,22,44,22,6,9,9,3,0,0.86,0.87,0.85,6917,NYM 
24,Pablo Lopez ,49.2,55,3,0,3.69,1.23,20,45,14,6,8,8,2,0,0.95,0.93,0.97,7289,MIN 
25,Max Scherzer ,48.5,56,3,0,3.90,1.20,21,44,13,8,8,8,3,0,0.99,0.99,0.99,3744,TEX 
26,Logan Gilbert ,49.7,49,3,0,3.84,1.20,21,46,12,7,8,8,3,0,0.95,0.95,0.96,7453,SEA 
27,Freddy Peralta ,44.2,53,3,0,3.74,1.22,18,36,16,6,8,8,2,0,0.88,0.91,0.85,7274,MIL 
