VBR,Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
1,Ronald Acuna Jr. ,447,86,21,63,34,0.285,0.381,127,25,1,60,125,0.49,0.871,0.99,0.99,1.0,6966,ATL 
2,Aaron Judge ,428,83,34,82,9,0.28,0.394,120,19,1,72,134,0.564,0.959,0.99,0.99,1.0,4955,NYY 
3,Vladimir Guerrero Jr. ,466,78,26,78,6,0.299,0.381,139,24,1,53,82,0.52,0.901,0.99,0.99,1.0,6050,TOR 
4,Trea Turner ,486,79,15,59,27,0.294,0.346,143,26,5,36,93,0.462,0.808,0.99,0.99,1.0,5828,PHI 
5,Pete Alonso ,467,75,32,90,3,0.264,0.357,123,19,1,54,107,0.516,0.873,0.99,0.99,1.0,6960,NYM 
6,Jose Ramirez ,457,74,21,76,22,0.272,0.363,124,29,4,55,67,0.491,0.854,0.99,0.99,1.0,5288,CLE 
7,Freddie Freeman ,460,81,19,68,8,0.304,0.397,140,28,1,62,78,0.493,0.89,0.99,0.99,1.0,3365,LAD 
8,Julio Rodriguez ,464,77,22,66,22,0.275,0.345,128,25,4,39,123,0.489,0.834,0.99,0.99,1.0,43685,SEA 
9,Shohei Ohtani ,419,76,26,69,17,0.27,0.369,113,20,3,56,121,0.518,0.887,0.5,0.0,1.0,7354,LAA 
10,Bo Bichette ,489,72,20,68,14,0.294,0.339,144,28,1,30,108,0.475,0.814,0.99,0.99,1.0,6808,TOR 
11,Kyle Tucker ,447,68,23,75,19,0.276,0.354,123,25,2,51,84,0.497,0.851,0.99,0.99,1.0,6006,HOU 
12,Rafael Devers ,460,73,27,80,3,0.278,0.347,128,28,1,40,97,0.521,0.869,0.99,0.99,1.0,5175,BOS 
13,Yordan Alvarez ,400,71,26,84,0,0.287,0.387,115,24,1,56,97,0.552,0.939,0.99,0.99,1.0,6461,HOU 
14,Fernando Tatis Jr. ,360,69,25,66,19,0.275,0.358,99,19,2,41,107,0.547,0.905,0.99,0.99,0.99,6853,SD 
15,Matt Olson ,464,75,28,85,2,0.26,0.357,121,25,2,61,116,0.501,0.858,0.99,0.99,0.99,5718,ATL 
16,Mike Trout ,410,76,29,74,2,0.269,0.387,110,24,2,66,133,0.55,0.936,0.99,0.99,1.0,3785,LAA 
17,Paul Goldschmidt ,447,74,22,72,7,0.28,0.371,125,25,1,62,110,0.489,0.861,0.99,0.99,1.0,4403,STL 
18,Mookie Betts ,441,80,22,65,10,0.273,0.36,120,28,2,55,85,0.493,0.853,0.99,0.99,1.0,4921,LAD 
19,Austin Riley ,469,73,26,77,1,0.273,0.349,128,23,1,47,130,0.494,0.843,0.99,0.99,0.98,6022,ATL 
20,Randy Arozarena ,438,69,17,64,26,0.268,0.34,117,23,2,37,118,0.446,0.786,0.99,0.99,0.98,6962,TB 
21,Juan Soto ,409,79,22,67,8,0.266,0.421,109,21,1,101,75,0.488,0.908,0.99,0.99,1.0,6906,SD 
22,Marcus Semien ,488,77,20,70,16,0.253,0.315,124,26,2,44,102,0.438,0.752,0.99,0.99,1.0,4544,TEX 
23,Bobby Witt Jr. ,466,69,17,59,26,0.263,0.312,122,24,6,29,107,0.451,0.763,0.98,0.99,0.97,6810,KC 
24,Bryan Reynolds ,449,68,19,71,8,0.279,0.354,125,23,4,45,107,0.475,0.828,0.98,0.98,0.98,6818,PIT 
25,Francisco Lindor ,469,73,19,73,13,0.25,0.331,117,26,1,49,97,0.436,0.767,0.99,0.99,0.99,4569,NYM 
26,Manny Machado ,466,66,21,71,9,0.264,0.337,123,22,1,46,97,0.449,0.786,0.99,0.99,1.0,3778,SD 
27,Cedric Mullins II ,454,66,14,56,32,0.251,0.323,114,22,4,43,94,0.405,0.728,0.98,0.98,0.98,7400,BAL 
28,Xander Bogaerts ,446,67,17,62,6,0.286,0.359,127,23,1,46,93,0.453,0.813,0.99,0.99,0.99,4347,SD 
29,Luis Robert Jr. ,411,63,18,59,12,0.28,0.326,115,24,1,23,92,0.476,0.802,0.93,0.97,0.9,6935,CWS 
30,Kyle Schwarber ,423,70,29,73,4,0.232,0.338,98,18,1,62,139,0.488,0.826,0.98,0.98,0.97,5686,PHI 
31,Nolan Arenado ,455,61,20,73,4,0.266,0.333,121,23,1,42,66,0.457,0.79,0.99,0.99,0.99,4350,STL 
32,Wander Franco ,439,62,12,59,11,0.288,0.348,127,30,3,36,49,0.453,0.801,0.99,0.98,0.99,7147,TB 
33,Willy Adames ,445,68,22,67,8,0.248,0.325,111,22,1,48,135,0.453,0.778,0.92,0.96,0.89,5988,MIL 
34,Michael Harris II ,439,65,13,55,19,0.269,0.322,118,26,3,29,108,0.433,0.756,0.94,0.97,0.9,43924,ATL 
35,Matt Chapman ,433,66,24,72,3,0.247,0.334,107,26,1,52,142,0.481,0.815,0.95,0.95,0.95,6315,TOR 
36,Dansby Swanson ,468,70,15,58,14,0.261,0.331,122,24,1,46,132,0.415,0.746,0.95,0.97,0.92,5965,CHC 
37,Ozzie Albies ,439,62,18,62,14,0.258,0.308,113,23,3,28,88,0.444,0.752,0.99,0.99,0.99,5980,ATL 
38,Andres Gimenez ,430,67,11,49,23,0.265,0.332,114,23,2,29,100,0.406,0.737,0.87,0.96,0.79,7049,CLE 
39,Jazz Chisholm Jr. ,395,61,17,51,27,0.241,0.309,95,17,4,36,122,0.437,0.746,0.9,0.98,0.83,8449,MIA 
40,Nico Hoerner ,433,62,6,43,23,0.288,0.342,125,22,3,28,58,0.393,0.735,0.92,0.93,0.91,7934,CHC 
41,Adolis Garcia ,455,64,21,68,15,0.228,0.278,104,20,2,29,145,0.417,0.695,0.93,0.98,0.88,6901,TEX 
42,Teoscar Hernandez ,440,58,22,65,9,0.251,0.307,110,21,1,30,134,0.453,0.759,0.83,0.96,0.7,4846,SEA 
43,Ryan Mountcastle ,436,57,21,71,5,0.253,0.306,110,21,1,31,119,0.447,0.753,0.83,0.89,0.77,7239,BAL 
44,Starling Marte ,403,60,10,44,27,0.265,0.33,107,20,2,29,84,0.399,0.729,0.87,0.95,0.78,4377,NYM 
45,Bryce Harper ,320,55,17,54,9,0.283,0.392,91,20,1,50,79,0.515,0.907,0.92,0.93,0.91,4293,PHI 
46,Tim Anderson ,404,59,8,43,19,0.291,0.328,118,23,1,19,79,0.416,0.744,0.84,0.97,0.71,4956,CWS 
47,Nathaniel Lowe ,444,62,16,64,3,0.268,0.339,119,24,1,45,112,0.438,0.777,0.88,0.93,0.84,7914,TEX 
48,Will Smith ,360,58,20,65,1,0.268,0.358,96,20,1,44,78,0.496,0.854,0.98,0.98,0.99,7671,LAD 
49,Corbin Carroll ,418,63,13,50,20,0.256,0.329,107,23,5,39,120,0.43,0.759,0.94,0.98,0.91,23993,ARI 
50,George Springer ,415,64,19,57,10,0.248,0.326,103,17,1,43,92,0.432,0.758,0.96,0.96,0.95,4614,TOR 
51,Christian Yelich ,432,72,13,48,16,0.251,0.356,109,20,2,64,117,0.397,0.753,0.86,0.93,0.79,4596,MIL 
52,Max Muncy ,381,64,24,66,2,0.236,0.361,90,16,1,68,109,0.474,0.835,0.95,0.96,0.94,5207,LAD 
53,Kris Bryant ,392,61,16,52,4,0.28,0.361,110,24,2,42,91,0.471,0.832,0.88,0.92,0.84,4934,COL 
54,Brandon Nimmo ,411,67,10,51,7,0.283,0.388,116,23,4,61,87,0.43,0.818,0.91,0.89,0.93,4685,NYM 
55,Tyler O'Neill ,378,61,18,53,14,0.249,0.321,94,18,1,35,121,0.451,0.772,0.54,0.77,0.3,5050,STL 
56,Jeremy Pena ,451,64,16,56,14,0.245,0.295,111,21,2,24,121,0.406,0.701,0.79,0.93,0.65,43642,HOU 
57,J.T. Realmuto ,395,56,15,53,13,0.267,0.33,105,21,4,31,96,0.453,0.783,0.98,0.99,0.97,5371,PHI 
58,Alex Verdugo ,436,62,10,51,4,0.29,0.35,127,24,3,36,66,0.425,0.775,0.89,0.89,0.89,5983,BOS 
59,Thairo Estrada ,404,59,12,44,17,0.272,0.327,110,19,2,26,76,0.417,0.744,0.79,0.93,0.64,7544,SF 
60,Tommy Edman ,442,63,9,46,21,0.263,0.322,116,22,4,33,79,0.394,0.716,0.9,0.94,0.87,7752,STL 
61,Alex Bregman ,442,69,17,62,1,0.254,0.358,112,24,1,66,70,0.426,0.783,0.97,0.97,0.98,5973,HOU 
62,Taylor Ward ,417,66,17,55,5,0.257,0.342,107,21,1,47,108,0.435,0.776,0.79,0.83,0.76,6071,LAA 
63,Ian Happ ,435,60,15,60,9,0.256,0.341,111,26,1,52,122,0.426,0.767,0.81,0.91,0.71,6008,CHC 
64,C.J. Cron ,401,57,21,64,0,0.258,0.327,103,19,1,33,106,0.468,0.796,0.8,0.87,0.74,4688,COL 
65,Corey Seager ,365,54,17,56,1,0.286,0.367,104,22,1,41,67,0.492,0.859,0.97,0.97,0.97,4805,TEX 
66,Anthony Rizzo ,386,58,20,57,6,0.255,0.358,98,17,1,45,78,0.454,0.812,0.92,0.92,0.93,4307,NYY 
67,Nick Castellanos ,432,60,14,61,3,0.268,0.324,116,29,1,32,109,0.436,0.76,0.89,0.93,0.84,4631,PHI 
68,Alec Bohm ,447,55,12,60,4,0.279,0.332,125,21,1,32,91,0.414,0.746,0.83,0.85,0.81,7921,PHI 
69,Amed Rosario ,466,60,8,50,15,0.273,0.31,127,21,4,24,85,0.386,0.696,0.67,0.77,0.57,5994,CLE 
70,Ty France ,433,61,13,60,1,0.274,0.348,119,26,1,34,78,0.426,0.773,0.89,0.89,0.88,8163,SEA 
71,Rowdy Tellez ,393,55,23,67,1,0.245,0.329,96,18,1,42,89,0.474,0.803,0.74,0.78,0.7,5030,MIL 
72,Jonathan India ,411,65,12,51,10,0.263,0.354,108,24,1,45,106,0.417,0.771,0.8,0.89,0.7,6895,CIN 
73,Gleyber Torres ,402,57,16,53,13,0.253,0.328,102,19,1,42,100,0.423,0.752,0.92,0.94,0.9,5133,NYY 
74,Christian Walker ,438,58,19,69,1,0.248,0.321,109,23,1,43,105,0.438,0.758,0.74,0.77,0.7,4905,ARI 
75,Byron Buxton ,358,60,21,53,8,0.243,0.312,87,19,3,32,115,0.49,0.802,0.81,0.94,0.69,4672,MIN 
76,Luis Arraez ,408,54,5,47,4,0.318,0.38,130,23,3,39,36,0.425,0.805,0.93,0.89,0.97,8162,MIA 
77,Daulton Varsho ,399,60,18,53,14,0.239,0.313,95,20,1,38,105,0.432,0.745,0.94,0.96,0.91,7551,TOR 
78,Carlos Correa ,429,59,18,59,0,0.264,0.344,113,23,1,49,96,0.444,0.788,0.89,0.9,0.88,4673,MIN 
