VBR,Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
1,Ronald Acuna Jr. ,310,64,17,48,25,0.298,0.389,92,19,1,41,70,0.533,0.921,0.99,0.99,1.0,6966,ATL 
2,Fernando Tatis Jr. ,316,61,22,56,17,0.287,0.364,91,19,1,35,78,0.562,0.926,0.99,0.99,1.0,6853,SD 
3,Freddie Freeman ,317,59,14,53,7,0.311,0.404,99,21,1,42,56,0.522,0.925,0.99,0.99,1.0,3365,LAD 
4,Jose Ramirez ,313,52,16,57,12,0.284,0.374,89,21,3,37,40,0.522,0.896,0.99,0.99,1.0,5288,CLE 
5,Mookie Betts ,313,60,18,50,8,0.275,0.361,86,19,2,39,60,0.518,0.878,0.99,0.99,1.0,4921,LAD 
6,Kyle Tucker ,307,48,16,54,13,0.282,0.357,86,19,1,34,52,0.505,0.862,0.99,0.99,1.0,6006,HOU 
7,Julio Rodriguez ,318,52,16,47,17,0.27,0.336,86,16,2,27,88,0.482,0.818,0.99,0.99,0.99,43685,SEA 
8,Paul Goldschmidt ,316,55,17,53,5,0.285,0.373,90,19,0,42,78,0.506,0.879,0.99,0.99,1.0,4403,STL 
9,Bo Bichette ,323,49,14,49,8,0.298,0.34,96,19,1,20,66,0.494,0.834,0.99,0.99,1.0,6808,TOR 
10,Rafael Devers ,318,50,19,58,2,0.279,0.35,89,20,1,29,69,0.525,0.875,0.99,0.99,1.0,5175,BOS 
11,Pete Alonso ,303,50,23,62,2,0.261,0.353,79,13,1,35,70,0.533,0.886,0.99,0.99,1.0,6960,NYM 
12,Juan Soto ,282,57,17,49,5,0.281,0.439,79,16,1,74,58,0.521,0.96,0.99,0.99,1.0,6906,SD 
13,Trea Turner ,330,52,11,41,17,0.281,0.334,93,18,2,24,70,0.449,0.782,0.98,0.99,0.98,5828,PHI 
14,Vladimir Guerrero Jr. ,299,48,17,53,3,0.29,0.368,87,17,0,33,52,0.516,0.883,0.99,0.99,1.0,6050,TOR 
15,Mike Trout ,294,55,21,53,1,0.27,0.379,79,16,1,44,94,0.552,0.931,0.99,0.99,1.0,3785,LAA 
