VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
2,Tarik Skubal ,52.0,61,4,0,3.08,1.09,18,43,12,5,9,9,3,0,0.99,0.99,1.0,43633 ,DET 
3,Chris Sale ,51.5,65,4,0,3.27,1.16,19,43,14,6,9,9,2,0,0.98,0.98,0.99,3207 d,ATL 
4,George Kirby ,54.9,52,4,0,3.42,1.11,21,51,8,6,9,9,3,0,0.99,0.99,0.99,20405 ,SEA 
5,Tyler Glasnow ,47.8,61,4,0,3.26,1.10,17,38,14,6,8,8,2,0,0.99,0.99,1.0,4587 d,LAD 
6,Zack Wheeler ,57.7,60,4,0,3.47,1.18,22,50,15,6,10,10,3,0,0.99,0.99,1.0,4603 d,PHI 
7,Logan Gilbert ,55.8,56,4,0,3.56,1.14,22,50,12,7,9,9,3,0,0.99,0.98,0.99,7453 d,SEA 
8,Dylan Cease ,53.7,68,4,0,3.45,1.22,21,43,20,6,9,9,3,0,0.99,0.98,0.99,6848 d,SD 
9,Paul Skenes ,48.9,57,3,0,3.23,1.13,18,39,14,5,9,9,2,0,0.97,0.96,0.98,47239 ,PIT 
10,Joe Ryan ,49.4,55,3,0,3.80,1.14,21,43,11,7,9,9,3,0,0.97,0.97,0.97,43688 ,MIN 
11,Pablo Lopez ,56.1,61,4,0,3.69,1.19,23,50,14,7,10,10,3,0,0.96,0.97,0.95,7289 d,MIN 
12,Corbin Burnes ,56.3,58,4,0,3.63,1.19,23,49,16,6,9,9,2,0,0.99,0.99,1.0,7251 d,BAL 
13,Logan Webb ,55.9,48,4,0,3.35,1.22,21,54,12,4,9,9,3,0,0.97,0.97,0.97,8146 d,SF 
14,Sonny Gray ,52.9,55,4,0,3.48,1.22,20,47,15,6,9,9,3,0,0.96,0.96,0.95,4755 d,STL 
15,Framber Valdez ,59.3,56,5,0,3.46,1.28,23,54,19,5,10,10,3,0,0.96,0.97,0.95,7627 d,HOU 
16,Luis Castillo ,56.2,57,4,0,3.59,1.21,22,50,16,7,9,9,3,0,0.98,0.98,0.98,3679 d,SEA 
17,Gerrit Cole ,50.8,55,4,0,3.71,1.17,21,45,13,8,8,8,2,0,0.95,0.95,0.95,4656 d,NYY 
18,Blake Snell ,49.8,63,4,0,3.44,1.26,19,40,22,5,9,9,3,0,0.92,0.95,0.89,5835 d,SF 
19,Garrett Crochet ,42.0,54,3,0,3.11,1.16,15,33,14,5,8,8,2,0,0.88,0.89,0.87,43886 ,CWS 
20,Aaron Nola ,57.4,57,4,0,3.92,1.20,25,54,13,7,10,10,3,0,0.99,0.99,0.99,5682 d,PHI 
21,Kevin Gausman ,55.4,59,4,0,3.82,1.22,24,52,15,7,9,9,3,0,0.93,0.95,0.91,4671 d,TOR 
22,Michael King ,50.3,57,4,0,3.63,1.25,20,43,18,6,9,9,3,0,0.91,0.94,0.87,8489 d,SD 
23,Freddy Peralta ,52.3,62,3,0,3.71,1.22,22,42,19,7,9,9,3,0,0.97,0.97,0.97,7274 d,MIL 
24,Zac Gallen ,55.2,54,4,0,3.80,1.26,23,52,16,6,9,9,3,0,0.97,0.98,0.96,7245 d,ARI 
25,Zach Eflin ,52.7,45,4,0,3.87,1.20,23,53,8,7,9,9,3,0,0.84,0.91,0.76,6146 d,BAL 
26,Cole Ragans ,51.9,57,3,0,3.64,1.26,21,45,19,6,9,9,3,0,0.97,0.97,0.97,6834 d,KC 
27,Max Fried ,48.5,45,4,0,3.54,1.28,19,46,14,5,8,8,2,0,0.96,0.97,0.95,4729 d,ATL 
28,Carlos Rodon ,48.0,55,3,0,4.04,1.21,22,41,15,7,9,9,3,0,0.82,0.88,0.77,5674 d,NYY 
29,Shota Imanaga ,48.4,50,3,0,3.74,1.19,20,45,11,7,9,9,2,0,0.96,0.96,0.96,6979 d,CHC 
30,Bailey Ober ,50.5,52,3,0,4.00,1.21,22,47,12,8,9,9,3,0,0.9,0.92,0.88,44064 ,MIN 
31,Tanner Bibee ,46.5,48,3,0,3.76,1.22,19,42,13,6,8,8,2,0,0.89,0.94,0.85,45056 ,CLE 
32,Taj Bradley ,49.4,53,3,0,3.93,1.23,22,43,16,7,9,9,3,0,0.76,0.84,0.67,44442 ,TB 
33,Justin Steele ,50.9,48,3,0,3.64,1.26,21,48,14,5,9,9,2,0,0.91,0.93,0.9,8158 d,CHC 
34,Nestor Cortes Jr. ,46.5,45,3,0,3.95,1.19,20,42,12,7,10,8,2,0,0.6,0.73,0.48,7375 d,NYY 
35,Jeffrey Springs ,45.2,46,3,0,3.82,1.22,19,41,13,6,11,8,3,0,0.25,0.41,0.1,8051 d,TB 
36,Yusei Kikuchi ,47.8,53,3,0,3.81,1.26,20,43,16,7,13,8,2,0,0.46,0.54,0.38,7015 d,HOU 
37,Nathan Eovaldi ,53.1,51,3,0,3.92,1.26,23,50,15,7,9,9,3,0,0.87,0.9,0.83,4423 d,TEX 
38,Emmanuel Clase ,19.2,19,1,10,2.86,1.12,6,17,4,1,20,0,1,0,0.99,0.99,0.98,27356 ,CLE 
39,Jack Flaherty ,49.1,56,3,0,3.97,1.26,22,44,15,7,9,9,2,0,0.9,0.91,0.89,6021 d,LAD 
40,Chris Bassitt ,56.4,52,4,0,3.98,1.32,25,53,18,7,9,9,3,0,0.72,0.79,0.65,5554 d,TOR 
41,Mason Miller ,17.5,26,1,8,2.55,1.05,5,11,6,2,18,0,1,0,0.76,0.87,0.66,45221 ,OAK 
42,Hunter Greene ,50.1,60,3,0,4.10,1.29,23,42,19,7,9,9,3,0,0.95,0.94,0.95,6871 d,CIN 
43,Hunter Brown ,47.2,49,3,0,3.93,1.33,21,43,17,6,9,9,3,0,0.78,0.84,0.73,44176 ,HOU 
44,Cristopher Sanchez ,49.4,42,3,0,3.71,1.30,20,48,14,5,9,9,3,0,0.56,0.77,0.36,39312 ,PHI 
45,Bryce Miller ,46.7,42,3,0,4.06,1.23,21,44,12,7,8,8,3,0,0.86,0.89,0.83,45184 ,SEA 
46,Clayton Kershaw ,37.0,36,3,0,3.77,1.24,16,35,10,5,7,7,2,0,0.52,0.71,0.34,3215 d,LAD 
47,Josh Hader ,17.8,26,1,9,3.23,1.13,6,12,7,2,19,0,1,0,0.93,0.97,0.89,5047 d,HOU 
48,Nick Pivetta ,46.5,52,3,0,4.31,1.27,22,42,16,7,8,8,3,0,0.72,0.75,0.69,6590 d,BOS 
49,Robbie Ray ,45.0,50,3,0,4.06,1.28,20,41,15,7,10,8,3,0,0.53,0.68,0.38,5484 d,SF 
50,Edwin Diaz ,17.5,25,1,9,3.08,1.15,6,13,6,2,19,0,1,0,0.87,0.94,0.8,5996 d,NYM 
51,Grayson Rodriguez ,28.6,31,2,0,3.86,1.26,12,26,9,4,5,5,1,0,0.95,0.97,0.94,7924 d,BAL 
52,Ryan Pepiot ,40.3,42,3,0,3.90,1.26,17,34,14,6,10,7,2,0,0.53,0.69,0.37,38313 ,TB 
53,Brandon Pfaadt ,47.0,44,3,0,4.14,1.26,22,46,11,7,8,8,3,0,0.54,0.74,0.34,44436 ,ARI 
54,Luis Gil ,38.5,46,3,0,3.84,1.33,16,31,18,5,10,7,2,0,0.9,0.91,0.88,39290 ,NYY 
55,Gavin Williams ,45.3,47,3,0,3.99,1.32,20,41,17,6,9,9,3,0,0.35,0.54,0.15,44694 ,CLE 
56,Andres Munoz ,17.3,23,1,7,2.83,1.18,5,13,7,1,18,0,1,0,0.88,0.94,0.83,24281 ,SEA 
57,Devin Williams ,17.4,24,1,7,3.23,1.27,6,13,8,2,19,0,1,0,0.6,0.75,0.46,27766 ,MIL 
58,Ryan Helsley ,17.7,21,1,9,3.35,1.23,7,14,7,2,19,0,1,0,0.94,0.96,0.92,7481 d,STL 
59,Raisel Iglesias ,18.7,21,1,9,3.34,1.18,7,16,5,2,20,0,1,0,0.93,0.97,0.89,5589 d,ATL 
60,Clay Holmes ,17.9,19,1,9,3.17,1.27,6,16,6,1,19,0,1,0,0.87,0.92,0.83,6584 d,NYY 
61,Zack Littell ,50.0,42,3,0,4.23,1.28,23,50,11,8,9,9,3,0,0.16,0.21,0.1,6563 d,TB 
62,Sean Manaea ,49.6,51,3,0,4.14,1.32,23,46,17,7,9,9,3,0,0.56,0.65,0.47,4944 d,NYM 
63,Jhoan Duran ,18.7,22,1,8,3.13,1.22,7,15,6,2,20,0,1,0,0.84,0.92,0.76,8034 d,MIN 
64,David Bednar ,18.6,20,1,9,3.55,1.21,7,16,6,2,20,0,1,0,0.76,0.87,0.64,8451 d,PIT 
65,Tanner Houck ,49.2,46,3,0,3.99,1.35,22,48,16,5,9,9,3,0,0.86,0.88,0.84,6987 d,BOS 
66,Camilo Doval ,17.7,21,1,9,3.30,1.30,6,14,8,1,19,0,1,0,0.88,0.94,0.81,43997 ,SF 
67,Seth Lugo ,51.9,44,3,0,4.17,1.33,24,52,14,7,9,9,3,0,0.94,0.93,0.96,5890 d,KC 
68,Max Scherzer ,34.2,37,2,0,3.97,1.20,15,30,9,6,6,6,2,0,0.57,0.69,0.45,3744 d,TEX 
69,Pete Fairbanks ,17.1,20,1,9,3.36,1.25,6,14,7,2,18,0,1,0,0.73,0.86,0.61,19909 ,TB 
70,Mitch Keller ,56.6,51,3,0,4.18,1.35,26,55,18,7,10,10,4,0,0.9,0.89,0.91,6477 d,PIT 
71,MacKenzie Gore ,44.7,48,3,0,4.11,1.36,20,41,18,6,8,8,3,0,0.26,0.37,0.14,7146 d,WSH 
72,Bryan Woo ,36.9,34,2,0,3.95,1.23,16,34,10,5,9,7,2,0,0.66,0.8,0.51,47011 ,SEA 
73,Shane Baz ,45.4,45,3,0,4.18,1.32,21,42,16,6,10,9,3,0,0.33,0.51,0.16,7158 d,TB 
74,Robert Suarez ,18.0,19,1,8,3.59,1.22,7,15,6,2,19,0,1,0,0.88,0.92,0.85,45030 ,SD 
75,Kenley Jansen ,17.7,20,1,9,3.79,1.27,7,15,7,2,19,0,1,0,0.77,0.87,0.66,3630 d,BOS 
76,Eduardo Rodriguez ,45.3,42,3,0,3.99,1.33,20,45,15,5,8,8,2,0,0.42,0.5,0.34,3963 d,ARI 
77,Ranger Suarez ,34.9,31,2,0,3.64,1.29,14,33,11,3,6,6,2,0,0.9,0.92,0.87,7247 d,PHI 
