VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
2,Chris Sale ,46.5,59,4,0,3.16,1.13,16,38,12,5,8,8,2,0,0.99,0.98,0.99,3207 d,ATL 
3,Tarik Skubal ,47.4,56,3,0,3.10,1.09,16,39,11,5,9,9,3,0,0.99,0.99,1.0,43633 ,DET 
4,Tyler Glasnow ,43.5,55,4,0,3.27,1.11,16,35,13,5,8,8,2,0,0.99,0.99,1.0,4587 d,LAD 
5,Zack Wheeler ,52.7,55,4,0,3.44,1.17,20,46,14,6,9,9,2,0,0.99,0.99,1.0,4603 d,PHI 
6,George Kirby ,50.2,48,3,0,3.40,1.11,19,47,7,6,9,9,3,0,0.98,0.98,0.99,20405 ,SEA 
7,Logan Gilbert ,51.1,51,3,0,3.53,1.14,20,46,11,7,9,9,3,0,0.99,0.98,0.99,7453 d,SEA 
8,Paul Skenes ,43.7,51,3,0,3.25,1.14,16,36,13,4,8,8,2,0,0.97,0.96,0.98,47239 ,PIT 
9,Framber Valdez ,54.0,51,4,0,3.45,1.27,21,49,17,5,9,9,2,0,0.96,0.97,0.96,7627 d,HOU 
10,Dylan Cease ,48.3,60,3,0,3.49,1.21,19,38,18,6,8,8,2,0,0.99,0.98,0.99,6848 d,SD 
11,Luis Castillo ,51.4,52,3,0,3.57,1.21,20,45,15,6,9,9,3,0,0.98,0.98,0.98,3679 d,SEA 
12,Aaron Nola ,52.4,52,4,0,3.96,1.19,23,49,12,7,9,9,3,0,0.99,0.99,0.99,5682 d,PHI 
13,Pablo Lopez ,50.1,54,3,0,3.69,1.19,21,45,12,6,9,9,3,0,0.96,0.97,0.95,7289 d,MIN 
14,Corbin Burnes ,51.3,52,3,0,3.64,1.20,21,45,15,6,9,9,2,0,0.99,0.99,1.0,7251 d,BAL 
15,Sonny Gray ,48.4,50,3,0,3.49,1.21,19,43,14,5,9,9,2,0,0.96,0.96,0.96,4755 d,STL 
