Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,PlayerId,Team
Franchy Cordero ,69,9,3,9,1,0.226,0.295,16,3,0,7,24,0.393,0.687,6552 d,"1B,LF,RF) FA "
Kevin Alcantara ,63,8,2,8,2,0.247,0.306,16,3,1,5,18,0.382,0.688,43724 ,CHC 
Blake Rutherford ,91,9,2,10,1,0.24,0.281,22,5,0,5,22,0.366,0.648,6476 d,"LF,CF) FA "
Chase DeLauter ,95,10,1,11,1,0.247,0.292,23,6,0,6,18,0.355,0.647,46288 ,CLE 
Nasim Nunez ,96,11,1,7,6,0.219,0.302,21,4,0,11,25,0.281,0.582,19789 ,WSH 
Oscar Mercado ,70,9,2,8,3,0.224,0.275,16,3,0,5,17,0.357,0.632,4967 d,SD 
Juan Yepez ,66,8,3,9,0,0.236,0.289,16,3,0,5,17,0.406,0.695,44924 ,WSH 
Spencer Horwitz ,76,10,1,9,1,0.255,0.341,19,4,0,10,17,0.369,0.71,45347 ,TOR 
Spencer Jones ,66,8,2,7,4,0.221,0.28,15,3,0,5,22,0.363,0.643,46338 ,NYY 
Francisco Mejia ,85,10,2,10,0,0.236,0.27,20,5,0,4,20,0.368,0.638,5998 d,TB 
David Villar ,73,9,3,9,1,0.215,0.288,16,3,0,7,24,0.379,0.667,45571 ,SF 
Michael Stefanic ,80,9,1,8,1,0.265,0.335,21,3,0,8,11,0.344,0.679,44937 ,LAA 
Luis Guillorme ,92,11,1,9,0,0.251,0.331,23,4,0,11,18,0.326,0.657,6758 d,ATL 
Tucupita Marcano ,82,10,1,8,2,0.24,0.297,20,4,1,7,16,0.348,0.644,43731 ,SD 
Mike Zunino ,76,9,4,11,0,0.192,0.26,15,3,0,7,32,0.385,0.645,4663 d,C) RET 
J.P. Martinez ,63,8,2,7,4,0.216,0.297,14,3,0,7,22,0.352,0.649,45867 ,ATL 
Tristan Gray ,75,9,3,11,1,0.195,0.256,15,3,0,6,28,0.371,0.627,43972 ,MIA 
Yu Chang ,74,9,3,9,1,0.216,0.267,16,3,0,5,24,0.38,0.647,5034 d,TB 
Wade Meckler ,69,9,1,7,1,0.269,0.341,18,4,0,7,17,0.354,0.695,47291 ,SF 
Tommy La Stella ,77,9,2,8,0,0.24,0.302,19,4,0,7,13,0.356,0.658,5248 d,DH) FA 
Seby Zavala ,118,12,4,13,0,0.19,0.255,22,5,0,10,49,0.324,0.579,7878 d,SEA 
Rafael Ortega ,73,9,2,7,3,0.214,0.299,16,3,0,9,18,0.326,0.625,5424 d,CWS 
Eric Haase ,71,8,3,9,0,0.22,0.273,16,3,0,5,23,0.374,0.647,7567 d,MIL 
Justyn-Henry Malloy ,69,9,2,9,0,0.238,0.343,16,3,0,11,22,0.384,0.728,45239 ,DET 
Tyler Wade ,71,9,1,5,5,0.225,0.283,16,3,0,6,20,0.3,0.582,5990 d,SD 
Pavin Smith ,65,8,2,8,0,0.241,0.326,16,3,0,8,15,0.384,0.709,6959 d,ARI 
Brett Phillips ,88,12,3,9,3,0.175,0.262,15,3,1,10,41,0.319,0.58,5969 d,CWS 
Miles Mastrobuoni ,62,8,1,6,2,0.252,0.329,16,3,0,7,16,0.354,0.682,8608 d,CHC 
Nathan Lukes ,61,7,1,7,1,0.255,0.308,16,4,0,5,13,0.356,0.663,6451 d,TOR 
Jackie Bradley Jr. ,103,11,2,10,1,0.204,0.257,21,5,0,7,29,0.311,0.568,4567 d,"CF,RF) FA "
Blake Perkins ,61,8,2,7,2,0.216,0.304,13,3,0,8,19,0.348,0.652,10117 ,MIL 
Kevin Newman ,66,7,1,7,1,0.26,0.303,17,4,0,4,10,0.351,0.655,6044 d,ARI 
Otto Lopez ,65,8,0,6,2,0.261,0.31,17,3,1,5,12,0.346,0.657,10618 ,SF 
Matt Shaw ,47,6,1,5,3,0.258,0.297,12,2,0,3,10,0.404,0.701,47221 ,CHC 
Jose Barrero ,60,7,2,7,2,0.213,0.263,13,3,0,4,23,0.358,0.621,7218 d,CIN 
Tim Locastro ,61,9,1,6,3,0.214,0.256,13,3,0,3,17,0.324,0.58,7329 d,SD 
Nick Martini ,50,7,2,7,0,0.242,0.318,12,2,0,6,14,0.388,0.706,7342 d,CIN 
Willie Calhoun ,54,7,2,7,0,0.239,0.307,13,2,0,5,9,0.369,0.676,7005 d,LAA 
Nick Maton ,66,8,2,8,1,0.218,0.304,14,3,0,8,20,0.348,0.652,43955 ,BAL 
Josh Harrison ,64,7,1,7,1,0.246,0.286,16,3,0,4,13,0.35,0.636,4372 d,CIN 
Darin Ruf ,63,8,2,8,0,0.222,0.314,14,3,0,8,21,0.387,0.7,4616 d,"1B,LF,RF,DH) FA "
Andrew Velazquez ,63,8,1,5,5,0.204,0.261,13,3,0,5,23,0.319,0.58,6228 d,ATL 
Rodolfo Castro ,58,7,2,7,1,0.217,0.28,13,2,0,5,19,0.385,0.665,8553 d,PHI 
Danny Mendick ,71,8,1,7,1,0.236,0.295,17,3,0,6,15,0.335,0.63,8443 d,CWS 
Brad Miller ,59,7,2,7,1,0.211,0.293,13,2,0,7,19,0.358,0.651,4684 d,SD 
Tucker Barnhart ,117,11,1,11,0,0.216,0.283,25,5,0,11,36,0.296,0.58,4847 d,ARI 
Tirso Ornelas ,63,7,1,7,1,0.236,0.296,15,3,0,5,16,0.349,0.645,10064 ,SD 
Brett Wisely ,60,7,1,6,2,0.228,0.3,14,3,0,6,18,0.358,0.658,45327 ,SF 
Canaan Smith-Njigba ,50,6,1,6,2,0.235,0.315,12,3,0,6,16,0.366,0.681,44143 ,PIT 
Jeter Downs ,51,7,2,5,3,0.198,0.279,10,2,0,6,17,0.341,0.62,7262 d,NYY 
Bryce Johnson ,54,7,1,5,3,0.225,0.286,12,2,0,5,18,0.335,0.621,45575 ,SD 
Ryan Bliss ,52,6,1,5,3,0.221,0.274,12,2,0,4,14,0.355,0.628,44747 ,SEA 
Luken Baker ,49,6,2,7,0,0.225,0.302,11,2,0,5,15,0.381,0.683,6938 d,STL 
Graham Pauley ,45,6,1,6,1,0.247,0.303,11,2,0,4,11,0.377,0.68,48203 ,SD 
Andrew Stevenson ,46,6,1,5,2,0.248,0.295,11,2,0,3,13,0.361,0.656,7098 d,"LF,CF,RF) FA "
Jordyn Adams ,72,8,1,6,3,0.209,0.265,15,3,0,5,26,0.316,0.581,7952 d,LAA 
Ryan McKenna ,58,8,1,6,1,0.222,0.289,13,3,0,5,20,0.351,0.64,8020 d,BAL 
Addison Barger ,51,6,2,6,0,0.233,0.298,12,3,0,5,15,0.401,0.699,45361 ,TOR 
Christian Arroyo ,57,6,1,6,1,0.248,0.284,14,3,0,3,13,0.376,0.66,5036 d,MIL 
Leury Garcia ,47,6,1,5,1,0.247,0.291,12,2,0,3,11,0.343,0.634,4539 d,ATL 
Jonathan Davis ,49,7,1,5,2,0.219,0.293,11,2,0,5,14,0.317,0.61,7638 d,MIA 
Samad Taylor ,41,5,1,4,3,0.238,0.321,10,2,0,5,12,0.367,0.688,44697 ,SEA 
Adam Haseley ,63,7,1,6,2,0.225,0.279,14,2,0,5,14,0.319,0.598,7164 d,RF) FA 
Juan Brito ,46,6,1,6,1,0.243,0.326,11,3,0,6,10,0.366,0.692,46692 ,CLE 
Jacob Amaya ,65,8,1,7,1,0.222,0.296,14,3,0,7,15,0.322,0.618,44004 ,MIA 
Manny Pina ,44,6,2,6,0,0.223,0.287,10,2,0,4,10,0.397,0.683,4148 d,C) FA 
Joey Bart ,58,7,2,6,0,0.214,0.273,13,2,0,5,20,0.349,0.622,7956 d,SF 
Kyle Garlick ,63,7,2,8,0,0.212,0.269,13,3,0,5,23,0.371,0.64,8515 d,ARI 
Trey Cabbage ,38,5,2,5,2,0.214,0.273,8,2,0,3,16,0.385,0.658,44974 ,HOU 
Terrin Vavra ,44,6,1,5,1,0.244,0.316,11,2,0,5,11,0.348,0.663,8306 d,BAL 
Weston Wilson ,42,5,2,5,2,0.205,0.279,9,2,0,4,14,0.369,0.648,10004 ,PHI 
Everson Pereira ,43,6,1,6,1,0.228,0.285,10,2,0,3,16,0.381,0.665,7417 d,NYY 
Clint Frazier ,58,7,2,6,1,0.201,0.287,12,2,0,7,21,0.33,0.616,4935 d,"LF,RF) FA "
Dane Myers ,42,5,1,5,1,0.257,0.306,11,2,0,3,11,0.37,0.676,10106 ,MIA 
Hunter Dozier ,52,6,2,6,1,0.218,0.284,11,2,0,5,17,0.377,0.661,4977 d,LAA 
Zack Short ,55,7,2,6,1,0.194,0.293,11,2,0,8,19,0.335,0.628,8500 d,NYM 
Jason Delay ,75,8,1,7,0,0.222,0.272,17,4,0,5,21,0.302,0.574,8231 d,PIT 
Kyle Stowers ,46,6,2,6,0,0.22,0.296,10,2,0,5,16,0.377,0.672,22314 ,BAL 
Jonatan Clase ,42,6,1,4,3,0.211,0.286,9,2,0,4,15,0.336,0.622,45929 ,SEA 
Evan White ,55,7,2,7,0,0.208,0.275,11,2,0,5,16,0.381,0.656,7225 d,LAA 
Darick Hall ,40,5,2,6,0,0.224,0.289,9,2,0,4,11,0.404,0.693,10044 ,PHI 
Ernie Clement ,40,5,1,5,1,0.258,0.301,10,2,0,2,5,0.362,0.662,8532 d,TOR 
Osleivis Basabe ,44,5,1,5,1,0.255,0.303,11,3,0,3,9,0.365,0.668,44082 ,TB 
Zach Remillard ,60,7,1,5,2,0.215,0.279,13,2,0,5,17,0.301,0.58,10158 ,CWS 
Kody Clemens ,47,6,2,6,0,0.215,0.28,10,2,0,4,14,0.37,0.65,10049 ,PHI 
Julio Carreras ,38,5,1,4,1,0.247,0.298,10,2,0,3,10,0.364,0.661,45835 ,COL 
Nate Eaton ,57,6,1,5,3,0.216,0.268,12,2,0,4,16,0.327,0.594,45484 ,KC 
Alfonso Rivas ,47,6,1,5,1,0.233,0.313,11,2,0,5,14,0.341,0.654,44183 ,STL 
Drew Romo ,41,5,1,5,1,0.253,0.297,10,2,0,3,9,0.388,0.685,43878 ,COL 
Jorge Alfaro ,45,5,1,5,1,0.236,0.271,11,2,0,2,15,0.35,0.621,4714 d,CHC 
Zach DeLoach ,52,6,2,6,0,0.213,0.287,11,2,0,5,19,0.344,0.63,43848 ,CWS 
Nathan Martorella ,51,6,1,6,0,0.229,0.301,12,3,0,5,13,0.363,0.663,46883 ,SD 
Austin Nola ,55,6,1,6,0,0.241,0.311,13,3,0,6,11,0.345,0.656,6548 d,KC 
Gilberto Celestino ,52,6,1,5,1,0.237,0.314,12,2,0,6,12,0.331,0.645,10042 ,PIT 
Heliot Ramos ,42,5,1,5,1,0.232,0.288,10,2,0,3,13,0.365,0.653,10033 ,SF 
Luke Williams ,40,5,1,3,3,0.217,0.276,9,2,0,3,12,0.321,0.597,43628 ,ATL 
Luisangel Acuna ,37,5,1,3,2,0.244,0.298,9,2,0,3,9,0.354,0.652,43726 ,NYM 
Ben Gamel ,49,6,1,5,1,0.226,0.313,11,2,0,6,14,0.34,0.653,5459 d,NYM 
Greg Jones ,39,5,1,4,3,0.2,0.262,8,1,1,3,16,0.322,0.584,19782 ,TB 
Grae Kessinger ,58,7,1,6,1,0.207,0.283,12,2,0,6,17,0.311,0.594,44180 ,HOU 
Trayce Thompson ,49,6,2,6,1,0.193,0.281,9,2,0,6,21,0.345,0.627,4777 d,NYM 
Ronny Mauricio ,37,5,1,4,1,0.244,0.287,9,2,0,2,9,0.397,0.684,9998 d,NYM 
Carlos Perez ,84,7,2,8,0,0.205,0.254,17,3,0,6,13,0.319,0.573,8610 d,CWS 
Kyren Paris ,37,5,1,4,2,0.222,0.313,8,2,0,5,14,0.327,0.639,38307 ,LAA 
Adael Amador ,29,4,1,3,1,0.27,0.342,8,1,0,3,5,0.419,0.761,44920 ,COL 
Austin Martin ,41,5,1,4,2,0.226,0.305,9,2,0,5,10,0.303,0.607,43881 ,MIN 
Jose Herrera ,63,7,1,6,1,0.213,0.291,13,3,0,7,16,0.285,0.575,44302 ,ARI 
Bryan Ramos ,38,5,1,4,1,0.228,0.302,9,2,0,4,10,0.384,0.686,45518 ,CWS 
Jose Fermin ,42,5,1,4,1,0.239,0.306,10,2,0,4,6,0.327,0.633,8555 d,STL 
Angel Martinez ,32,4,1,4,1,0.233,0.288,8,2,0,2,8,0.342,0.629,44791 ,CLE 
Lewin Diaz ,45,5,2,6,0,0.212,0.274,9,2,0,4,12,0.37,0.643,26308 ,WSH 
Drew Millas ,40,4,1,4,1,0.239,0.309,10,2,0,4,9,0.352,0.661,44808 ,WSH 
Austin Wynns ,62,6,1,6,0,0.22,0.282,14,2,0,5,17,0.329,0.612,6725 d,CIN 
Brett Sullivan ,45,5,1,5,1,0.23,0.283,10,2,0,3,8,0.345,0.628,7838 d,SD 
Luis Vazquez ,49,5,1,5,1,0.219,0.279,11,2,0,4,13,0.32,0.599,46035 ,CHC 
Hoy Park ,48,6,1,5,1,0.217,0.311,10,2,0,7,15,0.301,0.612,44226 ,OAK 
Jeremy De La Rosa ,40,4,1,4,2,0.219,0.29,9,2,0,4,15,0.316,0.606,46136 ,WSH 
Chad Wallach ,56,6,2,6,0,0.192,0.26,11,2,0,5,20,0.34,0.6,6639 d,LAA 
Bradley Zimmer ,45,6,1,4,2,0.195,0.26,9,1,0,4,19,0.3,0.56,5967 d,COL 
Derek Hill ,37,5,1,3,1,0.233,0.28,9,1,0,2,10,0.355,0.636,10000 ,TEX 
Jose Tena ,37,4,1,4,1,0.237,0.288,9,2,0,3,12,0.349,0.637,44885 ,CLE 
Jonah Bride ,49,6,1,5,0,0.234,0.32,11,2,0,6,11,0.337,0.657,44998 ,MIA 
Adam Engel ,43,5,1,4,2,0.198,0.261,9,2,0,4,16,0.321,0.581,6234 d,"CF,LF,RF) FA "
Joey Loperfido ,36,4,1,5,1,0.233,0.309,8,2,0,4,11,0.393,0.702,45780 ,HOU 
Diego Castillo ,47,5,1,5,0,0.233,0.309,11,2,0,5,10,0.35,0.658,9984 d,BAL 
Curt Casali ,52,6,1,6,0,0.204,0.29,11,2,0,6,17,0.308,0.598,5533 d,MIA 
Cooper Hummel ,46,6,1,4,2,0.203,0.302,9,2,0,7,15,0.328,0.63,44594 ,SF 
Andy Pages ,36,5,1,5,0,0.226,0.303,8,2,0,4,11,0.389,0.692,43671 ,LAD 
Jace Jung ,44,5,1,5,0,0.225,0.303,10,2,0,5,13,0.362,0.665,46272 ,DET 
Alika Williams ,48,5,1,5,0,0.231,0.292,11,2,0,4,11,0.324,0.616,43800 ,PIT 
George Valera ,43,6,1,5,0,0.216,0.311,9,2,0,6,14,0.344,0.655,7423 d,CLE 
Mark Mathias ,35,4,1,4,1,0.233,0.314,8,2,0,4,11,0.361,0.675,8364 d,CIN 
Thomas Saggese ,28,4,1,4,0,0.256,0.305,7,2,0,2,8,0.424,0.73,45177 ,STL 
Brady House ,32,4,1,4,0,0.245,0.285,8,1,0,2,10,0.362,0.647,8300 d,WSH 
Jorbit Vivas ,29,4,1,3,1,0.24,0.311,7,1,0,3,5,0.346,0.657,44615 ,NYY 
Jimmy Herron ,29,4,1,3,1,0.241,0.305,7,1,0,3,7,0.412,0.717,47296 ,COL 
Billy McKinney ,41,5,1,5,0,0.22,0.299,9,2,0,5,13,0.365,0.664,4965 d,PIT 
Roberto Perez ,46,5,2,5,0,0.205,0.288,9,2,0,5,17,0.349,0.636,5529 d,BOS 
Carlos Perez ,46,4,2,6,0,0.199,0.265,9,2,0,4,9,0.357,0.622,5630 d,OAK 
Bligh Madris ,42,5,1,4,1,0.203,0.28,9,2,0,5,12,0.322,0.602,45461 ,DET 
Rob Brantly ,49,5,1,5,0,0.221,0.272,11,2,0,3,10,0.296,0.568,4588 d,TB 
Kenedy Corona ,32,4,1,4,1,0.219,0.278,7,1,0,3,10,0.389,0.667,40043 ,HOU 
Buddy Kennedy ,32,4,1,4,1,0.236,0.321,7,1,0,4,8,0.347,0.668,44909 ,DET 
Taylor Kohlwey ,36,4,1,4,1,0.218,0.298,8,2,0,4,9,0.326,0.624,45497 ,NYM 
Simon Muzziotti ,35,4,0,4,1,0.243,0.298,9,1,0,3,7,0.334,0.632,44070 ,PHI 
Jordan Groshans ,43,5,1,4,0,0.233,0.308,10,2,0,5,9,0.338,0.646,7927 d,NYY 
Victor Scott ,32,4,0,3,2,0.239,0.288,8,1,0,2,7,0.311,0.599,46622 ,STL 
David Hamilton ,21,3,1,2,2,0.222,0.3,5,1,0,2,6,0.348,0.648,45029 ,BOS 
Jhonkensy Noel ,40,4,1,5,0,0.22,0.276,9,2,0,3,12,0.371,0.646,44696 ,CLE 
Jared Young ,37,4,1,4,1,0.22,0.287,8,2,0,4,11,0.361,0.649,8646 d,STL 
Rece Hinds ,27,3,1,4,1,0.223,0.269,6,1,0,2,10,0.412,0.681,20650 ,CIN 
Tyler Nevin ,34,4,1,4,0,0.236,0.304,8,2,0,3,8,0.355,0.66,8294 d,BAL 
Connor Norby ,34,4,1,4,0,0.247,0.309,8,2,0,3,8,0.402,0.711,44734 ,BAL 
Andre Lipcius ,34,4,1,4,0,0.236,0.314,8,2,0,4,7,0.368,0.682,45728 ,LAD 
TJ Hopkins ,34,4,1,4,0,0.233,0.3,8,1,0,3,11,0.375,0.675,45869 ,DET 
Damiano Palmegiani ,39,5,1,5,0,0.21,0.287,8,2,0,4,13,0.365,0.652,46973 ,TOR 
Victor Reyes ,38,4,1,4,0,0.245,0.285,9,2,0,2,10,0.37,0.654,7369 d,"LF,CF,RF) FA "
Dustin Harris ,25,3,1,3,1,0.236,0.316,6,1,0,3,7,0.371,0.687,44006 ,TEX 
Pedro Leon ,37,4,1,4,2,0.195,0.282,7,2,0,4,14,0.316,0.597,44326 ,HOU 
Ryan Kreidler ,34,4,1,4,1,0.212,0.285,7,1,0,3,11,0.331,0.616,44371 ,DET 
Bubba Thompson ,30,4,0,3,2,0.236,0.277,7,1,0,2,9,0.331,0.608,7174 d,CIN 
Johnathan Rodriguez ,31,4,1,4,0,0.235,0.29,7,2,0,2,11,0.414,0.703,7445 d,CLE 
Ben Rortvedt ,40,5,1,5,0,0.198,0.275,8,2,0,4,13,0.339,0.614,8534 d,NYY 
Jonathan Ornelas ,32,4,1,3,1,0.23,0.292,7,1,0,3,10,0.313,0.605,8333 d,TEX 
Tyler Fitzgerald ,32,4,1,3,1,0.215,0.265,7,1,0,2,10,0.34,0.605,45604 ,SF 
Irving Lopez ,54,6,1,5,0,0.209,0.272,11,2,0,5,14,0.309,0.582,47685 ,"2B,3B,LF) FA "
P.J. Higgins ,39,4,1,4,0,0.23,0.292,9,2,0,3,11,0.354,0.646,8502 d,CIN 
Moises Gomez ,44,5,1,5,0,0.2,0.255,9,2,0,3,17,0.347,0.603,8606 d,STL 
Conner Capel ,36,4,1,3,1,0.222,0.298,8,2,0,4,10,0.34,0.637,8048 d,CIN 
Jake Marisnick ,39,4,1,4,1,0.217,0.272,8,2,0,3,13,0.331,0.603,4557 d,LAA 
Jake Lamb ,36,4,1,4,0,0.218,0.303,8,1,0,4,11,0.339,0.642,5546 d,PIT 
Brennen Davis ,36,4,1,4,0,0.207,0.269,8,2,0,3,12,0.336,0.605,43673 ,CHC 
Drew Gilbert ,33,4,1,3,1,0.218,0.313,7,2,0,5,8,0.344,0.657,46297 ,NYM 
Charles Leblanc ,30,4,1,3,0,0.233,0.298,7,1,0,3,10,0.355,0.653,10163 ,LAA 
Jonathan Arauz ,48,5,1,6,0,0.196,0.266,9,2,0,5,13,0.312,0.579,9947 d,LAD 
Oliver Dunn ,33,4,1,4,0,0.209,0.299,7,1,0,4,12,0.348,0.647,46678 ,MIL 
Michael Siani ,30,4,1,3,1,0.202,0.283,6,1,0,3,8,0.296,0.579,7929 d,STL 
Ehire Adrianza ,37,4,1,4,0,0.218,0.285,8,2,0,4,9,0.33,0.615,5316 d,LAA 
Mike Brosseau ,37,4,1,4,0,0.221,0.278,8,2,0,3,11,0.373,0.651,8485 d,KC 
Donny Sands ,41,4,1,4,0,0.223,0.287,9,2,0,4,10,0.313,0.599,44944 ,DET 
Lazaro Armenteros ,28,3,1,3,1,0.199,0.273,6,1,0,3,13,0.341,0.614,6925 d,OAK 
Coby Mayo ,25,3,1,3,0,0.238,0.319,6,1,0,3,7,0.387,0.706,44345 ,BAL 
Coco Montes ,25,3,1,3,0,0.246,0.304,6,1,0,2,8,0.411,0.715,45563 ,COL 
Jahmai Jones ,22,3,1,2,1,0.215,0.302,5,1,0,3,7,0.335,0.637,6876 d,NYY 
Eli White ,22,3,1,2,1,0.205,0.284,5,1,0,2,8,0.333,0.617,8216 d,ATL 
Blaze Alexander ,29,3,1,3,0,0.231,0.303,7,1,0,3,10,0.329,0.632,8280 d,ARI 
Aaron Schunk ,29,3,1,3,0,0.245,0.29,7,2,0,2,8,0.387,0.676,43746 ,COL 
Wenceel Perez ,26,4,0,3,1,0.244,0.311,6,1,0,3,5,0.376,0.687,8666 d,DET 
Travis Blankenhorn ,34,4,1,4,0,0.219,0.289,7,2,0,3,10,0.387,0.676,39166 ,WSH 
Rylan Bannon ,46,5,1,5,1,0.172,0.287,8,1,0,7,13,0.279,0.566,8006 d,NYM 
Cam Gallagher ,77,6,1,7,0,0.19,0.237,15,3,0,5,23,0.281,0.517,6582 d,PHI 
David Hensley ,35,4,1,3,1,0.21,0.302,7,2,0,5,12,0.314,0.616,45476 ,HOU 
Brett Harris ,32,4,1,3,0,0.227,0.287,7,1,0,3,7,0.349,0.636,45225 ,OAK 
Eddys Leonard ,30,3,1,3,0,0.24,0.291,7,2,0,2,8,0.358,0.649,44892 ,DET 
Leo Jimenez ,28,4,0,3,0,0.242,0.307,7,1,0,3,7,0.313,0.62,44354 ,TOR 
Jorge Barrosa ,25,3,0,3,1,0.237,0.31,6,1,0,3,6,0.338,0.648,45561 ,ARI 
Austin Shenton ,23,3,1,3,0,0.223,0.313,5,1,0,3,8,0.381,0.694,43965 ,TB 
Dillon Dingler ,27,3,1,3,0,0.215,0.276,6,1,0,2,10,0.368,0.644,43821 ,DET 
Logan Porter ,27,3,1,3,0,0.212,0.299,6,1,0,3,8,0.339,0.639,45483 ,KC 
Yunior Severino ,20,3,1,3,0,0.218,0.288,4,1,0,2,8,0.386,0.674,7903 d,MIN 
Roman Anthony ,19,3,0,3,0,0.258,0.351,5,1,0,3,5,0.38,0.731,46323 ,BOS 
Peyton Burdick ,24,3,1,3,0,0.194,0.274,5,1,0,3,10,0.377,0.651,43754 ,CWS 
Greg Allen ,21,3,1,2,1,0.214,0.281,4,1,0,2,6,0.329,0.609,6777 d,NYY 
Pedro Pages ,28,3,1,3,0,0.217,0.278,6,1,0,2,8,0.355,0.633,43967 ,STL 
Brian O'Keefe ,37,4,1,4,0,0.185,0.257,7,2,0,4,11,0.334,0.591,8524 d,MIN 
Chadwick Tromp ,22,2,1,3,0,0.211,0.28,5,1,0,2,6,0.352,0.632,43989 ,ATL 
Ali Sanchez ,28,3,0,3,0,0.235,0.289,7,1,0,2,7,0.333,0.622,8389 d,PIT 
Chris Owings ,19,3,1,2,0,0.203,0.269,4,1,0,2,7,0.324,0.593,4258 d,LAD 
Jose Iglesias ,32,3,0,3,0,0.248,0.282,8,2,0,2,5,0.331,0.613,3581 d,NYM 
Jacob Hurtubise ,15,2,0,2,1,0.246,0.328,4,1,0,2,4,0.296,0.624,45115 ,CIN 
Blake Hunt ,23,3,1,2,0,0.207,0.261,5,1,0,2,7,0.354,0.615,44093 ,SEA 
Israel Pineda ,23,2,1,3,0,0.203,0.259,5,1,0,2,7,0.362,0.621,44228 ,WSH 
Jeferson Quero ,21,2,1,2,0,0.233,0.293,5,1,0,2,5,0.356,0.649,44588 ,MIL 
Tyler Heineman ,32,3,0,3,1,0.222,0.291,7,1,0,3,7,0.302,0.593,5148 d,BOS 
Diego Hernandez ,26,3,0,2,1,0.237,0.286,6,1,0,2,7,0.308,0.594,46488 ,KC 
Owen Caissie ,20,2,1,3,0,0.209,0.295,4,1,0,2,8,0.413,0.708,43911 ,CHC 
Mason McCoy ,36,4,1,3,1,0.179,0.248,6,1,0,3,13,0.274,0.522,44175 ,SD 
Jair Camargo ,22,2,1,2,0,0.215,0.258,5,1,0,1,8,0.407,0.665,43680 ,MIN 
Yonathan Daza ,21,2,0,2,0,0.272,0.314,6,1,0,1,4,0.353,0.667,7667 d,"LF,CF) FA "
Michael Perez ,27,3,1,3,0,0.187,0.257,5,1,0,3,8,0.29,0.547,8029 d,BAL 
Vinny Capra ,26,3,0,3,0,0.245,0.324,6,1,0,3,6,0.327,0.651,45568 ,MIL 
Brian Serven ,25,2,1,3,0,0.185,0.239,5,1,0,2,8,0.294,0.533,8505 d,TOR 
Sandy Leon ,48,4,1,4,0,0.184,0.255,9,2,0,5,16,0.271,0.526,4618 d,KC 
Carlos De La Cruz ,23,2,1,2,0,0.218,0.286,5,1,0,2,8,0.336,0.622,45968 ,PHI 
Niko Goodrum ,24,3,0,2,1,0.212,0.327,5,1,0,4,8,0.313,0.64,6751 d,MIN 
Diego Cartaya ,29,3,1,3,0,0.189,0.261,5,1,0,3,10,0.344,0.605,8024 d,LAD 
Seth Beer ,28,3,0,3,0,0.224,0.295,6,2,0,3,7,0.321,0.616,6974 d,PIT 
Max Schuemann ,25,3,0,2,1,0.209,0.297,5,1,0,3,7,0.293,0.59,45220 ,OAK 
Rafael Marchan ,32,3,0,3,0,0.236,0.296,7,2,0,3,5,0.327,0.623,43920 ,PHI 
Livan Soto ,22,3,0,2,0,0.213,0.291,5,1,0,2,7,0.291,0.582,7513 d,LAA 
Luis Liberato ,27,3,1,2,0,0.197,0.275,5,1,0,3,9,0.279,0.554,10122 ,ATL 
Hunter Stovall ,16,2,0,2,0,0.256,0.307,4,1,0,1,3,0.361,0.668,43855 ,COL 
David Dahl ,20,2,0,2,0,0.23,0.284,5,1,0,2,5,0.308,0.592,4698 d,PHI 
Cam Eden ,20,2,0,2,1,0.213,0.269,4,1,0,2,6,0.321,0.59,47246 ,TOR 
Niko Kavadas ,13,2,0,2,0,0.191,0.3,3,1,0,2,6,0.337,0.637,45338 ,BOS 
Wes Clarke ,13,2,0,2,0,0.204,0.293,3,0,0,2,5,0.301,0.593,47402 ,MIL 
Cole Tucker ,27,3,0,2,0,0.207,0.292,6,1,0,3,8,0.298,0.591,5985 d,SEA 
Chris Okey ,22,2,1,2,0,0.186,0.24,4,1,0,2,7,0.323,0.563,8357 d,LAD 
Yonny Hernandez ,15,2,0,1,1,0.21,0.295,3,1,0,2,4,0.305,0.6,8614 d,MIL 
Cesar Salazar ,27,3,0,3,0,0.203,0.265,5,1,0,2,6,0.288,0.553,45475 ,HOU 
Phillip Evans ,7,1,0,1,0,0.231,0.29,2,0,0,1,2,0.3,0.59,6750 d,ATL 
Erik Gonzalez ,11,1,0,1,0,0.25,0.298,3,0,0,1,3,0.241,0.539,5228 d,CIN 
Paul McIntosh ,16,2,0,2,0,0.207,0.269,3,1,0,1,5,0.309,0.578,45818 ,MIA 
Tomas Nido ,20,2,0,2,0,0.211,0.25,4,1,0,1,6,0.275,0.525,6539 d,NYM 
Kyle McCann ,25,2,1,2,0,0.182,0.251,4,1,0,2,10,0.325,0.575,43953 ,OAK 
Daz Cameron ,8,1,0,1,0,0.209,0.274,2,0,0,1,2,0.257,0.531,6018 d,OAK 
Anthony Bemboom ,28,3,0,2,0,0.195,0.262,5,1,0,2,7,0.261,0.523,7072 d,DET 
Tyler Cropley ,32,3,0,2,0,0.191,0.262,6,1,0,3,9,0.272,0.534,45481 ,KC 
Logan Davidson ,6,1,0,1,0,0.183,0.256,1,0,0,1,2,0.226,0.482,40293 ,OAK 
Ryan Ward ,6,1,0,1,0,0.179,0.199,1,0,0,0,2,0.231,0.429,45805 ,LAD 
