Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,PlayerId,Team
Johan Rojas ,318,42,5,33,20,0.252,0.291,80,15,3,17,75,0.369,0.66,44203 ,PHI 
Michael A. Taylor ,335,43,13,42,9,0.229,0.285,77,12,1,26,111,0.388,0.673,5442 d,CF) FA 
Pete Crow-Armstrong ,288,42,8,35,14,0.249,0.304,72,13,3,23,88,0.402,0.706,23369 ,CHC 
Jason Heyward ,323,45,11,42,3,0.246,0.313,80,17,1,31,68,0.414,0.727,3459 d,LAD 
JJ Bleday ,401,51,15,49,5,0.211,0.31,85,20,2,58,114,0.379,0.689,24863 ,OAK 
Alejandro Kirk ,317,39,10,42,0,0.267,0.344,85,16,0,37,41,0.41,0.755,43675 ,TOR 
Patrick Wisdom ,273,40,18,45,4,0.21,0.288,57,11,0,30,111,0.448,0.736,6255 d,CHC 
Marco Luciano ,408,49,13,48,5,0.221,0.296,90,18,1,43,140,0.367,0.663,8025 d,SF 
Brayan Rocchio ,361,45,6,40,10,0.248,0.305,90,20,2,30,73,0.367,0.672,8305 d,CLE 
Dylan Carlson ,329,45,9,41,3,0.251,0.326,83,19,2,37,74,0.407,0.733,6407 d,STL 
Geraldo Perdomo ,357,51,6,36,12,0.238,0.327,85,15,3,47,78,0.343,0.67,43732 ,ARI 
Hunter Goodman ,265,35,13,43,1,0.251,0.302,67,16,1,19,79,0.469,0.771,45393 ,COL 
Ceddanne Rafaela ,274,38,8,34,11,0.258,0.292,71,16,2,13,69,0.418,0.709,45510 ,BOS 
Brandon Belt ,287,42,15,42,1,0.229,0.332,66,13,1,44,106,0.433,0.765,3107 d,"1B,DH) FA "
Victor Robles ,331,43,7,33,16,0.241,0.297,80,17,2,26,84,0.362,0.659,5978 d,WSH 
Mark Vientos ,318,39,14,45,1,0.235,0.293,75,14,1,26,100,0.421,0.714,6940 d,NYM 
Jake Meyers ,331,43,10,40,6,0.237,0.296,79,16,2,28,95,0.385,0.682,10160 ,HOU 
Yan Gomes ,336,38,10,44,1,0.252,0.289,85,16,1,18,72,0.392,0.682,4522 d,CHC 
Jurickson Profar ,372,48,9,41,4,0.237,0.318,88,20,1,44,73,0.366,0.684,4581 d,SD 
Nick Senzel ,358,45,9,39,8,0.235,0.295,84,16,1,31,81,0.36,0.656,6475 d,WSH 
Joey Ortiz ,323,41,7,38,5,0.256,0.305,83,18,2,23,72,0.39,0.696,45567 ,MIL 
Isiah Kiner-Falefa ,332,40,4,33,14,0.255,0.304,85,14,1,23,59,0.346,0.65,7662 d,TOR 
Jake Rogers ,319,41,16,45,2,0.213,0.278,68,12,1,28,113,0.406,0.684,7321 d,DET 
Myles Straw ,373,47,2,30,17,0.249,0.315,93,17,2,36,73,0.317,0.633,7628 d,CLE 
Cavan Biggio ,322,48,10,39,5,0.225,0.322,73,16,1,46,99,0.37,0.692,4988 d,TOR 
Rene Pinto ,351,39,14,46,2,0.224,0.263,79,18,1,18,119,0.398,0.66,43755 ,TB 
Travis d'Arnaud ,289,37,11,42,0,0.247,0.299,72,15,1,21,73,0.424,0.722,4099 d,ATL 
Aaron Hicks ,333,46,10,38,6,0.228,0.328,76,12,1,50,93,0.36,0.688,4483 d,LAA 
Austin Wells ,290,37,12,42,4,0.23,0.3,67,15,1,29,82,0.41,0.71,43803 ,NYY 
Trent Grisham ,275,42,12,36,8,0.218,0.315,60,13,1,39,88,0.4,0.715,7502 d,NYY 
Tyrone Taylor ,275,37,11,38,7,0.233,0.277,64,14,2,17,70,0.418,0.695,7578 d,NYM 
Jordan Lawlar ,268,38,7,31,14,0.243,0.308,65,12,2,25,75,0.381,0.688,44664 ,ARI 
C.J. Cron ,265,35,12,41,0,0.244,0.303,65,12,1,23,73,0.433,0.737,4688 d,BOS 
Connor Wong ,320,40,10,38,6,0.235,0.281,75,18,1,20,106,0.394,0.675,8335 d,BOS 
Stone Garrett ,273,35,12,38,5,0.235,0.286,64,14,1,20,89,0.419,0.705,44049 ,WSH 
Connor Joe ,314,43,9,35,4,0.242,0.328,76,17,2,40,81,0.39,0.718,7302 d,PIT 
J.D. Davis ,283,37,10,38,1,0.25,0.327,71,13,1,33,91,0.406,0.733,6148 d,SF 
Ezequiel Duran ,266,35,9,34,6,0.252,0.295,67,15,1,16,76,0.423,0.718,43722 ,TEX 
Harold Ramirez ,258,32,6,34,3,0.282,0.318,73,14,1,14,49,0.414,0.733,5959 d,TB 
Dominic Fletcher ,359,43,8,39,4,0.236,0.293,85,16,3,29,96,0.365,0.658,8319 d,CWS 
Mauricio Dubon ,285,37,7,32,5,0.261,0.3,74,14,1,16,45,0.384,0.684,6615 d,HOU 
Manuel Margot ,272,34,5,32,8,0.266,0.316,72,15,1,20,49,0.39,0.706,5888 d,MIN 
Joshua Palacios ,253,32,8,33,6,0.258,0.31,65,12,1,19,56,0.405,0.715,43676 ,PIT 
Robbie Grossman ,310,42,9,37,5,0.227,0.325,70,15,1,45,90,0.372,0.697,4795 d,"DH,LF,RF) FA "
Patrick Bailey ,360,40,9,43,2,0.23,0.292,83,18,1,32,104,0.362,0.654,8299 d,SF 
Avisail Garcia ,296,34,10,37,4,0.238,0.289,71,12,1,21,91,0.389,0.679,4140 d,MIA 
Adam Frazier ,288,37,4,30,7,0.262,0.317,76,16,2,23,41,0.374,0.692,6243 d,KC 
Jose Caballero ,245,36,5,27,20,0.225,0.315,55,11,1,32,65,0.346,0.661,26984 ,TB 
Kike Hernandez ,309,39,9,39,2,0.235,0.294,72,17,1,26,66,0.381,0.676,5522 d,LAD 
Gio Urshela ,275,32,6,33,2,0.274,0.318,75,14,1,18,53,0.402,0.72,5595 d,DET 
Drew Waters ,260,36,7,29,11,0.239,0.304,62,13,3,24,87,0.397,0.701,7224 d,KC 
Jo Adell ,252,33,12,36,5,0.223,0.279,56,12,1,19,92,0.422,0.701,6899 d,LAA 
Gary Sanchez ,255,33,14,40,1,0.212,0.29,54,10,0,28,81,0.421,0.711,4670 d,MIL 
Ji Hwan Bae ,258,37,3,25,15,0.249,0.315,64,13,2,25,64,0.351,0.665,10183 ,PIT 
Darell Hernaiz ,320,37,5,32,8,0.248,0.297,79,16,2,22,60,0.356,0.653,46454 ,OAK 
Zach McKinstry ,296,39,7,30,8,0.238,0.305,70,14,3,29,73,0.375,0.68,10153 ,DET 
Jonny DeLuca ,258,33,10,34,5,0.232,0.29,60,13,1,21,60,0.406,0.696,45829 ,TB 
Nick Fortes ,289,36,9,33,5,0.234,0.287,68,12,1,21,57,0.369,0.655,8673 d,MIA 
Garrett Mitchell ,256,34,7,29,10,0.237,0.304,61,11,2,25,88,0.375,0.679,6859 d,MIL 
Jackson Merrill ,277,34,6,32,5,0.252,0.294,70,14,1,17,49,0.383,0.677,44756 ,SD 
Luis Urias ,299,39,10,36,2,0.225,0.308,67,13,1,36,79,0.379,0.687,6936 d,SEA 
Paul DeJong ,313,36,13,39,4,0.206,0.264,65,13,0,24,104,0.38,0.644,7111 d,CWS 
Joey Votto ,294,36,12,42,0,0.211,0.304,62,13,1,39,95,0.386,0.69,3535 d,1B) FA 
Christian Bethancourt ,268,33,9,33,2,0.242,0.278,65,13,0,13,71,0.393,0.671,4767 d,MIA 
Austin Slater ,223,33,7,26,7,0.25,0.329,56,10,1,26,69,0.391,0.72,7070 d,SF 
Estevan Florial ,245,33,8,29,11,0.223,0.302,55,12,1,28,91,0.384,0.687,6852 d,CLE 
Jose Azocar ,285,33,5,27,15,0.235,0.273,67,12,2,15,74,0.342,0.616,9972 d,SD 
Jesse Winker ,268,35,8,34,0,0.243,0.347,65,13,0,43,62,0.387,0.734,5719 d,WSH 
Mike Tauchman ,250,37,6,29,5,0.239,0.336,60,13,1,36,69,0.363,0.698,7084 d,CHC 
Tyler Black ,211,32,5,25,12,0.241,0.332,51,11,3,29,54,0.392,0.724,44733 ,MIL 
Lawrence Butler ,271,32,8,31,7,0.232,0.287,63,13,1,21,78,0.377,0.664,45753 ,OAK 
Randal Grichuk ,249,31,8,32,1,0.248,0.292,62,13,1,15,59,0.408,0.7,5423 d,ARI 
Akil Baddoo ,227,32,7,25,11,0.233,0.318,53,10,3,28,62,0.389,0.707,7862 d,DET 
Joey Wiemer ,231,31,9,29,8,0.225,0.293,52,11,1,22,72,0.389,0.682,44593 ,MIL 
Gabriel Arias ,267,32,9,32,3,0.234,0.293,63,13,1,22,82,0.384,0.677,10084 ,CLE 
Nicky Lopez ,340,41,2,26,11,0.242,0.306,82,13,2,32,59,0.309,0.615,7530 d,CWS 
Ramon Urias ,265,32,7,31,2,0.248,0.305,66,13,1,22,71,0.382,0.687,8377 d,BAL 
Donovan Solano ,273,31,5,29,0,0.27,0.326,74,15,0,23,65,0.381,0.707,4591 d,"1B,2B,3B) FA "
Josh Rojas ,266,35,5,28,9,0.234,0.307,62,13,1,28,68,0.349,0.657,26964 ,SEA 
Adalberto Mondesi ,200,28,6,22,18,0.222,0.264,44,9,2,11,68,0.37,0.634,5860 d,SS) FA 
Gavin Sheets ,250,27,10,34,1,0.235,0.302,59,11,0,24,58,0.403,0.704,43643 ,CWS 
Andy Ibanez ,243,29,7,29,2,0.254,0.307,62,13,1,19,46,0.399,0.706,6676 d,DET 
Abraham Toro ,273,32,7,32,4,0.235,0.299,64,15,1,25,59,0.379,0.678,8427 d,OAK 
Garrett Cooper ,230,28,8,31,0,0.251,0.314,58,11,1,21,70,0.412,0.726,7279 d,CHC 
Oswald Peraza ,214,28,7,25,9,0.239,0.293,51,9,1,16,54,0.383,0.675,43749 ,NYY 
Jorge Mateo ,192,28,5,20,16,0.233,0.276,45,9,2,11,52,0.375,0.651,5971 d,BAL 
Nick Madrigal ,240,30,1,23,6,0.279,0.318,67,12,2,14,26,0.362,0.68,6954 d,CHC 
Heston Kjerstad ,218,28,7,27,1,0.258,0.306,56,11,2,15,54,0.417,0.723,43717 ,BAL 
Kyle Farmer ,248,30,6,30,2,0.246,0.29,61,12,1,15,56,0.378,0.668,5706 d,MIN 
Taylor Walls ,261,35,6,28,12,0.207,0.302,54,12,2,35,77,0.338,0.639,43756 ,TB 
Tyler Soderstrom ,299,31,11,36,1,0.214,0.263,64,12,1,20,94,0.372,0.635,43845 ,OAK 
DJ Stewart ,236,30,11,33,1,0.214,0.298,50,9,0,28,76,0.399,0.696,7406 d,NYM 
Santiago Espinal ,248,30,3,26,4,0.262,0.317,65,14,0,20,40,0.365,0.681,8474 d,TOR 
Brandon Crawford ,230,29,7,31,2,0.233,0.301,54,10,1,22,61,0.385,0.686,4461 d,STL 
Jake McCarthy ,174,25,3,18,13,0.256,0.314,45,8,3,15,39,0.379,0.693,8273 d,ARI 
Dominic Canzone ,202,26,7,27,3,0.244,0.297,49,10,1,15,43,0.412,0.708,45429 ,SEA 
Nick Gordon ,220,27,5,25,5,0.251,0.289,55,12,2,12,50,0.395,0.684,5960 d,MIA 
Jared Triolo ,233,30,3,25,6,0.249,0.324,58,13,1,26,67,0.357,0.681,44918 ,PIT 
Will Brennan ,202,23,3,23,6,0.271,0.312,55,11,1,12,29,0.375,0.686,45057 ,CLE 
Miguel Rojas ,225,27,4,24,5,0.255,0.3,57,12,1,15,32,0.365,0.665,5504 d,LAD 
Josh Donaldson ,197,26,9,29,1,0.221,0.307,44,9,0,24,59,0.412,0.719,3594 d,3B) RET 
Rob Refsnyder ,190,27,4,23,3,0.26,0.345,50,10,1,25,51,0.393,0.738,5673 d,BOS 
Dylan Moore ,182,26,7,21,12,0.209,0.291,38,9,1,21,64,0.38,0.671,6484 d,SEA 
Christian Vazquez ,265,29,5,28,2,0.241,0.29,64,12,0,19,58,0.344,0.634,5391 d,MIN 
Miguel Andujar ,206,23,6,25,2,0.259,0.307,53,11,1,14,34,0.404,0.711,6570 d,OAK 
Tom Murphy ,179,24,8,23,1,0.243,0.314,44,9,0,19,56,0.419,0.734,5850 d,SF 
Luis Matos ,178,23,4,20,5,0.267,0.319,48,9,1,14,24,0.39,0.71,43725 ,SF 
Jordan Diaz ,226,22,7,27,1,0.247,0.287,56,12,0,13,47,0.386,0.674,44789 ,OAK 
Joey Wendle ,255,29,3,24,7,0.239,0.277,61,14,2,13,56,0.346,0.622,5169 d,NYM 
Jonathan Aranda ,180,24,6,25,1,0.251,0.328,45,9,1,21,50,0.411,0.739,45018 ,TB 
Evan Longoria ,193,24,9,27,0,0.23,0.299,44,9,0,19,62,0.413,0.712,3342 d,"3B,DH) FA "
Kyle Higashioka ,221,24,9,30,0,0.22,0.268,49,10,0,14,64,0.39,0.657,6168 d,SD 
Jakob Marsee ,181,26,5,21,7,0.23,0.319,42,8,1,24,47,0.363,0.682,46634 ,SD 
Kevin Pillar ,178,23,7,24,3,0.234,0.271,42,8,1,9,43,0.413,0.684,5274 d,CWS 
Andruw Monasterio ,203,26,4,22,5,0.245,0.32,50,10,1,22,51,0.355,0.675,10009 ,MIL 
Jose Trevino ,239,25,6,28,1,0.238,0.273,57,10,1,12,44,0.364,0.637,7023 d,NYY 
Emmanuel Rivera ,188,24,5,24,1,0.254,0.308,48,10,1,15,42,0.4,0.709,44159 ,ARI 
Victor Caratini ,211,25,6,27,1,0.237,0.306,50,8,0,21,50,0.366,0.672,5080 d,HOU 
Aledmys Diaz ,262,26,6,28,1,0.239,0.281,62,14,1,15,52,0.367,0.647,5460 d,OAK 
Edmundo Sosa ,183,24,5,22,4,0.247,0.277,45,9,1,8,47,0.392,0.669,6587 d,PHI 
Nick Allen ,264,29,3,22,7,0.235,0.288,62,12,1,20,49,0.329,0.618,40272 ,OAK 
Freddy Fermin ,179,22,6,24,0,0.252,0.312,45,8,1,16,41,0.41,0.722,44157 ,KC 
Miguel Amaya ,206,25,7,27,1,0.225,0.302,46,10,0,23,63,0.376,0.678,39277 ,CHC 
Nick Pratto ,215,27,7,27,2,0.214,0.298,46,11,1,26,85,0.373,0.671,7154 d,KC 
Jake Bauers ,177,23,8,23,4,0.217,0.308,38,8,0,23,62,0.397,0.705,5090 d,MIL 
Stuart Fairchild ,167,23,6,21,5,0.229,0.296,38,9,1,16,54,0.397,0.693,43929 ,CIN 
Jean Segura ,178,22,4,19,4,0.26,0.31,46,7,1,13,30,0.365,0.675,4179 d,"2B,3B) FA "
Elvis Andrus ,178,22,4,19,6,0.25,0.297,44,9,1,12,33,0.365,0.662,3324 d,ARI 
Jasson Dominguez ,145,21,5,18,6,0.242,0.322,35,7,1,17,44,0.397,0.719,8513 d,NYY 
Yasmani Grandal ,228,26,6,26,0,0.23,0.325,52,9,0,32,56,0.352,0.677,4445 d,PIT 
Carson Kelly ,225,26,6,26,1,0.222,0.296,50,10,0,24,56,0.358,0.654,6253 d,DET 
Alec Burleson ,161,19,5,21,1,0.261,0.31,42,8,0,11,27,0.405,0.715,43889 ,STL 
Raimel Tapia ,175,22,3,17,7,0.248,0.301,43,8,1,13,39,0.351,0.653,5240 d,"LF,CF,RF) FA "
Vidal Brujan ,163,22,3,16,10,0.235,0.296,38,8,1,14,36,0.359,0.654,10035 ,MIA 
Trevor Larnach ,171,23,6,24,1,0.225,0.314,38,8,1,22,64,0.391,0.705,7176 d,MIN 
Lenyn Sosa ,183,20,6,22,1,0.242,0.276,44,9,0,9,44,0.396,0.672,44421 ,CWS 
David Peralta ,165,19,4,21,1,0.26,0.311,43,10,1,12,35,0.404,0.715,5497 d,CHC 
Deyvison De Los Santos ,193,21,6,23,1,0.235,0.27,45,8,0,9,59,0.371,0.641,44902 ,CLE 
Garrett Hampson ,178,23,3,16,7,0.243,0.304,43,8,1,16,48,0.352,0.656,7545 d,KC 
Max Stassi ,218,26,8,25,0,0.209,0.285,45,8,1,23,74,0.356,0.641,5251 d,CWS 
AJ Pollock ,155,19,5,20,2,0.246,0.295,38,8,0,11,35,0.409,0.704,4637 d,"CF,DH,LF,RF) FA "
Yuli Gurriel ,181,21,3,20,2,0.257,0.305,46,11,1,12,27,0.38,0.685,6438 d,1B) FA 
Ildemaro Vargas ,202,22,3,21,2,0.247,0.292,50,10,1,13,24,0.352,0.644,6583 d,WSH 
Colson Montgomery ,183,24,5,21,1,0.231,0.314,42,8,1,22,50,0.363,0.677,44692 ,CWS 
Sam Hilliard ,142,20,6,18,4,0.222,0.297,32,6,1,15,52,0.412,0.709,7679 d,COL 
Carter Kieboom ,187,23,5,22,1,0.229,0.302,43,8,1,20,52,0.364,0.666,6823 d,WSH 
Enmanuel Valdez ,139,19,5,19,2,0.244,0.312,34,8,1,14,37,0.427,0.739,44406 ,BOS 
Omar Narvaez ,202,23,5,21,0,0.237,0.312,48,9,0,22,46,0.353,0.664,6155 d,NYM 
Luke Maile ,183,21,5,22,2,0.232,0.298,42,10,0,17,56,0.375,0.673,5834 d,CIN 
James McCann ,176,20,5,21,2,0.235,0.281,41,8,0,11,50,0.362,0.643,5563 d,BAL 
Miguel Vargas ,134,19,4,18,3,0.248,0.327,33,7,1,16,31,0.408,0.735,8301 d,LAD 
Ivan Herrera ,154,21,4,19,2,0.242,0.336,37,8,0,22,42,0.373,0.708,43691 ,STL 
Martin Maldonado ,234,25,9,27,0,0.191,0.256,45,8,0,20,85,0.341,0.597,4351 d,CWS 
Dylan Crews ,175,20,4,20,4,0.225,0.278,40,8,0,13,51,0.354,0.631,8269 d,WSH 
Reese McGuire ,220,23,2,20,2,0.247,0.29,54,12,1,14,55,0.346,0.637,4941 d,BOS 
Austin Meadows ,115,16,5,18,1,0.252,0.325,29,6,1,13,23,0.443,0.768,4936 d,LF) FA 
Oswaldo Cabrera ,143,18,5,17,4,0.23,0.289,33,7,0,12,38,0.375,0.663,8549 d,NYY 
Owen Miller ,156,18,3,17,3,0.25,0.297,39,8,0,10,34,0.369,0.666,10063 ,MIL 
Curtis Mead ,132,17,3,17,2,0.255,0.32,34,8,1,13,30,0.403,0.723,39303 ,TB 
Travis Jankowski ,153,21,1,13,8,0.246,0.337,37,6,1,21,32,0.314,0.651,5825 d,TEX 
Bobby Dalbec ,135,18,6,19,2,0.217,0.283,29,5,1,13,56,0.397,0.68,8355 d,BOS 
Matt Carpenter ,148,19,6,21,1,0.208,0.315,31,7,1,23,49,0.382,0.697,4386 d,STL 
Orelvis Martinez ,133,17,6,19,1,0.217,0.285,29,7,0,13,41,0.414,0.7,43695 ,TOR 
Jared Walsh ,151,18,6,19,1,0.217,0.285,33,7,0,14,54,0.378,0.662,8473 d,TEX 
Josh H. Smith ,133,19,4,15,3,0.233,0.314,31,7,1,16,35,0.38,0.694,24017 ,TEX 
Matt Thaiss ,162,20,5,20,1,0.217,0.306,35,6,0,21,48,0.353,0.66,6942 d,LAA 
Oscar Colas ,147,18,5,16,2,0.231,0.277,34,6,0,9,43,0.371,0.648,43709 ,CWS 
Colton Cowser ,126,18,4,15,2,0.235,0.326,30,6,0,17,43,0.369,0.694,44669 ,BAL 
Corey Dickerson ,151,17,3,17,1,0.255,0.295,38,8,1,9,31,0.386,0.682,4072 d,"LF,RF) FA "
Jacob Stallings ,173,19,3,19,0,0.241,0.311,42,9,0,17,44,0.35,0.661,6310 d,COL 
Kole Calhoun ,149,18,5,19,1,0.223,0.284,33,7,1,13,42,0.374,0.658,4554 d,"1B,LF,RF) FA "
Cristian Pache ,156,19,4,17,3,0.224,0.287,35,7,1,14,47,0.359,0.645,7653 d,PHI 
Sam Haggerty ,117,16,2,12,8,0.237,0.306,28,6,1,12,30,0.367,0.674,8227 d,SEA 
Richie Palacios ,128,17,3,15,3,0.241,0.319,31,7,1,15,24,0.37,0.689,44377 ,TB 
Jace Peterson ,132,17,3,14,5,0.232,0.314,31,5,1,16,36,0.349,0.663,5478 d,ARI 
Alan Trejo ,125,15,4,15,2,0.246,0.289,31,7,1,7,32,0.4,0.689,8563 d,COL 
Cade Marlowe ,134,16,4,15,6,0.214,0.276,29,5,1,12,47,0.352,0.628,44922 ,SEA 
Jose Miranda ,124,14,4,16,0,0.256,0.303,32,7,0,8,23,0.397,0.699,44244 ,MIN 
Daniel Vogelbach ,111,15,5,17,0,0.23,0.34,26,5,0,19,33,0.411,0.751,4697 d,TOR 
Alex Jackson ,141,17,6,19,0,0.21,0.264,30,7,1,10,50,0.391,0.655,5687 d,TB 
Andrew Knizner ,136,17,5,16,1,0.225,0.283,31,6,0,11,36,0.37,0.653,7107 d,TEX 
Kolten Wong ,125,17,3,14,3,0.239,0.299,30,6,1,11,27,0.364,0.664,4486 d,BAL 
Riley Adams ,153,17,5,19,0,0.22,0.287,34,8,1,14,53,0.382,0.67,43678 ,WSH 
Harold Castro ,159,15,2,17,1,0.256,0.287,41,7,1,7,37,0.345,0.632,5033 d,"1B,2B,3B,CF,SS) FA "
Eduardo Escobar ,135,16,5,17,0,0.232,0.284,31,6,1,10,35,0.396,0.68,4117 d,TOR 
Rougned Odor ,125,16,5,16,2,0.218,0.283,27,6,0,11,33,0.383,0.667,4776 d,"2B,RF) FA "
Wil Myers ,124,15,4,15,2,0.231,0.298,29,6,0,12,41,0.366,0.664,3471 d,"1B,LF,RF) FA "
Alex Call ,133,17,4,14,4,0.22,0.31,29,6,0,17,29,0.354,0.663,8208 d,WSH 
Dairon Blanco ,83,11,2,9,9,0.252,0.303,21,4,1,6,22,0.377,0.68,6839 d,KC 
Dominic Smith ,126,15,3,15,0,0.255,0.314,32,7,0,11,26,0.389,0.703,4946 d,CHC 
Austin Barnes ,150,19,4,16,2,0.216,0.291,32,6,0,16,37,0.332,0.623,5633 d,LAD 
Eric Hosmer ,124,13,3,16,1,0.251,0.31,31,6,0,11,26,0.366,0.676,3329 d,1B) RET 
Xavier Edwards ,109,14,1,10,4,0.274,0.334,30,5,1,10,16,0.362,0.695,40137 ,MIA 
James Wood ,108,14,4,14,2,0.228,0.296,25,6,1,10,39,0.398,0.693,44720 ,WSH 
Nick Gonzales ,143,17,3,16,1,0.232,0.298,33,8,1,13,46,0.375,0.673,43874 ,PIT 
Matthew Batten ,156,18,2,14,6,0.215,0.291,34,6,0,17,47,0.304,0.595,10613 ,SD 
Eguy Rosario ,121,15,3,14,3,0.233,0.293,28,6,1,10,32,0.374,0.667,10119 ,SD 
Cal Mitchell ,127,14,3,15,2,0.237,0.289,30,7,0,9,36,0.373,0.662,8017 d,SD 
Matt Mervis ,110,14,4,16,0,0.231,0.305,25,5,0,12,32,0.399,0.703,44607 ,CHC 
Pablo Reyes ,108,14,2,12,3,0.251,0.312,27,6,0,10,22,0.37,0.682,8074 d,BOS 
Jon Singleton ,135,17,5,17,0,0.204,0.312,27,6,0,21,45,0.365,0.677,4640 d,HOU 
Jose Rodriguez ,96,12,3,11,4,0.238,0.272,23,4,0,5,21,0.369,0.641,44788 ,CWS 
Tyler Freeman ,93,12,2,11,2,0.268,0.317,25,5,0,7,15,0.379,0.695,10024 ,CLE 
Jonathan Schoop ,120,14,3,13,1,0.237,0.28,29,6,0,7,29,0.363,0.643,4487 d,"2B,3B) FA "
Nick Ahmed ,134,14,3,14,3,0.225,0.275,30,7,1,9,34,0.349,0.624,5521 d,SF 
Jake Alu ,106,12,2,11,3,0.251,0.302,27,6,0,8,23,0.362,0.663,45272 ,WSH 
Mike Moustakas ,121,14,4,15,0,0.224,0.28,27,5,0,10,33,0.373,0.653,3779 d,CWS 
Oscar Gonzalez ,111,12,3,13,0,0.254,0.284,28,6,0,5,27,0.397,0.681,44912 ,NYY 
Miguel Sano ,82,12,5,13,1,0.212,0.297,17,4,0,10,34,0.436,0.733,4634 d,LAA 
Justin Foscue ,101,13,3,13,2,0.229,0.303,23,6,0,11,20,0.374,0.677,43832 ,TEX 
Brooks Lee ,115,14,2,13,1,0.244,0.301,28,7,0,9,24,0.374,0.675,46266 ,MIN 
Brian Anderson ,115,14,3,14,1,0.224,0.3,26,5,0,12,36,0.365,0.665,6730 d,SEA 
Jake Cave ,103,13,3,13,1,0.231,0.293,24,6,1,9,32,0.391,0.684,5957 d,PHI 
Braden Shewmake ,124,14,3,13,3,0.218,0.263,27,6,1,8,31,0.355,0.618,8291 d,CWS 
David Fry ,98,12,3,13,1,0.234,0.291,23,6,0,8,26,0.395,0.686,45488 ,CLE 
Forrest Wall ,87,12,1,8,8,0.231,0.295,20,4,1,8,27,0.332,0.627,5992 d,ATL 
Trey Mancini ,109,13,3,13,0,0.242,0.307,26,5,0,10,31,0.379,0.686,5976 d,MIA 
David Fletcher ,110,13,1,10,2,0.265,0.302,29,5,0,6,11,0.337,0.639,7075 d,ATL 
Hanser Alberto ,104,11,2,12,1,0.255,0.279,27,6,1,3,16,0.374,0.652,5644 d,"2B,3B) FA "
Michael Chavis ,109,12,4,12,1,0.225,0.266,25,4,0,6,36,0.369,0.635,6946 d,SEA 
Tony Kemp ,105,14,1,10,4,0.242,0.318,25,5,1,12,14,0.337,0.655,5979 d,CIN 
Austin Hedges ,182,18,4,18,1,0.196,0.25,36,5,0,13,51,0.298,0.548,4680 d,CLE 
Tyler Naquin ,111,13,3,13,1,0.223,0.273,25,5,1,8,37,0.369,0.642,5902 d,"LF,RF) FA "
Jacob Young ,89,11,1,8,6,0.251,0.305,22,4,1,7,17,0.34,0.645,45266 ,WSH 
Troy Johnston ,88,11,3,11,1,0.243,0.304,21,4,0,8,22,0.386,0.69,45280 ,MIA 
Casey Schmitt ,106,12,2,12,1,0.237,0.279,25,5,0,6,26,0.365,0.644,43913 ,SF 
Corey Julks ,84,11,2,9,3,0.235,0.297,20,4,0,7,22,0.374,0.671,8552 d,HOU 
Sam Huff ,79,10,4,11,0,0.23,0.294,18,3,0,7,28,0.416,0.711,43641 ,TEX 
Matt Duffy ,125,13,1,11,1,0.25,0.301,31,5,0,9,27,0.321,0.622,5032 d,TEX 
Romy Gonzalez ,82,10,3,10,3,0.226,0.269,18,4,1,5,29,0.38,0.649,44875 ,BOS 
Nick Loftin ,83,10,2,9,2,0.252,0.303,21,4,0,6,15,0.364,0.667,43837 ,KC 
Jordan Luplow ,77,11,3,11,1,0.216,0.302,17,4,0,9,21,0.389,0.691,7287 d,ATL 
Jesus Aguilar ,94,10,4,12,0,0.227,0.289,21,4,0,8,24,0.379,0.668,5287 d,1B) FA 
Luis Torrens ,102,11,3,13,0,0.229,0.284,23,4,0,8,30,0.37,0.653,6629 d,NYY 
Garrett Stubbs ,100,13,2,11,2,0.219,0.296,22,4,1,11,27,0.332,0.627,6761 d,PHI 
Alexander Canario ,79,10,3,11,1,0.225,0.283,18,4,0,6,27,0.404,0.687,8342 d,CHC 
Franmil Reyes ,79,9,4,11,0,0.224,0.286,18,3,0,7,28,0.403,0.689,6005 d,"DH,LF,RF) FA "
Blake Sabol ,78,10,3,10,1,0.232,0.296,18,3,0,7,27,0.373,0.669,45138 ,SF 
Mike Ford ,75,10,4,11,0,0.215,0.295,16,3,0,9,23,0.421,0.717,7365 d,CIN 
Keston Hiura ,69,9,3,10,1,0.23,0.294,16,3,0,6,25,0.403,0.697,7180 d,DET 
Tyler Gentry ,82,10,2,10,1,0.241,0.315,20,4,0,9,23,0.369,0.684,43890 ,KC 
Ji Man Choi ,79,10,3,11,0,0.224,0.321,18,4,0,11,26,0.394,0.715,5302 d,NYM 
Taylor Trammell ,82,11,3,10,2,0.204,0.289,17,4,0,10,30,0.362,0.651,6417 d,SEA 
Kyle Lewis ,77,10,3,10,0,0.237,0.312,18,3,0,8,24,0.405,0.717,6397 d,DH) FA 
Luke Voit ,78,9,4,11,0,0.216,0.297,17,3,0,9,29,0.397,0.693,7230 d,NYM 
Korey Lee ,110,12,3,11,2,0.212,0.257,23,5,0,7,35,0.336,0.593,20414 ,CWS 
Michael Toglia ,81,10,3,10,1,0.223,0.293,18,4,0,8,27,0.392,0.685,43991 ,COL 
Kevin Smith ,91,11,3,10,2,0.21,0.258,19,4,0,6,31,0.372,0.63,9985 d,NYY 
