VBR,Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
1,Ronald Acuna Jr. ,274,58,16,43,24,0.307,0.396,84,17,1,35,58,0.554,0.951,0.99,0.99,1.0,6966,ATL 
2,Fernando Tatis Jr. ,275,52,19,49,14,0.288,0.362,79,16,1,29,67,0.559,0.921,0.99,0.99,1.0,6853,SD 
3,Freddie Freeman ,274,51,12,46,6,0.309,0.4,85,19,1,35,49,0.519,0.92,0.99,0.99,1.0,3365,LAD 
4,Shohei Ohtani ,252,46,19,47,9,0.28,0.375,71,12,3,34,70,0.574,0.949,0.5,0.0,1.0,7354,LAA 
5,Jose Ramirez ,268,45,14,49,11,0.283,0.376,76,18,2,33,35,0.522,0.898,0.99,0.99,1.0,5288,CLE 
6,Kyle Tucker ,265,42,14,47,11,0.285,0.362,76,16,1,30,44,0.51,0.872,0.99,0.99,1.0,6006,HOU 
7,Mookie Betts ,269,53,16,44,7,0.276,0.364,74,17,1,35,51,0.526,0.89,0.99,0.99,1.0,4921,LAD 
8,Julio Rodriguez ,278,45,14,41,15,0.273,0.338,76,14,1,24,76,0.482,0.82,0.99,0.99,0.99,43685,SEA 
9,Luis Robert Jr. ,266,44,16,43,8,0.282,0.336,75,16,1,17,69,0.525,0.862,0.97,0.99,0.96,6935,CWS 
10,Bo Bichette ,283,43,12,43,7,0.3,0.341,85,17,1,17,58,0.497,0.838,0.99,0.99,1.0,6808,TOR 
11,Matt Olson ,272,49,19,53,1,0.263,0.362,72,15,1,38,75,0.54,0.902,0.99,0.99,1.0,5718,ATL 
12,Paul Goldschmidt ,275,47,15,47,4,0.284,0.371,78,16,0,36,67,0.504,0.875,0.99,0.99,1.0,4403,STL 
13,Rafael Devers ,276,45,16,51,2,0.282,0.355,78,18,1,26,59,0.53,0.884,0.99,0.99,1.0,5175,BOS 
14,Vladimir Guerrero Jr. ,264,43,15,48,3,0.291,0.368,77,15,0,28,46,0.521,0.889,0.99,0.99,1.0,6050,TOR 
15,Trea Turner ,289,46,10,37,16,0.282,0.336,81,16,2,21,62,0.452,0.787,0.98,0.99,0.98,5828,PHI 
16,Pete Alonso ,262,43,20,53,2,0.26,0.352,68,11,1,30,60,0.534,0.886,0.99,0.99,0.99,6960,NYM 
17,Juan Soto ,244,49,14,42,5,0.282,0.441,69,14,1,65,51,0.522,0.963,0.99,0.99,1.0,6906,SD 
18,Austin Riley ,280,46,16,47,1,0.279,0.349,78,16,1,26,74,0.511,0.86,0.98,0.99,0.97,6022,ATL 
19,Corbin Carroll ,253,43,12,39,14,0.268,0.346,68,14,3,26,67,0.486,0.832,0.98,0.98,0.98,23993,ARI 
20,Corey Seager ,253,42,13,44,1,0.3,0.376,76,18,1,28,46,0.534,0.91,0.98,0.98,0.99,4805,TEX 
21,Bobby Witt Jr. ,271,41,11,38,17,0.266,0.314,72,15,3,17,61,0.461,0.775,0.98,0.99,0.97,6810,KC 
22,Bryce Harper ,245,43,12,41,7,0.287,0.398,70,16,0,40,61,0.503,0.901,0.94,0.95,0.92,4293,PHI 
23,Ozzie Albies ,272,43,13,44,7,0.273,0.327,74,16,2,20,49,0.493,0.82,0.99,0.99,0.99,5980,ATL 
24,Manny Machado ,272,42,14,46,4,0.272,0.343,74,14,1,27,56,0.483,0.827,0.97,0.98,0.97,3778,SD 
25,Randy Arozarena ,254,41,11,40,12,0.268,0.352,68,13,1,27,70,0.458,0.81,0.99,0.99,0.99,6962,TB 
26,Nolan Arenado ,281,40,14,49,2,0.272,0.337,77,16,1,25,46,0.491,0.827,0.99,0.99,0.99,4350,STL 
27,Wander Franco ,266,40,8,35,13,0.287,0.348,76,17,3,23,35,0.458,0.806,0.99,0.98,1.0,7147,TB 
28,Michael Harris II ,259,41,10,36,12,0.276,0.325,71,15,2,17,61,0.461,0.786,0.9,0.95,0.85,43924,ATL 
29,Francisco Lindor ,278,44,13,45,8,0.253,0.33,70,14,2,29,60,0.459,0.789,0.98,0.98,0.99,4569,NYM 
30,Marcus Semien ,280,46,11,38,9,0.264,0.328,74,16,2,27,51,0.458,0.786,0.99,0.99,1.0,4544,TEX 
31,Adolis Garcia ,272,42,15,45,8,0.246,0.305,67,14,1,21,82,0.469,0.774,0.98,0.98,0.97,6901,TEX 
32,Bryan Reynolds ,267,42,11,40,4,0.279,0.36,75,15,2,30,62,0.479,0.839,0.96,0.96,0.96,6818,PIT 
33,Christian Walker ,269,40,15,46,2,0.264,0.341,71,16,1,29,60,0.492,0.833,0.92,0.92,0.92,4905,ARI 
34,Christian Yelich ,247,44,9,32,11,0.268,0.373,66,13,1,38,65,0.436,0.809,0.93,0.95,0.91,4596,MIL 
35,Cedric Mullins II ,260,39,9,33,16,0.259,0.33,67,14,2,25,55,0.433,0.763,0.96,0.97,0.95,7400,BAL 
36,Eloy Jimenez ,248,35,14,44,0,0.278,0.335,69,12,0,20,61,0.498,0.833,0.79,0.89,0.7,5141,CWS 
37,Nick Castellanos ,270,38,11,41,3,0.279,0.329,75,18,1,18,69,0.47,0.799,0.94,0.96,0.92,4631,PHI 
38,George Springer ,250,41,12,35,7,0.264,0.336,66,11,1,25,50,0.461,0.797,0.97,0.97,0.97,4614,TOR 
39,Dansby Swanson ,281,41,11,39,6,0.263,0.33,74,15,1,27,74,0.437,0.767,0.89,0.93,0.85,5965,CHC 
