VBR,Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,356,69,25,69,15,0.285,0.389,101,20,3,52,94,0.57,0.959,1.0,0.0,1.0,7354 d,LAD 
2,Bobby Witt Jr. ,390,66,18,59,28,0.285,0.339,111,22,6,28,75,0.507,0.846,0.99,0.99,1.0,6810 d,KC 
3,Aaron Judge ,346,68,30,74,4,0.272,0.398,94,17,0,64,110,0.584,0.981,0.99,0.99,1.0,4955 d,NYY 
4,Kyle Tucker ,374,66,22,66,16,0.275,0.368,103,22,2,52,66,0.521,0.89,0.99,0.99,1.0,6006 d,HOU 
5,Juan Soto ,344,69,23,64,7,0.283,0.42,97,17,2,77,69,0.544,0.965,0.99,0.99,1.0,6906 d,NYY 
6,Mookie Betts ,370,71,19,59,10,0.286,0.381,106,23,2,53,60,0.514,0.894,0.99,0.99,1.0,4921 d,LAD 
7,Jose Ramirez ,378,61,19,65,16,0.276,0.362,104,24,3,42,49,0.502,0.864,0.99,0.99,1.0,5288 d,CLE 
8,Fernando Tatis Jr. ,370,64,21,60,16,0.27,0.345,100,20,2,39,90,0.503,0.848,0.99,0.99,1.0,6853 d,SD 
9,Yordan Alvarez ,334,60,23,66,2,0.292,0.393,97,20,1,47,73,0.563,0.956,0.99,0.99,1.0,6461 d,HOU 
10,Julio Rodriguez ,383,58,17,54,22,0.274,0.336,105,20,2,29,101,0.464,0.8,0.98,0.99,0.97,43685 ,SEA 
11,Freddie Freeman ,369,63,15,59,8,0.298,0.394,110,25,2,48,68,0.496,0.89,0.99,0.99,1.0,3365 d,LAD 
12,Rafael Devers ,370,59,21,66,3,0.277,0.362,102,22,1,40,82,0.517,0.88,0.99,0.99,0.99,5175 d,BOS 
13,Gunnar Henderson ,387,67,21,60,9,0.259,0.343,100,18,5,45,108,0.492,0.834,0.99,0.99,1.0,23372 ,BAL 
14,Bryce Harper ,338,59,19,60,8,0.279,0.394,94,21,1,56,86,0.513,0.907,0.99,0.99,1.0,4293 d,PHI 
15,Matt Olson ,371,61,24,69,1,0.259,0.363,96,19,1,54,99,0.51,0.873,0.99,0.99,1.0,5718 d,ATL 
16,Vladimir Guerrero Jr. ,373,58,18,61,4,0.282,0.368,105,20,1,45,66,0.488,0.856,0.99,0.99,0.98,6050 d,TOR 
17,Elly De La Cruz ,362,58,14,48,32,0.245,0.316,89,18,4,35,125,0.434,0.75,0.99,0.99,0.99,44884 ,CIN 
18,Corbin Carroll ,375,62,12,47,26,0.26,0.34,97,18,6,40,87,0.436,0.777,0.97,0.98,0.95,23993 ,ARI 
19,Michael Harris II ,379,56,13,49,16,0.279,0.326,106,22,2,23,82,0.453,0.779,0.94,0.97,0.92,43924 ,ATL 
20,Austin Riley ,382,60,20,61,1,0.272,0.344,104,20,2,36,101,0.495,0.839,0.96,0.99,0.93,6022 d,ATL 
21,Pete Alonso ,373,58,25,67,2,0.247,0.34,92,17,1,41,88,0.5,0.84,0.98,0.99,0.98,6960 d,NYM 
22,Corey Seager ,337,55,19,57,1,0.285,0.371,96,20,1,39,63,0.517,0.889,0.99,0.99,0.99,4805 d,TEX 
23,Ozzie Albies ,382,57,15,55,9,0.27,0.328,103,23,2,29,69,0.459,0.787,0.98,0.99,0.98,5980 d,ATL 
24,Marcell Ozuna ,356,53,22,62,1,0.26,0.332,93,17,1,37,91,0.494,0.826,0.97,0.97,0.97,4726 d,ATL 
25,Francisco Lindor ,380,59,17,53,14,0.249,0.325,95,19,1,38,79,0.437,0.762,0.97,0.99,0.96,4569 d,NYM 
26,Jose Altuve ,365,60,15,47,10,0.272,0.344,99,20,1,37,67,0.453,0.797,0.99,0.99,1.0,4334 d,HOU 
27,Marcus Semien ,392,62,16,53,8,0.259,0.324,102,21,2,37,69,0.448,0.772,0.99,0.99,1.0,4544 d,TEX 
28,Bo Bichette ,383,52,12,53,8,0.283,0.326,108,22,2,23,77,0.446,0.772,0.92,0.97,0.88,6808 d,TOR 
29,Jazz Chisholm Jr. ,349,53,16,47,20,0.249,0.318,87,16,3,32,103,0.447,0.765,0.88,0.98,0.77,8449 d,MIA 
30,Josh Naylor ,338,47,16,58,6,0.272,0.345,92,20,0,30,55,0.479,0.824,0.94,0.95,0.94,6054 d,CLE 
