VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
2,Zack Wheeler ,173.5,177,12,0,3.51,1.19,68,155,43,19,29,29,8,0,0.99,0.99,1.0,4603 d,PHI 
3,Pablo Lopez ,171.3,188,11,0,3.56,1.20,68,151,46,20,29,29,8,0,0.98,0.98,0.98,7289 d,MIN 
4,Corbin Burnes ,172.3,186,11,0,3.57,1.20,68,148,52,19,28,28,8,0,0.99,0.99,1.0,7251 d,BAL 
5,Luis Castillo ,172.3,181,12,0,3.57,1.21,68,151,51,20,29,29,9,0,0.97,0.98,0.97,3679 d,SEA 
6,Kevin Gausman ,167.1,188,11,0,3.61,1.19,67,151,44,21,28,28,8,0,0.96,0.98,0.95,4671 d,TOR 
7,Yoshinobu Yamamoto ,152.0,161,11,0,3.68,1.14,62,130,39,19,26,26,7,0,0.99,0.99,0.99,48250 ,LAD 
8,George Kirby ,167.8,155,11,0,3.64,1.16,68,161,27,21,29,29,9,0,0.97,0.98,0.96,20405 ,SEA 
9,Zach Eflin ,156.0,150,11,0,3.60,1.15,62,147,28,19,27,27,8,0,0.94,0.97,0.9,6146 d,TB 
10,Logan Webb ,175.8,154,12,0,3.47,1.24,68,172,39,14,28,28,8,0,0.99,0.99,0.98,8146 d,SF 
11,Max Fried ,158.0,150,13,0,3.41,1.24,60,149,41,15,27,27,6,0,0.96,0.98,0.95,4729 d,ATL 
12,Zac Gallen ,172.8,175,12,0,3.66,1.23,70,157,49,20,29,29,8,0,0.99,0.99,1.0,7245 d,ARI 
13,Tarik Skubal ,139.8,160,9,0,3.38,1.15,52,119,37,15,26,26,8,0,0.99,0.99,0.99,43633 ,DET 
14,Freddy Peralta ,149.1,182,10,0,3.56,1.19,59,119,51,19,26,26,8,0,0.99,0.99,0.99,7274 d,MIL 
15,Joe Ryan ,157.5,180,10,0,3.80,1.16,67,135,41,23,28,28,9,0,0.97,0.97,0.96,43688 ,MIN 
16,Tyler Glasnow ,126.4,160,10,0,3.48,1.15,49,102,40,16,23,23,5,0,0.99,0.99,1.0,4587 d,LAD 
17,Logan Gilbert ,168.7,167,10,0,3.82,1.19,72,156,41,23,29,29,8,0,0.99,0.98,0.99,7453 d,SEA 
