VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,39.0,50,3,0,3.27,1.14,14,30,13,5,7,7,2,0,0.5,0.0,1.0,7354,LAA 
2,Spencer Strider ,43.8,64,4,0,3.25,1.16,16,34,15,5,7,7,2,0,0.99,0.99,1.0,44282,ATL 
3,Gerrit Cole ,49.7,57,4,0,3.44,1.15,19,42,14,7,8,8,2,0,0.99,0.99,1.0,4656,NYY 
4,Kevin Gausman ,44.5,53,3,0,3.44,1.15,17,40,10,6,7,7,2,0,0.99,0.99,1.0,4671,TOR 
5,Justin Verlander ,44.5,43,4,0,3.47,1.18,17,39,12,6,7,7,2,0,0.98,0.98,0.99,3623,HOU 
6,Luis Castillo ,45.8,49,3,0,3.40,1.18,17,39,14,5,8,8,2,0,0.99,0.99,1.0,3679,SEA 
7,Framber Valdez ,47.0,46,4,0,3.32,1.27,17,42,15,4,7,7,2,1,0.99,0.99,0.99,7627,HOU 
8,Zack Wheeler ,46.3,48,3,0,3.46,1.18,18,42,11,5,8,8,2,0,0.99,0.99,0.99,4603,PHI 
9,Sandy Alcantara ,51.2,46,3,0,3.58,1.19,20,46,13,5,8,8,3,1,0.97,0.97,0.97,7109,MIA 
10,Tyler Glasnow ,38.3,50,3,0,3.33,1.15,14,31,13,5,7,7,2,0,0.94,0.95,0.94,4587,TB 
11,Zac Gallen ,46.5,48,3,0,3.52,1.20,18,41,13,6,8,8,2,0,0.99,0.99,1.0,7245,ARI 
12,Corbin Burnes ,44.7,50,3,0,3.53,1.20,18,38,14,5,7,7,2,0,0.99,0.99,1.0,7251,MIL 
13,Julio Urias ,44.7,42,4,0,3.73,1.19,19,41,11,7,8,8,2,0,0.96,0.97,0.95,4922,LAD 
14,Brandon Woodruff ,39.5,45,3,0,3.46,1.15,15,33,11,5,7,7,2,0,0.96,0.97,0.95,6813,MIL 
15,Aaron Nola ,48.8,52,3,0,3.90,1.17,21,44,11,7,8,8,3,0,0.98,0.98,0.98,5682,PHI 
16,Clayton Kershaw ,39.7,42,3,0,3.40,1.17,15,36,9,5,7,7,2,0,0.98,0.98,0.98,3215,LAD 
17,Max Fried ,42.8,40,3,0,3.33,1.21,16,40,10,4,7,7,2,0,0.97,0.97,0.96,4729,ATL 
18,George Kirby ,41.5,39,3,0,3.54,1.15,16,39,7,5,7,7,2,0,0.95,0.95,0.95,20405,SEA 
19,Logan Webb ,48.3,45,3,0,3.57,1.25,19,47,12,4,8,8,2,0,0.98,0.97,0.99,8146,SF 
20,Pablo Lopez ,43.8,48,3,0,3.66,1.22,18,40,12,6,7,7,2,0,0.95,0.93,0.97,7289,MIN 
21,Yu Darvish ,45.8,46,3,0,3.90,1.19,20,40,13,6,7,7,2,0,0.95,0.96,0.95,3965,SD 
22,Max Scherzer ,42.7,50,3,0,3.90,1.19,19,38,11,7,7,7,2,0,0.99,0.99,0.99,3744,TEX 
23,Carlos Rodon ,35.7,44,3,0,3.57,1.18,14,29,12,4,6,6,2,0,0.74,0.75,0.72,5674,NYY 
24,Zach Eflin ,41.0,38,3,0,3.70,1.17,17,39,8,5,7,7,2,0,0.89,0.92,0.86,6146,TB 
25,Kodai Senga ,44.5,51,3,0,3.67,1.28,18,37,18,5,7,7,2,0,0.87,0.88,0.85,6917,NYM 
26,Blake Snell ,41.3,52,3,0,3.59,1.29,16,33,19,5,7,7,2,0,0.97,0.96,0.97,5835,SD 
27,Logan Gilbert ,41.7,41,3,0,3.82,1.20,18,39,10,6,7,7,2,0,0.96,0.95,0.96,7453,SEA 
28,Freddy Peralta ,38.5,46,3,0,3.74,1.23,16,31,14,5,7,7,2,0,0.9,0.92,0.87,7274,MIL 
29,Felix Bautista ,16.0,26,1,8,2.53,1.07,5,10,7,1,16,0,1,0,0.98,0.98,0.98,45019,BAL 
30,Sonny Gray ,40.7,41,3,0,3.65,1.29,16,37,14,4,7,7,2,0,0.89,0.9,0.89,4755,MIN 
31,Dylan Cease ,44.5,52,3,0,3.88,1.32,19,38,18,6,8,8,2,0,0.94,0.94,0.93,6848,CWS 
32,Lance Lynn ,46.8,50,3,0,4.20,1.28,22,45,13,8,8,8,3,0,0.83,0.84,0.82,3661,LAD 
33,Justin Steele ,42.7,41,3,0,3.76,1.32,18,41,14,4,7,7,2,0,0.91,0.92,0.9,8158,CHC 
34,Josh Hader ,15.5,24,1,8,2.81,1.09,5,9,7,2,16,0,1,0,0.98,0.99,0.97,5047,SD 
35,Aaron Civale ,40.0,35,3,0,3.90,1.25,17,38,10,5,7,7,2,0,0.58,0.74,0.42,21649,TB 
36,Tarik Skubal ,36.0,39,2,0,3.71,1.21,15,33,10,4,7,7,2,0,0.33,0.44,0.21,43633,DET 
37,Emmanuel Clase ,16.8,17,1,8,2.67,1.10,5,14,4,1,17,0,1,0,0.97,0.98,0.95,27356,CLE 
38,Jesus Luzardo ,39.2,44,2,0,3.83,1.25,17,34,13,5,7,7,2,0,0.82,0.86,0.79,6889,MIA 
39,Hunter Brown ,38.8,41,3,0,3.79,1.32,16,35,14,4,9,6,2,0,0.67,0.82,0.51,44176,HOU 
40,Raisel Iglesias ,17.0,21,1,8,3.09,1.11,6,14,4,2,17,0,1,0,0.85,0.95,0.75,5589,ATL 
41,Devin Williams ,15.8,23,1,7,2.56,1.15,5,10,7,1,16,0,1,0,0.97,0.98,0.96,27766,MIL 
42,Eduardo Rodriguez ,41.7,41,2,0,3.74,1.28,17,40,13,5,7,7,3,0,0.82,0.88,0.77,3963,DET 
43,Andres Munoz ,16.8,23,1,6,2.76,1.11,5,12,6,1,17,0,1,0,0.64,0.8,0.47,24281,SEA 
44,Ryan Pressly ,15.8,18,1,8,2.94,1.10,5,13,4,2,16,0,1,0,0.91,0.96,0.86,5361,HOU 
45,Evan Phillips ,16.8,20,1,8,3.03,1.16,6,13,6,2,17,0,1,0,0.56,0.84,0.28,7989,LAD 
46,Jose Berrios ,43.2,40,3,0,4.14,1.29,20,42,12,6,7,7,2,0,0.85,0.84,0.86,5722,TOR 
47,Merrill Kelly ,44.3,42,3,0,4.09,1.32,20,42,15,6,7,7,3,0,0.9,0.9,0.9,8374,ARI 
48,Miles Mikolas ,46.2,33,3,0,4.06,1.29,21,47,11,6,8,8,3,0,0.39,0.53,0.25,5408,STL 
49,Jhoan Duran ,16.8,24,1,7,2.94,1.20,6,13,6,2,17,0,1,0,0.69,0.92,0.45,8034,MIN 
50,Chris Bassitt ,41.3,38,3,0,4.06,1.30,19,39,12,6,7,7,2,0,0.89,0.88,0.9,5554,TOR 
51,Hyun Jin Ryu ,38.0,29,3,0,3.99,1.25,17,38,8,5,11,6,2,0,0.17,0.26,0.08,4641,TOR 
52,James Paxton ,39.3,42,3,0,4.16,1.30,18,37,13,6,7,7,2,0,0.57,0.73,0.42,4559,BOS 
53,Nathan Eovaldi ,32.3,31,2,0,3.71,1.21,13,30,8,4,6,6,2,0,0.94,0.93,0.95,4423,TEX 
54,Charlie Morton ,42.7,46,3,0,4.08,1.37,19,39,17,5,7,7,2,0,0.9,0.9,0.89,3181,ATL 
55,Seth Lugo ,36.8,36,2,0,3.91,1.26,16,35,10,5,9,6,2,0,0.29,0.37,0.21,5890,SD 
56,Kenta Maeda ,37.8,41,2,0,4.08,1.26,17,35,11,6,9,7,2,0,0.45,0.64,0.27,5939,MIN 
57,David Bednar ,16.0,20,1,8,3.19,1.23,6,14,5,1,16,0,1,0,0.87,0.94,0.81,8451,PIT 
58,Camilo Doval ,16.0,20,1,9,3.19,1.31,6,13,7,1,16,0,1,0,0.94,0.96,0.92,43997,SF 
59,Jordan Montgomery ,40.5,38,2,0,3.96,1.29,18,40,11,5,7,7,2,0,0.83,0.85,0.81,7062,TEX 
60,Bryce Miller ,34.8,33,2,0,4.01,1.23,16,31,10,5,7,7,2,0,0.53,0.72,0.33,45184,SEA 
61,Bailey Ober ,39.3,38,2,0,4.23,1.24,19,38,9,6,9,7,2,0,0.58,0.75,0.42,44064,MIN 
62,Alex Cobb ,41.0,37,2,0,3.84,1.33,17,42,12,4,7,7,2,0,0.62,0.68,0.56,3034,SF 
63,Hunter Greene ,35.0,44,2,0,4.07,1.30,16,30,13,5,6,6,2,0,0.81,0.85,0.77,6871,CIN 
64,Joe Ryan ,32.2,35,2,0,4.10,1.22,15,29,9,5,5,5,2,0,0.89,0.9,0.89,43688,MIN 
65,Jordan Romano ,15.8,19,1,7,3.22,1.24,6,13,6,2,16,0,1,0,0.92,0.97,0.88,7647,TOR 
66,Alexis Diaz ,16.0,22,1,8,3.47,1.30,6,12,8,2,16,0,1,0,0.92,0.96,0.87,45001,CIN 
67,Pete Fairbanks ,14.7,20,1,7,3.27,1.22,5,12,6,1,15,0,1,0,0.52,0.8,0.23,19909,TB 
68,Braxton Garrett ,35.5,35,2,0,3.93,1.30,16,35,10,5,10,6,2,0,0.36,0.46,0.26,6815,MIA 
69,Bobby Miller ,36.5,34,2,0,4.03,1.28,16,34,11,5,9,6,1,0,0.47,0.59,0.35,43804,LAD 
70,Kenley Jansen ,15.8,19,1,8,3.60,1.26,6,13,6,2,16,0,1,0,0.85,0.94,0.77,3630,BOS 
71,Aroldis Chapman ,15.8,25,1,3,2.84,1.19,5,9,9,1,16,0,1,0,0.39,0.57,0.22,3068,TEX 
72,Tony Gonsolin ,39.7,35,3,0,4.31,1.32,19,37,14,6,7,7,2,0,0.64,0.74,0.55,8518,LAD 
73,Adbert Alzolay ,15.3,17,1,8,3.72,1.21,6,14,4,2,15,0,1,0,0.49,0.72,0.25,7380,CHC 
74,Paul Sewald ,15.8,20,1,7,3.69,1.22,7,13,5,2,16,0,1,0,0.74,0.88,0.59,6147,ARI 
75,Tanner Bibee ,35.2,33,2,0,4.01,1.29,16,33,11,5,6,6,2,0,0.68,0.81,0.54,45056,CLE 
76,JP Sears ,36.7,34,2,0,4.17,1.27,17,34,10,6,6,6,2,0,0.12,0.16,0.07,7334,OAK 
77,Lucas Giolito ,39.7,43,2,0,4.24,1.32,19,37,14,6,7,7,2,0,0.83,0.82,0.84,4723,LAA 
78,Sean Manaea ,29.8,33,2,0,3.87,1.30,13,29,9,4,12,4,1,0,0.13,0.11,0.15,4944,SF 
79,Cristian Javier ,34.0,36,2,0,4.24,1.27,16,28,13,6,7,6,2,0,0.9,0.91,0.89,10002,HOU 
80,Chris Sale ,32.3,38,2,0,4.13,1.30,15,30,10,4,6,6,2,0,0.78,0.8,0.76,3207,BOS 
81,Craig Kimbrel ,15.8,21,1,7,3.79,1.26,7,12,7,2,16,0,1,0,0.64,0.83,0.45,3238,PHI 
82,Clay Holmes ,16.2,17,1,6,3.34,1.27,6,13,6,1,16,0,1,0,0.67,0.87,0.48,6584,NYY 
83,Jon Gray ,39.2,37,2,0,4.14,1.33,18,37,13,5,7,7,2,0,0.72,0.76,0.69,4933,TEX 
84,Andrew Heaney ,35.8,41,2,0,4.27,1.32,17,33,12,6,11,6,2,0,0.51,0.64,0.38,4678,TEX 
85,Patrick Sandoval ,34.3,32,2,0,3.76,1.37,14,32,14,4,6,6,2,0,0.37,0.44,0.3,8031,LAA 
86,Clarke Schmidt ,37.2,35,3,0,4.40,1.35,18,36,12,5,7,7,2,0,0.18,0.27,0.09,7264,NYY 
87,Eury Perez ,30.2,32,2,0,4.13,1.28,14,27,10,4,6,6,2,0,0.47,0.61,0.33,44610,MIA 
88,Ranger Suarez ,38.2,33,2,0,3.89,1.37,17,37,14,4,7,7,2,0,0.27,0.29,0.26,7247,PHI 
89,Yusei Kikuchi ,37.3,39,2,0,4.22,1.34,17,35,13,6,9,7,2,0,0.62,0.73,0.51,7015,TOR 
90,Michael Wacha ,34.2,30,2,0,4.17,1.29,16,33,10,5,6,6,2,0,0.66,0.79,0.53,4584,SD 
91,Jose Quintana ,36.8,32,2,0,3.99,1.35,16,37,12,4,7,7,2,0,0.17,0.25,0.09,4113,NYM 
92,Reid Detmers ,29.7,33,2,0,4.09,1.32,13,26,11,4,5,5,2,0,0.31,0.32,0.3,43840,LAA 
93,Giovanny Gallegos ,16.2,18,1,5,3.80,1.22,7,15,4,2,16,0,1,0,0.27,0.47,0.08,6571,STL 
94,Kyle Finnegan ,16.3,17,1,7,3.86,1.33,7,15,6,2,16,0,1,0,0.44,0.67,0.2,7565,WSH 
95,Michael King ,18.5,22,1,2,3.41,1.23,7,16,6,2,17,0,1,0,0.1,0.15,0.05,8489,NYY 
96,Grayson Rodriguez ,32.2,35,1,0,4.06,1.27,14,29,11,4,6,6,2,0,0.41,0.59,0.22,7924,BAL 
97,Brady Singer ,40.2,35,2,0,4.18,1.36,19,40,12,5,7,7,2,0,0.64,0.63,0.65,6811,KC 
98,Reese Olson ,36.5,34,2,0,4.19,1.35,17,35,13,5,11,6,2,0,0.03,0.04,0.01,44805,DET 
99,Kyle Bradish ,37.5,35,2,0,4.20,1.36,17,37,13,5,7,7,2,0,0.63,0.78,0.49,39964,BAL 
100,David Robertson ,15.5,18,1,6,3.68,1.35,6,14,7,2,15,0,1,0,0.7,0.85,0.55,3283,MIA 
101,Jose Urquidy ,33.5,28,2,0,4.39,1.27,16,33,9,6,9,5,2,0,0.24,0.38,0.09,22917,HOU 
102,Carlos Estevez ,15.8,18,1,7,3.89,1.38,7,14,7,2,16,0,1,0,0.64,0.78,0.51,5929,LAA 
