VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,65.8,85,5,0,3.35,1.17,25,51,22,8,11,11,3,0,0.5,0.0,1.0,7354,LAA 
2,Spencer Strider ,67.7,99,6,0,3.26,1.14,25,51,23,8,12,12,3,0,0.99,0.99,1.0,44282,ATL 
3,Gerrit Cole ,77.0,90,5,0,3.47,1.14,30,65,21,11,13,13,3,0,0.99,0.99,1.0,4656,NYY 
4,Kevin Gausman ,71.2,85,5,0,3.41,1.14,27,63,16,9,12,12,3,0,0.99,0.99,1.0,4671,TOR 
5,Justin Verlander ,73.3,74,5,0,3.33,1.15,27,63,18,10,12,12,3,0,0.98,0.98,0.98,3623,NYM 
6,Zack Wheeler ,73.7,77,5,0,3.40,1.17,28,66,17,7,12,12,3,0,0.98,0.98,0.99,4603,PHI 
7,Luis Castillo ,75.7,81,5,0,3.43,1.19,29,64,23,9,13,13,4,0,0.99,0.99,0.99,3679,SEA 
8,Framber Valdez ,73.8,74,6,0,3.23,1.26,26,65,24,6,12,12,3,1,0.99,0.99,0.99,7627,HOU 
9,Aaron Nola ,78.8,84,5,0,3.77,1.16,33,70,18,11,13,13,4,0,0.98,0.98,0.99,5682,PHI 
10,Max Scherzer ,69.0,81,5,0,3.61,1.14,28,59,16,10,12,12,3,0,0.99,0.99,0.99,3744,NYM 
11,Corbin Burnes ,71.3,81,5,0,3.49,1.18,28,60,21,8,12,12,3,0,0.99,0.99,1.0,7251,MIL 
12,Carlos Rodon ,61.8,76,5,0,3.44,1.15,24,49,20,7,11,11,3,0,0.89,0.91,0.87,5674,NYY 
13,Zac Gallen ,75.3,79,5,0,3.60,1.20,30,66,21,9,13,13,3,0,0.99,0.99,1.0,7245,ARI 
14,Max Fried ,67.7,63,6,0,3.37,1.23,25,64,16,7,12,12,3,1,0.94,0.96,0.92,4729,ATL 
15,Shane McClanahan ,62.8,69,5,0,3.39,1.18,24,53,19,7,11,11,3,0,0.99,0.99,1.0,7487,TB 
16,Logan Webb ,76.5,72,5,0,3.53,1.24,30,73,19,7,13,13,4,0,0.98,0.98,0.99,8146,SF 
17,Clayton Kershaw ,59.0,63,5,0,3.33,1.16,22,53,14,8,10,10,3,0,0.98,0.98,0.98,3215,LAD 
18,Sandy Alcantara ,79.7,71,4,0,3.63,1.20,32,72,21,9,12,12,4,1,0.95,0.95,0.94,7109,MIA 
19,Joe Musgrove ,67.2,67,5,0,3.53,1.21,26,60,17,8,11,11,3,0,0.94,0.95,0.92,5883,SD 
20,George Kirby ,66.3,62,5,0,3.62,1.18,27,64,11,8,12,12,4,0,0.94,0.95,0.93,20405,SEA 
21,Blake Snell ,65.2,84,5,0,3.57,1.26,26,52,29,8,12,12,4,0,0.95,0.95,0.96,5835,SD 
22,Tyler Glasnow ,57.3,75,4,0,3.43,1.17,22,47,19,7,10,10,2,0,0.92,0.93,0.91,4587,TB 
23,Yu Darvish ,72.5,75,5,0,3.91,1.21,32,64,20,10,12,12,4,0,0.94,0.95,0.92,3965,SD 
24,Nathan Eovaldi ,71.3,67,5,0,3.68,1.23,29,66,18,9,12,12,3,1,0.97,0.95,0.98,4423,TEX 
25,Zach Eflin ,62.3,58,5,0,3.66,1.17,25,59,13,7,11,11,3,0,0.89,0.91,0.86,6146,TB 
26,Julio Urias ,66.3,63,6,0,3.87,1.22,29,62,17,10,12,12,3,0,0.95,0.97,0.93,4922,LAD 
