VBR,Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
1,Jose Ramirez ,261,46,16,55,11,0.284,0.377,74,21,3,35,43,0.568,0.946,0.99,0.99,1.0,5288,CLE 
2,Aaron Judge ,258,51,23,50,4,0.28,0.367,72,11,0,35,78,0.585,0.951,0.99,0.99,1.0,4955,NYY 
3,Ronald Acuna Jr. ,246,51,16,38,14,0.283,0.388,70,13,1,35,71,0.533,0.921,0.99,0.99,1.0,6966,ATL 
4,Trea Turner ,283,43,11,47,14,0.303,0.354,86,16,2,22,53,0.492,0.847,0.99,0.99,1.0,5828,LAD 
5,Mookie Betts ,280,58,17,44,7,0.276,0.365,77,16,1,35,49,0.521,0.885,0.99,0.99,1.0,4921,LAD 
6,Paul Goldschmidt ,248,46,15,48,3,0.311,0.394,77,18,0,34,61,0.562,0.956,0.99,0.99,1.0,4403,STL 
7,Yordan Alvarez ,237,44,19,52,0,0.297,0.389,70,11,1,32,65,0.601,0.99,0.99,0.99,1.0,6461,HOU 
8,Rafael Devers ,267,48,16,43,2,0.305,0.374,82,20,1,23,62,0.565,0.939,0.99,0.99,1.0,5175,BOS 
9,Pete Alonso ,250,41,19,56,1,0.273,0.364,68,11,0,29,64,0.549,0.913,0.99,0.99,1.0,6960,NYM 
10,Freddie Freeman ,272,48,11,45,5,0.3,0.4,82,20,1,37,52,0.506,0.906,0.99,0.99,1.0,3365,LAD 
11,Manny Machado ,251,44,13,44,6,0.3,0.38,75,15,1,28,46,0.523,0.903,0.99,0.99,1.0,3778,SD 
12,Mike Trout ,225,47,19,44,2,0.279,0.412,63,14,2,41,63,0.606,1.018,0.99,0.99,1.0,3785,LAA 
13,Vladimir Guerrero Jr. ,256,43,18,47,1,0.28,0.373,72,12,0,34,46,0.535,0.909,0.99,0.99,1.0,6050,TOR 
14,Kyle Tucker ,245,37,14,47,10,0.27,0.358,66,14,1,31,50,0.51,0.869,0.99,0.99,1.0,6006,HOU 
15,Luis Robert ,255,38,11,39,9,0.286,0.33,73,13,1,13,64,0.473,0.802,0.99,0.99,0.99,6935,CWS 
16,Bo Bichette ,280,42,12,40,6,0.269,0.316,75,16,0,18,58,0.455,0.771,0.99,0.99,1.0,6808,TOR 
17,Juan Soto ,233,45,14,36,5,0.26,0.426,61,14,1,57,44,0.5,0.926,0.99,0.99,1.0,6906,WSH 
18,Kyle Schwarber ,238,44,19,43,2,0.231,0.347,55,10,0,40,77,0.512,0.859,0.98,0.97,0.98,5686,PHI 
19,Tim Anderson ,256,39,8,28,10,0.305,0.341,78,13,1,11,57,0.453,0.794,0.97,0.98,0.97,4956,CWS 
20,Dansby Swanson ,253,39,11,38,7,0.277,0.342,70,14,1,22,69,0.473,0.814,0.96,0.96,0.96,5965,ATL 
21,Francisco Lindor ,259,41,11,45,7,0.249,0.33,65,11,1,27,50,0.434,0.764,0.99,0.99,1.0,4569,NYM 
22,George Springer ,237,43,14,37,5,0.261,0.346,62,11,1,28,58,0.5,0.846,0.99,0.98,1.0,4614,TOR 
23,C.J. Cron ,248,37,14,46,0,0.281,0.35,70,14,1,21,61,0.52,0.87,0.97,0.96,0.97,4688,COL 
24,Adolis Garcia ,263,38,13,42,8,0.242,0.284,64,13,2,14,87,0.457,0.742,0.87,0.9,0.84,6901,TEX 
25,Byron Buxton ,211,39,16,35,5,0.254,0.315,54,12,2,15,56,0.55,0.865,0.98,0.98,0.98,4672,MIN 
26,Julio Rodriguez ,237,35,10,32,11,0.274,0.338,65,12,1,20,60,0.462,0.8,0.93,0.94,0.92,43685,SEA 
27,Trevor Story ,247,39,11,42,9,0.24,0.316,59,15,1,25,70,0.444,0.759,0.98,0.98,0.98,4747,BOS 
28,Xander Bogaerts ,252,41,8,34,3,0.305,0.379,77,18,0,27,52,0.476,0.855,0.99,0.99,1.0,4347,BOS 
29,Anthony Rizzo ,236,39,16,41,4,0.238,0.347,56,10,1,30,44,0.485,0.832,0.97,0.95,0.99,4307,NYY 
30,Starling Marte ,241,40,7,31,11,0.274,0.332,66,13,2,14,49,0.431,0.763,0.99,0.99,0.98,4377,NYM 
31,Josh Bell ,241,37,11,41,0,0.297,0.385,71,13,1,32,53,0.501,0.886,0.97,0.95,0.99,4664,WSH 
32,Marcus Semien ,282,42,11,35,9,0.245,0.31,69,14,1,27,60,0.417,0.727,0.98,0.98,0.98,4544,TEX 
33,Austin Riley ,254,37,15,41,1,0.263,0.335,67,14,1,22,73,0.506,0.841,0.99,0.99,0.99,6022,ATL 
34,Jose Altuve ,248,42,13,31,4,0.271,0.351,67,13,0,27,41,0.486,0.837,0.99,0.98,1.0,4334,HOU 
35,Giancarlo Stanton ,223,33,17,46,0,0.253,0.341,56,8,0,29,71,0.514,0.856,0.98,0.98,0.98,3783,NYY 
36,Brandon Lowe ,253,42,15,39,3,0.239,0.328,60,13,2,29,80,0.48,0.808,0.78,0.83,0.74,7236,TB 
37,Nolan Arenado ,249,33,13,44,0,0.275,0.343,69,15,1,23,41,0.5,0.843,0.99,0.99,1.0,4350,STL 
38,Tommy Edman ,246,41,6,26,13,0.268,0.331,66,12,2,21,41,0.401,0.732,0.97,0.96,0.98,7752,STL 
39,Jazz Chisholm Jr. ,219,35,11,34,11,0.243,0.31,53,9,3,20,69,0.467,0.777,0.96,0.97,0.96,8449,MIA 
40,Christian Yelich ,245,43,8,30,9,0.259,0.364,64,11,2,36,67,0.422,0.785,0.97,0.96,0.98,4596,MIL 
41,Teoscar Hernandez ,235,34,12,40,4,0.262,0.317,62,14,1,17,69,0.485,0.803,0.93,0.96,0.91,4846,TOR 
42,Cedric Mullins II ,269,37,8,28,13,0.257,0.318,69,15,1,21,56,0.409,0.728,0.98,0.97,0.99,7400,BAL 
43,J.D. Martinez ,246,39,10,36,0,0.292,0.368,72,19,0,26,65,0.495,0.863,0.99,0.98,0.99,4339,BOS 
