Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,PlayerId,Team
Josh Naylor ,513,66,22,85,8,0.28,0.335,144,32,0,43,82,0.471,0.806,6054 d,CLE 
Anthony Santander ,563,79,29,90,3,0.25,0.311,141,31,1,50,136,0.463,0.774,4903 d,BAL 
Yandy Diaz ,526,85,18,71,2,0.292,0.378,154,30,1,73,89,0.457,0.835,6677 d,TB 
George Springer ,539,84,23,73,14,0.259,0.327,139,25,2,55,115,0.44,0.768,4614 d,TOR 
Oneil Cruz ,510,80,23,73,22,0.247,0.319,126,24,4,53,157,0.448,0.766,39199 ,PIT 
Spencer Torkelson ,564,82,30,87,3,0.243,0.323,137,30,1,66,152,0.46,0.783,43877 ,DET 
Seiya Suzuki ,509,76,22,75,9,0.27,0.349,138,28,3,61,131,0.468,0.816,6973 d,CHC 
Triston Casas ,507,79,27,82,1,0.257,0.359,130,26,2,81,141,0.475,0.834,6997 d,BOS 
Willy Adames ,555,79,27,86,6,0.243,0.321,135,30,2,64,162,0.448,0.769,5988 d,MIL 
Luis Arraez ,567,77,8,62,4,0.316,0.367,179,30,4,46,40,0.421,0.788,8162 d,MIA 
Nathaniel Lowe ,566,79,20,78,3,0.27,0.35,153,28,2,70,146,0.436,0.786,7914 d,TEX 
William Contreras ,521,77,22,75,4,0.27,0.344,141,28,1,58,132,0.453,0.797,7659 d,MIL 
Josh Jung ,547,75,25,83,3,0.255,0.303,140,28,2,38,167,0.449,0.753,23130 ,TEX 
Jake Burger ,535,72,29,83,1,0.252,0.301,135,27,2,38,157,0.469,0.771,10074 ,MIA 
Lane Thomas ,564,80,22,72,15,0.249,0.305,141,31,3,45,154,0.431,0.736,8293 d,WSH 
Brandon Nimmo ,552,89,19,67,5,0.267,0.353,147,28,5,73,129,0.437,0.789,4685 d,NYM 
Eloy Jimenez ,505,65,25,79,0,0.274,0.327,138,25,0,40,114,0.472,0.799,5141 d,CWS 
Ian Happ ,558,80,20,78,11,0.25,0.342,140,31,3,78,151,0.426,0.768,6008 d,CHC 
Adley Rutschman ,521,82,19,71,3,0.271,0.366,141,31,1,78,95,0.444,0.81,8022 d,BAL 
Masataka Yoshida ,508,69,16,72,5,0.29,0.35,147,29,2,47,72,0.451,0.801,46547 ,BOS 
Jorge Soler ,504,74,30,82,1,0.242,0.328,122,24,0,65,144,0.469,0.797,4495 d,SF 
Ezequiel Tovar ,572,76,17,72,13,0.263,0.3,151,33,4,30,148,0.424,0.724,45000 ,COL 
Josh Lowe ,488,68,18,68,25,0.256,0.317,125,29,3,43,147,0.435,0.752,10142 ,TB 
Cedric Mullins II ,516,73,18,67,27,0.249,0.311,128,26,3,47,116,0.42,0.731,7400 d,BAL 
Vinnie Pasquantino ,500,69,21,74,2,0.275,0.352,138,32,2,59,73,0.471,0.823,44894 ,KC 
Alec Bohm ,551,72,16,77,4,0.274,0.325,151,29,1,41,104,0.421,0.745,7921 d,PHI 
Rhys Hoskins ,506,76,27,81,3,0.239,0.331,121,28,1,70,147,0.463,0.794,6744 d,MIL 
Riley Greene ,536,77,17,66,9,0.27,0.338,145,27,6,55,155,0.435,0.773,19457 ,DET 
Andrew Vaughn ,554,70,23,79,0,0.262,0.314,145,30,1,42,120,0.445,0.759,22216 ,CWS 
Tyler O'Neill ,455,69,23,69,13,0.253,0.324,115,23,1,48,140,0.459,0.784,5050 d,BOS 
Christopher Morel ,470,70,25,73,11,0.242,0.308,114,22,4,45,159,0.46,0.768,44057 ,CHC 
Taylor Ward ,476,74,20,69,6,0.265,0.341,126,26,1,55,114,0.453,0.795,6071 d,LAA 
Will Smith ,443,71,21,75,2,0.263,0.346,117,23,2,56,88,0.469,0.814,7671 d,LAD 
Evan Carter ,487,74,16,66,18,0.256,0.346,125,24,4,67,142,0.424,0.77,43894 ,TEX 
Daulton Varsho ,506,72,24,72,16,0.236,0.299,119,24,3,46,131,0.436,0.735,7551 d,TOR 
Ke'Bryan Hayes ,542,71,16,67,15,0.263,0.318,143,30,5,43,119,0.424,0.742,6910 d,PIT 
Jeremy Pena ,555,76,16,66,14,0.26,0.306,144,27,2,37,129,0.403,0.709,43642 ,HOU 
Bryson Stott ,536,71,13,63,21,0.265,0.321,142,28,3,44,103,0.4,0.721,22308 ,PHI 
Ryan Mountcastle ,483,66,22,74,4,0.263,0.321,127,23,1,41,127,0.453,0.774,7239 d,BAL 
Spencer Steer ,505,70,20,74,8,0.256,0.328,129,30,2,55,124,0.442,0.77,44364 ,CIN 
Nolan Gorman ,465,68,27,76,6,0.239,0.314,111,20,1,51,159,0.458,0.772,7471 d,STL 
Max Muncy ,451,77,28,80,2,0.223,0.339,101,19,1,79,139,0.457,0.796,5207 d,LAD 
Thairo Estrada ,536,72,14,61,22,0.26,0.301,139,25,3,32,115,0.397,0.698,7544 d,SF 
Jarren Duran ,484,71,14,57,26,0.258,0.315,125,31,5,40,136,0.428,0.743,10054 ,BOS 
Trevor Story ,503,70,20,70,21,0.237,0.3,119,28,2,45,161,0.421,0.72,4747 d,BOS 
Anthony Volpe ,522,73,20,67,24,0.231,0.302,121,27,4,52,147,0.409,0.71,43704 ,NYY 
Ha-Seong Kim ,538,74,15,62,26,0.246,0.324,132,26,2,62,118,0.386,0.71,6866 d,SD 
J.T. Realmuto ,462,66,19,67,15,0.256,0.312,118,24,3,38,125,0.447,0.759,5371 d,PHI 
Carlos Correa ,518,73,21,72,0,0.261,0.338,135,28,1,60,123,0.441,0.779,4673 d,MIN 
Salvador Perez ,505,61,25,80,0,0.256,0.287,129,23,1,22,129,0.451,0.738,4147 d,KC 
Chas McCormick ,455,67,20,67,15,0.25,0.322,114,18,2,48,136,0.43,0.752,10177 ,HOU 
TJ Friedl ,493,73,15,61,21,0.255,0.322,125,21,6,49,96,0.415,0.737,8358 d,CIN 
Jeimer Candelario ,495,70,21,75,4,0.252,0.321,125,30,2,50,130,0.451,0.771,5920 d,CIN 
Byron Buxton ,429,69,26,68,10,0.234,0.302,101,24,2,42,143,0.485,0.788,4672 d,MIN 
Jose Abreu ,526,69,19,78,1,0.258,0.317,136,27,1,46,123,0.421,0.738,4594 d,HOU 
Tommy Edman ,485,71,12,54,26,0.261,0.311,127,26,3,35,86,0.404,0.716,7752 d,STL 
Lourdes Gurriel Jr. ,496,63,16,70,4,0.278,0.323,138,30,2,33,93,0.445,0.768,6931 d,ARI 
Zack Gelof ,534,73,19,63,21,0.24,0.309,128,29,2,53,172,0.405,0.714,44896 ,OAK 
Steven Kwan ,566,81,5,54,18,0.277,0.348,157,29,6,61,65,0.378,0.726,44349 ,CLE 
Jordan Walker ,485,64,18,66,10,0.266,0.328,129,25,2,44,122,0.44,0.768,43830 ,STL 
Ryan McMahon ,521,72,22,72,6,0.244,0.324,127,26,2,62,170,0.428,0.752,5009 d,COL 
Christian Encarnacion-Strand ,408,58,23,70,3,0.265,0.316,108,21,1,30,121,0.489,0.805,45073 ,CIN 
Josh Bell ,525,69,21,74,0,0.256,0.339,134,26,1,66,117,0.43,0.77,4664 d,MIA 
Isaac Paredes ,479,68,24,78,1,0.241,0.325,115,24,1,59,96,0.448,0.773,10050 ,TB 
Matt Chapman ,514,74,24,73,4,0.236,0.322,121,27,2,65,166,0.439,0.762,6315 d,SF 
Brandon Drury ,500,66,23,75,2,0.248,0.294,124,27,2,32,135,0.445,0.739,5607 d,LAA 
Kerry Carpenter ,480,64,21,70,5,0.256,0.31,123,23,3,38,129,0.443,0.754,45596 ,DET 
Jackson Chourio ,476,61,15,62,22,0.256,0.301,122,23,2,31,114,0.412,0.713,44592 ,MIL 
Jung Hoo Lee ,525,69,10,61,7,0.284,0.344,149,34,4,48,55,0.421,0.765,48275 ,SF 
Starling Marte ,461,64,12,52,28,0.262,0.306,121,20,3,29,102,0.391,0.697,4377 d,NYM 
J.D. Martinez ,449,62,22,75,1,0.253,0.315,114,26,1,41,140,0.465,0.78,4339 d,"LF,DH) FA "
Bryan De La Cruz ,521,63,18,69,4,0.266,0.316,138,28,1,38,128,0.427,0.742,44192 ,MIA 
Esteury Ruiz ,437,59,8,41,52,0.246,0.295,108,23,2,30,101,0.363,0.658,10086 ,OAK 
Austin Hays ,517,69,18,68,4,0.257,0.305,133,29,2,36,126,0.424,0.729,7238 d,BAL 
Zach Neto ,485,70,18,66,9,0.249,0.305,121,26,1,39,126,0.42,0.725,46294 ,LAA 
Jorge Polanco ,492,68,21,70,6,0.244,0.32,120,24,1,55,129,0.427,0.748,5354 d,SEA 
Yainer Diaz ,422,57,21,68,1,0.271,0.304,114,22,1,20,87,0.475,0.779,45200 ,HOU 
Lars Nootbaar ,449,72,18,61,9,0.252,0.353,113,23,2,70,106,0.433,0.786,44339 ,STL 
Vaughn Grissom ,475,65,10,58,11,0.282,0.339,134,28,3,41,88,0.42,0.759,44905 ,BOS 
Kris Bryant ,461,67,18,62,3,0.268,0.337,123,27,1,48,109,0.448,0.784,4934 d,COL 
Brendan Rodgers ,494,64,15,66,0,0.278,0.327,137,28,2,36,106,0.439,0.766,5966 d,COL 
Max Kepler ,465,68,21,67,4,0.246,0.324,115,24,2,54,106,0.443,0.767,5357 d,MIN 
Noelvi Marte ,441,61,14,58,15,0.267,0.328,118,24,2,40,103,0.424,0.752,8284 d,CIN 
Jonathan India ,446,69,16,60,11,0.254,0.329,113,25,1,50,110,0.423,0.752,6895 d,CIN 
MJ Melendez ,496,71,21,67,5,0.241,0.326,119,27,3,63,146,0.439,0.765,10031 ,KC 
Eugenio Suarez ,524,68,23,78,1,0.232,0.314,122,24,1,63,178,0.412,0.726,5332 d,ARI 
James Outman ,457,71,19,65,12,0.232,0.316,106,20,3,56,167,0.417,0.733,44201 ,LAD 
Cal Raleigh ,471,64,27,74,1,0.228,0.298,107,25,1,47,142,0.456,0.753,8457 d,SEA 
Ty France ,539,69,15,67,1,0.262,0.312,141,28,1,40,102,0.401,0.713,8163 d,SEA 
Jack Suwinski ,432,64,24,67,9,0.227,0.327,98,20,2,64,156,0.445,0.772,44698 ,PIT 
Jarred Kelenic ,447,64,17,63,14,0.243,0.316,109,26,2,48,139,0.422,0.737,6884 d,ATL 
Jeff McNeil ,530,68,9,58,6,0.279,0.327,148,29,2,38,64,0.395,0.722,8027 d,NYM 
Luis Rengifo ,484,64,17,61,9,0.256,0.311,124,21,3,38,96,0.419,0.729,8153 d,LAA 
Willson Contreras ,420,62,20,64,5,0.253,0.329,106,22,1,48,111,0.452,0.782,5919 d,STL 
Joey Meneses ,535,60,17,71,1,0.261,0.307,140,28,1,36,123,0.412,0.72,43684 ,WSH 
Andrew Benintendi ,528,70,10,55,11,0.269,0.336,142,29,2,54,91,0.389,0.725,5972 d,CWS 
Logan O'Hoppe ,404,57,23,64,3,0.252,0.323,102,17,1,42,98,0.469,0.792,43987 ,LAA 
Sal Frelick ,492,66,9,57,15,0.266,0.332,131,25,4,49,79,0.384,0.716,44675 ,MIL 
Anthony Rizzo ,458,65,22,67,4,0.238,0.312,109,20,1,49,109,0.426,0.738,4307 d,NYY 
Brandon Lowe ,420,64,22,66,5,0.237,0.32,99,20,1,51,125,0.451,0.77,7236 d,TB 
Justin Turner ,478,64,16,68,3,0.255,0.319,122,26,0,45,98,0.41,0.729,4261 d,TOR 
Jake Cronenworth ,521,71,15,67,5,0.248,0.319,129,28,5,54,106,0.406,0.725,7868 d,SD 
J.P. Crawford ,547,80,13,59,3,0.254,0.345,139,30,1,76,109,0.383,0.728,4950 d,SEA 
Leody Taveras ,456,62,13,56,16,0.257,0.311,117,24,3,36,113,0.408,0.719,39153 ,TEX 
Sean Murphy ,393,61,20,64,0,0.254,0.332,100,23,1,46,102,0.468,0.8,6609 d,ATL 
Maikel Garcia ,480,64,7,50,21,0.267,0.328,128,26,3,43,108,0.374,0.702,44626 ,KC 
Brent Rooker ,473,61,25,69,3,0.229,0.304,108,21,1,51,175,0.436,0.74,7318 d,OAK 
Jose Siri ,433,61,20,60,18,0.221,0.268,96,19,3,28,160,0.413,0.681,5727 d,TB 
Wyatt Langford ,380,56,16,57,11,0.257,0.328,98,21,2,40,95,0.455,0.784,47238 ,TEX 
Tim Anderson ,504,64,7,46,15,0.278,0.312,140,24,2,25,113,0.373,0.685,4956 d,MIA 
Gabriel Moreno ,440,55,10,58,6,0.281,0.336,124,24,1,36,89,0.412,0.748,44003 ,ARI 
Yoan Moncada ,502,64,17,63,3,0.249,0.317,125,27,1,49,156,0.412,0.728,5679 d,CWS 
Alex Verdugo ,466,64,13,56,4,0.265,0.322,124,26,2,39,81,0.414,0.736,5983 d,NYY 
Giancarlo Stanton ,390,54,26,69,0,0.229,0.309,89,14,0,45,130,0.467,0.776,3783 d,NYY 
Francisco Alvarez ,419,58,24,67,2,0.229,0.306,96,17,0,47,123,0.437,0.744,43686 ,NYM 
Edouard Julien ,457,71,15,54,8,0.244,0.356,112,23,1,79,163,0.397,0.753,44887 ,MIN 
Joc Pederson ,380,58,18,60,1,0.254,0.338,97,17,3,48,96,0.46,0.797,4769 d,ARI 
Tommy Pham ,416,59,14,53,14,0.249,0.325,104,21,2,47,112,0.409,0.735,5584 d,"LF,CF,RF,DH) FA "
Keibert Ruiz ,459,53,16,60,2,0.265,0.313,122,25,0,32,54,0.423,0.737,6912 d,WSH 
Charlie Blackmon ,450,62,11,54,4,0.272,0.33,122,24,5,39,83,0.42,0.751,4418 d,COL 
Orlando Arcia ,465,62,16,62,2,0.25,0.309,116,22,0,40,99,0.401,0.71,4860 d,ATL 
Luis Garcia ,425,54,11,52,7,0.276,0.319,118,25,3,26,68,0.441,0.76,7507 d,WSH 
Javier Baez ,495,60,15,60,11,0.241,0.278,119,22,3,25,132,0.388,0.665,4606 d,DET 
Jonah Heim ,446,56,18,63,2,0.246,0.307,110,24,1,40,95,0.421,0.728,6457 d,TEX 
Alek Thomas ,453,60,11,54,10,0.258,0.307,117,23,5,32,97,0.402,0.709,8265 d,ARI 
Seth Brown ,428,54,21,63,6,0.232,0.297,99,22,2,39,127,0.437,0.734,30700 ,OAK 
Brandon Marsh ,436,59,12,55,12,0.249,0.328,109,23,4,51,152,0.402,0.73,7393 d,PHI 
Mark Canha ,438,61,12,54,7,0.257,0.335,113,23,2,51,88,0.402,0.736,5670 d,DET 
Brendan Donovan ,412,62,9,48,6,0.273,0.35,113,20,1,49,73,0.396,0.746,45005 ,STL 
Jake Fraley ,344,49,14,52,15,0.251,0.334,87,17,1,43,86,0.428,0.761,8083 d,CIN 
Nolan Schanuel ,426,68,11,49,3,0.262,0.359,112,19,2,64,81,0.397,0.756,47177 ,LAA 
Mitch Haniger ,430,59,20,63,1,0.233,0.296,100,19,1,38,123,0.422,0.718,6481 d,SEA 
Brenton Doyle ,449,57,14,53,19,0.234,0.276,105,19,4,26,161,0.388,0.664,45599 ,COL 
Hunter Renfroe ,416,54,19,60,1,0.246,0.305,102,24,0,35,99,0.44,0.745,4959 d,KC 
Mitch Garver ,395,55,21,60,1,0.234,0.323,93,17,0,52,117,0.435,0.758,6239 d,SEA 
Michael Conforto ,424,58,15,58,3,0.247,0.332,105,20,0,54,109,0.403,0.735,5812 d,SF 
Jackson Holliday ,429,61,9,50,10,0.258,0.342,111,22,3,55,108,0.385,0.726,46268 ,BAL 
Colt Keith ,438,56,14,58,3,0.253,0.316,111,24,3,40,110,0.42,0.735,43891 ,DET 
DJ LeMahieu ,482,65,12,52,3,0.255,0.333,123,20,2,57,102,0.375,0.709,4417 d,NYY 
Anthony Rendon ,401,56,13,56,3,0.256,0.346,103,23,1,55,79,0.414,0.761,4291 d,LAA 
Jesus Sanchez ,402,52,17,57,3,0.248,0.314,100,19,3,39,116,0.436,0.75,6890 d,MIA 
Ramon Laureano ,417,57,15,53,13,0.233,0.296,97,22,2,37,126,0.4,0.696,6740 d,CLE 
Ryan O'Hearn ,367,48,16,57,3,0.257,0.303,94,18,1,24,96,0.444,0.747,6681 d,BAL 
Gavin Lux ,402,59,10,49,8,0.26,0.333,104,20,4,44,93,0.401,0.734,7421 d,LAD 
LaMonte Wade Jr. ,404,59,16,53,3,0.243,0.342,98,17,2,61,92,0.414,0.757,7573 d,SF 
Mike Yastrzemski ,415,60,17,56,4,0.23,0.316,96,24,2,52,122,0.42,0.735,8467 d,SF 
Masyn Winn ,439,59,10,49,13,0.246,0.301,108,19,4,35,94,0.374,0.675,43906 ,STL 
Matt Wallner ,388,56,17,58,3,0.231,0.317,90,21,2,49,150,0.426,0.744,43696 ,MIN 
Luis Campusano ,413,50,14,56,1,0.258,0.307,107,19,1,29,80,0.411,0.719,7455 d,SD 
Willi Castro ,377,53,10,41,21,0.246,0.297,93,18,3,27,99,0.388,0.686,5997 d,MIN 
Henry Davis ,391,52,14,52,9,0.243,0.324,95,19,2,47,106,0.406,0.73,44666 ,PIT 
Parker Meadows ,461,61,13,51,13,0.23,0.299,106,20,6,45,125,0.381,0.68,7993 d,DET 
Harrison Bader ,379,51,11,45,19,0.244,0.291,92,17,2,25,81,0.389,0.68,6480 d,NYM 
Andrew McCutchen ,400,56,13,50,8,0.242,0.341,97,20,1,60,101,0.393,0.733,3052 d,PIT 
Luke Raley ,364,51,17,51,9,0.23,0.289,84,16,1,30,127,0.416,0.705,8040 d,SEA 
Ryan Noda ,442,63,18,54,6,0.216,0.328,96,21,1,73,173,0.385,0.713,44240 ,OAK 
Wilyer Abreu ,361,53,13,49,9,0.244,0.335,88,19,1,50,108,0.414,0.749,45630 ,BOS 
Nelson Velazquez ,356,48,18,52,7,0.235,0.295,83,17,1,31,118,0.441,0.736,45006 ,KC 
Adam Duvall ,361,47,20,58,3,0.223,0.276,81,18,1,27,123,0.448,0.724,5317 d,"CF,RF) FA "
Michael Massey ,395,48,13,52,6,0.249,0.296,99,22,1,26,93,0.414,0.71,45756 ,KC 
Wilmer Flores ,364,48,15,52,0,0.256,0.324,93,18,1,37,61,0.434,0.759,4257 d,SF 
Rowdy Tellez ,355,44,18,55,1,0.241,0.316,86,16,1,39,84,0.44,0.755,5030 d,PIT 
Whit Merrifield ,370,48,7,42,17,0.258,0.304,96,19,1,24,68,0.375,0.679,6338 d,PHI 
Will Benson ,348,55,13,45,15,0.226,0.33,78,16,4,54,128,0.408,0.738,6408 d,CIN 
Danny Jansen ,316,46,18,54,1,0.237,0.305,75,16,0,31,74,0.465,0.77,7237 d,TOR 
Carlos Santana ,420,54,16,57,3,0.229,0.322,96,20,1,57,86,0.392,0.714,3162 d,MIN 
Alex Kirilloff ,354,47,13,50,2,0.261,0.322,92,18,1,32,92,0.426,0.749,6414 d,MIN 
Chris Taylor ,358,52,13,49,11,0.232,0.311,83,18,2,41,129,0.403,0.713,4888 d,LAD 
Mickey Moniak ,387,49,16,50,7,0.235,0.272,91,18,4,20,131,0.424,0.696,8368 d,LAA 
Jordan Westburg ,368,50,12,48,6,0.251,0.312,92,20,2,32,99,0.417,0.729,43831 ,BAL 
Elehuris Montero ,343,45,15,51,1,0.253,0.302,87,17,1,24,107,0.445,0.747,39212 ,COL 
Brice Turang ,405,51,8,43,19,0.241,0.31,98,17,3,41,92,0.358,0.668,6817 d,MIL 
Bo Naylor ,362,50,15,51,7,0.228,0.324,83,18,2,51,104,0.413,0.737,7925 d,CLE 
Brett Baty ,390,51,14,50,3,0.24,0.308,94,17,0,38,116,0.392,0.7,20757 ,NYM 
Tyler Stephenson ,367,49,12,49,1,0.256,0.324,94,19,1,37,103,0.408,0.732,6024 d,CIN 
Eddie Rosario ,364,44,13,51,5,0.247,0.297,90,17,2,26,86,0.412,0.709,4556 d,"LF,RF) FA "
Davis Schneider ,326,48,15,48,5,0.233,0.329,76,18,1,47,105,0.438,0.768,45729 ,TOR 
Edward Olivares ,328,44,10,39,10,0.262,0.31,86,17,2,23,64,0.422,0.732,7536 d,PIT 
Elias Diaz ,384,43,13,51,1,0.253,0.304,97,19,1,28,92,0.408,0.712,5591 d,COL 
Jon Berti ,341,47,6,32,20,0.258,0.323,88,15,2,33,77,0.369,0.692,6776 d,MIA 
Shea Langeliers ,396,47,18,53,3,0.222,0.281,88,18,2,33,124,0.415,0.697,8246 d,OAK 
Sean Bouchard ,299,44,12,42,6,0.254,0.337,76,18,2,37,92,0.455,0.792,45512 ,COL 
Amed Rosario ,345,45,6,39,10,0.27,0.307,93,16,4,18,66,0.392,0.699,5994 d,TB 
Matt Vierling ,376,48,9,39,8,0.257,0.316,97,17,3,33,85,0.39,0.706,10043 ,DET 
Liover Peguero ,380,46,9,42,14,0.242,0.288,92,18,2,25,98,0.372,0.66,43656 ,PIT 
Joey Gallo ,360,52,22,54,3,0.188,0.306,68,12,1,61,163,0.412,0.717,4711 d,WSH 
Kyle Isbel ,348,48,9,41,10,0.246,0.3,86,19,3,27,80,0.396,0.696,8285 d,KC 
Kyle Manzardo ,355,46,14,50,1,0.237,0.319,84,22,1,42,85,0.421,0.739,44758 ,CLE 
Junior Caminero ,285,38,12,42,3,0.266,0.317,76,11,2,21,64,0.439,0.756,45016 ,TB 
Pete Crow-Armstrong ,294,43,8,36,15,0.249,0.303,73,14,3,23,90,0.403,0.707,23369 ,CHC 
Johan Rojas ,319,42,5,34,20,0.253,0.291,81,15,3,17,75,0.369,0.659,44203 ,PHI 
Jason Heyward ,324,45,12,43,3,0.247,0.313,80,17,1,31,69,0.415,0.728,3459 d,LAD 
Patrick Wisdom ,283,41,18,47,5,0.211,0.289,60,11,0,31,115,0.448,0.736,6255 d,CHC 
