VBR,Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
1,Mookie Betts ,280,58,18,45,7,0.278,0.366,78,16,1,35,49,0.535,0.901,0.99,0.99,1.0,4921,LAD 
2,Aaron Judge ,235,47,21,47,4,0.281,0.369,66,10,0,32,71,0.588,0.957,0.99,0.99,1.0,4955,NYY 
3,Trea Turner ,265,39,10,44,13,0.302,0.356,80,16,2,21,50,0.489,0.846,0.99,0.99,1.0,5828,LAD 
4,Jose Ramirez ,241,41,14,49,10,0.279,0.372,67,19,3,32,39,0.556,0.928,0.99,0.99,1.0,5288,CLE 
5,Ronald Acuna Jr. ,227,46,14,33,15,0.277,0.382,63,12,1,32,66,0.513,0.894,0.99,0.99,1.0,6966,ATL 
6,Yordan Alvarez ,218,42,19,47,0,0.296,0.39,65,11,1,30,60,0.609,1.0,0.99,0.99,1.0,6461,HOU 
7,Rafael Devers ,244,44,15,41,2,0.31,0.377,76,19,1,21,56,0.573,0.951,0.99,0.99,1.0,5175,BOS 
8,Paul Goldschmidt ,233,43,13,43,3,0.313,0.398,73,17,0,32,57,0.561,0.959,0.99,0.99,1.0,4403,STL 
9,Freddie Freeman ,257,44,10,42,5,0.296,0.394,76,18,1,34,49,0.498,0.892,0.99,0.99,1.0,3365,LAD 
10,Pete Alonso ,232,36,17,50,1,0.27,0.359,63,10,0,26,59,0.537,0.895,0.99,0.99,1.0,6960,NYM 
11,Kyle Tucker ,225,34,13,44,9,0.271,0.357,61,12,1,28,46,0.508,0.865,0.99,0.99,1.0,6006,HOU 
12,Manny Machado ,230,39,12,40,5,0.297,0.376,68,14,1,26,42,0.519,0.895,0.99,0.99,1.0,3778,SD 
13,Mike Trout ,211,43,17,40,2,0.27,0.403,57,12,1,37,59,0.587,0.989,0.99,0.99,1.0,3785,LAA 
14,Vladimir Guerrero Jr. ,238,39,16,44,0,0.282,0.371,67,11,0,30,42,0.532,0.903,0.99,0.99,1.0,6050,TOR 
15,Kyle Schwarber ,223,42,19,41,2,0.232,0.346,52,9,0,37,72,0.527,0.873,0.98,0.97,0.99,5686,PHI 
16,Luis Robert ,231,35,10,36,8,0.286,0.33,66,11,1,12,58,0.469,0.799,0.99,0.99,0.99,6935,CWS 
17,C.J. Cron ,230,35,14,45,0,0.283,0.351,65,13,1,19,56,0.53,0.881,0.96,0.96,0.97,4688,COL 
18,Dansby Swanson ,234,36,10,35,8,0.278,0.341,65,13,1,20,64,0.468,0.809,0.96,0.96,0.96,5965,ATL 
19,Austin Riley ,235,35,15,39,1,0.272,0.343,64,14,1,20,67,0.524,0.866,0.99,0.99,0.99,6022,ATL 
20,Bo Bichette ,259,38,11,36,5,0.269,0.316,70,15,0,17,53,0.453,0.769,0.99,0.99,1.0,6808,TOR 
21,Julio Rodriguez ,219,33,10,30,11,0.275,0.338,60,11,1,18,55,0.47,0.807,0.94,0.94,0.93,43685,SEA 
22,Juan Soto ,211,41,13,33,4,0.263,0.431,55,12,0,53,40,0.503,0.933,0.99,0.99,1.0,6906,WSH 
23,Starling Marte ,223,37,7,29,10,0.282,0.341,63,12,2,14,46,0.445,0.786,0.99,0.99,0.98,4377,NYM 
24,Jose Altuve ,228,39,12,30,4,0.277,0.357,63,13,0,25,38,0.501,0.858,0.99,0.98,1.0,4334,HOU 
25,George Springer ,217,38,13,33,5,0.254,0.34,55,10,1,25,53,0.487,0.827,0.99,0.98,1.0,4614,TOR 
26,Francisco Lindor ,239,37,10,40,6,0.247,0.329,59,10,1,25,46,0.429,0.758,0.99,0.99,1.0,4569,NYM 
27,Nolan Arenado ,233,31,13,41,0,0.279,0.348,65,14,1,22,38,0.506,0.854,0.99,0.99,1.0,4350,STL 
28,Adolis Garcia ,241,34,12,38,8,0.238,0.281,57,12,2,13,80,0.449,0.731,0.85,0.88,0.82,6901,TEX 
29,Trevor Story ,228,35,11,38,8,0.239,0.312,54,13,1,22,64,0.447,0.759,0.98,0.98,0.97,4747,BOS 
30,Marcus Semien ,261,38,10,32,9,0.245,0.309,64,12,1,24,55,0.415,0.724,0.98,0.98,0.99,4544,TEX 
31,Tim Anderson ,231,35,7,24,8,0.299,0.336,69,11,0,10,52,0.441,0.777,0.98,0.98,0.97,4956,CWS 
32,Anthony Rizzo ,213,35,14,37,4,0.238,0.347,51,9,1,27,39,0.488,0.836,0.97,0.95,0.99,4307,NYY 
33,Brandon Lowe ,233,39,14,36,3,0.239,0.328,55,12,2,27,73,0.48,0.808,0.8,0.85,0.74,7236,TB 
34,Cedric Mullins II ,252,35,7,27,12,0.26,0.323,66,15,1,21,53,0.416,0.739,0.98,0.97,0.99,7400,BAL 
35,Jazz Chisholm Jr. ,201,33,10,32,10,0.243,0.31,49,8,3,18,64,0.467,0.777,0.96,0.97,0.96,8449,MIA 
36,Randy Arozarena ,233,33,8,31,11,0.252,0.322,59,14,1,18,69,0.43,0.753,0.94,0.97,0.91,6962,TB 
37,Josh Bell ,223,33,10,37,0,0.293,0.381,65,13,1,29,49,0.497,0.878,0.97,0.95,0.99,4664,WSH 
38,Giancarlo Stanton ,207,30,16,42,0,0.247,0.336,51,7,0,26,66,0.508,0.844,0.98,0.98,0.98,3783,NYY 
