VBR,Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
1,Ronald Acuna Jr. ,457,98,26,72,42,0.301,0.395,138,26,2,63,91,0.535,0.93,0.99,0.99,1.0,6966 d,ATL 
2,Shohei Ohtani ,423,84,30,83,16,0.284,0.392,120,24,4,65,114,0.57,0.962,1.0,0.0,1.0,7354 d,LAD 
3,Bobby Witt Jr. ,464,78,21,69,34,0.283,0.336,131,26,6,33,91,0.502,0.838,0.99,0.99,1.0,6810 d,KC 
4,Kyle Tucker ,449,78,25,78,20,0.277,0.367,124,26,3,59,79,0.514,0.88,0.99,0.99,1.0,6006 d,HOU 
5,Fernando Tatis Jr. ,446,78,26,73,21,0.27,0.346,121,24,2,48,111,0.509,0.855,0.99,0.99,1.0,6853 d,SD 
6,Juan Soto ,409,83,27,76,9,0.282,0.425,116,21,1,95,81,0.536,0.961,0.99,0.99,1.0,6906 d,NYY 
7,Aaron Judge ,410,78,33,84,6,0.266,0.391,109,19,0,76,131,0.556,0.947,0.99,0.99,1.0,4955 d,NYY 
8,Mookie Betts ,440,86,23,72,12,0.285,0.382,126,27,2,65,75,0.516,0.898,0.99,0.99,1.0,4921 d,LAD 
9,Yordan Alvarez ,399,73,28,81,1,0.29,0.392,116,23,1,58,90,0.564,0.956,0.99,0.99,1.0,6461 d,HOU 
10,Julio Rodriguez ,462,72,21,65,26,0.272,0.338,126,24,2,38,122,0.468,0.806,0.98,0.99,0.97,43685 ,SEA 
11,Freddie Freeman ,441,77,18,71,10,0.299,0.395,132,29,2,58,82,0.494,0.889,0.99,0.99,1.0,3365 d,LAD 
12,Jose Ramirez ,442,70,21,73,19,0.275,0.362,121,27,3,49,57,0.491,0.852,0.99,0.99,1.0,5288 d,CLE 
13,Austin Riley ,471,75,26,80,2,0.274,0.347,129,25,2,45,124,0.502,0.848,0.98,0.99,0.98,6022 d,ATL 
14,Rafael Devers ,446,72,25,77,3,0.279,0.364,125,27,1,49,97,0.514,0.878,0.98,0.99,0.98,5175 d,BOS 
