VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,47.3,60,4,0,3.26,1.15,17,36,16,6,8,8,2,0,0.5,0.0,1.0,7354,LAA 
2,Spencer Strider ,50.8,75,4,0,3.28,1.14,19,39,17,6,9,9,2,0,0.99,0.99,1.0,44282,ATL 
3,Gerrit Cole ,57.2,66,4,0,3.44,1.15,22,49,16,8,9,9,2,0,0.99,0.99,1.0,4656,NYY 
4,Kevin Gausman ,49.2,58,4,0,3.36,1.13,18,43,11,6,9,9,2,0,0.99,0.99,1.0,4671,TOR 
5,Zack Wheeler ,52.8,56,4,0,3.46,1.16,20,47,12,6,9,9,2,0,0.99,0.99,0.99,4603,PHI 
6,Justin Verlander ,52.7,52,4,0,3.39,1.17,20,46,14,7,9,9,2,0,0.98,0.98,0.99,3623,HOU 
7,Clayton Kershaw ,47.3,51,4,0,3.30,1.14,17,42,11,6,8,8,2,0,0.98,0.98,0.98,3215,LAD 
8,Zac Gallen ,55.8,58,4,0,3.55,1.19,22,49,15,7,9,9,3,0,0.99,0.99,1.0,7245,ARI 
9,Aaron Nola ,56.7,61,4,0,3.84,1.15,24,50,13,8,9,9,3,0,0.98,0.98,0.99,5682,PHI 
10,Luis Castillo ,54.8,59,3,0,3.39,1.18,21,46,16,6,9,9,3,0,0.99,0.99,1.0,3679,SEA 
11,Tyler Glasnow ,45.7,60,3,0,3.32,1.15,17,37,15,6,8,8,2,0,0.94,0.95,0.93,4587,TB 
12,Max Fried ,50.8,49,4,0,3.30,1.21,19,48,12,5,9,9,2,0,0.97,0.97,0.96,4729,ATL 
13,Corbin Burnes ,52.7,60,3,0,3.47,1.19,20,44,16,6,9,9,2,0,0.99,0.99,1.0,7251,MIL 
14,Framber Valdez ,54.2,54,4,0,3.30,1.27,20,48,18,4,9,9,2,1,0.99,0.99,0.99,7627,HOU 
15,Zach Eflin ,48.8,46,4,0,3.59,1.16,20,46,9,6,9,9,2,0,0.9,0.92,0.88,6146,TB 
16,Brandon Woodruff ,45.0,53,3,0,3.40,1.14,17,37,12,6,8,8,2,0,0.95,0.96,0.94,6813,MIL 
17,Sandy Alcantara ,59.0,52,3,0,3.59,1.20,24,53,15,6,9,9,3,1,0.97,0.97,0.97,7109,MIA 
18,Logan Webb ,55.7,52,4,0,3.56,1.24,22,54,13,5,9,9,3,0,0.98,0.97,0.99,8146,SF 
19,Blake Snell ,48.8,63,4,0,3.56,1.28,19,39,22,6,9,9,3,0,0.97,0.96,0.97,5835,SD 
20,Julio Urias ,51.3,49,4,0,3.77,1.20,22,47,13,8,9,9,3,0,0.95,0.97,0.93,4922,LAD 
21,Yu Darvish ,53.3,55,4,0,3.91,1.21,23,47,15,8,9,9,3,0,0.95,0.96,0.95,3965,SD 
22,Kodai Senga ,53.5,60,4,0,3.76,1.28,22,45,22,6,9,9,3,0,0.86,0.87,0.85,6917,NYM 
23,George Kirby ,47.3,45,3,0,3.58,1.16,19,45,8,6,8,8,3,0,0.95,0.95,0.94,20405,SEA 
24,Max Scherzer ,49.3,57,3,0,3.89,1.19,21,44,13,8,8,8,3,0,0.99,0.99,0.99,3744,TEX 
25,Pablo Lopez ,49.8,55,3,0,3.73,1.23,21,45,14,6,9,9,3,0,0.94,0.92,0.97,7289,MIN 
26,Logan Gilbert ,50.3,49,3,0,3.84,1.20,22,46,12,7,9,9,3,0,0.95,0.95,0.96,7453,SEA 
27,Jesus Luzardo ,47.0,54,3,0,3.77,1.23,20,40,16,6,8,8,3,0,0.91,0.92,0.9,6889,MIA 
28,Freddy Peralta ,44.8,53,3,0,3.78,1.22,19,36,16,6,8,8,2,0,0.87,0.9,0.85,7274,MIL 
29,Nestor Cortes Jr. ,47.7,49,3,0,3.87,1.20,21,42,14,7,8,8,2,0,0.83,0.88,0.77,7375,NYY 
30,Carlos Rodon ,36.0,45,3,0,3.50,1.17,14,29,12,5,7,7,2,0,0.74,0.75,0.74,5674,NYY 
31,Felix Bautista ,19.0,30,1,9,2.29,1.07,5,12,8,2,19,0,1,0,0.98,0.98,0.98,45019,BAL 
32,Raisel Iglesias ,20.0,25,2,10,3.15,1.12,7,17,5,2,20,0,1,0,0.85,0.95,0.74,5589,ATL 
33,Eduardo Rodriguez ,48.2,47,3,0,3.74,1.27,20,45,15,5,8,8,3,0,0.83,0.88,0.79,3963,DET 
34,Sonny Gray ,46.7,47,3,0,3.66,1.28,19,42,16,5,9,9,2,0,0.87,0.88,0.87,4755,MIN 
35,Emmanuel Clase ,19.7,20,1,10,2.59,1.07,6,16,5,1,20,0,1,0,0.97,0.98,0.96,27356,CLE 
36,Josh Hader ,18.5,28,1,10,2.76,1.09,6,11,8,2,19,0,1,0,0.98,0.99,0.98,5047,SD 
37,Dylan Cease ,50.5,59,3,0,3.92,1.31,22,43,21,7,9,9,3,0,0.94,0.94,0.93,6848,CWS 
38,Charlie Morton ,51.0,56,4,0,4.03,1.34,23,46,19,6,9,9,2,0,0.9,0.9,0.89,3181,ATL 
39,Lance Lynn ,55.2,59,4,0,4.30,1.31,26,54,16,9,10,10,3,0,0.77,0.78,0.76,3661,LAD 
40,Aaron Civale ,48.5,43,3,0,3.90,1.25,21,46,13,7,9,9,3,0,0.63,0.77,0.5,21649,TB 
41,Cristian Javier ,45.5,49,3,0,4.02,1.25,20,37,18,7,10,8,2,0,0.92,0.93,0.91,10002,HOU 
42,Hunter Brown ,46.2,50,3,0,3.77,1.32,19,42,17,5,10,7,2,0,0.72,0.86,0.58,44176,HOU 
43,Justin Steele ,47.5,44,3,0,3.76,1.31,20,45,16,5,8,8,3,0,0.91,0.92,0.89,8158,CHC 
44,Ryan Pressly ,17.8,20,1,10,3.03,1.06,6,14,5,2,18,0,1,0,0.9,0.96,0.85,5361,HOU 
45,Andres Munoz ,19.8,28,1,7,2.80,1.12,6,14,8,2,20,0,1,0,0.64,0.8,0.48,24281,SEA 
46,James Paxton ,47.7,52,3,0,4.09,1.29,22,44,17,7,8,8,3,0,0.6,0.74,0.46,4559,BOS 
47,Camilo Doval ,19.0,24,1,11,2.92,1.24,6,14,8,1,19,0,1,0,0.94,0.96,0.92,43997,SF 
48,Tarik Skubal ,41.5,45,2,0,3.76,1.23,17,38,12,5,8,8,3,0,0.33,0.46,0.19,43633,DET 
49,Evan Phillips ,19.7,23,1,10,3.20,1.14,7,15,6,2,20,0,1,0,0.54,0.83,0.26,7989,LAD 
50,Alex Cobb ,47.7,45,3,0,3.78,1.33,20,48,13,4,8,8,2,0,0.7,0.76,0.64,3034,SF 
51,Seth Lugo ,44.8,43,3,0,3.98,1.27,20,42,13,6,11,7,2,0,0.31,0.4,0.22,5890,SD 
52,Tony Gonsolin ,45.5,40,4,0,4.15,1.30,21,42,16,7,9,9,2,0,0.61,0.71,0.51,8518,LAD 
53,Kenta Maeda ,44.0,48,3,0,4.16,1.27,20,41,13,6,10,8,3,0,0.52,0.68,0.35,5939,MIN 
54,Chris Bassitt ,47.0,43,3,0,4.05,1.28,21,44,14,7,8,8,3,0,0.89,0.88,0.9,5554,TOR 
55,Jhoan Duran ,19.2,27,1,8,2.97,1.19,6,14,8,2,19,0,1,0,0.7,0.93,0.46,8034,MIN 
56,Jordan Montgomery ,47.2,43,3,0,3.97,1.30,21,47,13,6,8,8,3,0,0.84,0.85,0.82,7062,TEX 
57,Nathan Eovaldi ,38.8,37,2,0,3.67,1.22,16,36,10,5,7,7,2,1,0.94,0.93,0.95,4423,TEX 
58,Devin Williams ,17.8,26,1,8,2.78,1.20,6,12,9,2,18,0,1,0,0.97,0.98,0.96,27766,MIL 
59,David Bednar ,19.0,24,1,9,3.16,1.19,7,16,6,2,19,0,1,0,0.88,0.94,0.82,8451,PIT 
60,Bryce Miller ,41.8,41,2,0,3.98,1.21,19,37,12,6,8,8,2,0,0.51,0.7,0.33,45184,SEA 
61,Miles Mikolas ,51.5,37,3,0,4.08,1.28,23,52,12,7,9,9,3,0,0.34,0.47,0.22,5408,STL 
62,Jose Berrios ,48.2,45,3,0,4.14,1.30,22,47,13,7,9,9,3,0,0.87,0.86,0.88,5722,TOR 
63,Pete Fairbanks ,17.2,23,1,9,3.06,1.19,6,13,7,2,18,0,1,0,0.54,0.82,0.25,19909,TB 
64,Bailey Ober ,45.3,45,2,0,4.17,1.23,21,44,10,7,10,8,3,0,0.66,0.79,0.52,44064,MIN 
65,Chris Sale ,39.2,46,3,0,4.14,1.29,18,37,11,5,7,7,2,0,0.71,0.76,0.66,3207,BOS 
66,Bobby Miller ,42.7,41,3,0,4.04,1.30,19,40,13,5,11,7,2,0,0.42,0.52,0.32,43804,LAD 
67,Merrill Kelly ,52.0,48,3,0,4.18,1.33,24,50,18,7,9,9,3,0,0.9,0.9,0.91,8374,ARI 
68,Joe Ryan ,35.2,38,2,0,4.04,1.18,16,31,9,6,6,6,2,0,0.9,0.9,0.9,43688,MIN 
69,Ranger Suarez ,44.3,38,3,0,3.82,1.35,19,43,16,5,8,8,2,0,0.28,0.3,0.26,7247,PHI 
70,Alexis Diaz ,18.7,25,1,9,3.46,1.26,7,14,9,2,19,0,1,0,0.92,0.96,0.88,45001,CIN 
71,Braxton Garrett ,42.8,43,2,0,3.96,1.29,19,41,12,5,11,7,3,0,0.36,0.45,0.27,6815,MIA 
72,Lucas Giolito ,45.5,50,3,0,4.35,1.32,22,43,16,7,8,8,3,0,0.86,0.85,0.87,4723,LAA 
73,Jon Gray ,45.8,44,3,0,4.22,1.32,22,43,16,6,8,8,3,0,0.69,0.72,0.65,4933,TEX 
74,Steven Matz ,42.3,40,3,0,4.00,1.34,19,42,13,5,8,8,2,0,0.32,0.46,0.17,5344,STL 
75,Craig Kimbrel ,18.3,25,1,9,3.68,1.24,8,14,8,3,19,0,1,0,0.66,0.84,0.49,3238,PHI 
76,Reid Detmers ,37.5,42,2,0,3.92,1.29,16,33,14,5,7,7,2,0,0.37,0.4,0.34,43840,LAA 
77,Marcus Stroman ,43.3,36,3,0,3.98,1.34,19,43,14,4,8,8,3,0,0.81,0.85,0.78,4796,CHC 
78,Kenley Jansen ,18.2,23,1,10,3.80,1.27,8,15,7,2,18,0,1,0,0.84,0.93,0.75,3630,BOS 
79,Patrick Sandoval ,40.3,37,3,0,3.83,1.37,17,38,16,5,7,7,2,0,0.38,0.45,0.31,8031,LAA 
80,Hunter Greene ,35.3,45,2,0,4.03,1.28,16,30,13,6,7,7,2,0,0.81,0.84,0.77,6871,CIN 
81,JP Sears ,42.3,39,2,0,4.11,1.26,19,40,11,7,8,8,3,0,0.13,0.17,0.08,7334,OAK 
82,Paul Sewald ,18.7,24,1,8,3.78,1.21,8,15,7,3,19,0,1,0,0.74,0.88,0.6,6147,ARI 
83,Andrew Heaney ,42.0,48,2,0,4.18,1.30,19,38,14,7,12,7,3,0,0.52,0.65,0.39,4678,TEX 
84,Giovanny Gallegos ,19.3,22,1,7,3.72,1.16,8,16,5,3,20,0,1,0,0.29,0.5,0.09,6571,STL 
85,Michael Wacha ,42.5,36,3,0,4.23,1.30,20,41,12,7,8,8,2,0,0.63,0.77,0.48,4584,SD 
86,Clay Holmes ,19.0,20,1,7,3.24,1.24,7,15,7,1,19,0,1,0,0.7,0.89,0.51,6584,NYY 
87,Aroldis Chapman ,17.7,28,1,4,2.80,1.25,6,11,10,2,18,0,1,0,0.39,0.57,0.21,3068,TEX 
88,Adbert Alzolay ,17.2,20,1,9,3.76,1.22,7,15,5,2,17,0,1,0,0.48,0.71,0.24,7380,CHC 
89,Tanner Bibee ,40.3,39,2,0,4.02,1.29,18,38,13,5,7,7,2,0,0.59,0.76,0.43,45056,CLE 
90,Ross Stripling ,44.5,38,2,0,4.15,1.28,21,46,10,7,12,8,3,0,0.12,0.18,0.05,4931,SF 
91,Rich Hill ,42.0,37,3,0,4.21,1.33,20,39,15,6,8,8,2,0,0.07,0.1,0.04,4649,SD 
92,Clarke Schmidt ,43.2,40,3,0,4.24,1.35,20,42,14,6,10,8,3,0,0.21,0.31,0.11,7264,NYY 
93,Jordan Romano ,14.7,17,1,7,3.17,1.19,5,12,5,2,15,0,1,0,0.92,0.97,0.88,7647,TOR 
94,A.J. Minter ,19.7,24,1,2,3.20,1.13,7,16,6,2,20,0,1,0,0.26,0.4,0.12,7030,ATL 
95,Jose Quintana ,45.8,40,2,0,4.03,1.34,21,46,15,5,9,9,3,0,0.1,0.16,0.05,4113,NYM 
96,Yusei Kikuchi ,39.7,42,3,0,4.27,1.36,19,38,14,7,9,7,2,0,0.56,0.68,0.43,7015,TOR 
97,Ryan Helsley ,17.0,23,1,4,3.09,1.20,6,13,7,2,17,0,1,0,0.63,0.76,0.5,7481,STL 
98,Mitch Keller ,50.7,49,3,0,4.32,1.40,24,50,18,6,9,9,3,0,0.69,0.69,0.7,6477,PIT 
99,Luis Severino ,43.0,41,3,0,4.47,1.33,21,41,14,7,11,7,2,0,0.42,0.46,0.39,5244,NYY 
100,Kyle Gibson ,48.8,40,3,0,4.27,1.37,23,50,15,6,8,8,3,0,0.44,0.57,0.31,3655,BAL 
101,Alek Manoah ,38.2,35,3,0,4.21,1.35,18,34,14,6,7,7,2,0,0.62,0.63,0.61,19812,TOR 
102,David Robertson ,18.2,22,1,7,3.63,1.31,7,16,7,2,18,0,1,0,0.7,0.85,0.55,3283,MIA 
103,Sean Manaea ,33.2,36,2,0,4.01,1.31,15,32,10,4,15,4,2,0,0.13,0.11,0.15,4944,SF 
104,Michael King ,21.3,25,1,2,3.30,1.22,8,18,7,2,20,0,1,0,0.11,0.16,0.05,8489,NYY 
105,Jose Urquidy ,40.8,34,3,0,4.55,1.29,21,40,11,7,10,7,2,0,0.23,0.36,0.09,22917,HOU 
106,Eury Perez ,30.3,32,2,0,4.05,1.27,14,26,11,5,6,6,2,0,0.54,0.69,0.4,44610,MIA 
107,Bryce Elder ,45.8,37,3,0,4.19,1.39,21,46,16,5,8,8,2,0,0.79,0.8,0.77,44280,ATL 
108,David Peterson ,40.2,42,2,0,3.96,1.39,18,38,17,5,10,7,2,0,0.04,0.05,0.03,7275,NYM 
109,Michael Lorenzen ,42.7,36,3,0,4.36,1.35,21,41,15,6,12,6,3,0,0.63,0.75,0.51,4976,PHI 
110,Grayson Rodriguez ,35.5,39,1,0,3.97,1.28,16,32,12,4,7,7,2,0,0.35,0.53,0.17,7924,BAL 
111,Kyle Finnegan ,19.2,21,1,8,3.91,1.35,8,18,7,2,20,0,1,0,0.4,0.63,0.17,7565,WSH 
112,Will Smith ,18.8,21,1,6,3.90,1.25,8,16,7,3,19,0,1,0,0.54,0.78,0.29,4536,TEX 
113,Garrett Whitlock ,29.5,29,2,0,4.12,1.25,14,29,7,4,15,3,2,0,0.1,0.14,0.07,7916,BOS 
114,Carlos Estevez ,18.8,21,1,8,3.90,1.37,8,17,8,3,19,0,1,0,0.66,0.78,0.54,5929,LAA 
