VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
1,Sandy Alcantara ,20.3,18,2,0,2.39,1.03,5,15,5,1,3,3,1,1,0.99,0.99,1.0,7109,MIA 
2,Justin Verlander ,15.3,16,2,0,2.27,0.94,4,11,3,2,2,2,1,0,0.99,0.98,1.0,3623,HOU 
3,Julio Urias ,17.0,17,2,0,2.75,1.07,5,13,4,2,3,3,1,0,0.99,0.99,1.0,4922,LAD 
4,Gerrit Cole ,18.5,24,1,0,3.25,1.04,7,14,5,3,3,3,1,0,0.99,0.99,1.0,4656,NYY 
5,Corbin Burnes ,18.8,24,1,0,3.13,1.08,7,14,5,2,3,3,1,0,0.99,0.99,1.0,7251,MIL 
6,Shane McClanahan ,15.9,19,1,0,2.63,0.99,5,11,4,2,3,2,1,0,0.98,0.97,0.99,7487,TB 
7,Dylan Cease ,16.5,21,1,0,2.44,1.13,4,12,7,2,3,3,1,0,0.98,0.97,1.0,6848,CWS 
8,Robbie Ray ,19.0,22,2,0,3.51,1.18,7,15,6,3,3,3,1,0,0.98,0.97,0.99,5484,SEA 
9,Aaron Nola ,19.0,22,1,0,3.46,1.05,7,16,3,2,3,3,2,0,0.99,0.98,1.0,5682,PHI 
10,Max Fried ,17.8,17,1,0,2.74,1.09,5,15,3,1,3,3,1,0,0.99,0.98,1.0,4729,ATL 
11,Carlos Rodon ,17.3,22,1,0,3.05,1.11,6,13,5,1,3,3,1,0,0.98,0.98,0.99,5674,SF 
12,Tony Gonsolin ,14.8,14,2,0,2.95,1.06,5,11,5,2,3,3,0,0,0.92,0.9,0.94,8518,LAD 
13,Alek Manoah ,17.5,17,1,0,2.64,1.11,5,13,5,2,3,3,1,0,0.98,0.97,1.0,19812,TOR 
14,Zac Gallen ,16.9,17,1,0,2.82,1.06,5,12,5,1,3,3,0,0,0.96,0.94,0.98,7245,ARI 
15,Shane Bieber ,18.0,19,1,0,3.11,1.10,6,16,4,2,3,3,1,0,0.99,0.99,1.0,7178,CLE 
16,Triston McKenzie ,17.4,17,1,0,3.42,1.06,7,13,5,3,3,3,1,0,0.89,0.87,0.92,39295,CLE 
17,Logan Gilbert ,19.0,18,2,0,3.47,1.26,7,18,5,2,3,3,1,0,0.93,0.91,0.96,7453,SEA 
18,Shohei Ohtani ,15.0,19,1,0,2.95,1.12,5,12,4,2,3,2,1,0,0.5,0.0,1.0,7354,LAA 
