VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,96.5,124,7,0,3.23,1.16,35,74,33,11,17,17,5,0,0.5,0.0,1.0,7354,LAA 
2,Gerrit Cole ,112.8,133,8,0,3.50,1.14,44,95,31,15,19,19,5,1,0.99,0.99,1.0,4656,NYY 
3,Spencer Strider ,96.2,140,8,0,3.26,1.15,35,72,34,11,17,17,4,0,0.99,0.99,1.0,44282,ATL 
4,Clayton Kershaw ,101.8,113,9,0,3.33,1.14,38,90,23,13,18,18,5,0,0.99,0.99,0.99,3215,LAD 
5,Kevin Gausman ,105.5,124,8,0,3.38,1.14,40,93,25,13,18,18,5,0,0.99,0.99,1.0,4671,TOR 
6,Luis Castillo ,113.2,121,8,0,3.27,1.19,41,94,36,11,19,19,5,0,0.99,0.99,1.0,3679,SEA 
7,Justin Verlander ,101.7,106,8,0,3.31,1.13,37,87,25,14,17,17,5,0,0.98,0.98,0.99,3623,NYM 
8,Zack Wheeler ,108.7,114,8,0,3.35,1.17,40,96,26,11,18,18,5,0,0.98,0.98,0.99,4603,PHI 
9,Framber Valdez ,116.3,115,9,0,3.22,1.27,42,104,39,9,19,19,5,1,0.99,0.99,1.0,7627,HOU 
10,Aaron Nola ,116.2,122,8,0,3.73,1.16,48,104,26,15,19,19,6,0,0.98,0.98,0.99,5682,PHI 
11,Shane McClanahan ,98.7,111,8,0,3.33,1.16,36,83,30,11,17,17,5,0,0.99,0.99,1.0,7487,TB 
12,Corbin Burnes ,105.0,119,7,0,3.41,1.18,40,88,31,12,18,18,5,0,0.99,0.99,1.0,7251,MIL 
13,Sandy Alcantara ,120.2,110,7,0,3.53,1.19,47,106,32,12,19,19,6,2,0.97,0.97,0.97,7109,MIA 
14,Max Scherzer ,99.7,115,7,0,3.49,1.14,39,85,23,14,17,17,5,0,0.99,0.99,1.0,3744,NYM 
15,Shane Bieber ,116.5,110,7,0,3.66,1.21,47,110,28,14,19,19,5,1,0.99,0.98,1.0,7178,CLE 
16,Zac Gallen ,104.7,111,7,0,3.53,1.21,41,91,31,11,18,18,5,0,0.99,0.99,1.0,7245,ARI 
17,Yu Darvish ,109.8,115,7,0,3.80,1.19,46,95,29,15,18,18,6,0,0.97,0.98,0.97,3965,SD 
18,Logan Webb ,113.0,104,8,0,3.57,1.26,45,108,29,10,19,19,6,0,0.97,0.97,0.98,8146,SF 
19,Tyler Glasnow ,89.8,112,6,0,3.51,1.17,35,72,31,11,16,16,4,0,0.92,0.94,0.9,4587,TB 
20,Nathan Eovaldi ,106.2,103,7,0,3.65,1.21,43,100,24,13,18,18,5,2,0.96,0.95,0.96,4423,TEX 
21,George Kirby ,95.2,89,6,0,3.53,1.17,37,91,17,11,17,17,5,1,0.93,0.94,0.91,20405,SEA 
22,Joe Ryan ,97.0,102,7,0,3.87,1.19,42,85,26,13,17,17,5,0,0.97,0.96,0.97,43688,MIN 
23,Cristian Javier ,96.0,108,7,0,3.87,1.22,41,77,36,15,17,17,5,0,0.99,0.99,0.99,10002,HOU 
24,Zach Eflin ,94.7,86,7,0,3.77,1.19,40,90,20,11,16,16,5,0,0.85,0.89,0.8,6146,TB 
25,Joe Musgrove ,99.7,98,6,0,3.66,1.23,41,90,27,13,17,17,5,0,0.89,0.92,0.86,5883,SD 
