VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,93.0,118,7,0,3.26,1.16,34,72,31,11,16,16,4,0,0.5,0.0,1.0,7354,LAA 
2,Gerrit Cole ,111.2,131,8,0,3.45,1.14,43,93,30,15,18,18,5,1,0.99,0.99,1.0,4656,NYY 
3,Justin Verlander ,99.7,104,8,0,3.28,1.12,36,84,24,14,17,17,5,0,0.98,0.98,0.99,3623,NYM 
4,Luis Castillo ,111.3,120,7,0,3.26,1.18,40,92,35,11,19,19,5,0,0.99,0.99,0.99,3679,SEA 
5,Clayton Kershaw ,99.8,110,8,0,3.32,1.14,37,88,23,13,17,17,4,0,0.99,0.99,0.99,3215,LAD 
6,Spencer Strider ,93.8,136,7,0,3.31,1.16,35,71,34,11,17,17,4,0,0.99,0.99,1.0,44282,ATL 
7,Zack Wheeler ,107.2,112,8,0,3.36,1.18,40,95,26,11,17,17,5,0,0.98,0.98,0.99,4603,PHI 
8,Aaron Nola ,113.3,121,8,0,3.72,1.15,47,101,25,15,18,18,6,0,0.98,0.98,0.99,5682,PHI 
9,Framber Valdez ,113.7,113,9,0,3.22,1.27,41,101,38,9,18,18,5,1,0.99,0.99,1.0,7627,HOU 
10,Kevin Gausman ,102.8,121,7,0,3.43,1.15,39,92,23,13,17,17,4,0,0.99,0.99,1.0,4671,TOR 
11,Corbin Burnes ,105.5,120,7,0,3.41,1.17,40,88,31,12,18,18,5,0,0.99,0.99,1.0,7251,MIL 
12,Shane McClanahan ,97.3,109,8,0,3.36,1.16,36,82,29,11,17,17,5,0,0.99,0.99,1.0,7487,TB 
13,Max Scherzer ,99.0,115,7,0,3.47,1.13,38,84,23,14,17,17,5,0,0.99,0.98,0.99,3744,NYM 
14,Sandy Alcantara ,119.2,108,7,0,3.52,1.19,47,106,31,12,18,18,6,2,0.97,0.97,0.98,7109,MIA 
15,Shane Bieber ,114.8,108,7,0,3.63,1.21,46,108,28,14,19,19,6,1,0.99,0.98,1.0,7178,CLE 
16,Zac Gallen ,103.3,109,7,0,3.53,1.21,40,90,30,11,17,17,5,0,0.99,0.99,1.0,7245,ARI 
17,Yu Darvish ,108.2,113,7,0,3.83,1.18,46,94,29,15,18,18,6,0,0.98,0.98,0.97,3965,SD 
18,Logan Webb ,112.2,104,8,0,3.56,1.26,44,107,29,10,19,19,6,0,0.97,0.97,0.98,8146,SF 
19,Nathan Eovaldi ,104.0,102,7,0,3.65,1.21,42,98,24,13,18,18,5,2,0.96,0.95,0.97,4423,TEX 
20,George Kirby ,94.7,89,6,0,3.49,1.17,37,91,17,11,17,17,5,1,0.93,0.94,0.91,20405,SEA 
21,Joe Ryan ,95.7,101,7,0,3.84,1.18,41,83,26,13,17,17,5,0,0.97,0.96,0.98,43688,MIN 
22,Tyler Glasnow ,86.7,107,6,0,3.58,1.19,34,71,31,11,15,15,3,0,0.92,0.94,0.9,4587,TB 
23,Cristian Javier ,94.0,104,7,0,3.88,1.20,41,76,34,15,17,17,5,0,0.99,0.99,0.99,10002,HOU 
24,Zach Eflin ,92.2,84,7,0,3.78,1.19,39,88,19,11,16,16,5,0,0.85,0.89,0.8,6146,TB 
25,Julio Urias ,89.2,85,7,0,3.75,1.19,37,81,21,13,16,16,5,0,0.96,0.97,0.95,4922,LAD 
26,Joe Musgrove ,97.0,96,6,0,3.63,1.24,39,88,26,12,17,17,5,0,0.88,0.92,0.85,5883,SD 
27,Pablo Lopez ,95.7,103,6,0,3.75,1.23,40,86,27,12,17,17,5,0,0.91,0.89,0.94,7289,MIN 
28,Logan Gilbert ,101.5,100,6,0,3.86,1.23,44,95,26,14,18,18,5,0,0.94,0.94,0.94,7453,SEA 
29,Blake Snell ,94.8,115,7,0,3.84,1.30,41,79,41,13,18,18,5,0,0.83,0.86,0.8,5835,SD 
30,Emmanuel Clase ,39.5,39,2,20,2.58,1.07,11,32,9,2,40,0,1,0,0.98,0.99,0.97,27356,CLE 
31,Josh Hader ,37.5,55,2,19,2.84,1.07,12,24,15,4,38,0,1,0,0.98,0.99,0.97,5047,SD 
32,Jordan Montgomery ,93.3,84,6,0,3.71,1.25,38,90,24,11,17,17,5,0,0.66,0.69,0.64,7062,STL 
33,Dylan Cease ,100.5,117,6,0,3.87,1.31,43,85,42,14,18,18,5,0,0.95,0.96,0.95,6848,CWS 
34,Charlie Morton ,101.2,113,7,0,3.93,1.32,44,90,37,12,17,17,5,0,0.89,0.9,0.89,3181,ATL 
35,Felix Bautista ,37.3,59,2,17,2.61,1.12,11,24,16,3,38,0,1,0,0.97,0.98,0.96,45019,BAL 
36,Freddy Peralta ,86.7,97,6,0,3.84,1.25,37,72,32,12,16,16,5,0,0.8,0.86,0.74,7274,MIL 
