VBR,Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
1,Ronald Acuna Jr. ,198,42,11,31,18,0.307,0.397,61,12,1,26,40,0.547,0.944,0.99,0.99,1.0,6966,ATL 
2,Freddie Freeman ,197,38,9,34,4,0.317,0.407,63,14,1,25,35,0.537,0.944,0.99,0.99,1.0,3365,LAD 
3,Fernando Tatis Jr. ,192,36,12,33,10,0.282,0.354,54,11,1,20,47,0.539,0.893,0.99,0.99,1.0,6853,SD 
4,Shohei Ohtani ,176,34,14,32,6,0.283,0.387,50,9,2,25,50,0.584,0.972,0.5,0.0,1.0,7354,LAA 
5,Mookie Betts ,197,39,12,33,5,0.281,0.371,55,13,1,26,36,0.536,0.907,0.99,0.99,1.0,4921,LAD 
6,Aaron Judge ,164,33,14,35,3,0.287,0.405,47,8,0,29,51,0.599,1.004,0.99,0.99,1.0,4955,NYY 
7,Kyle Tucker ,182,30,10,33,8,0.291,0.369,53,12,1,21,30,0.523,0.892,0.99,0.99,1.0,6006,HOU 
8,Jose Ramirez ,190,31,10,33,8,0.28,0.37,53,12,2,22,26,0.512,0.882,0.99,0.99,1.0,5288,CLE 
9,Austin Riley ,202,34,12,36,1,0.284,0.353,57,11,1,19,52,0.527,0.88,0.98,0.99,0.98,6022,ATL 
10,Rafael Devers ,197,32,12,37,1,0.281,0.356,56,12,0,19,42,0.527,0.882,0.99,0.99,1.0,5175,BOS 
11,Matt Olson ,196,35,14,39,0,0.264,0.364,52,11,0,28,53,0.54,0.904,0.99,0.99,1.0,5718,ATL 
12,Julio Rodriguez ,194,32,9,29,10,0.27,0.337,52,10,1,17,54,0.477,0.813,0.99,0.99,0.99,43685,SEA 
13,Yordan Alvarez ,155,30,12,34,0,0.298,0.399,46,10,0,23,37,0.591,0.99,0.99,0.99,1.0,6461,HOU 
14,Luis Robert Jr. ,187,30,11,30,6,0.28,0.331,52,11,1,11,49,0.52,0.851,0.98,0.99,0.97,6935,CWS 
15,Bobby Witt Jr. ,192,29,8,28,12,0.269,0.314,52,10,2,12,43,0.473,0.787,0.99,0.99,0.98,6810,KC 
16,Juan Soto ,170,34,10,31,3,0.282,0.44,48,10,1,45,36,0.53,0.97,0.99,0.99,1.0,6906,SD 
17,Paul Goldschmidt ,187,32,10,31,3,0.282,0.371,53,10,0,25,46,0.497,0.867,0.99,0.99,1.0,4403,STL 
18,Corey Seager ,174,29,10,31,1,0.296,0.372,52,12,0,19,33,0.533,0.905,0.98,0.98,0.99,4805,TEX 
19,Vladimir Guerrero Jr. ,182,29,10,33,2,0.287,0.367,52,10,0,20,32,0.516,0.883,0.99,0.99,1.0,6050,TOR 
20,Corbin Carroll ,173,29,8,26,11,0.266,0.347,46,9,2,18,46,0.48,0.827,0.99,0.99,0.99,23993,ARI 
21,Ozzie Albies ,196,31,9,31,5,0.269,0.326,53,11,2,15,35,0.483,0.809,0.99,0.99,0.99,5980,ATL 
22,Pete Alonso ,188,30,13,37,1,0.256,0.347,48,8,1,21,43,0.521,0.868,0.99,0.99,0.99,6960,NYM 
23,Manny Machado ,192,30,10,33,3,0.27,0.345,52,9,0,20,39,0.484,0.829,0.99,0.99,0.98,3778,SD 
24,Michael Harris II ,187,29,7,26,8,0.276,0.325,52,11,1,12,42,0.453,0.778,0.89,0.94,0.84,43924,ATL 
25,Trea Turner ,196,30,6,24,10,0.276,0.329,54,11,1,15,43,0.442,0.771,0.97,0.99,0.96,5828,PHI 
26,Bryce Harper ,169,29,8,27,5,0.284,0.392,48,11,0,27,43,0.488,0.88,0.93,0.95,0.91,4293,PHI 
27,Randy Arozarena ,177,28,8,27,8,0.263,0.35,47,9,1,19,48,0.453,0.803,0.98,0.98,0.98,6962,TB 
28,Adolis Garcia ,187,29,10,31,6,0.248,0.309,47,10,1,15,57,0.474,0.783,0.98,0.98,0.97,6901,TEX 
29,Francisco Lindor ,195,31,9,31,6,0.254,0.333,49,10,1,21,43,0.46,0.794,0.99,0.99,0.99,4569,NYM 
30,Nolan Arenado ,191,27,10,33,1,0.274,0.338,52,10,1,17,32,0.497,0.835,0.99,0.99,0.99,4350,STL 
31,Jose Altuve ,172,31,8,23,5,0.277,0.357,48,10,0,20,30,0.47,0.826,0.94,0.93,0.94,4334,HOU 
32,Bryan Reynolds ,190,29,8,28,3,0.279,0.356,53,10,2,20,44,0.473,0.829,0.93,0.93,0.94,6818,PIT 
33,Marcus Semien ,196,32,8,26,6,0.261,0.328,51,11,1,19,35,0.45,0.778,0.99,0.99,1.0,4544,TEX 
34,Wander Franco ,186,28,5,24,8,0.282,0.345,52,12,2,17,25,0.453,0.798,0.99,0.98,1.0,7147,TB 
35,Christian Yelich ,173,30,6,23,8,0.272,0.373,47,9,1,25,45,0.45,0.823,0.96,0.97,0.95,4596,MIL 
36,Jazz Chisholm Jr. ,163,26,8,24,11,0.249,0.315,40,7,1,15,50,0.461,0.777,0.85,0.95,0.75,8449,MIA 
37,Bo Bichette ,158,24,7,23,4,0.298,0.341,47,10,0,10,32,0.489,0.83,0.99,0.99,0.99,6808,TOR 
38,Masataka Yoshida ,172,26,6,26,2,0.297,0.372,51,10,1,17,23,0.47,0.843,0.94,0.92,0.96,46547,BOS 
39,Dansby Swanson ,188,28,8,27,4,0.266,0.335,50,10,1,19,51,0.454,0.789,0.9,0.95,0.86,5965,CHC 
40,Christian Walker ,183,27,10,31,2,0.258,0.339,47,11,0,20,42,0.476,0.816,0.92,0.92,0.92,4905,ARI 
41,Cody Bellinger ,173,27,8,26,6,0.258,0.328,45,9,1,16,41,0.455,0.782,0.93,0.93,0.93,6045,CHC 
42,Alex Bregman ,178,29,8,29,1,0.268,0.371,48,10,1,27,26,0.462,0.832,0.98,0.97,0.98,5973,HOU 
43,Eloy Jimenez ,165,23,9,29,0,0.283,0.339,47,8,0,13,39,0.497,0.836,0.78,0.87,0.68,5141,CWS 
44,Gleyber Torres ,181,26,7,25,5,0.269,0.332,49,9,1,17,36,0.45,0.783,0.9,0.91,0.9,5133,NYY 
45,Nico Hoerner ,183,26,3,22,9,0.281,0.335,51,9,2,12,24,0.401,0.736,0.93,0.93,0.94,7934,CHC 
46,Nathaniel Lowe ,181,27,7,26,1,0.28,0.367,51,10,1,23,46,0.462,0.829,0.92,0.94,0.89,7914,TEX 
47,Will Smith ,155,26,8,27,1,0.275,0.372,43,9,1,20,30,0.5,0.872,0.99,0.98,0.99,7671,LAD 
48,J.D. Martinez ,173,26,9,30,0,0.266,0.331,46,10,1,15,50,0.498,0.829,0.82,0.88,0.76,4339,LAD 
49,Starling Marte ,172,25,4,20,11,0.266,0.322,46,7,1,11,36,0.395,0.717,0.67,0.78,0.55,4377,NYM 
50,Luis Arraez ,183,25,2,20,1,0.322,0.385,59,10,1,17,14,0.423,0.807,0.96,0.93,0.99,8162,MIA 
51,Elly De La Cruz ,172,25,6,22,9,0.253,0.306,44,9,2,12,57,0.432,0.738,0.93,0.95,0.91,44884,CIN 
52,Kyle Schwarber ,172,29,12,31,1,0.224,0.342,39,7,1,29,58,0.485,0.827,0.95,0.96,0.93,5686,PHI 
53,Xander Bogaerts ,182,27,6,24,3,0.275,0.352,50,10,0,20,38,0.43,0.782,0.94,0.95,0.93,4347,SD 
54,Ketel Marte ,172,27,6,24,2,0.278,0.355,48,11,2,18,33,0.47,0.824,0.94,0.93,0.95,5179,ARI 
55,Tim Anderson ,190,26,3,18,7,0.282,0.318,54,9,1,10,38,0.387,0.705,0.5,0.64,0.37,4956,CWS 
56,Matt Chapman ,180,28,10,28,1,0.243,0.337,44,11,1,23,57,0.471,0.808,0.85,0.88,0.81,6315,TOR 
57,Justin Turner ,171,26,6,27,1,0.277,0.349,47,10,0,17,32,0.446,0.795,0.89,0.91,0.88,4261,BOS 
58,Nick Castellanos ,186,25,7,28,2,0.266,0.317,49,11,0,12,49,0.445,0.761,0.91,0.94,0.87,4631,PHI 
59,George Springer ,163,26,7,23,5,0.258,0.334,42,7,1,17,34,0.449,0.783,0.94,0.93,0.94,4614,TOR 
60,Teoscar Hernandez ,176,24,9,27,3,0.253,0.311,44,9,1,13,56,0.459,0.77,0.72,0.87,0.57,4846,SEA 
61,Brandon Nimmo ,179,30,6,22,2,0.269,0.366,48,9,2,25,42,0.438,0.805,0.85,0.84,0.87,4685,NYM 
62,Willy Adames ,182,26,9,28,3,0.241,0.317,44,9,0,19,53,0.445,0.762,0.68,0.7,0.65,5988,MIL 
63,Max Muncy ,167,29,11,31,1,0.224,0.348,37,7,0,29,49,0.459,0.807,0.93,0.94,0.92,5207,LAD 
64,Yandy Diaz ,157,26,5,21,1,0.291,0.384,46,9,0,22,26,0.45,0.834,0.94,0.92,0.96,6677,TB 
65,Cedric Mullins II ,156,24,5,20,9,0.26,0.33,40,8,1,15,33,0.428,0.757,0.94,0.95,0.92,7400,BAL 
66,Andres Gimenez ,175,24,5,22,8,0.259,0.324,45,9,1,11,39,0.41,0.734,0.65,0.77,0.53,7049,CLE 
67,Jeimer Candelario ,178,26,7,26,1,0.264,0.339,47,12,1,18,44,0.461,0.8,0.45,0.63,0.28,5920,CHC 
68,Ryan McMahon ,176,25,8,26,2,0.254,0.335,45,9,1,20,55,0.446,0.781,0.54,0.8,0.28,5009,COL 
69,Harrison Bader ,169,24,6,22,8,0.25,0.306,42,8,1,11,37,0.41,0.717,0.21,0.29,0.13,6480,NYY 
70,Lane Thomas ,180,26,7,23,4,0.254,0.314,46,10,1,15,50,0.434,0.749,0.73,0.86,0.6,8293,WSH 
71,Anthony Santander ,177,25,9,28,1,0.25,0.318,44,10,0,16,41,0.461,0.779,0.89,0.89,0.9,4903,BAL 
