VBR,Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
1,Mookie Betts ,280,58,18,44,7,0.275,0.362,77,16,1,35,49,0.525,0.887,0.99,0.99,1.0,4921,LAD 
2,Trea Turner ,269,41,10,45,13,0.301,0.354,81,16,2,21,51,0.489,0.842,0.99,0.99,1.0,5828,LAD 
3,Jose Ramirez ,246,41,14,50,10,0.282,0.373,69,20,3,32,40,0.558,0.931,0.99,0.99,1.0,5288,CLE 
4,Aaron Judge ,227,45,19,44,4,0.278,0.366,63,10,0,31,69,0.579,0.944,0.99,0.99,1.0,4955,NYY 
5,Freddie Freeman ,261,45,11,44,4,0.305,0.4,80,19,1,34,50,0.516,0.916,0.99,0.99,1.0,3365,LAD 
6,Ronald Acuna Jr. ,224,44,13,32,14,0.277,0.382,62,11,1,32,65,0.51,0.892,0.99,0.99,1.0,6966,ATL 
7,Paul Goldschmidt ,234,42,13,42,3,0.309,0.394,72,17,0,31,58,0.551,0.945,0.99,0.99,1.0,4403,STL 
8,Rafael Devers ,242,43,14,40,2,0.308,0.375,74,18,1,20,56,0.568,0.943,0.99,0.99,1.0,5175,BOS 
9,Yordan Alvarez ,209,40,18,45,0,0.294,0.388,61,10,1,29,57,0.605,0.993,0.99,0.99,1.0,6461,HOU 
10,Pete Alonso ,234,36,17,50,1,0.266,0.353,62,11,0,26,60,0.53,0.883,0.99,0.99,1.0,6960,NYM 
11,Mike Trout ,212,42,17,40,2,0.27,0.401,57,12,1,36,59,0.584,0.985,0.99,0.99,1.0,3785,LAA 
12,Kyle Tucker ,217,32,13,43,9,0.269,0.356,58,12,1,27,44,0.507,0.863,0.99,0.99,1.0,6006,HOU 
13,Manny Machado ,227,38,12,39,5,0.292,0.374,66,13,1,26,42,0.518,0.892,0.99,0.99,1.0,3778,SD 
14,Luis Robert ,232,36,10,38,8,0.286,0.331,67,11,1,12,59,0.473,0.803,0.99,0.99,0.99,6935,CWS 
15,Vladimir Guerrero Jr. ,240,38,15,43,0,0.28,0.366,67,11,0,29,43,0.523,0.889,0.99,0.99,1.0,6050,TOR 
16,Kyle Schwarber ,228,43,19,41,2,0.227,0.339,52,9,0,37,73,0.516,0.855,0.98,0.97,0.99,5686,PHI 
17,Austin Riley ,239,36,16,40,1,0.276,0.345,66,14,1,20,68,0.537,0.881,0.99,0.99,0.99,6022,ATL 
18,Dansby Swanson ,238,37,10,34,8,0.279,0.342,66,13,1,20,65,0.464,0.807,0.96,0.96,0.97,5965,ATL 
19,C.J. Cron ,228,34,14,44,0,0.282,0.349,64,13,1,19,56,0.528,0.878,0.97,0.96,0.97,4688,COL 
20,Juan Soto ,210,41,13,33,4,0.267,0.435,56,12,0,53,40,0.513,0.948,0.99,0.99,1.0,6906,WSH 
21,Bo Bichette ,261,38,11,36,5,0.27,0.316,70,15,0,17,54,0.453,0.769,0.99,0.99,1.0,6808,TOR 
22,Francisco Lindor ,244,37,11,41,6,0.249,0.328,61,9,2,24,47,0.438,0.766,0.99,0.99,1.0,4569,NYM 
23,Julio Rodriguez ,215,32,9,29,11,0.275,0.337,59,11,1,18,54,0.467,0.804,0.94,0.94,0.95,43685,SEA 
24,George Springer ,220,39,13,32,5,0.255,0.339,56,11,1,25,53,0.494,0.834,0.99,0.98,1.0,4614,TOR 
25,Trevor Story ,229,36,11,39,8,0.236,0.307,54,13,1,22,64,0.444,0.751,0.97,0.98,0.97,4747,BOS 
26,Marcus Semien ,259,38,11,33,9,0.245,0.308,63,12,1,24,55,0.424,0.732,0.98,0.98,0.99,4544,TEX 
27,Starling Marte ,220,36,7,28,10,0.281,0.339,62,12,2,14,45,0.444,0.784,0.99,0.99,0.98,4377,NYM 
28,Corey Seager ,240,36,14,36,2,0.261,0.339,63,10,0,25,45,0.483,0.821,0.99,0.98,0.99,4805,TEX 
29,Jose Altuve ,218,38,12,28,4,0.278,0.36,60,13,0,25,36,0.5,0.86,0.99,0.98,1.0,4334,HOU 
30,Nolan Arenado ,234,31,12,40,1,0.28,0.351,65,14,1,23,39,0.502,0.853,0.99,0.99,1.0,4350,STL 
31,Brandon Lowe ,229,38,14,36,3,0.239,0.328,55,12,2,27,72,0.48,0.808,0.85,0.89,0.8,7236,TB 
32,Byron Buxton ,198,35,15,33,4,0.242,0.306,48,11,1,15,53,0.535,0.842,0.98,0.98,0.99,4672,MIN 
33,Tim Anderson ,230,35,7,23,8,0.299,0.337,69,11,0,10,51,0.436,0.773,0.98,0.98,0.97,4956,CWS 
34,Cedric Mullins II ,255,36,7,27,12,0.259,0.321,66,15,1,20,53,0.411,0.732,0.98,0.97,0.99,7400,BAL 
35,Adolis Garcia ,242,34,11,37,8,0.234,0.279,57,12,2,14,81,0.441,0.72,0.84,0.88,0.81,6901,TEX 
36,Bobby Witt Jr. ,234,33,9,32,10,0.251,0.303,59,13,3,16,59,0.446,0.749,0.96,0.96,0.96,6810,KC 
37,Jose Abreu ,244,37,10,36,0,0.284,0.365,69,16,0,27,61,0.473,0.838,0.98,0.98,0.98,4594,CWS 
38,Xander Bogaerts ,232,37,7,31,3,0.299,0.378,69,16,0,27,49,0.464,0.842,0.99,0.99,1.0,4347,BOS 
39,Jazz Chisholm Jr. ,196,32,10,31,10,0.243,0.31,48,8,3,18,62,0.467,0.777,0.96,0.97,0.96,8449,MIA 
40,Anthony Rizzo ,205,34,14,37,3,0.24,0.348,49,9,1,26,38,0.491,0.839,0.97,0.95,0.99,4307,NYY 
41,J.D. Martinez ,227,36,9,33,0,0.296,0.369,67,18,0,23,60,0.498,0.867,0.99,0.98,0.99,4339,BOS 
42,Josh Bell ,223,32,10,36,0,0.29,0.378,65,13,1,29,49,0.49,0.868,0.97,0.95,0.99,4664,WSH 
43,Randy Arozarena ,236,32,8,30,11,0.249,0.319,59,14,1,18,70,0.427,0.746,0.94,0.97,0.92,6962,TB 
44,Christian Yelich ,224,39,8,27,8,0.256,0.362,57,10,2,33,62,0.416,0.777,0.97,0.96,0.97,4596,MIL 
45,Rhys Hoskins ,230,35,14,35,1,0.247,0.347,57,13,1,33,65,0.494,0.84,0.92,0.91,0.93,6744,PHI 
46,Mitch Haniger ,232,35,13,37,1,0.243,0.318,57,10,1,22,64,0.465,0.783,0.67,0.71,0.64,6481,SEA 
47,Matt Olson ,237,32,12,40,0,0.255,0.357,61,19,0,33,57,0.495,0.852,0.99,0.98,1.0,5718,ATL 
48,Teoscar Hernandez ,213,29,11,35,4,0.263,0.321,56,12,1,16,63,0.478,0.799,0.95,0.97,0.93,4846,TOR 
49,Giancarlo Stanton ,198,28,15,40,0,0.246,0.333,49,6,0,25,63,0.507,0.84,0.98,0.98,0.99,3783,NYY 
50,Tommy Edman ,236,37,5,23,12,0.26,0.32,61,10,2,19,39,0.385,0.705,0.97,0.96,0.99,7752,STL 
51,Ryan Mountcastle ,225,30,11,34,2,0.266,0.312,60,13,0,14,62,0.477,0.79,0.88,0.89,0.87,7239,BAL 
52,Bryan Reynolds ,228,33,11,28,2,0.27,0.356,62,10,2,27,53,0.473,0.83,0.93,0.92,0.94,6818,PIT 
53,Jorge Polanco ,215,32,10,34,3,0.257,0.336,55,10,1,26,43,0.45,0.786,0.95,0.94,0.96,5354,MIN 
54,Charlie Blackmon ,226,33,9,33,1,0.272,0.332,62,11,2,18,42,0.461,0.793,0.89,0.84,0.94,4418,COL 
55,Kris Bryant ,201,35,9,28,2,0.28,0.366,56,13,1,23,50,0.492,0.858,0.96,0.96,0.97,4934,COL 
56,Fernando Tatis Jr. ,127,26,11,26,6,0.286,0.376,36,7,0,16,37,0.596,0.972,0.97,0.96,0.98,6853,SD 
57,Nick Castellanos ,250,31,9,37,2,0.261,0.316,65,14,0,17,59,0.426,0.741,0.96,0.96,0.96,4631,PHI 
58,Whit Merrifield ,254,35,4,27,11,0.251,0.302,64,14,1,19,41,0.365,0.667,0.95,0.95,0.94,6338,KC 
59,Willy Adames ,209,34,12,34,2,0.236,0.311,49,11,0,22,64,0.467,0.778,0.87,0.86,0.88,5988,MIL 
60,Ian Happ ,218,31,9,31,4,0.261,0.358,57,14,1,30,72,0.455,0.812,0.84,0.8,0.87,6008,CHC 
61,Brandon Drury ,224,34,10,34,1,0.254,0.309,57,12,1,17,58,0.45,0.759,0.92,0.9,0.93,5607,CIN 
62,Patrick Wisdom ,211,32,13,33,4,0.222,0.308,47,10,0,23,86,0.452,0.76,0.62,0.75,0.49,6255,CHC 
63,Tyler O'Neill ,189,29,10,32,5,0.249,0.312,47,8,1,16,64,0.461,0.773,0.76,0.85,0.66,5050,STL 
64,Will Smith ,196,29,11,35,1,0.258,0.358,51,9,0,26,48,0.478,0.836,0.99,0.98,1.0,7671,LAD 
65,Ramon Laureano ,218,32,9,26,7,0.246,0.326,54,12,1,20,63,0.43,0.756,0.33,0.48,0.18,6740,OAK 
66,Alex Bregman ,215,35,9,35,0,0.254,0.37,55,14,0,36,34,0.448,0.818,0.98,0.97,1.0,5973,HOU 
67,Franmil Reyes ,220,28,13,36,1,0.242,0.307,53,9,0,19,72,0.456,0.763,0.6,0.61,0.59,6005,CLE 
68,Ketel Marte ,222,34,7,26,3,0.278,0.362,62,18,1,26,38,0.459,0.82,0.95,0.93,0.98,5179,ARI 
69,Tommy Pham ,210,35,8,27,5,0.253,0.346,53,9,1,29,54,0.422,0.768,0.54,0.54,0.54,5584,CIN 
70,Justin Turner ,223,32,8,36,1,0.26,0.335,58,13,0,24,42,0.429,0.765,0.89,0.85,0.93,4261,LAD 
71,Shohei Ohtani ,233,39,15,41,8,0.253,0.348,59,11,1,33,76,0.509,0.857,0.5,0.0,1.0,7354,LAA 
72,Amed Rosario ,246,35,4,23,6,0.28,0.319,69,11,3,13,52,0.405,0.724,0.78,0.78,0.79,5994,CLE 
73,Gleyber Torres ,202,29,9,28,4,0.268,0.335,54,12,1,19,45,0.464,0.799,0.89,0.87,0.92,5133,NYY 
74,Jared Walsh ,228,29,11,35,1,0.249,0.31,57,11,1,16,64,0.456,0.765,0.77,0.76,0.78,8473,LAA 
75,Nathaniel Lowe ,226,31,9,30,1,0.268,0.342,61,10,1,24,63,0.44,0.782,0.49,0.49,0.49,7914,TEX 
76,Carlos Correa ,208,32,9,30,0,0.276,0.357,57,12,0,25,45,0.465,0.822,0.96,0.95,0.97,4673,MIN 
77,Daulton Varsho ,222,31,9,32,4,0.242,0.309,54,11,1,19,52,0.428,0.737,0.94,0.94,0.94,7551,ARI 
78,Austin Hays ,229,31,9,33,2,0.255,0.309,58,13,1,14,51,0.44,0.749,0.78,0.71,0.85,7238,BAL 
79,Andrew Benintendi ,228,28,5,29,3,0.295,0.364,67,11,1,25,49,0.416,0.78,0.83,0.78,0.89,5972,KC 
80,Josh Naylor ,214,27,9,35,1,0.269,0.328,57,13,0,18,41,0.463,0.79,0.43,0.39,0.46,6054,CLE 
81,Lourdes Gurriel Jr. ,214,28,7,30,2,0.287,0.337,61,15,0,14,47,0.454,0.791,0.86,0.82,0.91,6931,TOR 
82,Willson Contreras ,201,33,10,28,2,0.255,0.364,51,11,1,25,63,0.461,0.826,0.98,0.98,0.98,5919,CHC 
83,Cody Bellinger ,219,32,10,30,6,0.225,0.305,49,11,1,23,55,0.424,0.728,0.86,0.81,0.91,6045,LAD 
84,J.T. Realmuto ,210,31,7,29,6,0.249,0.324,52,10,1,19,55,0.408,0.732,0.99,0.98,0.99,5371,PHI 
85,DJ LeMahieu ,216,35,6,26,2,0.276,0.362,60,10,0,28,34,0.402,0.764,0.97,0.94,0.99,4417,NYY 
86,Josh Rojas ,223,33,6,25,6,0.261,0.334,58,13,1,25,58,0.405,0.739,0.52,0.58,0.47,26964,ARI 
87,Jeremy Pena ,217,29,9,27,5,0.255,0.307,55,9,1,13,59,0.433,0.74,0.65,0.72,0.58,43642,HOU 
88,Michael Harris II ,199,30,8,27,5,0.258,0.317,51,10,1,15,0,0.443,0.76,0.7,0.77,0.64,43924,ATL 
89,Thairo Estrada ,197,30,7,26,6,0.26,0.312,51,9,1,12,41,0.417,0.728,0.62,0.67,0.57,7544,SF 
90,Rowdy Tellez ,204,26,12,36,0,0.243,0.318,50,11,0,19,49,0.472,0.791,0.56,0.53,0.59,5030,MIL 
91,Nelson Cruz ,207,29,9,35,1,0.251,0.34,52,9,0,23,55,0.423,0.763,0.7,0.67,0.72,3796,WSH 
92,Andres Gimenez ,201,25,7,27,7,0.262,0.319,53,10,1,11,52,0.423,0.743,0.56,0.7,0.43,7049,CLE 
93,Marcell Ozuna ,224,30,12,30,1,0.241,0.308,54,9,0,20,54,0.439,0.747,0.85,0.79,0.91,4726,ATL 
94,Jonathan India ,215,32,8,26,4,0.249,0.338,54,11,1,22,55,0.415,0.754,0.72,0.76,0.69,6895,CIN 
95,Wilmer Flores ,205,30,9,32,0,0.259,0.333,53,12,0,20,31,0.442,0.776,0.71,0.63,0.8,4257,SF 
96,Alex Verdugo ,225,29,5,31,2,0.275,0.332,62,14,0,18,40,0.408,0.74,0.83,0.74,0.93,5983,BOS 
97,Jake Cronenworth ,236,37,6,31,1,0.249,0.338,59,14,2,25,40,0.405,0.743,0.95,0.92,0.98,7868,SD 
98,Trey Mancini ,230,29,8,29,0,0.273,0.35,63,12,1,21,58,0.433,0.783,0.73,0.68,0.77,5976,BAL 
99,Hunter Renfroe ,187,27,12,30,1,0.24,0.301,45,9,0,16,52,0.485,0.786,0.61,0.58,0.64,4959,MIL 
100,Luis Arraez ,206,33,2,20,1,0.325,0.394,67,11,1,23,22,0.426,0.82,0.93,0.89,0.96,8162,MIN 
101,Anthony Santander ,220,28,11,32,0,0.246,0.317,54,9,0,20,52,0.439,0.756,0.61,0.43,0.78,4903,BAL 
102,Ty France ,203,25,7,30,0,0.29,0.364,59,11,0,15,41,0.452,0.816,0.96,0.94,0.97,8163,SEA 
103,Joc Pederson ,177,26,11,29,2,0.243,0.322,43,8,0,18,47,0.475,0.797,0.74,0.71,0.76,4769,SF 
104,Matt Chapman ,215,32,11,33,0,0.225,0.308,48,11,1,24,71,0.435,0.743,0.82,0.79,0.84,6315,TOR 
105,Taylor Ward ,178,29,8,25,2,0.266,0.356,47,9,1,24,51,0.466,0.822,0.82,0.79,0.86,6071,LAA 
106,Christopher Morel ,184,28,8,24,4,0.253,0.322,47,9,2,18,62,0.443,0.765,0.43,0.6,0.27,44057,CHC 
107,Andrew McCutchen ,201,28,8,28,3,0.248,0.33,50,9,0,23,52,0.409,0.739,0.4,0.35,0.45,3052,MIL 
108,Seiya Suzuki ,164,25,8,26,3,0.269,0.355,44,10,1,21,37,0.479,0.834,0.79,0.77,0.81,6973,CHC 
109,Eugenio Suarez ,219,29,11,32,0,0.232,0.328,51,10,1,28,73,0.438,0.765,0.69,0.79,0.6,5332,SEA 
110,Gavin Lux ,200,32,5,22,3,0.275,0.35,55,10,2,23,49,0.418,0.768,0.6,0.58,0.62,7421,LAD 
111,Randal Grichuk ,201,26,9,30,1,0.254,0.297,51,10,1,11,45,0.44,0.737,0.38,0.3,0.45,5423,COL 
112,Harrison Bader ,187,27,6,21,8,0.25,0.313,47,8,1,14,50,0.4,0.713,0.4,0.46,0.33,6480,STL 
113,Ozzie Albies ,173,27,7,25,4,0.259,0.312,45,11,1,12,34,0.453,0.765,0.88,0.88,0.88,5980,ATL 
114,Ryan McMahon ,218,28,7,31,3,0.244,0.33,53,10,2,26,65,0.408,0.738,0.59,0.61,0.58,5009,COL 
115,Javier Baez ,223,27,9,29,4,0.234,0.279,52,12,1,11,71,0.418,0.697,0.83,0.9,0.76,4606,DET 
116,Brendan Rodgers ,214,28,7,30,0,0.265,0.315,57,12,1,14,47,0.434,0.75,0.68,0.65,0.7,5966,COL 
117,Christian Walker ,216,30,12,31,0,0.223,0.32,48,10,1,29,61,0.45,0.77,0.52,0.49,0.55,4905,ARI 
118,Jeff McNeil ,197,27,4,25,2,0.293,0.356,58,13,1,16,30,0.429,0.785,0.81,0.73,0.9,8027,NYM 
119,Brandon Nimmo ,211,36,6,23,1,0.262,0.362,55,11,3,28,53,0.425,0.787,0.74,0.64,0.83,4685,NYM 
120,Chris Taylor ,210,30,7,26,4,0.242,0.325,51,14,2,24,66,0.421,0.746,0.65,0.68,0.63,4888,LAD 
121,Steven Kwan ,222,30,3,23,4,0.28,0.354,62,11,2,23,31,0.394,0.748,0.29,0.18,0.39,44349,CLE 
122,Jorge Soler ,209,29,12,30,0,0.227,0.318,47,10,0,26,63,0.442,0.761,0.6,0.53,0.67,4495,MIA 
123,Vinnie Pasquantino ,216,29,8,27,3,0.241,0.318,52,10,1,22,0,0.413,0.731,0.15,0.21,0.08,44894,KC 
124,Miguel Sano ,197,28,12,31,1,0.212,0.31,42,9,0,26,78,0.444,0.754,0.09,0.09,0.1,4634,MIN 
125,Mark Canha ,202,32,6,26,2,0.254,0.362,51,8,1,27,53,0.393,0.755,0.5,0.36,0.63,5670,NYM 
126,Alejandro Kirk ,170,26,7,25,0,0.288,0.368,49,9,0,20,27,0.472,0.84,0.93,0.92,0.94,43675,TOR 
127,Riley Greene ,211,29,7,25,3,0.252,0.325,53,8,2,22,65,0.408,0.734,0.36,0.46,0.25,19457,DET 
128,Garrett Cooper ,200,24,7,28,0,0.28,0.353,56,12,1,20,58,0.446,0.799,0.25,0.31,0.19,7279,MIA 
129,Nico Hoerner ,201,24,3,21,6,0.288,0.339,58,10,1,13,34,0.401,0.74,0.37,0.44,0.3,7934,CHC 
130,Adam Duvall ,198,28,11,31,1,0.218,0.281,43,9,1,15,64,0.432,0.714,0.27,0.3,0.24,5317,ATL 
131,Max Kepler ,197,29,8,28,2,0.239,0.339,47,10,1,27,43,0.422,0.761,0.49,0.25,0.73,5357,MIN 
