VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,152.4,189,12,0,3.07,1.13,52,119,48,15,27,29,6,0,0.5,0.0,1.0,7354,LAA 
2,Gerrit Cole ,177.1,222,14,0,3.28,1.09,64,141,46,24,28,27,7,0,0.99,0.99,1.0,4656,NYY 
3,Corbin Burnes ,175.2,205,13,0,3.27,1.13,64,140,49,17,28,27,7,0,0.99,0.99,1.0,7251,MIL 
4,Aaron Nola ,181.0,195,14,0,3.49,1.10,70,154,37,21,29,28,7,0,0.99,0.99,1.0,5682,PHI 
5,Sandy Alcantara ,187.2,167,14,0,3.27,1.14,68,159,47,15,27,29,7,0,0.99,0.99,1.0,7109,MIA 
6,Jacob deGrom ,127.7,173,9,0,2.92,0.96,41,91,28,13,22,24,5,0,0.99,0.99,1.0,4850,TEX 
7,Shane McClanahan ,158.3,176,12,0,3.13,1.13,55,131,43,15,27,24,6,0,0.99,0.99,1.0,7487,TB 
8,Luis Castillo ,174.7,180,13,0,3.21,1.18,62,142,56,15,28,27,7,0,0.99,0.99,1.0,3679,SEA 
9,Max Scherzer ,149.5,178,12,0,3.27,1.08,54,120,34,18,25,23,6,0,0.99,0.99,1.0,3744,NYM 
10,Spencer Strider ,145.6,200,11,0,3.05,1.15,49,109,52,14,26,28,6,0,0.99,0.99,1.0,44282,ATL 
11,Brandon Woodruff ,159.6,181,12,0,3.33,1.13,59,130,44,19,27,25,6,0,0.99,0.99,1.0,6813,MIL 
12,Julio Urias ,164.6,156,13,0,3.45,1.13,63,141,37,19,28,25,6,0,0.99,0.99,1.0,4922,LAD 
13,Shane Bieber ,171.8,172,14,0,3.47,1.19,66,158,41,19,27,27,7,0,0.99,0.99,1.0,7178,CLE 
14,Justin Verlander ,133.6,150,10,0,3.20,1.07,47,107,30,16,22,21,5,0,0.99,0.99,0.99,3623,NYM 
15,Kevin Gausman ,157.8,178,13,0,3.53,1.18,62,146,35,18,27,25,6,0,0.99,0.99,0.99,4671,TOR 
16,Zack Wheeler ,166.8,168,13,0,3.46,1.20,64,153,41,16,28,27,7,0,0.99,0.99,0.99,4603,PHI 
17,Max Fried ,165.5,151,13,0,3.37,1.21,62,155,39,14,28,26,7,0,0.98,0.98,0.97,4729,ATL 
18,Dylan Cease ,164.1,197,13,0,3.60,1.24,66,131,65,19,28,25,6,0,0.99,0.99,1.0,6848,CWS 
19,Zac Gallen ,162.8,166,13,0,3.60,1.21,65,138,51,17,27,25,6,0,0.97,0.98,0.96,7245,ARI 
20,Cristian Javier ,153.1,186,12,0,3.71,1.21,63,118,60,20,27,29,6,0,0.98,0.99,0.98,10002,HOU 
21,Framber Valdez ,171.5,161,14,0,3.28,1.33,62,156,61,12,27,27,7,0,0.99,0.99,0.99,7627,HOU 
22,Nestor Cortes Jr. ,148.2,149,11,0,3.65,1.15,60,126,40,21,25,23,6,0,0.97,0.97,0.97,7375,NYY 
23,Carlos Rodon ,115.7,148,9,0,3.23,1.12,41,89,35,12,21,22,4,0,0.95,0.95,0.95,5674,NYY 
24,Robbie Ray ,168.0,187,13,0,3.95,1.23,74,143,57,26,28,26,13,0,0.94,0.94,0.93,5484,SEA 
25,Alek Manoah ,170.0,162,14,0,3.76,1.26,71,150,51,21,28,27,7,0,0.98,0.98,0.99,19812,TOR 
26,Clayton Kershaw ,113.9,123,9,0,3.22,1.08,41,97,23,13,19,18,4,0,0.97,0.98,0.96,3215,LAD 
27,George Kirby ,144.0,136,12,0,3.56,1.19,57,136,30,16,27,29,6,0,0.89,0.92,0.86,20405,SEA 
28,Yu Darvish ,162.8,167,13,0,3.94,1.21,71,145,43,22,27,26,7,0,0.99,0.99,0.99,3965,SD 
29,Logan Webb ,174.8,150,14,0,3.68,1.28,72,169,47,13,29,28,7,0,0.96,0.96,0.97,8146,SF 
30,Joe Ryan ,153.7,151,12,0,3.88,1.18,66,131,44,21,27,30,12,0,0.88,0.9,0.86,43688,MIN 
31,Logan Gilbert ,161.0,155,13,0,3.89,1.23,70,150,43,21,28,26,6,0,0.95,0.95,0.95,7453,SEA 
32,Joe Musgrove ,148.0,145,12,0,3.72,1.24,61,133,41,17,25,24,6,0,0.93,0.95,0.91,5883,SD 
33,Emmanuel Clase ,58.8,61,2,32,2.34,1.03,15,46,13,3,59,0,2,0,0.99,0.99,0.99,27356,CLE 
34,Luis Garcia ,150.0,147,12,0,3.92,1.21,65,131,46,21,26,23,6,0,0.84,0.83,0.86,43720,HOU 
35,Pablo Lopez ,152.0,151,12,0,3.75,1.26,63,139,44,17,27,24,6,0,0.94,0.92,0.95,7289,MIN 
36,Andrew Heaney ,129.0,153,10,0,3.81,1.18,55,110,36,19,24,25,10,0,0.44,0.58,0.29,4678,TEX 
37,Drew Rasmussen ,149.0,132,12,0,3.72,1.24,62,138,42,17,28,30,6,0,0.9,0.92,0.88,43665,TB 
38,Jordan Montgomery ,159.8,142,13,0,3.86,1.26,69,153,43,18,29,32,6,0,0.86,0.86,0.87,7062,STL 
39,Tyler Glasnow ,101.7,131,8,0,3.34,1.15,38,79,34,11,18,20,4,0,0.87,0.92,0.83,4587,TB 
40,Blake Snell ,131.8,163,10,0,3.78,1.26,55,108,55,15,24,25,5,0,0.91,0.93,0.9,5835,SD 
