VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
2,Tarik Skubal ,58.7,69,4,0,3.09,1.09,20,48,14,6,11,11,3,0,0.99,0.99,1.0,43633 ,DET 
3,Tyler Glasnow ,55.3,71,5,0,3.31,1.11,20,44,17,7,10,10,2,0,0.99,0.99,0.99,4587 d,LAD 
4,Chris Sale ,58.9,74,5,0,3.29,1.16,22,49,16,6,11,11,3,0,0.98,0.98,0.99,3207 d,ATL 
5,Zack Wheeler ,66.6,69,5,0,3.44,1.18,25,58,18,7,11,11,3,0,0.99,0.99,1.0,4603 d,PHI 
6,George Kirby ,62.8,60,4,0,3.40,1.11,24,58,9,7,11,11,3,0,0.98,0.98,0.99,20405 ,SEA 
7,Joe Ryan ,64.4,71,4,0,3.77,1.14,27,56,15,9,11,11,4,0,0.97,0.97,0.97,43688 ,MIN 
8,Dylan Cease ,61.6,77,4,0,3.47,1.21,24,49,23,7,11,11,3,0,0.98,0.98,0.99,6848 d,SD 
9,Pablo Lopez ,65.4,72,4,0,3.63,1.19,26,59,16,8,11,11,3,0,0.95,0.96,0.95,7289 d,MIN 
10,Logan Gilbert ,63.5,63,4,0,3.63,1.16,26,57,14,8,11,11,3,0,0.99,0.98,1.0,7453 d,SEA 
11,Corbin Burnes ,64.8,67,4,0,3.61,1.19,26,56,19,7,11,11,3,0,0.99,0.99,1.0,7251 d,BAL 
12,Logan Webb ,65.6,57,4,0,3.39,1.22,25,64,14,5,11,11,3,0,0.96,0.97,0.95,8146 d,SF 
13,Paul Skenes ,55.1,64,3,0,3.30,1.15,20,45,16,5,10,10,3,0,0.97,0.95,0.98,47239 ,PIT 
14,Garrett Crochet ,49.9,64,3,0,3.11,1.15,17,39,17,5,12,9,3,0,0.92,0.92,0.92,43886 ,CWS 
15,Sonny Gray ,62.0,64,4,0,3.46,1.22,24,55,18,6,11,11,3,0,0.95,0.96,0.95,4755 d,STL 
16,Framber Valdez ,68.1,64,5,0,3.49,1.30,26,62,22,6,11,11,3,0,0.94,0.96,0.93,7627 d,HOU 
17,Luis Castillo ,63.9,65,4,0,3.60,1.22,26,57,19,8,11,11,3,0,0.98,0.98,0.98,3679 d,SEA 
18,Aaron Nola ,66.4,67,4,0,3.88,1.18,29,62,15,9,11,11,3,0,0.99,0.99,0.99,5682 d,PHI 
19,Freddy Peralta ,59.5,71,4,0,3.66,1.21,24,48,21,8,11,11,3,0,0.97,0.97,0.96,7274 d,MIL 
20,Gerrit Cole ,57.5,63,4,0,3.71,1.17,24,50,15,9,10,10,3,0,0.95,0.95,0.96,4656 d,NYY 
21,Kevin Gausman ,63.1,68,4,0,3.74,1.21,26,58,16,8,11,11,3,0,0.93,0.95,0.91,4671 d,TOR 
22,Blake Snell ,58.7,74,4,0,3.50,1.27,23,47,26,6,11,11,3,0,0.86,0.92,0.79,5835 d,SF 
23,Cole Ragans ,62.0,68,4,0,3.61,1.26,25,54,23,7,11,11,3,0,0.97,0.97,0.97,6834 d,KC 
24,Michael King ,59.9,68,4,0,3.59,1.26,24,52,21,7,13,10,3,0,0.9,0.94,0.86,8489 d,SD 
25,Zach Eflin ,59.1,51,4,0,3.79,1.19,25,59,9,8,10,10,3,0,0.82,0.9,0.74,6146 d,BAL 
26,Tanner Bibee ,59.9,62,4,0,3.80,1.23,25,54,17,8,11,11,3,0,0.92,0.95,0.88,45056 ,CLE 
27,Zac Gallen ,64.2,63,4,0,3.82,1.25,27,60,18,7,11,11,3,0,0.97,0.98,0.96,7245 d,ARI 
28,Max Scherzer ,55.5,60,4,0,3.94,1.20,24,49,15,9,10,10,3,0,0.71,0.83,0.6,3744 d,TEX 
29,Justin Steele ,60.6,57,4,0,3.67,1.27,25,58,16,7,11,11,3,0,0.92,0.93,0.9,8158 d,CHC 
30,Grayson Rodriguez ,58.0,61,4,0,3.82,1.25,25,52,18,7,10,10,3,0,0.96,0.98,0.95,7924 d,BAL 
31,Carlos Rodon ,54.7,62,4,0,4.02,1.22,24,47,17,8,10,10,3,0,0.79,0.86,0.72,5674 d,NYY 
32,Shota Imanaga ,57.0,58,3,0,3.82,1.21,24,53,14,8,10,10,3,0,0.96,0.96,0.96,6979 d,CHC 
33,Nathan Eovaldi ,59.3,57,4,0,3.91,1.26,26,56,17,8,10,10,3,0,0.88,0.91,0.85,4423 d,TEX 
34,Bailey Ober ,54.7,56,3,0,3.96,1.20,24,51,13,8,10,10,3,0,0.87,0.91,0.83,44064 ,MIN 
35,Jeffrey Springs ,50.7,53,2,0,3.63,1.19,20,45,14,7,12,9,2,0,0.29,0.47,0.11,8051 d,TB 
36,Yusei Kikuchi ,56.5,61,4,0,3.98,1.29,25,52,19,8,14,10,3,0,0.38,0.43,0.33,7015 d,HOU 
37,Emmanuel Clase ,22.5,22,1,12,2.82,1.11,7,19,5,2,24,0,1,0,0.99,0.99,0.98,27356 ,CLE 
38,Cristopher Sanchez ,57.5,49,4,0,3.76,1.30,24,56,17,6,11,11,3,0,0.63,0.81,0.45,39312 ,PHI 
39,Jack Flaherty ,58.4,65,3,0,3.85,1.29,25,53,19,7,11,11,4,0,0.86,0.88,0.85,6021 d,LAD 
40,Nestor Cortes Jr. ,53.5,52,3,0,3.97,1.20,24,48,14,8,12,9,3,0,0.59,0.72,0.45,7375 d,NYY 
41,Taj Bradley ,55.2,59,3,0,3.90,1.25,24,48,18,8,11,11,3,0,0.73,0.82,0.65,44442 ,TB 
42,Ryan Helsley ,21.2,26,2,11,3.13,1.19,7,16,8,2,22,0,1,0,0.95,0.97,0.93,7481 d,STL 
43,Nick Pivetta ,60.4,67,4,0,4.26,1.28,29,55,21,9,11,11,4,0,0.72,0.76,0.68,6590 d,BOS 
44,Chris Bassitt ,64.3,59,4,0,4.01,1.32,29,61,20,8,11,11,4,0,0.76,0.84,0.68,5554 d,TOR 
45,Clayton Kershaw ,45.3,45,3,0,3.67,1.22,18,42,12,6,8,8,2,0,0.59,0.76,0.42,3215 d,LAD 
46,Hunter Brown ,53.8,56,4,0,3.93,1.32,24,49,20,6,10,10,3,0,0.8,0.85,0.74,44176 ,HOU 
47,Josh Hader ,20.5,30,1,11,3.13,1.14,7,14,8,2,22,0,1,0,0.93,0.97,0.89,5047 d,HOU 
48,Raisel Iglesias ,21.7,25,2,11,3.53,1.19,9,19,5,3,23,0,1,0,0.93,0.97,0.88,5589 d,ATL 
49,Edwin Diaz ,20.3,29,1,11,3.18,1.15,7,15,7,2,22,0,1,0,0.85,0.93,0.78,5996 d,NYM 
50,Jhoan Duran ,21.5,26,2,9,3.04,1.22,7,18,7,2,23,0,1,0,0.84,0.92,0.77,8034 d,MIN 
51,Max Fried ,43.4,40,3,0,3.50,1.26,17,41,12,4,7,7,2,0,0.96,0.97,0.95,4729 d,ATL 
52,Bryce Miller ,53.3,48,3,0,4.07,1.23,24,50,13,8,10,10,3,0,0.87,0.89,0.84,45184 ,SEA 
53,Robbie Ray ,50.1,55,3,0,3.97,1.27,22,45,17,7,11,9,3,0,0.49,0.66,0.33,5484 d,SF 
54,Hunter Greene ,58.4,69,3,0,4.16,1.31,27,50,23,9,11,11,4,0,0.93,0.93,0.94,6871 d,CIN 
55,Seth Lugo ,61.3,53,4,0,4.12,1.32,28,62,17,8,11,11,4,0,0.94,0.93,0.95,5890 d,KC 
56,Tanner Scott ,21.7,28,2,9,3.20,1.30,8,17,10,2,23,0,1,0,0.77,0.86,0.68,7328 d,SD 
57,Tanner Houck ,57.1,53,4,0,3.99,1.36,25,56,18,6,11,11,3,0,0.9,0.9,0.91,6987 d,BOS 
58,Brandon Pfaadt ,54.5,51,3,0,4.16,1.26,25,53,13,8,10,10,3,0,0.56,0.75,0.38,44436 ,ARI 
59,Andres Munoz ,20.0,26,1,8,2.87,1.18,6,15,8,2,21,0,1,0,0.88,0.94,0.81,24281 ,SEA 
60,Ryan Pepiot ,43.0,45,3,0,3.90,1.27,19,37,15,6,10,8,3,0,0.53,0.69,0.38,38313 ,TB 
61,Luis Gil ,44.6,53,3,0,3.88,1.32,19,36,21,6,12,8,2,0,0.88,0.9,0.85,39290 ,NYY 
62,Clay Holmes ,20.6,22,1,11,3.24,1.28,7,18,7,2,22,0,1,0,0.87,0.92,0.83,6584 d,NYY 
63,David Bednar ,20.7,24,1,11,3.66,1.23,8,18,7,2,22,0,1,0,0.76,0.87,0.65,8451 d,PIT 
64,Pete Fairbanks ,19.8,24,1,10,3.29,1.25,7,16,8,2,21,0,1,0,0.71,0.85,0.58,19909 ,TB 
65,Zack Littell ,54.0,45,3,0,4.20,1.27,25,54,12,8,10,10,3,0,0.14,0.19,0.1,6563 d,TB 
66,Mitch Keller ,64.5,59,4,0,4.24,1.37,30,64,20,8,11,11,4,0,0.9,0.89,0.9,6477 d,PIT 
67,Nick Lodolo ,50.0,56,3,0,4.06,1.34,23,46,16,7,10,10,3,0,0.66,0.8,0.51,6953 d,CIN 
68,Camilo Doval ,20.4,24,1,11,3.35,1.31,8,17,9,2,22,0,1,0,0.87,0.94,0.81,43997 ,SF 
69,MacKenzie Gore ,51.7,57,3,0,4.07,1.35,23,47,21,6,10,10,3,0,0.29,0.41,0.16,7146 d,WSH 
70,Devin Williams ,20.1,27,1,8,3.23,1.23,7,15,9,2,22,0,1,0,0.6,0.75,0.46,27766 ,MIL 
71,Jose Berrios ,62.4,55,4,0,4.36,1.34,30,62,18,9,11,11,4,0,0.83,0.83,0.83,5722 d,TOR 
72,Gavin Williams ,50.2,50,3,0,4.08,1.33,23,45,19,7,10,10,3,0,0.34,0.54,0.14,44694 ,CLE 
73,Shane Baz ,50.9,51,3,0,4.16,1.32,24,47,18,7,11,10,3,0,0.31,0.48,0.13,7158 d,TB 
74,Mason Miller ,13.7,20,1,7,2.63,1.06,4,9,5,1,14,0,0,0,0.77,0.87,0.67,45221 ,OAK 
75,Ranger Suarez ,39.4,35,3,0,3.73,1.31,16,38,13,4,7,7,2,0,0.9,0.91,0.89,7247 d,PHI 
76,Justin Verlander ,45.0,40,3,0,4.18,1.26,21,42,13,7,8,8,2,0,0.74,0.84,0.63,3623 d,HOU 
77,Robert Suarez ,20.7,22,1,10,3.70,1.23,9,17,7,3,22,0,1,0,0.88,0.92,0.84,45030 ,SD 
78,Reynaldo Lopez ,43.6,45,3,0,4.00,1.32,19,40,16,5,11,8,2,0,0.84,0.85,0.82,6012 d,ATL 
79,Bryan Woo ,41.9,40,2,0,3.97,1.24,18,38,11,5,11,8,2,0,0.55,0.74,0.37,47011 ,SEA 
80,Kutter Crawford ,57.1,55,3,0,4.45,1.30,28,55,17,9,11,11,4,0,0.77,0.82,0.72,9957 d,BOS 
81,Matt Strahm ,21.7,26,2,0,3.26,1.11,8,17,6,3,22,0,1,0,0.2,0.31,0.09,5901 d,PHI 
82,Yoshinobu Yamamoto ,24.8,26,2,0,3.46,1.13,10,21,6,3,4,4,1,0,0.94,0.95,0.93,48250 ,LAD 
83,Chad Green ,20.1,21,1,9,3.87,1.20,9,18,6,3,22,0,1,0,0.24,0.41,0.06,6177 d,TOR 
84,Paul Sewald ,20.1,23,1,9,3.82,1.24,9,17,7,3,22,0,1,0,0.72,0.86,0.58,6147 d,ARI 
85,Merrill Kelly ,40.5,38,3,0,4.04,1.31,18,39,13,5,7,7,2,0,0.66,0.67,0.65,8374 d,ARI 
86,Kenley Jansen ,20.4,24,1,10,3.92,1.29,9,17,8,3,22,0,1,0,0.77,0.88,0.67,3630 d,BOS 
87,Alex Cobb ,43.0,37,2,0,3.70,1.32,18,43,12,4,8,8,2,0,0.04,0.06,0.02,3034 d,CLE 
88,Craig Kimbrel ,20.8,26,1,9,3.87,1.28,9,16,9,3,22,0,1,0,0.87,0.93,0.81,3238 d,BAL 
89,Brayan Bello ,58.4,52,4,0,4.26,1.40,28,60,20,7,11,11,4,0,0.35,0.47,0.22,44932 ,BOS 
90,Daniel Hudson ,20.3,24,2,5,3.72,1.24,8,18,6,3,21,0,1,0,0.34,0.54,0.14,3254 d,LAD 
91,Michael Wacha ,56.2,48,3,0,4.31,1.33,27,56,17,8,10,10,4,0,0.36,0.54,0.18,4584 d,KC 
92,Aaron Civale ,55.9,53,3,0,4.45,1.32,28,55,16,9,11,11,3,0,0.24,0.34,0.13,21649 ,MIL 
93,Charlie Morton ,62.9,66,4,0,4.31,1.44,30,60,26,8,11,11,3,0,0.66,0.68,0.64,3181 d,ATL 
94,Walker Buehler ,41.9,37,3,0,4.23,1.29,20,41,11,6,8,8,2,0,0.53,0.63,0.43,7002 d,LAD 
95,Sean Manaea ,58.0,58,3,0,4.37,1.36,28,55,21,8,11,11,4,0,0.3,0.38,0.23,4944 d,NYM 
96,Brady Singer ,58.1,52,3,0,4.23,1.37,27,59,17,7,10,10,4,0,0.78,0.81,0.74,6811 d,KC 
97,Jeff Hoffman ,21.2,26,1,5,3.50,1.22,8,17,8,2,23,0,1,0,0.43,0.62,0.23,6014 d,PHI 
98,Griffin Jax ,22.0,24,2,2,3.58,1.20,9,19,7,2,24,0,1,0,0.29,0.46,0.12,43669 ,MIN 
99,Marcus Stroman ,59.1,46,4,0,4.32,1.39,28,59,20,8,11,11,3,0,0.56,0.64,0.49,4796 d,NYY 
100,Andrew Heaney ,52.1,52,3,0,4.38,1.35,25,50,17,8,13,10,3,0,0.19,0.26,0.13,4678 d,TEX 
101,Jordan Montgomery ,53.7,42,3,0,4.16,1.36,25,56,15,6,9,9,3,0,0.53,0.57,0.5,7062 d,ARI 
102,Kirby Yates ,20.3,26,1,8,3.73,1.34,8,16,10,3,22,0,1,0,0.63,0.83,0.42,5217 d,TEX 
103,Eduardo Rodriguez ,40.5,38,2,0,3.89,1.32,18,39,13,5,7,7,2,0,0.29,0.31,0.28,3963 d,ARI 
104,Lance Lynn ,59.0,54,3,0,4.41,1.36,29,58,20,9,11,11,4,0,0.28,0.23,0.33,3661 d,STL 
105,Alexis Diaz ,22.1,24,1,10,4.05,1.38,10,18,11,3,24,0,1,0,0.8,0.91,0.7,45001 ,CIN 
