VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
2,Tarik Skubal ,39.2,46,3,0,3.10,1.09,14,32,9,4,7,7,2,0,0.99,0.99,1.0,43633 ,DET 
3,Chris Sale ,38.5,49,3,0,3.15,1.12,13,31,10,4,7,7,2,0,0.99,0.98,0.99,3207 d,ATL 
4,Zack Wheeler ,44.7,47,3,0,3.40,1.16,17,38,12,5,7,7,2,0,0.99,0.99,1.0,4603 d,PHI 
5,George Kirby ,40.4,39,3,0,3.48,1.12,16,38,6,5,7,7,2,0,0.98,0.98,0.98,20405 ,SEA 
6,Logan Gilbert ,41.3,41,3,0,3.50,1.14,16,37,9,5,7,7,2,0,0.99,0.98,0.99,7453 d,SEA 
7,Gerrit Cole ,41.4,46,3,0,3.67,1.15,17,36,11,6,7,7,2,0,0.95,0.95,0.96,4656 d,NYY 
8,Logan Webb ,41.9,36,3,0,3.32,1.20,15,40,9,3,7,7,2,0,0.98,0.98,0.98,8146 d,SF 
9,Dylan Cease ,39.7,49,3,0,3.50,1.21,15,32,15,4,7,7,2,0,0.99,0.98,0.99,6848 d,SD 
10,Sonny Gray ,41.8,44,3,0,3.46,1.22,16,37,12,5,7,7,2,0,0.95,0.96,0.95,4755 d,STL 
11,Blake Snell ,37.7,48,3,0,3.38,1.24,14,29,16,4,7,7,2,0,0.95,0.97,0.93,5835 d,SF 
12,Luis Castillo ,41.5,42,3,0,3.59,1.20,17,36,12,5,7,7,2,0,0.98,0.98,0.98,3679 d,SEA 
13,Framber Valdez ,45.7,43,3,0,3.43,1.27,17,41,15,4,7,7,2,0,0.97,0.98,0.97,7627 d,HOU 
14,Pablo Lopez ,40.9,44,3,0,3.67,1.20,17,37,10,5,7,7,2,0,0.96,0.97,0.95,7289 d,MIN 
15,Paul Skenes ,35.6,41,2,0,3.32,1.15,13,29,10,4,6,6,2,0,0.97,0.96,0.98,47239 ,PIT 
16,Corbin Burnes ,41.4,42,3,0,3.69,1.21,17,36,12,5,7,7,2,0,0.99,0.99,1.0,7251 d,BAL 
17,Cole Ragans ,40.6,45,3,0,3.57,1.25,16,35,15,4,7,7,2,0,0.98,0.98,0.98,6834 d,KC 
