VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,92.5,117,7,0,3.26,1.15,33,72,31,11,16,16,4,0,0.5,0.0,1.0,7354,LAA 
2,Gerrit Cole ,110.0,130,8,0,3.45,1.15,42,93,30,15,18,18,5,1,0.99,0.99,1.0,4656,NYY 
3,Clayton Kershaw ,98.2,108,8,0,3.30,1.14,36,87,23,13,17,17,4,0,0.99,0.99,0.99,3215,LAD 
4,Luis Castillo ,110.5,119,7,0,3.29,1.19,40,92,35,11,19,19,5,0,0.99,0.99,0.99,3679,SEA 
5,Zack Wheeler ,105.5,111,8,0,3.37,1.17,39,93,26,10,17,17,5,0,0.99,0.99,0.99,4603,PHI 
6,Spencer Strider ,93.3,135,7,0,3.31,1.16,34,70,33,11,16,16,4,0,0.99,0.99,1.0,44282,ATL 
7,Justin Verlander ,99.3,104,7,0,3.29,1.12,36,84,24,14,17,17,5,0,0.98,0.98,0.99,3623,NYM 
8,Framber Valdez ,111.8,111,9,0,3.21,1.27,40,99,37,9,18,18,5,1,0.99,0.99,1.0,7627,HOU 
9,Kevin Gausman ,101.2,118,7,0,3.42,1.15,38,90,23,13,17,17,5,0,0.99,0.99,1.0,4671,TOR 
10,Max Scherzer ,98.3,114,7,0,3.48,1.13,38,84,23,14,17,17,5,0,0.99,0.98,0.99,3744,NYM 
11,Corbin Burnes ,104.5,119,7,0,3.43,1.18,40,87,31,12,17,17,5,0,0.99,0.99,1.0,7251,MIL 
12,Aaron Nola ,111.7,119,7,0,3.71,1.15,46,99,25,15,18,18,6,0,0.98,0.98,0.99,5682,PHI 
13,Shane McClanahan ,95.5,107,8,0,3.36,1.17,36,80,29,11,17,17,5,0,0.99,0.99,1.0,7487,TB 
14,Zac Gallen ,100.8,107,7,0,3.51,1.20,39,88,29,11,17,17,5,0,0.99,0.99,1.0,7245,ARI 
15,Sandy Alcantara ,116.3,105,6,0,3.58,1.20,46,104,31,12,18,18,6,2,0.97,0.97,0.97,7109,MIA 
16,Logan Webb ,111.5,104,8,0,3.59,1.25,45,107,29,10,18,18,6,0,0.97,0.97,0.98,8146,SF 
17,Shane Bieber ,114.0,107,7,0,3.68,1.22,47,108,28,14,18,18,6,1,0.99,0.98,1.0,7178,CLE 
18,Yu Darvish ,106.2,111,7,0,3.87,1.19,46,93,28,15,17,17,6,0,0.97,0.97,0.97,3965,SD 
19,Nathan Eovaldi ,103.5,101,7,0,3.67,1.21,42,97,24,13,17,17,5,2,0.96,0.95,0.97,4423,TEX 
20,George Kirby ,94.0,88,6,0,3.53,1.17,37,90,16,11,17,17,5,1,0.93,0.94,0.91,20405,SEA 
21,Tyler Glasnow ,86.2,107,6,0,3.57,1.19,34,71,30,11,15,15,3,0,0.91,0.93,0.9,4587,TB 
22,Joe Ryan ,94.3,99,7,0,3.91,1.19,41,83,25,13,16,16,5,0,0.97,0.96,0.97,43688,MIN 
23,Cristian Javier ,93.2,103,7,0,3.86,1.21,40,75,34,14,16,16,5,0,0.99,0.99,0.99,10002,HOU 
24,Julio Urias ,88.5,84,7,0,3.73,1.19,37,81,21,13,15,15,5,0,0.96,0.97,0.95,4922,LAD 
25,Joe Musgrove ,96.3,95,6,0,3.64,1.24,39,87,26,12,17,17,5,0,0.88,0.92,0.85,5883,SD 
26,Blake Snell ,95.5,117,7,0,3.80,1.29,40,79,42,12,17,17,6,0,0.85,0.88,0.82,5835,SD 
27,Pablo Lopez ,94.8,102,6,0,3.76,1.23,40,85,27,12,16,16,5,0,0.91,0.89,0.94,7289,MIN 
28,Logan Gilbert ,100.8,99,6,0,3.87,1.23,43,94,26,14,18,18,5,0,0.94,0.94,0.94,7453,SEA 
29,Zach Eflin ,91.5,83,6,0,3.80,1.20,39,87,19,11,16,16,5,0,0.85,0.89,0.82,6146,TB 
30,Emmanuel Clase ,39.0,38,2,20,2.58,1.07,11,32,9,2,40,0,1,0,0.98,0.99,0.97,27356,CLE 
31,Dylan Cease ,99.7,116,6,0,3.87,1.30,43,85,41,14,18,18,5,0,0.95,0.96,0.95,6848,CWS 
32,Felix Bautista ,37.2,58,2,17,2.54,1.10,11,24,16,3,38,0,1,0,0.97,0.98,0.96,45019,BAL 
33,Freddy Peralta ,86.2,97,6,0,3.85,1.24,37,72,31,12,16,16,5,0,0.8,0.86,0.73,7274,MIL 
