VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
2,Luis Castillo ,142.9,153,10,0,3.46,1.18,55,123,41,16,24,24,7,0,0.99,0.99,0.99,3679 d,SEA 
3,Zack Wheeler ,142.8,148,10,0,3.46,1.18,55,126,36,15,24,24,7,0,0.99,0.99,1.0,4603 d,PHI 
4,Tarik Skubal ,118.2,139,8,0,3.16,1.11,42,98,29,12,22,22,6,0,0.99,0.99,0.99,43633 ,DET 
5,Pablo Lopez ,138.9,156,9,0,3.47,1.17,54,121,36,16,24,24,7,0,0.98,0.98,0.98,7289 d,MIN 
6,Tyler Glasnow ,112.3,143,9,0,3.30,1.11,41,89,34,14,20,20,4,0,0.99,0.99,1.0,4587 d,LAD 
7,George Kirby ,137.2,129,9,0,3.53,1.14,54,129,21,17,24,24,7,0,0.98,0.98,0.97,20405 ,SEA 
8,Corbin Burnes ,143.0,150,9,0,3.57,1.20,57,123,43,15,24,24,7,0,0.99,0.99,1.0,7251 d,BAL 
9,Yoshinobu Yamamoto ,126.8,134,10,0,3.64,1.14,51,109,31,16,21,21,6,0,0.99,0.99,0.99,48250 ,LAD 
10,Kevin Gausman ,139.1,153,9,0,3.60,1.20,56,127,36,17,24,24,7,0,0.96,0.97,0.94,4671 d,TOR 
11,Logan Webb ,144.3,124,10,0,3.43,1.23,55,141,32,11,24,24,7,0,0.97,0.98,0.97,8146 d,SF 
12,Joe Ryan ,130.3,146,9,0,3.77,1.15,55,112,32,19,23,23,7,0,0.97,0.97,0.96,43688 ,MIN 
13,Max Fried ,133.7,125,10,0,3.42,1.24,51,126,36,12,23,23,6,0,0.97,0.98,0.96,4729 d,ATL 
14,Logan Gilbert ,139.2,139,9,0,3.71,1.19,57,126,35,18,24,24,7,0,0.99,0.98,0.99,7453 d,SEA 
15,Chris Sale ,113.5,139,9,0,3.45,1.18,43,96,31,14,21,21,5,0,0.96,0.97,0.95,3207 d,ATL 
16,Zach Eflin ,127.7,117,9,0,3.65,1.16,52,123,21,16,23,23,7,0,0.92,0.96,0.87,6146 d,TB 
17,Aaron Nola ,142.3,143,9,0,3.87,1.19,61,133,32,19,24,24,7,0,0.99,0.99,0.99,5682 d,PHI 
18,Dylan Cease ,126.9,155,9,0,3.56,1.25,50,102,52,14,22,22,6,0,0.98,0.98,0.99,6848 d,SD 
19,Freddy Peralta ,121.3,147,8,0,3.57,1.20,48,97,42,15,22,22,6,0,0.98,0.98,0.98,7274 d,MIL 
