VBR,Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
1,Bobby Witt Jr. ,151,27,7,24,10,0.298,0.352,45,9,2,11,28,0.531,0.883,0.99,0.99,1.0,6810 d,KC 
2,Shohei Ohtani ,138,28,10,27,7,0.283,0.389,39,8,1,20,36,0.58,0.968,1.0,0.0,1.0,7354 d,LAD 
3,Aaron Judge ,130,27,12,29,2,0.287,0.417,37,6,0,26,40,0.612,1.029,0.99,0.99,1.0,4955 d,NYY 
4,Jose Ramirez ,143,24,8,25,7,0.279,0.362,40,9,1,15,19,0.518,0.88,0.99,0.99,1.0,5288 d,CLE 
5,Yordan Alvarez ,131,24,9,27,1,0.303,0.407,40,8,1,19,27,0.593,1.0,0.99,0.99,1.0,6461 d,HOU 
6,Juan Soto ,127,27,9,24,2,0.289,0.43,37,6,1,30,25,0.57,1.0,0.99,0.99,1.0,6906 d,NYY 
7,Elly De La Cruz ,144,24,6,19,14,0.249,0.323,36,8,2,14,50,0.454,0.777,0.99,0.99,0.99,44884 ,CIN 
8,Trea Turner ,149,24,6,20,7,0.285,0.334,43,8,1,10,31,0.466,0.8,0.99,0.99,0.99,5828 d,PHI 
9,Rafael Devers ,145,24,9,27,1,0.278,0.366,40,9,1,16,34,0.533,0.899,0.99,0.99,0.99,5175 d,BOS 
10,Mookie Betts ,134,25,7,22,3,0.288,0.381,39,8,1,19,22,0.518,0.899,0.99,0.99,1.0,4921 d,LAD 
11,Vladimir Guerrero Jr. ,141,23,8,25,1,0.293,0.373,41,8,0,16,24,0.52,0.893,0.99,0.99,1.0,6050 d,TOR 
12,Freddie Freeman ,137,24,6,22,3,0.299,0.394,41,9,1,18,25,0.504,0.897,0.99,0.99,1.0,3365 d,LAD 
13,Gunnar Henderson ,142,25,8,23,3,0.274,0.356,39,7,2,17,38,0.516,0.872,0.99,0.99,1.0,23372 ,BAL 
14,Bryce Harper ,133,23,8,24,3,0.281,0.392,37,8,0,21,33,0.522,0.914,0.99,0.99,1.0,4293 d,PHI 
15,Austin Riley ,147,24,9,24,0,0.277,0.345,41,8,1,13,39,0.519,0.864,0.96,0.98,0.94,6022 d,ATL 
16,Marcell Ozuna ,144,23,9,26,0,0.269,0.341,39,7,0,15,38,0.516,0.857,0.98,0.98,0.98,4726 d,ATL 
17,Francisco Lindor ,147,24,7,21,6,0.257,0.332,38,8,1,14,31,0.459,0.79,0.99,0.99,0.99,4569 d,NYM 
18,Jose Altuve ,148,24,6,19,4,0.278,0.344,41,8,0,14,27,0.451,0.795,0.99,0.99,1.0,4334 d,HOU 
19,Julio Rodriguez ,128,19,6,18,7,0.272,0.333,35,6,0,10,34,0.465,0.798,0.95,0.98,0.91,43685 ,SEA 
20,Corey Seager ,127,21,7,22,1,0.285,0.371,36,7,0,15,24,0.524,0.895,0.99,0.99,0.99,4805 d,TEX 
21,Teoscar Hernandez ,138,21,7,24,2,0.266,0.321,37,7,0,10,42,0.483,0.804,0.96,0.97,0.94,4846 d,LAD 
22,Matt Olson ,142,23,9,26,0,0.254,0.351,36,7,0,19,39,0.497,0.847,0.97,0.98,0.96,5718 d,ATL 
23,Ketel Marte ,131,22,6,21,2,0.284,0.364,37,8,1,15,26,0.5,0.864,0.99,0.98,1.0,5179 d,ARI 
24,Jarren Duran ,144,23,4,17,8,0.265,0.326,38,9,3,12,38,0.447,0.773,0.96,0.95,0.97,10054 ,BOS 
25,Luis Robert Jr. ,138,20,7,20,6,0.252,0.31,35,7,0,9,43,0.47,0.78,0.78,0.88,0.68,6935 d,CWS 
26,Oneil Cruz ,138,21,7,21,5,0.252,0.322,35,7,1,13,45,0.462,0.784,0.71,0.94,0.49,39199 ,PIT 
27,Corbin Carroll ,128,22,4,17,9,0.257,0.338,33,6,2,14,28,0.442,0.78,0.97,0.98,0.97,23993 ,ARI 
28,Anthony Santander ,142,21,9,24,1,0.251,0.318,36,7,0,12,32,0.491,0.809,0.97,0.96,0.98,4903 d,BAL 
29,Pete Alonso ,142,22,9,25,1,0.246,0.338,35,7,0,16,36,0.493,0.83,0.98,0.99,0.98,6960 d,NYM 
30,Bryan Reynolds ,146,21,6,21,2,0.272,0.348,40,7,1,15,35,0.461,0.809,0.97,0.97,0.96,6818 d,PIT 
31,Michael Harris II ,138,20,5,18,5,0.276,0.322,38,8,1,8,30,0.449,0.772,0.84,0.91,0.78,43924 ,ATL 
32,Tyler O'Neill ,138,22,8,22,3,0.249,0.335,34,7,0,15,46,0.468,0.803,0.63,0.81,0.46,5050 d,BOS 
33,Jackson Chourio ,143,20,5,18,6,0.264,0.311,38,7,1,9,34,0.426,0.737,0.67,0.88,0.46,44592 ,MIL 
34,Manny Machado ,137,19,7,22,2,0.264,0.332,36,7,0,13,29,0.46,0.792,0.97,0.98,0.95,3778 d,SD 
35,Marcus Semien ,143,23,6,19,3,0.258,0.328,37,8,1,14,24,0.449,0.777,0.99,0.98,0.99,4544 d,TEX 
36,Josh Naylor ,129,18,7,22,2,0.267,0.34,34,7,0,12,22,0.476,0.817,0.95,0.95,0.95,6054 d,CLE 
37,Royce Lewis ,126,20,7,21,2,0.254,0.321,32,7,0,12,32,0.476,0.798,0.91,0.95,0.86,6967 d,MIN 
38,Alex Bregman ,145,23,6,21,1,0.264,0.349,38,8,1,18,21,0.456,0.805,0.95,0.96,0.94,5973 d,HOU 
39,Willy Adames ,141,20,7,22,3,0.244,0.326,35,8,0,16,40,0.446,0.772,0.9,0.92,0.87,5988 d,MIL 
40,Ezequiel Tovar ,149,20,5,19,3,0.265,0.298,40,9,1,7,41,0.439,0.738,0.56,0.83,0.29,45000 ,COL 
41,Kyle Schwarber ,133,24,9,23,1,0.227,0.357,30,5,0,25,45,0.479,0.836,0.99,0.99,0.99,5686 d,PHI 
42,Seiya Suzuki ,125,19,6,19,3,0.264,0.343,33,6,1,14,33,0.465,0.808,0.84,0.91,0.77,6973 d,CHC 
43,Brenton Doyle ,137,19,5,18,7,0.251,0.3,34,6,1,9,44,0.432,0.732,0.71,0.85,0.56,45599 ,COL 
44,Zach Neto ,136,19,6,18,5,0.254,0.322,34,8,0,10,34,0.438,0.76,0.5,0.74,0.25,46294 ,LAA 
45,Nico Hoerner ,136,19,2,14,7,0.278,0.339,38,7,1,10,17,0.385,0.724,0.88,0.9,0.86,7934 d,CHC 
46,Steven Kwan ,143,21,2,15,4,0.286,0.352,41,7,1,14,15,0.404,0.755,0.96,0.93,0.98,44349 ,CLE 
47,CJ Abrams ,138,20,4,16,8,0.249,0.311,34,7,1,9,29,0.411,0.722,0.94,0.98,0.91,19879 ,WSH 
48,Nick Castellanos ,142,18,6,21,2,0.257,0.306,37,8,1,9,35,0.441,0.746,0.81,0.9,0.71,4631 d,PHI 
