VBR,Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
1,Mookie Betts ,142,30,9,21,4,0.274,0.353,39,9,1,15,24,0.525,0.878,0.99,0.99,1.0,4921,LAD 
2,Aaron Judge ,98,21,10,22,3,0.292,0.392,29,4,0,15,30,0.644,1.036,0.99,0.99,1.0,4955,NYY 
3,Paul Goldschmidt ,98,19,7,21,1,0.324,0.408,32,7,0,13,24,0.599,1.007,0.99,0.99,1.0,4403,STL 
4,Jose Ramirez ,107,17,6,24,4,0.283,0.362,30,8,1,12,17,0.549,0.911,0.99,0.99,1.0,5288,CLE 
5,Trea Turner ,113,18,4,19,5,0.308,0.355,35,7,0,8,21,0.492,0.847,0.99,0.99,1.0,5828,LAD 
6,Freddie Freeman ,108,20,4,18,2,0.321,0.409,35,9,0,13,21,0.519,0.928,0.99,0.99,1.0,3365,LAD 
7,Vladimir Guerrero Jr. ,112,17,6,19,1,0.285,0.36,32,6,0,11,19,0.516,0.876,0.99,0.99,1.0,6050,TOR 
8,Yordan Alvarez ,88,18,7,19,0,0.293,0.395,26,4,0,14,25,0.593,0.987,0.99,0.99,1.0,6461,HOU 
9,Manny Machado ,95,16,5,17,2,0.293,0.373,28,6,0,11,18,0.519,0.891,0.99,0.99,1.0,3778,SD 
10,Ronald Acuna Jr. ,94,17,4,11,6,0.275,0.377,26,5,0,13,27,0.459,0.836,0.99,0.99,1.0,6966,ATL 
11,Nolan Arenado ,98,14,6,18,1,0.293,0.362,29,7,0,9,16,0.542,0.904,0.99,0.99,1.0,4350,STL 
12,Pete Alonso ,97,15,6,21,1,0.269,0.355,26,5,0,11,25,0.516,0.871,0.99,0.99,1.0,6960,NYM 
13,Adolis Garcia ,108,16,5,17,4,0.252,0.298,27,6,1,6,36,0.448,0.745,0.9,0.92,0.88,6901,TEX 
14,Kyle Tucker ,96,14,5,19,4,0.264,0.347,25,5,0,11,19,0.488,0.835,0.99,0.99,1.0,6006,HOU 
15,Francisco Lindor ,101,17,4,17,3,0.27,0.349,27,4,1,10,19,0.454,0.803,0.99,0.99,1.0,4569,NYM 
16,Rafael Devers ,93,15,6,15,1,0.295,0.361,27,7,0,8,21,0.55,0.912,0.99,0.99,1.0,5175,BOS 
