VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
2,Spencer Strider ,177.5,252,15,0,3.23,1.11,64,132,57,20,30,30,6,0,0.99,0.99,1.0,44282 ,ATL 
3,Kevin Gausman ,183.3,210,12,0,3.50,1.17,71,162,48,23,31,31,9,0,0.99,0.99,0.99,4671 d,TOR 
4,Zack Wheeler ,188.7,193,13,0,3.53,1.18,74,168,47,21,31,31,9,0,0.99,0.99,1.0,4603 d,PHI 
5,Luis Castillo ,187.9,199,13,0,3.57,1.20,75,162,57,22,31,31,9,0,0.99,0.99,1.0,3679 d,SEA 
6,Logan Webb ,192.2,170,13,0,3.45,1.22,74,186,42,16,31,31,9,0,0.99,0.99,1.0,8146 d,SF 
7,George Kirby ,183.4,172,12,0,3.61,1.15,74,174,30,23,31,31,9,0,0.99,0.99,1.0,20405 ,SEA 
8,Pablo Lopez ,183.3,202,12,0,3.56,1.19,73,160,49,21,31,31,9,0,0.99,0.99,1.0,7289 d,MIN 
9,Framber Valdez ,188.9,186,14,0,3.40,1.28,71,169,62,16,30,30,8,0,0.99,0.99,1.0,7627 d,HOU 
10,Corbin Burnes ,186.6,198,12,0,3.62,1.22,75,161,58,21,31,31,9,0,0.99,0.99,1.0,7251 d,BAL 
11,Yoshinobu Yamamoto ,168.9,176,13,0,3.75,1.14,70,145,42,22,28,28,8,0,0.99,0.99,0.99,48250 ,LAD 
12,Aaron Nola ,189.1,197,13,0,3.82,1.17,80,173,41,25,31,31,9,0,0.99,0.99,1.0,5682 d,PHI 
13,Zac Gallen ,188.5,190,13,0,3.73,1.23,78,171,52,23,31,31,9,0,0.99,0.99,1.0,7245 d,ARI 
14,Zach Eflin ,169.0,164,12,0,3.58,1.15,67,158,31,21,30,30,9,0,0.97,0.98,0.96,6146 d,TB 
15,Max Fried ,169.3,161,13,0,3.43,1.23,64,159,43,17,29,29,7,0,0.99,0.99,0.99,4729 d,ATL 
16,Tarik Skubal ,153.2,173,10,0,3.43,1.16,58,131,41,17,28,28,8,0,0.99,0.99,0.99,43633 ,DET 
17,Logan Gilbert ,184.3,179,11,0,3.84,1.20,79,170,45,25,31,31,9,0,0.99,0.98,0.99,7453 d,SEA 
18,Tyler Glasnow ,139.6,175,11,0,3.52,1.15,55,114,44,18,25,25,6,0,0.99,0.99,1.0,4587 d,LAD 
19,Freddy Peralta ,161.9,192,11,0,3.69,1.21,66,131,57,22,29,29,9,0,0.99,0.99,0.99,7274 d,MIL 
20,Joe Musgrove ,159.6,156,10,0,3.68,1.24,65,145,40,20,27,27,8,0,0.94,0.95,0.93,5883 d,SD 
21,Joe Ryan ,168.1,184,11,0,4.00,1.19,75,147,45,25,30,30,10,0,0.97,0.97,0.97,43688 ,MIN 
22,Blake Snell ,161.9,206,11,0,3.60,1.30,65,131,76,17,29,29,9,0,0.98,0.98,0.97,5835 d,SF 
23,Shane Bieber ,174.7,168,10,0,3.79,1.24,74,166,45,22,29,29,9,0,0.94,0.96,0.92,7178 d,CLE 
24,Jesus Luzardo ,168.3,191,10,0,3.83,1.26,72,148,58,22,30,30,10,0,0.98,0.98,0.98,6889 d,MIA 
25,Justin Steele ,171.4,163,11,0,3.70,1.29,71,162,52,19,30,30,9,0,0.96,0.96,0.96,8158 d,CHC 
26,Grayson Rodriguez ,161.6,174,10,0,3.77,1.25,68,142,54,20,30,30,8,0,0.97,0.98,0.97,7924 d,BAL 
27,Dylan Cease ,173.7,203,11,0,3.83,1.30,74,146,73,21,30,30,9,0,0.98,0.98,0.98,6848 d,SD 
28,Chris Sale ,137.5,163,10,0,3.79,1.23,58,120,41,19,26,26,6,0,0.94,0.95,0.93,3207 d,ATL 
29,Chris Bassitt ,186.8,166,12,0,4.08,1.30,85,177,55,25,31,31,10,0,0.95,0.95,0.94,5554 d,TOR 
30,Sonny Gray ,156.2,146,10,0,3.72,1.29,65,143,51,17,28,28,8,0,0.9,0.93,0.87,4755 d,STL 
31,Bobby Miller ,148.3,145,11,0,3.89,1.25,64,135,43,18,27,27,7,0,0.96,0.98,0.93,43804 ,LAD 
32,Carlos Rodon ,148.9,174,11,0,3.88,1.20,64,124,48,21,27,27,8,0,0.83,0.9,0.77,5674 d,NYY 
33,Michael King ,146.6,166,9,0,3.71,1.28,60,127,53,18,36,24,8,0,0.88,0.95,0.8,8489 d,SD 
34,Yu Darvish ,157.5,158,10,0,4.10,1.23,72,142,43,22,27,27,9,0,0.9,0.93,0.86,3965 d,SD 
35,Edwin Diaz ,62.1,95,4,35,2.80,1.10,19,42,22,6,62,0,2,0,0.98,0.99,0.98,5996 d,NYM 
36,Tanner Bibee ,160.1,156,10,0,3.98,1.26,71,147,49,22,28,28,9,0,0.93,0.96,0.89,45056 ,CLE 
37,Jose Berrios ,174.4,164,11,0,4.15,1.29,80,168,48,25,31,30,10,0,0.91,0.91,0.91,5722 d,TOR 
38,Shota Imanaga ,157.8,162,9,0,3.87,1.26,68,148,45,21,28,28,8,0,0.73,0.9,0.56,6979 d,CHC 
39,Jordan Montgomery ,160.5,146,10,0,3.81,1.29,68,157,45,19,28,28,8,0,0.86,0.86,0.86,7062 d,ARI 
40,Bailey Ober ,148.8,146,9,0,4.12,1.22,68,141,36,23,27,27,8,0,0.89,0.91,0.87,44064 ,MIN 
41,Emmanuel Clase ,66.0,66,4,34,3.01,1.15,22,57,17,5,66,0,3,0,0.99,0.99,0.98,27356 ,CLE 
42,Merrill Kelly ,179.1,167,11,0,4.12,1.33,82,171,61,23,31,31,10,0,0.94,0.93,0.95,8374 d,ARI 
43,Justin Verlander ,140.7,128,10,0,4.03,1.24,63,130,40,21,24,24,7,0,0.83,0.9,0.75,3623 d,HOU 
44,Nestor Cortes Jr. ,140.0,142,9,0,4.05,1.22,63,126,41,22,29,25,7,0,0.58,0.79,0.38,7375 d,NYY 
45,Cole Ragans ,161.5,169,10,0,3.94,1.34,71,145,66,19,28,28,9,0,0.95,0.97,0.93,6834 d,KC 
46,Gerrit Cole ,80.5,89,5,0,3.63,1.15,32,69,21,12,14,13,4,0,0.95,0.94,0.97,4656 d,NYY 
47,Hunter Brown ,140.2,148,10,0,3.92,1.32,61,127,52,16,30,25,8,0,0.89,0.89,0.89,44176 ,HOU 
48,Andres Munoz ,61.1,83,4,27,2.95,1.17,20,45,23,6,60,0,3,0,0.93,0.96,0.89,24281 ,SEA 
49,Mitch Keller ,182.1,172,11,0,4.20,1.36,85,177,62,21,31,31,11,0,0.9,0.88,0.92,6477 d,PIT 
50,Pete Fairbanks ,58.5,81,4,29,3.01,1.17,20,42,23,5,59,0,2,0,0.9,0.94,0.86,19909 ,TB 
51,Hunter Greene ,148.5,184,9,0,4.26,1.29,70,126,57,24,28,28,9,0,0.92,0.93,0.91,6871 d,CIN 
52,Josh Hader ,61.0,87,4,32,3.26,1.19,22,43,27,8,62,0,2,0,0.99,0.99,0.98,5047 d,HOU 
53,Nathan Eovaldi ,157.5,144,10,0,4.15,1.30,73,153,46,22,27,27,8,0,0.85,0.89,0.81,4423 d,TEX 
54,Raisel Iglesias ,64.2,76,4,31,3.45,1.16,25,56,17,8,64,0,3,0,0.96,0.98,0.94,5589 d,ATL 
55,Triston McKenzie ,146.6,147,8,0,4.11,1.24,67,131,46,23,26,26,9,0,0.63,0.84,0.41,39295 ,CLE 
56,Cristian Javier ,159.7,168,10,0,4.43,1.31,79,138,63,27,29,29,8,0,0.89,0.9,0.89,10002 ,HOU 
57,Walker Buehler ,126.6,118,9,0,4.01,1.25,56,119,35,17,22,22,6,0,0.84,0.9,0.77,7002 d,LAD 
58,Camilo Doval ,65.0,79,4,35,3.40,1.30,25,52,28,6,64,0,3,0,0.99,0.99,0.98,43997 ,SF 
59,Nick Pivetta ,165.2,180,10,0,4.42,1.33,81,151,63,25,32,28,10,0,0.88,0.89,0.88,6590 d,BOS 
60,Bryce Miller ,141.7,127,8,0,4.22,1.26,66,135,37,21,26,26,8,0,0.81,0.86,0.75,45184 ,SEA 
61,Aaron Civale ,141.4,133,8,0,4.10,1.26,64,133,38,20,26,26,8,0,0.5,0.76,0.24,21649 ,TB 
62,Kodai Senga ,110.5,128,7,0,3.73,1.31,46,92,49,13,20,19,6,0,0.77,0.77,0.77,6917 d,NYM 
63,Evan Phillips ,64.5,73,4,30,3.53,1.21,25,54,21,8,64,0,2,0,0.92,0.97,0.87,7989 d,LAD 
64,Ryan Helsley ,62.4,79,4,27,3.26,1.19,23,47,26,7,61,0,3,0,0.9,0.95,0.85,7481 d,STL 
65,Eduardo Rodriguez ,128.3,123,9,0,3.92,1.33,56,124,42,15,23,23,7,0,0.66,0.68,0.64,3963 d,ARI 
66,Marcus Stroman ,157.3,131,11,0,4.04,1.34,71,155,50,19,28,28,8,0,0.69,0.78,0.59,4796 d,NYY 
67,David Bednar ,64.6,76,3,31,3.42,1.20,25,54,21,7,64,0,3,0,0.93,0.95,0.9,8451 d,PIT 
68,Tanner Scott ,65.9,87,4,26,3.25,1.30,24,51,30,6,66,0,3,0,0.87,0.9,0.85,7328 d,MIA 
69,Jhoan Duran ,49.0,65,3,23,2.77,1.17,15,38,17,4,48,0,2,0,0.92,0.95,0.89,8034 d,MIN 
70,Charlie Morton ,150.3,165,11,0,4.18,1.40,70,137,63,19,27,27,8,0,0.81,0.81,0.8,3181 d,ATL 
71,Sean Manaea ,144.4,148,9,0,4.23,1.31,68,137,46,21,27,24,9,0,0.16,0.19,0.13,4944 d,NYM 
72,Reid Detmers ,160.8,172,9,0,4.28,1.35,76,146,61,23,29,29,9,0,0.46,0.23,0.69,43840 ,LAA 
73,Braxton Garrett ,125.3,117,7,0,4.06,1.33,56,125,34,16,24,24,7,0,0.59,0.56,0.63,6815 d,MIA 
74,Clay Holmes ,65.0,68,4,30,3.49,1.33,25,56,25,6,64,0,3,0,0.92,0.94,0.91,6584 d,NYY 
75,Bryan Woo ,112.1,116,7,0,4.06,1.27,51,99,36,15,28,21,7,0,0.49,0.73,0.25,47011 ,SEA 
76,Yusei Kikuchi ,149.5,157,9,0,4.20,1.35,70,139,56,22,29,28,9,0,0.41,0.42,0.39,7015 d,TOR 
77,Kenta Maeda ,133.9,133,7,0,4.27,1.28,63,126,40,19,31,25,9,0,0.52,0.49,0.55,5939 d,DET 
78,Griffin Canning ,143.2,149,9,0,4.26,1.31,68,134,48,22,26,26,8,0,0.22,0.27,0.17,7166 d,LAA 
79,Eury Perez ,88.1,99,5,0,3.93,1.24,39,76,30,12,18,18,5,0,0.79,0.86,0.72,44610 ,MIA 
80,Jon Gray ,155.2,151,9,0,4.30,1.33,74,147,52,22,28,28,9,0,0.29,0.24,0.34,4933 d,TEX 
81,Jordan Romano ,52.9,62,4,26,3.52,1.24,21,44,19,7,52,0,3,0,0.92,0.95,0.9,7647 d,TOR 
82,Jose Alvarado ,64.1,85,4,21,3.20,1.28,23,49,30,6,64,0,3,0,0.74,0.83,0.65,6550 d,PHI 
83,Louie Varland ,141.5,134,8,0,4.23,1.31,66,138,41,20,39,22,8,0,0.31,0.41,0.21,44936 ,MIN 
84,Ryan Pepiot ,131.2,133,8,0,4.24,1.33,62,117,50,20,30,23,7,0,0.68,0.85,0.52,38313 ,TB 
85,JP Sears ,160.3,147,8,0,4.34,1.32,77,152,51,25,29,29,11,0,0.1,0.11,0.09,7334 d,OAK 
86,Lance Lynn ,164.7,154,10,0,4.41,1.34,81,160,53,25,28,28,10,0,0.38,0.29,0.48,3661 d,STL 
87,Mason Miller ,62.7,83,3,19,3.22,1.17,22,46,25,7,61,0,3,0,0.41,0.64,0.17,45221 ,OAK 
88,Nick Lodolo ,117.6,137,6,0,4.14,1.35,54,106,41,17,29,21,6,0,0.33,0.53,0.14,6953 d,CIN 
89,Kyle Bradish ,98.9,96,7,0,3.83,1.28,42,91,32,12,18,18,5,0,0.52,0.47,0.57,39964 ,BAL 
90,Adbert Alzolay ,64.2,68,3,27,3.73,1.23,27,57,18,9,62,0,3,0,0.85,0.9,0.79,7380 d,CHC 
91,Brandon Pfaadt ,140.7,132,8,0,4.33,1.28,68,137,36,22,26,26,9,0,0.52,0.82,0.21,44436 ,ARI 
92,Craig Kimbrel ,65.1,80,4,25,3.91,1.29,28,52,28,9,65,0,4,0,0.88,0.93,0.83,3238 d,BAL 
93,Alex Cobb ,125.7,112,8,0,3.84,1.35,54,128,37,12,23,23,7,0,0.03,0.04,0.02,3034 d,SF 
94,Dean Kremer ,162.8,140,10,0,4.31,1.35,78,161,51,23,29,29,9,0,0.21,0.16,0.26,7918 d,BAL 
95,Garrett Whitlock ,118.3,114,7,0,4.10,1.27,54,117,28,16,36,18,6,0,0.21,0.28,0.14,7916 d,BOS 
96,Alexis Diaz ,66.4,80,4,32,4.03,1.36,30,52,33,9,66,0,4,0,0.96,0.97,0.95,45001 ,CIN 
97,Shane Baz ,91.8,99,6,0,3.86,1.25,39,81,29,12,23,17,5,0,0.23,0.33,0.12,7158 d,TB 
98,Max Scherzer ,87.6,98,6,0,3.95,1.20,38,77,24,15,16,15,5,0,0.5,0.64,0.37,3744 d,TEX 
99,DL Hall ,111.5,136,6,0,3.81,1.34,47,94,51,14,36,18,6,0,0.25,0.41,0.09,6845 d,MIL 
100,Steven Matz ,124.9,119,8,0,4.02,1.31,56,121,38,16,32,21,7,0,0.03,0.04,0.01,5344 d,STL 
101,Gavin Williams ,118.8,121,7,0,4.13,1.33,54,105,47,16,23,23,7,0,0.45,0.66,0.23,44694 ,CLE 
102,Taj Bradley ,117.3,121,7,0,4.14,1.28,54,106,39,18,34,20,7,0,0.15,0.25,0.04,44442 ,TB 
103,Kyle Harrison ,132.7,149,7,0,4.18,1.39,62,115,60,17,27,27,7,0,0.69,0.75,0.63,43921 ,SF 
104,Ranger Suarez ,151.4,131,9,0,4.04,1.38,68,148,56,17,28,27,8,0,0.21,0.32,0.1,7247 d,PHI 
105,Jordan Hicks ,114.6,126,7,0,3.88,1.43,49,100,57,11,38,19,7,0,0.37,0.58,0.15,6897 d,SF 
106,A.J. Puk ,101.3,113,6,0,3.94,1.31,44,92,35,13,39,14,7,0,0.5,0.56,0.43,5007 d,MIA 
107,Cristopher Sanchez ,137.0,119,8,0,4.13,1.35,63,135,44,17,31,23,7,0,0.38,0.65,0.1,39312 ,PHI 
108,Logan Allen ,136.1,128,8,0,4.18,1.34,63,130,49,19,26,26,8,0,0.23,0.32,0.14,43900 ,CLE 
109,Brayan Bello ,167.1,145,11,0,4.26,1.41,79,173,57,19,30,30,10,0,0.55,0.74,0.36,44932 ,BOS 
110,Clarke Schmidt ,148.3,135,9,0,4.38,1.36,72,145,48,21,28,28,9,0,0.16,0.2,0.13,7264 d,NYY 
111,Reynaldo Lopez ,104.7,113,7,0,4.05,1.31,47,94,39,14,44,15,5,0,0.11,0.15,0.06,6012 d,ATL 
112,Paul Sewald ,48.8,58,3,23,3.83,1.25,21,41,18,7,49,0,2,0,0.86,0.92,0.81,6147 d,ARI 
113,Miles Mikolas ,179.2,126,10,0,4.53,1.33,90,191,40,27,30,30,11,0,0.12,0.14,0.1,5408 d,STL 
114,Kenley Jansen ,58.9,68,4,30,4.12,1.30,27,50,23,8,60,0,3,0,0.85,0.92,0.78,3630 d,BOS 
115,John Means ,117.2,92,7,0,4.36,1.26,57,115,28,19,26,21,7,0,0.11,0.17,0.04,8079 d,BAL 
116,Ryan Pressly ,64.4,72,4,3,3.41,1.18,24,56,18,7,64,0,3,0,0.43,0.58,0.29,5361 d,HOU 
117,MacKenzie Gore ,141.6,151,8,0,4.27,1.37,67,130,59,20,27,27,9,0,0.29,0.44,0.13,7146 d,WSH 
118,Chris Paddack ,121.4,110,8,0,4.32,1.27,58,122,29,17,28,22,7,0,0.06,0.1,0.02,6426 d,MIN 
119,Kutter Crawford ,142.4,137,8,0,4.55,1.33,72,138,45,22,33,26,9,0,0.57,0.77,0.37,9957 d,BOS 
120,Zack Littell ,141.3,115,8,0,4.40,1.31,69,143,37,22,35,24,8,0,0.1,0.14,0.05,6563 d,TB 
121,Robert Suarez ,63.9,67,4,25,3.95,1.30,28,55,25,8,63,0,4,0,0.68,0.84,0.52,45030 ,SD 
122,Andrew Heaney ,129.7,135,8,0,4.45,1.36,64,123,46,22,32,24,8,0,0.13,0.1,0.16,4678 d,TEX 
123,Patrick Sandoval ,154.5,145,9,0,4.11,1.42,71,149,65,19,28,28,9,0,0.04,0.04,0.03,8031 d,LAA 
124,Matt Strahm ,68.1,79,4,2,3.68,1.18,28,57,20,10,65,0,3,0,0.14,0.15,0.14,5901 d,PHI 
125,A.J. Minter ,62.2,76,4,3,3.48,1.19,24,52,20,7,64,0,3,0,0.21,0.28,0.15,7030 d,ATL 
126,Tanner Houck ,136.9,129,9,0,4.36,1.42,66,135,50,17,31,26,9,0,0.06,0.06,0.06,6987 d,BOS 
127,Jason Adam ,59.0,71,4,5,3.53,1.22,23,46,21,7,59,0,2,0,0.26,0.34,0.18,7309 d,TB 
128,Trevor Rogers ,118.8,119,7,0,4.18,1.36,55,113,42,15,27,23,8,0,0.05,0.06,0.03,6995 d,MIA 
129,Bryan Abreu ,61.6,83,3,2,3.26,1.27,22,46,29,6,61,0,2,0,0.19,0.21,0.18,8384 d,HOU 
130,James Paxton ,108.8,115,8,0,4.29,1.33,52,102,39,17,28,19,6,0,0.13,0.21,0.06,4559 d,LAD 
131,Jameson Taillon ,131.3,113,7,0,4.54,1.31,66,132,35,21,24,24,8,0,0.03,0.04,0.02,4657 d,CHC 
132,Frankie Montas ,138.1,136,8,0,4.46,1.36,68,137,45,22,25,25,9,0,0.29,0.41,0.18,5619 d,CIN 
133,Brady Singer ,160.4,136,9,0,4.46,1.40,79,166,49,20,28,28,10,0,0.06,0.03,0.08,6811 d,KC 
134,Hunter Harvey ,61.5,67,3,13,3.77,1.22,26,54,18,8,61,0,3,0,0.39,0.68,0.1,4953 d,WSH 
135,Seth Lugo ,148.5,127,8,0,4.42,1.37,73,153,45,21,27,27,9,0,0.15,0.17,0.13,5890 d,KC 
136,Robert Stephenson ,51.8,66,3,7,3.75,1.18,22,42,17,8,53,0,2,0,0.21,0.22,0.19,4734 d,LAA 
137,Tyler Wells ,97.6,90,5,0,4.35,1.25,47,89,30,16,43,13,5,0,0.27,0.48,0.07,44081 ,BAL 
138,Kyle Gibson ,172.6,137,10,0,4.47,1.42,86,179,58,22,31,30,10,0,0.16,0.19,0.13,3655 d,STL 
139,Aroldis Chapman ,60.9,91,4,4,3.25,1.30,22,42,35,6,61,0,3,0,0.25,0.36,0.13,3068 d,PIT 
140,Edward Cabrera ,112.8,121,7,0,4.20,1.42,53,98,56,14,22,22,8,0,0.1,0.14,0.06,39222 ,MIA 
141,Yuki Matsui ,61.4,80,3,6,3.44,1.27,23,47,29,7,61,0,2,0,0.12,0.0,0.23,7013 d,SD 
142,Kevin Ginkel ,63.6,69,4,9,3.70,1.30,26,55,25,7,63,0,3,0,0.41,0.67,0.14,8447 d,ARI 
143,Andrew Abbott ,116.3,127,7,0,4.37,1.34,56,107,45,20,22,22,7,0,0.33,0.47,0.2,44726 ,CIN 
144,Ross Stripling ,128.3,104,6,0,4.38,1.31,62,132,32,19,33,22,8,0,0.02,0.02,0.02,4931 d,OAK 
145,Dane Dunning ,150.9,129,9,0,4.44,1.43,74,155,53,21,29,26,9,0,0.18,0.17,0.18,6619 d,TEX 
146,Jose Quintana ,155.4,131,9,0,4.39,1.42,76,161,56,20,28,28,9,0,0.13,0.17,0.09,4113 d,NYM 
147,Garrett Crochet ,114.4,124,6,0,4.09,1.39,52,100,55,15,39,17,7,0,0.29,0.44,0.14,43886 ,CWS 
148,Alex Lange ,64.2,76,4,21,3.99,1.44,28,53,35,6,64,0,4,0,0.68,0.73,0.62,26951 ,DET 
149,Matt Brash ,49.2,65,3,4,3.24,1.29,18,38,22,5,49,0,3,0,0.1,0.09,0.11,44295 ,SEA 
150,Reese Olson ,126.3,120,7,0,4.27,1.35,60,118,47,16,24,24,8,0,0.1,0.17,0.03,44805 ,DET 
151,Giovanny Gallegos ,63.8,69,3,4,3.88,1.20,27,56,19,9,63,0,3,0,0.03,0.04,0.03,6571 d,STL 
152,Jhony Brito ,115.4,91,7,0,4.29,1.35,55,114,37,15,42,17,7,0,0.01,0.02,0.01,45324 ,SD 
153,Luis Severino ,135.1,127,7,0,4.50,1.35,67,131,45,20,26,26,8,0,0.4,0.59,0.21,5244 d,NYM 
154,Carlos Estevez ,64.9,71,3,23,4.26,1.35,31,58,27,10,64,0,3,0,0.53,0.69,0.37,5929 d,LAA 
155,Clayton Kershaw ,53.3,54,4,0,3.70,1.21,22,49,14,7,10,10,3,0,0.25,0.39,0.12,3215 d,LAD 
156,Michael Wacha ,142.6,117,8,0,4.61,1.37,73,146,44,22,26,26,9,0,0.29,0.5,0.08,4584 d,KC 
157,Hector Neris ,67.4,74,4,5,4.01,1.32,30,58,27,9,67,0,4,0,0.31,0.45,0.16,5544 d,CHC 
158,Jose Leclerc ,63.9,72,2,20,4.14,1.37,29,53,31,9,63,0,3,0,0.69,0.81,0.58,5914 d,TEX 
159,Chase Silseth ,123.0,120,7,0,4.34,1.40,59,116,51,17,29,23,7,0,0.06,0.07,0.04,45213 ,LAA 
160,Taylor Rogers ,60.1,71,4,3,3.71,1.31,25,53,22,7,61,0,4,0,0.02,0.03,0.01,5909 d,SF 
161,Trevor Megill ,61.2,80,3,7,3.66,1.27,25,52,24,8,59,0,2,0,0.05,0.08,0.01,10118 ,MIL 
162,Alex Vesia ,58.0,74,4,0,3.77,1.26,24,47,24,8,59,0,3,0,0.01,0.01,0.01,43639 ,LAD 
163,Joe Jimenez ,65.0,80,4,2,3.92,1.25,28,56,22,9,65,0,2,0,0.01,0.02,0.01,6164 d,ATL 
164,Chad Green ,59.5,67,4,2,3.77,1.18,25,52,17,8,59,0,3,0,0.04,0.08,0.01,6177 d,TOR 
165,Jack Flaherty ,145.4,141,8,0,4.47,1.43,72,139,60,19,27,27,9,0,0.33,0.55,0.11,6021 d,DET 
166,Brusdar Graterol ,52.8,44,3,6,3.47,1.26,20,50,14,5,52,0,2,0,0.09,0.13,0.06,31521 ,LAD 
167,Kyle Finnegan ,66.1,64,4,20,4.18,1.36,31,62,25,9,65,0,4,0,0.43,0.6,0.27,7565 d,WSH 
168,Griffin Jax ,62.4,64,4,8,3.97,1.28,28,57,20,7,62,0,3,0,0.37,0.64,0.11,43669 ,MIN 
169,Caleb Ferguson ,59.3,67,4,1,3.58,1.31,24,50,23,6,61,0,3,0,0.02,0.04,0.01,7912 d,NYY 
170,Yimi Garcia ,62.5,66,3,3,3.85,1.26,27,56,19,8,64,0,3,0,0.15,0.27,0.03,5193 d,TOR 
171,Jakob Junis ,112.0,109,6,0,4.38,1.32,54,112,31,17,30,17,6,0,0.0,0.0,0.0,6585 d,MIL 
172,Scott Barlow ,66.1,76,4,2,3.77,1.29,28,57,25,8,64,0,3,0,0.03,0.03,0.03,7351 d,CLE 
173,Devin Williams ,30.0,42,2,12,3.07,1.22,10,21,14,3,30,0,1,0,0.62,0.7,0.54,27766 ,MIL 
174,Erik Swanson ,53.1,59,3,2,3.80,1.22,22,46,17,7,53,0,2,0,0.08,0.09,0.06,6455 d,TOR 
175,Joel Payamps ,66.3,65,4,6,3.92,1.30,29,62,21,9,65,0,3,0,0.36,0.51,0.21,8174 d,MIL 
176,Yennier Cano ,64.6,60,3,5,3.70,1.34,27,61,23,7,63,0,2,0,0.42,0.31,0.54,45875 ,BAL 
177,Chris Martin ,61.2,58,4,3,3.76,1.26,26,62,13,7,62,0,3,0,0.1,0.14,0.07,5477 d,BOS 
178,Kyle Hendricks ,147.9,107,8,0,4.66,1.37,77,160,37,23,27,27,9,0,0.05,0.06,0.04,5462 d,CHC 
179,Aaron Ashby ,79.9,89,5,0,3.79,1.39,34,71,36,9,40,10,5,0,0.01,0.01,0.01,43700 ,MIL 
180,Joe Kelly ,59.9,76,4,2,3.58,1.33,24,49,27,6,60,0,3,0,0.03,0.04,0.03,4652 d,LAD 
181,Shawn Armstrong ,61.5,63,3,1,3.80,1.26,26,56,18,8,59,0,2,0,0.01,0.02,0.0,5597 d,TB 
182,JoJo Romero ,58.7,65,4,2,3.47,1.29,23,52,22,6,57,0,3,0,0.0,0.0,0.0,8369 d,STL 
