VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
2,Tarik Skubal ,35.6,42,2,0,3.05,1.08,12,29,8,4,6,6,2,0,0.99,0.99,1.0,43633 ,DET 
3,Chris Sale ,34.1,43,3,0,3.15,1.14,12,28,9,4,6,6,1,0,0.99,0.98,0.99,3207 d,ATL 
4,Zack Wheeler ,39.7,42,3,0,3.40,1.17,15,34,10,4,7,7,2,0,0.99,0.99,1.0,4603 d,PHI 
5,George Kirby ,37.4,36,3,0,3.47,1.11,14,35,5,4,6,6,2,0,0.98,0.98,0.98,20405 ,SEA 
6,Gerrit Cole ,37.4,41,3,0,3.70,1.17,15,33,10,5,6,6,2,0,0.96,0.96,0.96,4656 d,NYY 
7,Logan Gilbert ,38.1,39,2,0,3.52,1.14,15,34,8,5,6,6,2,0,0.99,0.98,0.99,7453 d,SEA 
8,Logan Webb ,37.6,33,3,0,3.32,1.22,14,36,8,3,6,6,2,0,0.98,0.98,0.98,8146 d,SF 
9,Luis Castillo ,38.4,39,3,0,3.62,1.20,15,34,11,5,6,6,2,0,0.98,0.98,0.98,3679 d,SEA 
10,Paul Skenes ,31.5,37,2,0,3.17,1.14,11,25,9,3,6,6,1,0,0.97,0.96,0.99,47239 ,PIT 
11,Framber Valdez ,40.7,39,3,0,3.40,1.27,15,37,13,4,7,7,2,0,0.98,0.98,0.97,7627 d,HOU 
12,Garrett Crochet ,29.6,38,2,0,3.10,1.14,10,23,10,4,6,6,2,0,0.76,0.78,0.74,43886 ,CWS 
13,Sonny Gray ,36.9,39,3,0,3.54,1.22,15,33,11,4,7,7,2,0,0.95,0.96,0.95,4755 d,STL 
14,Dylan Cease ,34.9,43,2,0,3.46,1.21,13,28,13,4,6,6,2,0,0.99,0.98,0.99,6848 d,SD 
15,Aaron Nola ,39.6,39,3,0,3.95,1.20,17,37,9,5,7,7,2,0,0.99,0.99,0.99,5682 d,PHI 
16,Pablo Lopez ,38.0,41,2,0,3.69,1.20,16,34,10,5,7,7,2,0,0.96,0.97,0.96,7289 d,MIN 
17,Cole Ragans ,37.5,42,2,0,3.58,1.25,15,32,14,4,7,7,2,0,0.97,0.97,0.98,6834 d,KC 
18,Kevin Gausman ,36.2,37,3,0,3.84,1.24,15,34,10,5,6,6,2,0,0.95,0.96,0.93,4671 d,TOR 
19,Carlos Rodon ,34.7,39,3,0,4.00,1.22,15,29,11,5,6,6,2,0,0.85,0.89,0.8,5674 d,NYY 
20,Corbin Burnes ,36.3,37,2,0,3.70,1.21,15,32,10,4,6,6,2,0,0.99,0.99,1.0,7251 d,BAL 
21,Blake Snell ,33.6,43,2,0,3.47,1.27,13,26,15,3,6,6,2,0,0.95,0.97,0.93,5835 d,SF 
22,Max Fried ,33.1,31,3,0,3.46,1.28,13,31,10,3,6,6,1,0,0.95,0.97,0.94,4729 d,ATL 
23,Michael King ,33.1,38,2,0,3.51,1.24,13,28,12,4,6,6,2,0,0.93,0.95,0.91,8489 d,SD 
24,Zac Gallen ,37.4,36,3,0,3.82,1.28,16,35,11,4,6,6,2,0,0.96,0.97,0.94,7245 d,ARI 
25,Justin Steele ,36.5,35,2,0,3.63,1.24,15,34,10,4,6,6,2,0,0.93,0.94,0.92,8158 d,CHC 
26,Freddy Peralta ,34.5,40,2,0,3.77,1.23,14,28,12,5,6,6,2,0,0.97,0.97,0.96,7274 d,MIL 
27,Shota Imanaga ,33.9,35,2,0,3.83,1.19,14,32,8,5,6,6,2,0,0.96,0.96,0.96,6979 d,CHC 
28,Emmanuel Clase ,13.2,13,1,7,2.72,1.09,4,11,3,1,14,0,1,0,0.99,0.99,0.99,27356 ,CLE 
29,Tanner Bibee ,33.5,34,2,0,3.77,1.21,14,30,9,5,6,6,2,0,0.92,0.95,0.89,45056 ,CLE 
30,Tyler Glasnow ,21.8,28,2,0,3.39,1.10,8,17,6,3,4,4,1,0,0.98,0.98,0.99,4587 d,LAD 
31,Jeffrey Springs ,32.2,33,2,0,3.75,1.21,13,30,9,4,8,6,2,0,0.28,0.44,0.12,8051 d,TB 
32,Yusei Kikuchi ,34.6,38,2,0,3.78,1.26,15,31,11,5,8,6,2,0,0.59,0.66,0.51,7015 d,HOU 
33,Nestor Cortes Jr. ,32.3,32,2,0,3.90,1.19,14,29,8,5,7,5,2,0,0.59,0.73,0.45,7375 d,NYY 
34,Bailey Ober ,33.4,34,2,0,3.99,1.20,15,31,8,5,6,6,2,0,0.92,0.93,0.91,44064 ,MIN 
35,Mason Miller ,11.9,18,1,5,2.65,1.07,4,8,4,1,13,0,0,0,0.81,0.89,0.73,45221 ,OAK 
36,Edwin Diaz ,11.9,17,1,6,2.97,1.11,4,8,4,1,13,0,1,0,0.87,0.94,0.8,5996 d,NYM 
