VBR,Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,66,14,5,13,4,0.288,0.394,19,3,1,9,17,0.596,0.99,1.0,0.0,1.0,7354 d,LAD 
2,Aaron Judge ,61,13,6,14,1,0.285,0.423,17,3,0,12,19,0.611,1.034,0.99,0.99,1.0,4955 d,NYY 
3,Yordan Alvarez ,65,12,5,13,0,0.301,0.402,20,4,0,9,13,0.597,1.0,0.99,0.99,1.0,6461 d,HOU 
4,Bobby Witt Jr. ,65,11,3,10,4,0.298,0.353,19,4,1,5,12,0.534,0.887,0.99,0.99,1.0,6810 d,KC 
5,Kyle Tucker ,62,11,4,11,3,0.276,0.372,17,4,0,9,11,0.531,0.903,0.97,0.97,0.96,6006 d,HOU 
6,Juan Soto ,61,13,4,11,1,0.281,0.421,17,3,0,14,12,0.547,0.968,0.99,0.99,1.0,6906 d,NYY 
7,Mookie Betts ,63,12,3,11,2,0.292,0.387,18,4,0,9,10,0.517,0.904,0.99,0.99,1.0,4921 d,LAD 
8,Freddie Freeman ,61,11,3,10,1,0.303,0.397,19,4,0,8,11,0.513,0.911,0.99,0.99,1.0,3365 d,LAD 
9,Trea Turner ,71,11,3,9,3,0.28,0.334,20,4,0,5,15,0.461,0.795,0.99,0.99,0.99,5828 d,PHI 
10,Jose Ramirez ,63,10,3,11,3,0.275,0.355,17,4,0,7,8,0.505,0.86,0.99,0.99,1.0,5288 d,CLE 
11,Elly De La Cruz ,61,10,3,8,6,0.249,0.318,15,3,1,6,21,0.451,0.769,0.99,0.99,0.99,44884 ,CIN 
12,Rafael Devers ,64,10,4,11,0,0.274,0.361,18,4,0,7,15,0.521,0.882,0.99,0.99,0.99,5175 d,BOS 
13,Jose Altuve ,69,11,3,9,2,0.279,0.35,19,4,0,7,13,0.455,0.805,0.99,0.99,1.0,4334 d,HOU 
14,Francisco Lindor ,67,11,3,10,3,0.255,0.331,17,4,0,7,14,0.454,0.785,0.99,0.99,0.99,4569 d,NYM 
15,Gunnar Henderson ,64,11,3,10,2,0.269,0.355,17,3,1,8,17,0.499,0.854,0.99,0.99,1.0,23372 ,BAL 
16,Bryce Harper ,63,11,3,11,1,0.271,0.381,17,4,0,10,15,0.492,0.873,0.99,0.99,1.0,4293 d,PHI 
17,Vladimir Guerrero Jr. ,62,10,3,11,0,0.29,0.377,18,4,0,7,10,0.511,0.888,0.99,0.99,1.0,6050 d,TOR 
18,Ketel Marte ,59,10,3,9,1,0.289,0.37,17,4,0,7,12,0.518,0.888,0.98,0.97,1.0,5179 d,ARI 
19,Jazz Chisholm Jr. ,60,9,3,9,4,0.243,0.314,15,2,0,6,18,0.44,0.754,0.94,0.98,0.91,8449 d,NYY 
20,Fernando Tatis Jr. ,56,10,3,9,2,0.269,0.344,15,3,0,6,14,0.489,0.833,0.98,0.98,0.97,6853 d,SD 
21,Julio Rodriguez ,60,9,3,8,3,0.269,0.333,16,3,0,5,16,0.458,0.791,0.95,0.98,0.93,43685 ,SEA 
22,Teoscar Hernandez ,64,10,3,11,1,0.262,0.323,17,3,0,5,19,0.469,0.792,0.93,0.96,0.9,4846 d,LAD 
23,Corbin Carroll ,63,11,2,8,4,0.252,0.332,16,3,1,7,14,0.438,0.77,0.99,0.99,0.98,23993 ,ARI 
24,Marcell Ozuna ,65,10,4,11,0,0.264,0.335,17,3,0,7,17,0.498,0.833,0.98,0.98,0.98,4726 d,ATL 
25,Bryan Reynolds ,65,10,3,9,1,0.27,0.347,18,3,0,7,16,0.461,0.808,0.97,0.97,0.96,6818 d,PIT 
26,Zach Neto ,63,9,3,9,3,0.256,0.329,16,4,0,5,16,0.439,0.769,0.49,0.73,0.24,46294 ,LAA 
27,Brenton Doyle ,62,9,3,8,3,0.262,0.314,16,3,1,4,20,0.456,0.77,0.67,0.83,0.51,45599 ,COL 
28,Brent Rooker ,59,9,4,10,1,0.249,0.335,15,3,0,7,21,0.492,0.826,0.91,0.93,0.89,7318 d,OAK 
29,Matt Olson ,63,10,4,11,0,0.258,0.359,16,4,0,9,17,0.5,0.859,0.98,0.99,0.97,5718 d,ATL 
30,Jarren Duran ,64,10,2,8,3,0.263,0.325,17,4,1,5,17,0.45,0.775,0.97,0.96,0.97,10054 ,BOS 
31,CJ Abrams ,66,9,2,8,4,0.252,0.312,17,3,1,4,14,0.42,0.733,0.92,0.96,0.88,19879 ,WSH 
32,Luis Robert Jr. ,61,9,3,9,3,0.246,0.302,15,3,0,4,19,0.444,0.746,0.72,0.82,0.63,6935 d,CWS 
33,Cody Bellinger ,62,9,3,9,2,0.262,0.329,16,3,0,6,12,0.442,0.77,0.96,0.96,0.95,6045 d,CHC 
34,Nico Hoerner ,65,9,1,7,4,0.273,0.332,18,3,0,5,8,0.376,0.708,0.91,0.91,0.9,7934 d,CHC 
35,Seiya Suzuki ,59,9,3,9,1,0.272,0.356,16,3,1,7,16,0.489,0.845,0.85,0.92,0.78,6973 d,CHC 
36,Pete Alonso ,65,10,4,11,0,0.244,0.34,16,3,0,7,17,0.482,0.822,0.98,0.99,0.98,6960 d,NYM 
37,Manny Machado ,61,9,3,10,1,0.266,0.334,16,3,0,6,12,0.465,0.799,0.98,0.98,0.97,3778 d,SD 
38,Paul Goldschmidt ,65,9,3,10,1,0.259,0.335,17,4,0,7,17,0.442,0.776,0.85,0.92,0.78,4403 d,STL 
39,Kyle Schwarber ,63,11,4,11,1,0.221,0.35,14,2,0,12,22,0.468,0.817,0.98,0.98,0.99,5686 d,PHI 
40,Anthony Santander ,64,9,4,11,0,0.25,0.321,16,3,0,6,15,0.488,0.809,0.97,0.96,0.98,4903 d,BAL 
41,Taylor Ward ,64,9,3,9,1,0.259,0.338,17,4,0,7,17,0.454,0.792,0.59,0.7,0.48,6071 d,LAA 
42,Royce Lewis ,58,9,3,10,1,0.257,0.32,15,3,0,5,15,0.471,0.79,0.85,0.91,0.8,6967 d,MIN 
43,Jackson Chourio ,67,9,2,9,3,0.261,0.311,17,3,0,5,16,0.419,0.73,0.78,0.91,0.66,44592 ,MIL 
44,Alex Bregman ,65,10,3,10,0,0.264,0.349,17,4,0,8,10,0.459,0.808,0.94,0.94,0.93,5973 d,HOU 
45,Jake McCarthy ,58,8,1,7,4,0.267,0.33,16,3,1,5,12,0.397,0.728,0.46,0.66,0.26,8273 d,ARI 
46,Marcus Semien ,67,10,3,9,1,0.255,0.322,17,4,0,7,11,0.437,0.76,0.98,0.97,0.99,4544 d,TEX 
47,Oneil Cruz ,61,9,3,9,2,0.253,0.321,15,3,0,6,19,0.463,0.784,0.75,0.96,0.54,39199 ,PIT 
48,Jeremy Pena ,69,9,2,9,2,0.262,0.308,18,3,0,4,14,0.404,0.712,0.66,0.79,0.53,43642 ,HOU 
49,Ian Happ ,64,10,3,9,1,0.252,0.35,16,4,0,9,18,0.45,0.8,0.86,0.88,0.83,6008 d,CHC 
50,Nick Castellanos ,68,9,3,10,1,0.256,0.309,17,4,0,4,17,0.442,0.751,0.82,0.9,0.73,4631 d,PHI 
51,Michael Harris II ,64,9,2,8,2,0.266,0.315,17,3,0,4,14,0.427,0.743,0.81,0.89,0.74,43924 ,ATL 
52,Nolan Arenado ,67,8,3,10,0,0.266,0.325,18,4,0,5,11,0.438,0.763,0.87,0.9,0.84,4350 d,STL 
53,Steven Kwan ,63,9,1,7,2,0.283,0.356,18,3,1,6,7,0.404,0.76,0.91,0.86,0.96,44349 ,CLE 
54,Adolis Garcia ,65,9,3,10,2,0.229,0.294,15,3,0,5,20,0.424,0.717,0.87,0.92,0.81,6901 d,TEX 
55,Luis Arraez ,60,8,1,6,1,0.313,0.366,19,3,0,4,4,0.417,0.784,0.96,0.93,0.98,8162 d,SD 
56,Christian Walker ,56,8,3,10,1,0.256,0.339,14,3,0,6,14,0.472,0.811,0.92,0.95,0.9,4905 d,ARI 
57,Jackson Merrill ,60,8,2,8,2,0.269,0.307,16,3,1,3,11,0.439,0.746,0.89,0.9,0.87,44756 ,SD 
58,William Contreras ,60,9,2,9,1,0.269,0.343,16,4,0,7,14,0.438,0.781,0.99,0.99,1.0,7659 d,MIL 
59,Ezequiel Tovar ,68,9,2,9,1,0.259,0.294,18,4,0,3,19,0.429,0.723,0.54,0.81,0.26,45000 ,COL 
60,Josh Naylor ,55,8,3,9,1,0.26,0.338,14,3,0,5,9,0.462,0.8,0.95,0.95,0.95,6054 d,CLE 
61,Luis Garcia ,57,7,2,7,2,0.272,0.314,16,3,0,4,9,0.424,0.738,0.47,0.58,0.36,7507 d,WSH 
62,Lawrence Butler ,61,8,3,8,2,0.243,0.298,15,3,0,5,17,0.425,0.724,0.65,0.81,0.5,45753 ,OAK 
63,Riley Greene ,59,9,2,8,1,0.267,0.347,16,3,1,7,17,0.449,0.797,0.76,0.88,0.64,19457 ,DET 
64,Daulton Varsho ,59,9,3,8,2,0.23,0.304,14,3,1,6,16,0.44,0.744,0.38,0.41,0.35,7551 d,TOR 
65,Tyler O'Neill ,59,9,3,10,1,0.241,0.328,14,3,0,7,20,0.46,0.788,0.62,0.8,0.45,5050 d,BOS 
66,Willy Adames ,67,9,3,10,1,0.24,0.317,16,4,0,7,19,0.439,0.756,0.92,0.93,0.91,5988 d,MIL 
67,Josh Jung ,60,8,3,9,1,0.256,0.309,15,3,0,4,18,0.444,0.753,0.54,0.77,0.31,23130 ,TEX 
68,Isaac Paredes ,60,9,3,10,0,0.243,0.342,15,3,0,8,11,0.436,0.778,0.78,0.75,0.8,10050 ,CHC 
69,Andres Gimenez ,60,8,1,7,3,0.259,0.318,16,3,0,4,11,0.39,0.708,0.72,0.8,0.64,7049 d,CLE 
70,Dansby Swanson ,66,9,2,9,2,0.249,0.32,16,3,0,6,17,0.414,0.734,0.72,0.82,0.63,5965 d,CHC 
71,Jake Burger ,65,9,3,10,0,0.242,0.3,16,3,0,4,19,0.45,0.749,0.55,0.74,0.35,10074 ,MIA 
72,Matt Chapman ,63,9,3,9,1,0.245,0.332,15,4,0,7,18,0.445,0.777,0.77,0.86,0.68,6315 d,SF 
73,Bryson Stott ,62,9,1,7,3,0.256,0.32,16,3,0,6,12,0.383,0.703,0.84,0.85,0.83,22308 ,PHI 
74,James Wood ,59,8,2,8,2,0.249,0.331,15,3,1,7,20,0.414,0.745,0.47,0.69,0.25,44720 ,WSH 
75,Wyatt Langford ,59,8,2,8,2,0.255,0.328,15,3,1,6,13,0.427,0.755,0.61,0.78,0.43,47238 ,TEX 
76,Yandy Diaz ,60,8,2,8,0,0.283,0.363,17,3,0,7,10,0.437,0.8,0.85,0.87,0.82,6677 d,TB 
77,Xander Bogaerts ,58,8,2,7,1,0.273,0.339,16,3,0,5,12,0.419,0.758,0.82,0.87,0.78,4347 d,SD 
78,Randy Arozarena ,61,9,2,8,3,0.235,0.33,14,3,0,7,18,0.407,0.737,0.83,0.93,0.73,6962 d,SEA 
79,Brandon Lowe ,53,8,3,8,1,0.236,0.324,13,3,0,6,15,0.445,0.77,0.22,0.36,0.09,7236 d,TB 
80,Yainer Diaz ,57,7,2,9,0,0.275,0.308,16,3,0,3,11,0.447,0.755,0.95,0.96,0.93,45200 ,HOU 
81,Tommy Edman ,58,8,1,7,3,0.255,0.31,15,3,0,4,10,0.389,0.699,0.37,0.47,0.27,7752 d,LAD 
82,TJ Friedl ,55,8,2,7,2,0.247,0.32,14,2,1,5,11,0.416,0.736,0.31,0.32,0.29,8358 d,CIN 
83,Xavier Edwards ,58,8,0,5,4,0.283,0.341,16,3,0,6,9,0.362,0.702,0.54,0.7,0.38,40137 ,MIA 
84,Gleyber Torres ,63,9,2,8,1,0.252,0.322,16,3,0,7,13,0.4,0.722,0.68,0.73,0.64,5133 d,NYY 
85,Salvador Perez ,60,7,3,10,0,0.258,0.314,15,3,0,3,14,0.452,0.766,0.97,0.97,0.97,4147 d,KC 
86,Spencer Steer ,58,8,2,8,2,0.246,0.332,14,3,0,7,13,0.422,0.754,0.95,0.96,0.95,44364 ,CIN 
87,George Springer ,60,9,2,8,2,0.239,0.318,14,3,0,6,13,0.401,0.719,0.72,0.72,0.73,4614 d,TOR 
88,Anthony Volpe ,66,9,2,7,3,0.236,0.303,15,3,1,5,17,0.383,0.686,0.8,0.88,0.72,43704 ,NYY 
89,Brandon Nimmo ,59,9,2,7,1,0.247,0.345,15,3,0,8,15,0.412,0.757,0.82,0.8,0.85,4685 d,NYM 
90,Jorge Soler ,52,8,3,8,0,0.247,0.343,13,3,0,7,15,0.472,0.815,0.53,0.59,0.46,4495 d,ATL 
91,Ceddanne Rafaela ,57,8,2,7,2,0.253,0.292,14,3,1,2,15,0.416,0.708,0.38,0.57,0.18,45510 ,BOS 
92,Eugenio Suarez ,58,8,3,9,0,0.239,0.32,14,3,0,6,19,0.433,0.753,0.62,0.8,0.45,5332 d,ARI 
93,Jonathan India ,56,9,2,7,1,0.248,0.342,14,3,0,7,14,0.409,0.751,0.47,0.69,0.25,6895 d,CIN 
94,Masyn Winn ,67,9,1,7,2,0.256,0.306,17,3,1,5,13,0.388,0.694,0.28,0.39,0.17,43906 ,STL 
95,Ryan McMahon ,60,8,2,8,1,0.243,0.327,15,3,0,7,19,0.411,0.738,0.54,0.65,0.43,5009 d,COL 
96,Brice Turang ,59,8,1,6,4,0.244,0.308,14,3,0,5,12,0.35,0.658,0.72,0.77,0.67,6817 d,MIL 
97,Tyler Fitzgerald ,58,8,2,7,2,0.235,0.293,14,3,1,4,19,0.402,0.696,0.51,0.71,0.31,45604 ,SF 
98,Josh Lowe ,52,7,2,7,3,0.24,0.303,12,3,0,4,16,0.407,0.71,0.43,0.58,0.29,10142 ,TB 
99,Alec Burleson ,53,7,2,7,1,0.271,0.317,14,3,0,4,8,0.425,0.742,0.7,0.73,0.67,43889 ,STL 
100,Mark Vientos ,63,8,3,9,0,0.242,0.305,15,3,0,5,20,0.447,0.752,0.52,0.75,0.29,6940 d,NYM 
101,Nathaniel Lowe ,61,8,2,8,0,0.259,0.343,16,3,0,8,15,0.407,0.75,0.34,0.51,0.17,7914 d,TEX 
102,Rhys Hoskins ,61,8,3,10,0,0.223,0.315,14,3,0,7,18,0.423,0.738,0.4,0.53,0.26,6744 d,MIL 
103,Cedric Mullins II ,47,7,2,6,3,0.24,0.308,11,2,0,4,10,0.411,0.719,0.62,0.66,0.58,7400 d,BAL 
104,Masataka Yoshida ,50,7,2,7,0,0.281,0.35,14,3,0,4,7,0.43,0.779,0.55,0.55,0.55,46547 ,BOS 
105,Triston Casas ,54,8,3,8,0,0.243,0.346,13,3,0,8,16,0.443,0.788,0.61,0.72,0.51,6997 d,BOS 
106,Brendan Rodgers ,58,7,2,7,0,0.277,0.327,16,3,0,4,13,0.432,0.759,0.12,0.19,0.05,5966 d,COL 
107,J.T. Realmuto ,50,7,2,7,1,0.252,0.319,13,2,0,4,13,0.429,0.748,0.84,0.9,0.78,5371 d,PHI 
108,Jordan Walker ,54,7,2,7,1,0.254,0.315,14,3,0,4,13,0.413,0.728,0.17,0.25,0.09,43830 ,STL 
109,Zack Gelof ,59,8,2,7,3,0.225,0.295,13,3,0,5,21,0.385,0.68,0.25,0.38,0.12,44896 ,OAK 
110,Nolan Jones ,52,8,2,7,1,0.256,0.342,13,3,0,6,17,0.433,0.775,0.36,0.4,0.32,10128 ,COL 
111,Junior Caminero ,60,7,2,8,1,0.252,0.305,15,2,0,4,14,0.409,0.714,0.39,0.54,0.23,45016 ,TB 
112,Heliot Ramos ,58,8,2,8,1,0.245,0.307,14,3,0,5,17,0.402,0.709,0.37,0.51,0.24,10033 ,SF 
113,Maikel Garcia ,50,7,1,5,3,0.258,0.31,13,3,0,4,10,0.368,0.678,0.7,0.78,0.63,44626 ,KC 
114,Will Smith ,51,8,2,8,0,0.262,0.349,13,3,0,6,10,0.454,0.803,0.97,0.97,0.98,7671 d,LAD 
115,Jake Cronenworth ,55,7,2,7,1,0.245,0.325,14,3,0,6,11,0.401,0.726,0.83,0.78,0.87,7868 d,SD 
116,J.D. Martinez ,58,7,3,8,0,0.237,0.309,14,3,0,6,18,0.427,0.736,0.35,0.59,0.11,4339 d,NYM 
117,Geraldo Perdomo ,55,8,1,6,2,0.254,0.334,14,3,0,7,11,0.365,0.699,0.29,0.43,0.15,43732 ,ARI 
118,Michael Toglia ,54,7,3,8,1,0.223,0.296,12,2,0,5,18,0.43,0.726,0.17,0.25,0.09,43991 ,COL 
119,Jesus Sanchez ,52,7,2,7,1,0.252,0.321,13,3,0,5,15,0.431,0.752,0.06,0.1,0.03,6890 d,MIA 
120,Jurickson Profar ,54,8,2,7,1,0.249,0.342,13,3,0,7,10,0.399,0.74,0.92,0.9,0.95,4581 d,SD 
121,Lane Thomas ,45,6,2,6,2,0.243,0.313,11,2,0,4,12,0.407,0.72,0.54,0.65,0.43,8293 d,CLE 
122,Lars Nootbaar ,49,7,2,7,1,0.25,0.345,12,3,0,7,11,0.421,0.766,0.19,0.25,0.13,44339 ,STL 
123,Andrew Vaughn ,59,7,2,8,0,0.247,0.307,15,3,0,4,13,0.415,0.722,0.18,0.27,0.08,22216 ,CWS 
124,Giancarlo Stanton ,46,6,3,8,0,0.23,0.301,11,2,0,5,15,0.47,0.771,0.51,0.73,0.3,3783 d,NYY 
125,Logan O'Hoppe ,50,7,3,7,0,0.245,0.313,12,2,0,4,14,0.451,0.764,0.5,0.65,0.35,43987 ,LAA 
126,Jose Iglesias ,59,7,1,6,1,0.264,0.305,16,3,0,3,10,0.373,0.679,0.04,0.04,0.04,3581 d,NYM 
127,Jose Miranda ,52,6,2,7,0,0.263,0.314,14,3,0,3,9,0.41,0.724,0.16,0.22,0.11,44244 ,MIN 
128,Andrew McCutchen ,50,7,2,7,1,0.24,0.341,12,2,0,7,14,0.411,0.752,0.04,0.06,0.02,3052 d,PIT 
129,MJ Melendez ,50,7,2,7,1,0.235,0.309,12,3,0,5,14,0.427,0.736,0.17,0.3,0.05,10031 ,KC 
130,Cal Raleigh ,56,8,3,9,0,0.212,0.29,12,3,0,6,18,0.42,0.71,0.87,0.91,0.84,8457 d,SEA 
131,Matt Vierling ,52,7,1,6,1,0.261,0.318,14,3,1,4,11,0.407,0.725,0.18,0.26,0.11,10043 ,DET 
132,Pete Crow-Armstrong ,40,6,1,5,3,0.248,0.305,10,2,1,3,11,0.41,0.715,0.36,0.57,0.16,23369 ,CHC 
133,Parker Meadows ,52,7,2,6,2,0.229,0.299,12,2,1,5,14,0.389,0.688,0.11,0.16,0.06,7993 d,DET 
134,Ty France ,49,6,2,7,0,0.271,0.344,13,3,0,4,10,0.431,0.775,0.12,0.16,0.08,8163 d,CIN 
135,Max Muncy ,47,8,3,8,0,0.222,0.343,10,2,0,8,15,0.45,0.793,0.67,0.72,0.61,5207 d,LAD 
136,Dylan Crews ,58,7,2,7,2,0.229,0.291,13,3,0,4,15,0.364,0.655,0.29,0.4,0.19,8269 d,WSH 
137,Adley Rutschman ,51,7,2,7,0,0.263,0.347,13,3,0,6,9,0.436,0.783,0.99,0.98,1.0,8022 d,BAL 
138,Isiah Kiner-Falefa ,60,7,1,6,2,0.259,0.309,15,2,0,4,10,0.35,0.659,0.16,0.22,0.1,7662 d,PIT 
139,Wilyer Abreu ,47,7,2,7,1,0.242,0.325,11,3,0,6,15,0.433,0.758,0.18,0.28,0.08,45630 ,BOS 
140,Willi Castro ,58,8,1,6,2,0.245,0.318,14,3,1,5,15,0.38,0.698,0.48,0.64,0.31,5997 d,MIN 
141,Sal Frelick ,49,6,1,5,2,0.263,0.333,13,2,0,4,8,0.371,0.704,0.08,0.11,0.05,44675 ,MIL 
142,Ryan O'Hearn ,48,7,2,7,0,0.258,0.318,12,2,0,4,10,0.426,0.744,0.32,0.3,0.34,6681 d,BAL 
143,Colt Keith ,52,6,2,6,1,0.257,0.311,13,2,0,4,12,0.407,0.717,0.23,0.32,0.13,43891 ,DET 
144,Jacob Young ,58,7,0,5,4,0.243,0.297,14,3,0,4,12,0.315,0.612,0.11,0.17,0.06,45266 ,WSH 
145,Christopher Morel ,52,7,3,7,1,0.219,0.303,11,2,0,6,16,0.415,0.718,0.46,0.53,0.38,44057 ,TB 
146,Starling Marte ,42,6,1,5,2,0.26,0.319,11,2,0,3,10,0.381,0.7,0.28,0.43,0.14,4377 d,NYM 
147,Charlie Blackmon ,50,7,1,6,1,0.267,0.337,13,3,1,4,9,0.413,0.75,0.06,0.06,0.05,4418 d,COL 
148,Johan Rojas ,44,6,1,4,3,0.249,0.289,11,2,0,2,10,0.365,0.654,0.02,0.03,0.01,44203 ,PHI 
149,Connor Norby ,56,7,2,7,1,0.239,0.296,13,3,0,4,16,0.389,0.686,0.4,0.59,0.21,44734 ,MIA 
150,Corey Seager ,30,5,2,5,0,0.293,0.379,9,2,0,4,6,0.542,0.921,0.96,0.96,0.95,4805 d,TEX 
151,Brendan Donovan ,54,7,1,6,1,0.266,0.342,14,3,0,5,8,0.379,0.722,0.49,0.58,0.39,45005 ,STL 
152,Kerry Carpenter ,47,6,2,7,0,0.249,0.32,12,2,0,4,13,0.439,0.759,0.33,0.55,0.11,45596 ,DET 
153,Orlando Arcia ,64,8,2,8,0,0.238,0.293,15,3,0,5,14,0.38,0.672,0.09,0.1,0.08,4860 d,ATL 
154,Brandon Marsh ,50,7,1,6,2,0.245,0.328,12,2,0,6,18,0.396,0.725,0.13,0.18,0.08,7393 d,PHI 
155,Jake Fraley ,43,6,1,5,2,0.245,0.325,11,2,0,4,10,0.374,0.699,0.06,0.11,0.02,8083 d,CIN 
156,Miguel Rojas ,53,6,1,6,1,0.258,0.307,14,3,0,3,7,0.366,0.673,0.03,0.05,0.02,5504 d,LAD 
157,Kyle Isbel ,49,7,1,5,2,0.239,0.297,12,2,1,4,11,0.38,0.676,0.0,0.0,0.0,8285 d,KC 
158,Luke Raley ,42,6,2,6,1,0.226,0.305,10,2,0,3,15,0.413,0.718,0.07,0.12,0.03,8040 d,SEA 
159,Joc Pederson ,42,7,2,7,0,0.25,0.352,10,2,0,6,11,0.452,0.804,0.3,0.44,0.15,4769 d,ARI 
160,Jorge Polanco ,59,7,2,8,1,0.224,0.311,13,2,0,7,18,0.384,0.695,0.14,0.24,0.04,5354 d,SEA 
161,Nolan Schanuel ,57,8,1,6,1,0.249,0.348,14,2,0,8,12,0.371,0.719,0.06,0.07,0.04,47177 ,LAA 
162,Joey Ortiz ,57,7,1,7,1,0.252,0.319,14,3,1,5,13,0.391,0.71,0.1,0.14,0.07,45567 ,MIL 
163,Carlos Correa ,37,6,2,5,0,0.268,0.339,10,2,0,4,8,0.461,0.8,0.66,0.73,0.58,4673 d,MIN 
