VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,98.7,127,7,0,3.22,1.15,35,76,33,11,17,17,5,0,0.5,0.0,1.0,7354,LAA 
2,Spencer Strider ,100.0,146,8,0,3.15,1.15,35,75,36,11,17,17,4,0,0.99,0.99,1.0,44282,ATL 
3,Gerrit Cole ,114.7,135,8,0,3.45,1.14,44,96,32,15,19,19,5,1,0.99,0.99,1.0,4656,NYY 
4,Luis Castillo ,116.5,125,8,0,3.23,1.18,42,97,36,11,20,20,5,0,0.99,0.99,1.0,3679,SEA 
5,Kevin Gausman ,108.2,128,8,0,3.36,1.13,40,95,24,13,18,18,5,0,0.99,0.99,1.0,4671,TOR 
6,Clayton Kershaw ,104.2,116,9,0,3.27,1.14,38,92,24,13,18,18,5,0,0.99,0.99,0.98,3215,LAD 
7,Zack Wheeler ,113.2,118,8,0,3.37,1.17,42,100,27,11,18,18,5,0,0.98,0.98,0.98,4603,PHI 
8,Justin Verlander ,103.8,109,8,0,3.32,1.13,38,88,26,14,17,17,5,0,0.99,0.98,0.99,3623,NYM 
9,Max Scherzer ,103.7,121,7,0,3.37,1.12,39,87,24,14,17,17,5,0,0.99,0.99,1.0,3744,NYM 
10,Aaron Nola ,119.3,126,8,0,3.68,1.16,49,106,27,15,19,19,6,0,0.98,0.98,0.99,5682,PHI 
11,Shane McClanahan ,102.3,116,8,0,3.30,1.17,38,86,31,11,18,18,5,0,0.99,0.99,1.0,7487,TB 
12,Framber Valdez ,119.0,118,9,0,3.19,1.28,42,106,40,9,19,19,5,1,0.99,0.99,1.0,7627,HOU 
13,Sandy Alcantara ,124.3,114,7,0,3.47,1.19,48,110,33,13,19,19,7,2,0.97,0.97,0.97,7109,MIA 
14,Corbin Burnes ,109.3,124,7,0,3.39,1.18,41,91,33,12,18,18,5,0,0.99,0.99,1.0,7251,MIL 
15,Zac Gallen ,109.3,116,7,0,3.44,1.19,42,94,32,12,18,18,5,0,0.99,0.99,1.0,7245,ARI 
16,Shane Bieber ,119.8,112,8,0,3.64,1.21,49,113,29,15,19,19,6,1,0.99,0.98,1.0,7178,CLE 
