VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
2,Spencer Strider ,160.1,227,13,0,3.26,1.12,58,120,52,18,28,28,6,0,0.99,0.99,1.0,44282 ,ATL 
3,Kevin Gausman ,177.5,205,12,0,3.50,1.17,69,157,46,22,30,30,8,0,0.99,0.99,0.99,4671 d,TOR 
4,Zack Wheeler ,184.6,189,12,0,3.50,1.18,72,164,46,20,31,31,8,0,0.99,0.99,1.0,4603 d,PHI 
5,Corbin Burnes ,182.4,197,12,0,3.55,1.20,72,156,55,20,30,30,8,0,0.99,0.99,1.0,7251 d,BAL 
6,Pablo Lopez ,180.3,199,11,0,3.56,1.19,71,159,48,21,30,30,9,0,0.99,0.99,1.0,7289 d,MIN 
7,Luis Castillo ,183.0,194,12,0,3.58,1.21,73,159,56,22,31,31,9,0,0.99,0.99,0.99,3679 d,SEA 
8,George Kirby ,178.1,166,12,0,3.63,1.16,72,170,30,22,31,31,9,0,0.99,0.99,0.99,20405 ,SEA 
9,Logan Webb ,186.1,166,12,0,3.47,1.23,72,181,42,16,30,30,9,0,0.99,0.99,0.99,8146 d,SF 
10,Tarik Skubal ,149.2,172,10,0,3.40,1.15,56,127,39,17,28,28,8,0,0.99,0.99,0.99,43633 ,DET 
11,Aaron Nola ,184.1,190,12,0,3.88,1.18,79,170,41,25,31,31,9,0,0.99,0.99,0.99,5682 d,PHI 
12,Max Fried ,166.1,160,13,0,3.42,1.23,63,156,43,16,29,29,7,0,0.98,0.99,0.98,4729 d,ATL 
13,Yoshinobu Yamamoto ,161.7,169,12,0,3.74,1.15,67,139,41,21,27,27,7,0,0.99,0.99,0.99,48250 ,LAD 
14,Framber Valdez ,182.8,180,13,0,3.41,1.29,69,164,62,15,29,29,8,0,0.99,0.99,0.99,7627 d,HOU 
15,Zach Eflin ,164.4,160,11,0,3.61,1.16,66,154,30,20,29,29,9,0,0.96,0.98,0.94,6146 d,TB 
16,Zac Gallen ,183.1,184,12,0,3.76,1.24,77,167,52,22,31,31,9,0,0.99,0.99,1.0,7245 d,ARI 
17,Freddy Peralta ,157.9,190,10,0,3.65,1.20,64,127,55,20,28,28,9,0,0.99,0.99,0.99,7274 d,MIL 
