VBR,Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,126,26,9,25,7,0.284,0.388,36,7,1,18,34,0.581,0.969,1.0,0.0,1.0,7354 d,LAD 
2,Bobby Witt Jr. ,134,24,6,21,8,0.297,0.349,40,8,2,10,25,0.528,0.877,0.99,0.99,1.0,6810 d,KC 
3,Aaron Judge ,119,25,11,27,1,0.285,0.416,34,6,0,24,37,0.61,1.026,0.99,0.99,1.0,4955 d,NYY 
4,Yordan Alvarez ,119,22,9,24,1,0.305,0.407,36,7,1,17,24,0.596,1.003,0.99,0.99,1.0,6461 d,HOU 
5,Jose Ramirez ,135,22,7,23,7,0.275,0.357,37,8,1,14,18,0.508,0.866,0.99,0.99,1.0,5288 d,CLE 
6,Juan Soto ,117,25,8,22,2,0.286,0.429,33,6,1,27,23,0.563,0.992,0.99,0.99,1.0,6906 d,NYY 
7,Vladimir Guerrero Jr. ,128,20,7,22,1,0.294,0.373,38,8,0,14,21,0.525,0.898,0.99,0.99,1.0,6050 d,TOR 
8,Trea Turner ,136,21,5,18,6,0.284,0.333,39,8,1,9,28,0.463,0.796,0.99,0.99,0.99,5828 d,PHI 
9,Rafael Devers ,130,21,8,24,1,0.278,0.366,36,8,1,15,31,0.531,0.897,0.99,0.99,0.99,5175 d,BOS 
10,Gunnar Henderson ,128,23,7,21,3,0.274,0.356,35,7,2,15,34,0.515,0.871,0.99,0.99,1.0,23372 ,BAL 
11,Elly De La Cruz ,129,21,5,17,12,0.248,0.323,32,7,2,13,44,0.45,0.773,0.99,0.99,0.99,44884 ,CIN 
12,Mookie Betts ,123,23,6,20,3,0.289,0.38,35,8,1,17,20,0.517,0.897,0.99,0.99,1.0,4921 d,LAD 
13,Bryce Harper ,121,21,7,21,3,0.277,0.389,33,7,0,19,30,0.511,0.9,0.99,0.99,1.0,4293 d,PHI 
