VBR,Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,224,45,16,43,10,0.285,0.391,64,12,2,33,60,0.579,0.97,1.0,0.0,1.0,7354 d,LAD 
2,Bobby Witt Jr. ,248,42,12,37,17,0.289,0.34,72,14,4,17,47,0.516,0.856,0.99,0.99,1.0,6810 d,KC 
3,Aaron Judge ,218,44,19,48,3,0.276,0.401,60,10,0,41,69,0.592,0.993,0.99,0.99,1.0,4955 d,NYY 
4,Yordan Alvarez ,216,39,15,44,1,0.297,0.398,64,13,1,30,45,0.58,0.978,0.99,0.99,1.0,6461 d,HOU 
5,Jose Ramirez ,245,39,12,41,11,0.274,0.357,67,15,2,26,33,0.499,0.857,0.99,0.99,1.0,5288 d,CLE 
6,Juan Soto ,212,43,14,40,4,0.282,0.423,60,10,1,49,43,0.546,0.969,0.99,0.99,1.0,6906 d,NYY 
7,Rafael Devers ,240,39,15,44,2,0.28,0.365,67,14,1,26,55,0.534,0.899,0.99,0.99,0.99,5175 d,BOS 
8,Freddie Freeman ,231,40,10,38,5,0.297,0.394,68,15,1,31,42,0.499,0.893,0.99,0.99,1.0,3365 d,LAD 
9,Trea Turner ,240,38,9,33,11,0.288,0.339,69,14,1,17,50,0.471,0.81,0.99,0.99,0.99,5828 d,PHI 
10,Gunnar Henderson ,241,43,13,37,7,0.267,0.35,64,12,3,28,66,0.505,0.855,0.99,0.99,1.0,23372 ,BAL 
11,Julio Rodriguez ,237,35,11,34,13,0.274,0.337,65,12,1,18,63,0.469,0.806,0.97,0.99,0.95,43685 ,SEA 
12,Bryce Harper ,215,38,12,39,5,0.282,0.398,61,14,1,36,54,0.518,0.915,0.99,0.99,1.0,4293 d,PHI 
13,Elly De La Cruz ,228,37,10,31,20,0.248,0.321,57,12,3,23,79,0.448,0.769,0.99,0.99,0.99,44884 ,CIN 
14,Austin Riley ,245,39,14,41,1,0.275,0.347,67,13,1,23,65,0.508,0.855,0.97,0.99,0.95,6022 d,ATL 
15,Kyle Tucker ,197,35,12,35,8,0.276,0.369,54,11,1,27,34,0.525,0.895,0.99,0.99,1.0,6006 d,HOU 
16,Vladimir Guerrero Jr. ,237,36,12,39,2,0.284,0.364,67,13,0,26,41,0.496,0.86,0.99,0.99,0.99,6050 d,TOR 
17,Francisco Lindor ,245,39,11,35,10,0.254,0.33,62,13,1,25,51,0.452,0.782,0.99,0.99,0.98,4569 d,NYM 
18,Marcell Ozuna ,233,35,15,41,0,0.265,0.339,62,11,0,24,60,0.505,0.844,0.98,0.98,0.98,4726 d,ATL 
19,Luis Robert Jr. ,224,33,12,35,9,0.258,0.317,58,12,1,15,65,0.481,0.798,0.89,0.96,0.82,6935 d,CWS 
20,Matt Olson ,237,38,14,42,0,0.256,0.356,61,12,1,33,65,0.498,0.855,0.98,0.99,0.97,5718 d,ATL 
21,Pete Alonso ,238,36,15,43,2,0.245,0.338,58,11,0,26,57,0.489,0.826,0.98,0.99,0.98,6960 d,NYM 
22,Ketel Marte ,233,37,10,34,3,0.28,0.358,65,14,2,26,45,0.481,0.839,0.99,0.98,1.0,5179 d,ARI 
23,Royce Lewis ,220,34,12,36,5,0.264,0.325,58,12,1,19,55,0.491,0.816,0.87,0.93,0.82,6967 d,MIN 
24,Corey Seager ,202,33,12,34,1,0.286,0.373,58,12,0,23,37,0.523,0.896,0.99,0.99,0.98,4805 d,TEX 
25,Josh Naylor ,228,32,11,39,3,0.271,0.342,62,13,0,20,39,0.482,0.824,0.95,0.95,0.95,6054 d,CLE 
26,Jose Altuve ,236,38,9,30,7,0.274,0.343,64,13,1,22,44,0.451,0.794,0.99,0.99,1.0,4334 d,HOU 
27,Corbin Carroll ,220,37,7,27,15,0.259,0.34,57,11,4,24,48,0.435,0.775,0.95,0.97,0.94,23993 ,ARI 
28,Christian Yelich ,216,35,8,29,11,0.27,0.372,58,11,1,32,54,0.438,0.809,0.98,0.98,0.97,4596 d,MIL 
29,Ozzie Albies ,244,37,9,34,5,0.269,0.326,66,15,1,18,43,0.457,0.783,0.98,0.99,0.98,5980 d,ATL 
30,Jazz Chisholm Jr. ,227,34,10,30,13,0.247,0.317,56,9,2,21,67,0.436,0.754,0.85,0.97,0.73,8449 d,MIA 
31,Christian Walker ,234,34,12,39,3,0.256,0.339,60,12,1,26,58,0.47,0.808,0.97,0.98,0.95,4905 d,ARI 
32,Bryan Reynolds ,234,35,10,34,3,0.272,0.348,64,12,2,24,55,0.468,0.816,0.97,0.97,0.97,6818 d,PIT 
33,Jarren Duran ,237,36,6,27,13,0.266,0.326,63,14,4,20,62,0.441,0.768,0.94,0.94,0.93,10054 ,BOS 
34,Marcus Semien ,250,39,10,33,5,0.257,0.325,64,13,1,24,42,0.44,0.765,0.99,0.98,1.0,4544 d,TEX 
35,Teoscar Hernandez ,223,32,12,37,3,0.261,0.316,58,11,1,16,68,0.475,0.792,0.95,0.97,0.92,4846 d,LAD 
36,Bo Bichette ,240,32,8,32,5,0.279,0.324,67,14,1,15,49,0.439,0.763,0.78,0.86,0.7,6808 d,TOR 
37,CJ Abrams ,231,34,7,27,14,0.257,0.316,59,12,2,15,47,0.425,0.741,0.96,0.98,0.93,19879 ,WSH 
38,Kyle Schwarber ,222,40,15,38,2,0.225,0.351,50,8,0,40,76,0.474,0.825,0.98,0.98,0.98,5686 d,PHI 
39,Manny Machado ,225,32,11,36,3,0.263,0.332,59,11,0,21,48,0.453,0.785,0.96,0.98,0.94,3778 d,SD 
40,Randy Arozarena ,227,34,9,31,11,0.247,0.338,56,12,1,26,63,0.429,0.767,0.83,0.94,0.71,6962 d,TB 
41,Lane Thomas ,232,33,8,30,11,0.249,0.311,58,12,2,19,60,0.422,0.733,0.76,0.91,0.61,8293 d,WSH 
