VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,95.2,113,7,0,3.21,1.16,34,74,31,11,18,18,4,0,1.0,0.0,1.0,7354 d,LAD 
2,Paul Skenes ,136.1,160,10,0,2.87,1.09,43,109,35,12,24,24,6,0,0.99,0.99,1.0,47239 ,PIT 
3,Cristopher Sanchez ,142.9,144,10,0,3.09,1.18,49,128,37,12,24,24,6,0,0.99,0.99,1.0,39312 ,PHI 
4,Jacob deGrom ,121.2,140,8,0,3.36,1.08,45,98,29,16,21,21,6,0,0.99,0.99,0.99,4850 d,TEX 
5,Chris Sale ,124.5,150,9,0,3.24,1.17,45,104,35,13,21,21,5,0,0.99,0.99,1.0,3207 d,ATL 
6,Tarik Skubal ,95.5,114,7,0,2.74,1.03,29,75,20,9,16,16,3,0,0.99,0.99,0.98,43633 ,DET 
7,Garrett Crochet ,112.7,136,8,0,3.15,1.14,39,94,31,12,19,19,5,0,0.98,0.99,0.98,43886 ,BOS 
8,Bryan Woo ,131.2,130,9,0,3.60,1.13,52,114,29,17,22,22,7,0,0.98,0.98,0.98,47011 ,SEA 
9,Zack Wheeler ,125.1,137,9,0,3.37,1.17,47,105,35,14,21,21,5,0,0.95,0.95,0.96,4603 d,PHI 
10,Jesus Luzardo ,136.3,154,9,0,3.55,1.21,54,118,43,16,24,24,7,0,0.93,0.96,0.9,6889 d,PHI 
11,Dylan Cease ,128.3,158,9,0,3.42,1.23,49,103,51,14,23,23,6,0,0.99,0.99,0.99,6848 d,TOR 
12,Logan Gilbert ,118.7,129,8,0,3.54,1.13,47,102,29,16,21,21,6,0,0.97,0.98,0.96,7453 d,SEA 
13,Yoshinobu Yamamoto ,113.8,121,9,0,3.43,1.17,43,95,34,12,19,19,5,0,0.99,0.99,1.0,48250 ,LAD 
14,George Kirby ,127.3,120,9,0,3.62,1.19,51,119,27,15,22,22,7,0,0.99,0.99,0.98,20405 ,SEA 
