VBR,Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,74,15,5,14,3,0.285,0.402,21,4,1,12,21,0.575,0.977,1.0,0.0,1.0,7354 d,LAD 
2,Bobby Witt Jr. ,76,13,3,11,5,0.292,0.363,22,5,1,7,14,0.509,0.872,0.99,0.99,1.0,6810 d,KC 
3,Fernando Tatis Jr. ,77,13,4,11,4,0.277,0.361,21,4,0,9,17,0.471,0.832,0.99,0.99,1.0,6853 d,SD 
4,Yordan Alvarez ,67,13,5,13,0,0.3,0.421,20,4,0,11,14,0.575,0.996,0.99,0.99,1.0,6461 d,HOU 
5,Juan Soto ,67,13,5,12,2,0.273,0.414,18,3,0,15,13,0.534,0.947,0.99,0.99,1.0,6906 d,NYM 
6,Ronald Acuna Jr. ,71,13,4,10,4,0.268,0.373,19,3,0,11,18,0.472,0.846,0.98,0.99,0.98,6966 d,ATL 
7,Julio Rodriguez ,77,12,4,12,3,0.27,0.333,21,4,0,6,18,0.46,0.794,0.97,0.99,0.95,43685 ,SEA 
8,Junior Caminero ,78,12,5,14,1,0.268,0.342,21,3,0,8,16,0.509,0.851,0.99,0.99,1.0,45016 ,TB 
9,Pete Crow-Armstrong ,74,13,4,11,4,0.261,0.332,19,4,1,7,21,0.496,0.827,0.99,0.99,1.0,23369 ,CHC 
10,Freddie Freeman ,76,12,3,12,1,0.287,0.375,22,5,0,9,15,0.47,0.845,0.98,0.99,0.97,3365 d,LAD 
11,Jose Ramirez ,72,11,3,11,4,0.268,0.362,19,4,0,9,10,0.454,0.816,0.99,0.99,0.99,5288 d,CLE 
12,Elly De La Cruz ,76,12,3,10,4,0.262,0.339,20,4,1,9,24,0.465,0.803,0.99,0.99,0.98,44884 ,CIN 
13,Corbin Carroll ,70,13,3,10,4,0.256,0.347,18,4,2,9,17,0.487,0.835,0.99,0.99,1.0,23993 ,ARI 
14,James Wood ,67,12,4,11,2,0.263,0.377,18,4,0,11,23,0.493,0.87,0.99,0.99,0.99,44720 ,WSH 
15,Kyle Schwarber ,75,13,6,14,1,0.23,0.357,17,3,0,14,27,0.499,0.856,0.99,0.99,1.0,5686 d,PHI 
16,Vladimir Guerrero Jr. ,72,11,3,12,1,0.291,0.382,21,4,0,9,11,0.476,0.858,0.93,0.95,0.91,6050 d,TOR 
17,Bryce Harper ,71,12,4,12,1,0.27,0.38,19,4,0,12,18,0.49,0.87,0.99,0.99,0.99,4293 d,PHI 
18,Sal Stewart ,77,11,4,12,2,0.261,0.334,20,4,0,8,19,0.468,0.802,0.96,0.95,0.96,46342 ,CIN 
19,Jackson Chourio ,75,11,3,11,3,0.265,0.322,20,4,0,6,18,0.45,0.772,0.98,0.99,0.96,44592 ,MIL 
20,CJ Abrams ,71,11,3,10,4,0.255,0.327,18,4,0,6,17,0.444,0.77,0.98,0.98,0.98,19879 ,WSH 
21,Randy Arozarena ,70,12,3,10,3,0.252,0.349,18,4,0,8,19,0.437,0.786,0.96,0.98,0.94,6962 d,SEA 
22,Manny Machado ,77,11,4,12,1,0.257,0.33,20,4,0,8,17,0.45,0.779,0.95,0.97,0.93,3778 d,SD 
23,Jake McCarthy ,67,10,2,8,4,0.276,0.326,19,3,1,5,12,0.429,0.756,0.76,0.78,0.74,8273 d,COL 
24,Jackson Merrill ,79,11,3,11,2,0.262,0.317,21,4,1,6,19,0.451,0.767,0.92,0.97,0.86,44756 ,SD 
25,Michael Harris II ,78,10,3,11,2,0.27,0.308,21,4,0,4,16,0.444,0.752,0.94,0.96,0.91,43924 ,ATL 
26,Otto Lopez ,74,10,2,9,3,0.281,0.33,21,4,1,5,12,0.414,0.745,0.93,0.93,0.94,10618 ,MIA 
27,Trea Turner ,78,12,2,9,3,0.263,0.318,21,4,0,6,17,0.405,0.723,0.9,0.97,0.83,5828 d,PHI 
28,Ketel Marte ,69,11,3,11,1,0.272,0.357,19,4,0,8,12,0.474,0.831,0.97,0.95,0.99,5179 d,ARI 
29,Cody Bellinger ,73,11,3,11,2,0.263,0.333,19,4,0,8,13,0.444,0.777,0.97,0.97,0.96,6045 d,NYY 
30,Gunnar Henderson ,73,12,3,10,2,0.256,0.338,19,4,1,8,18,0.454,0.792,0.96,0.98,0.94,23372 ,BAL 
