VBR,Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
1,Aaron Judge ,46,10,4,11,1,0.291,0.431,13,2,0,9,14,0.617,1.048,0.99,0.99,1.0,4955 d,NYY 
2,Shohei Ohtani ,48,10,4,9,2,0.275,0.384,13,2,0,7,13,0.573,0.958,1.0,0.0,1.0,7354 d,LAD 
3,Bobby Witt Jr. ,46,8,2,7,3,0.299,0.367,14,3,1,4,9,0.529,0.896,0.99,0.99,1.0,6810 d,KC 
4,Vladimir Guerrero Jr. ,49,8,2,9,0,0.3,0.393,15,3,0,6,8,0.514,0.907,0.99,0.99,1.0,6050 d,TOR 
5,Jose Ramirez ,49,8,2,8,3,0.272,0.353,13,3,0,5,6,0.472,0.825,0.99,0.99,1.0,5288 d,CLE 
6,Elly De La Cruz ,51,8,2,7,4,0.267,0.338,13,3,1,5,15,0.472,0.81,0.99,0.99,1.0,44884 ,CIN 
7,Freddie Freeman ,49,8,2,8,1,0.289,0.383,14,3,0,6,10,0.482,0.865,0.99,0.99,1.0,3365 d,LAD 
8,Ronald Acuna Jr. ,43,8,2,7,2,0.279,0.389,12,2,0,7,10,0.491,0.88,0.98,0.98,0.98,6966 d,ATL 
9,Juan Soto ,41,8,3,8,1,0.273,0.419,11,2,0,10,9,0.54,0.958,0.99,0.99,1.0,6906 d,NYM 
10,Brent Rooker ,45,7,3,8,1,0.276,0.359,12,2,0,5,13,0.519,0.878,0.96,0.98,0.93,7318 d,ATH 
11,Corbin Carroll ,43,8,2,6,3,0.256,0.345,11,2,1,5,11,0.488,0.833,0.99,0.99,1.0,23993 ,ARI 
12,Pete Crow-Armstrong ,47,7,2,7,3,0.247,0.3,12,2,0,3,13,0.436,0.736,0.95,0.96,0.94,23369 ,CHC 
13,Jazz Chisholm Jr. ,44,7,2,7,3,0.24,0.32,11,2,0,5,13,0.444,0.764,0.97,0.98,0.95,8449 d,NYY 
14,Francisco Lindor ,47,8,2,7,2,0.249,0.328,12,2,0,5,10,0.432,0.76,0.99,0.99,1.0,4569 d,NYM 
15,Yordan Alvarez ,39,7,3,7,0,0.296,0.405,11,2,0,6,8,0.555,0.96,0.95,0.97,0.93,6461 d,HOU 
16,Bryce Harper ,43,7,2,7,1,0.275,0.373,12,3,0,6,11,0.492,0.864,0.99,0.99,1.0,4293 d,PHI 
17,Kyle Schwarber ,42,8,3,8,1,0.236,0.363,10,2,0,8,14,0.508,0.871,0.99,0.99,0.99,5686 d,PHI 
18,Gunnar Henderson ,48,8,2,7,2,0.262,0.348,12,2,0,6,12,0.467,0.815,0.98,0.99,0.96,23372 ,BAL 
19,James Wood ,45,7,2,6,2,0.26,0.352,12,3,0,6,15,0.456,0.808,0.95,0.98,0.93,44720 ,WSH 
20,Byron Buxton ,43,7,3,7,1,0.258,0.333,11,2,0,4,13,0.514,0.847,0.89,0.92,0.85,4672 d,MIN 
21,Mookie Betts ,49,8,2,7,1,0.269,0.35,13,3,0,6,6,0.458,0.808,0.99,0.99,1.0,4921 d,LAD 
22,Junior Caminero ,51,7,3,9,0,0.264,0.309,13,2,0,3,11,0.502,0.811,0.96,0.97,0.95,45016 ,TB 
