VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
2,Zack Wheeler ,111.0,115,8,0,3.43,1.18,42,97,29,12,18,18,5,0,0.99,0.99,1.0,4603 d,PHI 
3,Tarik Skubal ,91.5,107,6,0,3.08,1.10,31,75,22,9,16,16,5,0,0.99,0.99,1.0,43633 ,DET 
4,Tyler Glasnow ,89.4,115,7,0,3.26,1.10,32,70,27,11,15,15,4,0,0.99,0.99,1.0,4587 d,LAD 
5,George Kirby ,103.1,97,7,0,3.50,1.13,40,97,15,12,18,18,5,0,0.98,0.98,0.97,20405 ,SEA 
6,Corbin Burnes ,109.5,114,7,0,3.50,1.19,43,93,32,11,18,18,5,0,0.99,0.99,1.0,7251 d,BAL 
7,Chris Sale ,92.7,113,7,0,3.34,1.16,34,79,24,11,17,17,4,0,0.97,0.97,0.98,3207 d,ATL 
8,Kevin Gausman ,107.1,116,7,0,3.60,1.19,43,98,27,13,18,18,5,0,0.95,0.97,0.94,4671 d,TOR 
9,Logan Webb ,110.2,96,7,0,3.37,1.22,41,107,24,8,18,18,5,0,0.98,0.98,0.98,8146 d,SF 
10,Joe Ryan ,98.0,110,7,0,3.72,1.13,41,83,23,14,17,17,5,0,0.97,0.97,0.97,43688 ,MIN 
11,Max Fried ,104.1,98,8,0,3.37,1.24,39,98,28,9,18,18,5,0,0.98,0.98,0.98,4729 d,ATL 
12,Pablo Lopez ,103.8,113,7,0,3.61,1.19,42,92,27,12,18,18,5,0,0.94,0.95,0.92,7289 d,MIN 
13,Luis Castillo ,106.0,109,7,0,3.57,1.20,42,93,31,13,18,18,5,0,0.99,0.99,0.99,3679 d,SEA 
14,Logan Gilbert ,104.7,103,7,0,3.68,1.17,43,96,25,13,18,18,5,0,0.98,0.98,0.99,7453 d,SEA 
15,Sonny Gray ,99.5,102,7,0,3.44,1.23,38,87,31,10,17,17,5,0,0.95,0.96,0.94,4755 d,STL 
16,Aaron Nola ,110.9,111,7,0,3.89,1.19,48,103,25,15,18,18,6,0,0.99,0.99,0.99,5682 d,PHI 
17,Freddy Peralta ,93.2,113,6,0,3.57,1.19,37,74,32,12,16,16,5,0,0.97,0.97,0.96,7274 d,MIL 
18,Framber Valdez ,106.2,97,8,0,3.47,1.30,41,98,34,9,17,17,5,0,0.94,0.96,0.92,7627 d,HOU 
19,Dylan Cease ,96.3,116,6,0,3.57,1.24,38,78,37,11,17,17,5,0,0.98,0.98,0.99,6848 d,SD 
20,Garrett Crochet ,77.4,98,5,0,3.32,1.19,29,61,28,9,19,13,5,0,0.89,0.9,0.88,43886 ,CWS 
21,Carlos Rodon ,91.3,101,7,0,3.92,1.21,40,78,28,13,17,17,5,0,0.9,0.92,0.87,5674 d,NYY 
22,Shota Imanaga ,93.7,95,6,0,3.75,1.21,39,87,24,12,16,16,5,0,0.96,0.96,0.97,6979 d,CHC 
23,Yoshinobu Yamamoto ,70.8,75,6,0,3.44,1.13,27,61,17,8,12,12,3,0,0.99,0.99,0.99,48250 ,LAD 
24,Zach Eflin ,88.9,78,6,0,3.71,1.17,37,87,14,11,15,15,5,0,0.83,0.91,0.75,6146 d,TB 
25,Gerrit Cole ,78.2,86,5,0,3.59,1.15,31,68,20,11,13,13,3,0,0.95,0.95,0.95,4656 d,NYY 
26,Zac Gallen ,91.4,91,6,0,3.70,1.24,38,84,25,11,15,15,5,0,0.97,0.98,0.97,7245 d,ARI 
27,Cole Ragans ,92.2,100,6,0,3.63,1.28,37,81,35,10,16,16,5,0,0.96,0.97,0.96,6834 d,KC 
28,Paul Skenes ,75.0,87,4,0,3.39,1.17,28,62,24,8,14,14,4,0,0.93,0.93,0.94,47239 ,PIT 
29,Tanner Bibee ,91.5,93,6,0,3.79,1.24,39,83,27,12,16,16,5,0,0.85,0.92,0.78,45056 ,CLE 
30,Chris Bassitt ,109.7,100,7,0,3.95,1.31,48,103,34,13,18,18,6,0,0.8,0.88,0.72,5554 d,TOR 
31,Ranger Suarez ,94.2,87,6,0,3.63,1.30,38,88,31,10,16,16,5,0,0.96,0.95,0.98,7247 d,PHI 
32,Michael King ,87.1,97,6,0,3.77,1.28,36,76,32,11,23,14,5,0,0.83,0.91,0.75,8489 d,SD 
33,Justin Steele ,93.5,88,6,0,3.73,1.29,39,89,27,10,16,16,5,0,0.87,0.91,0.83,8158 d,CHC 
