VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,12.8,15,1,0,3.42,1.18,5,10,4,2,2,2,1,0,1.0,0.0,1.0,7354 d,LAD 
2,Tarik Skubal ,21.6,27,2,0,2.79,1.03,7,17,4,2,4,4,1,0,0.99,0.99,1.0,43633 ,DET 
3,Logan Gilbert ,22.0,25,2,0,3.31,1.08,8,18,5,3,4,4,1,0,0.97,0.98,0.96,7453 d,SEA 
4,Chris Sale ,21.1,26,2,0,3.20,1.16,8,18,6,2,4,4,1,0,0.96,0.97,0.96,3207 d,ATL 
5,Garrett Crochet ,19.8,25,2,0,3.16,1.15,7,17,6,2,4,4,1,0,0.99,0.99,1.0,43886 ,BOS 
6,Logan Webb ,23.4,22,2,0,3.23,1.20,8,22,5,2,4,4,1,0,0.99,0.99,0.99,8146 d,SF 
7,Paul Skenes ,19.9,24,1,0,2.87,1.11,6,16,5,2,3,3,1,0,0.99,0.99,1.0,47239 ,PIT 
8,Yoshinobu Yamamoto ,20.7,23,2,0,3.30,1.16,8,17,6,2,4,4,1,0,0.99,0.99,0.99,48250 ,LAD 
9,George Kirby ,21.9,21,2,0,3.43,1.14,8,20,4,3,4,4,1,0,0.88,0.93,0.82,20405 ,SEA 
10,Max Fried ,22.7,21,2,0,3.30,1.21,8,20,6,2,4,4,1,0,0.99,0.98,0.99,4729 d,NYY 
11,Cristopher Sanchez ,22.1,21,2,0,3.32,1.23,8,20,6,2,4,4,1,0,0.95,0.94,0.97,39312 ,PHI 
12,Jacob deGrom ,17.7,21,1,0,3.35,1.08,7,14,4,2,3,3,1,0,0.99,0.99,0.98,4850 d,TEX 
13,Framber Valdez ,22.3,22,2,0,3.42,1.28,8,20,8,2,4,4,1,0,0.97,0.98,0.97,7627 d,HOU 
14,Joe Ryan ,20.7,23,1,0,3.66,1.13,8,18,5,3,4,4,1,0,0.97,0.97,0.97,43688 ,MIN 
15,Hunter Brown ,20.6,23,2,0,3.62,1.26,8,18,7,2,4,4,1,0,0.99,0.98,0.99,44176 ,HOU 
16,Bryan Woo ,19.9,20,1,0,3.52,1.13,8,17,4,3,4,4,1,0,0.96,0.96,0.96,47011 ,SEA 
17,Blake Snell ,19.7,24,2,0,3.64,1.27,8,16,9,2,4,4,1,0,0.92,0.96,0.88,5835 d,LAD 
18,Edwin Diaz ,7.4,10,1,4,2.46,1.11,2,5,3,1,8,0,0,0,0.97,0.98,0.96,5996 d,NYM 
19,Sonny Gray ,20.3,22,1,0,3.56,1.18,8,18,5,2,4,4,1,0,0.94,0.94,0.94,4755 d,STL 
20,Hunter Greene ,20.8,25,1,0,3.77,1.18,9,16,7,3,4,4,1,0,0.96,0.96,0.95,6871 d,CIN 
21,Ranger Suarez ,20.8,19,2,0,3.68,1.27,9,20,6,2,4,4,1,0,0.85,0.87,0.83,7247 d,PHI 
