VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,80.1,94,6,0,3.20,1.16,29,62,27,9,15,15,3,0,1.0,0.0,1.0,7354 d,LAD 
2,Paul Skenes ,114.3,134,8,0,2.89,1.10,37,92,29,10,20,20,5,0,0.99,0.99,1.0,47239 ,PIT 
3,Cristopher Sanchez ,121.7,125,8,0,2.99,1.16,40,108,30,10,20,20,5,0,0.99,0.99,1.0,39312 ,PHI 
4,Tarik Skubal ,89.8,107,7,0,2.75,1.03,27,70,19,8,15,15,3,0,0.99,0.99,0.98,43633 ,DET 
5,Chris Sale ,104.7,126,8,0,3.21,1.17,37,87,29,11,18,18,4,0,0.99,0.99,1.0,3207 d,ATL 
6,Bryan Woo ,111.1,111,8,0,3.50,1.12,43,96,24,14,19,19,5,0,0.99,0.99,0.99,47011 ,SEA 
7,Jacob deGrom ,101.7,117,7,0,3.48,1.08,39,83,24,14,18,18,5,0,0.98,0.99,0.98,4850 d,TEX 
8,Jesus Luzardo ,115.1,128,8,0,3.54,1.22,45,100,36,13,20,20,6,0,0.95,0.97,0.92,6889 d,PHI 
9,Zack Wheeler ,105.1,115,7,0,3.42,1.16,40,89,29,12,18,18,5,0,0.97,0.96,0.97,4603 d,PHI 
10,Dylan Cease ,103.6,128,7,0,3.45,1.23,40,83,41,11,18,18,5,0,0.98,0.98,0.99,6848 d,TOR 
11,Logan Webb ,115.8,105,8,0,3.42,1.26,44,112,30,9,19,19,6,0,0.93,0.96,0.9,8146 d,SF 
12,Jacob Misiorowski ,101.9,132,7,0,3.38,1.26,38,77,44,11,22,18,5,0,0.98,0.98,0.99,46366 ,MIL 
13,Yoshinobu Yamamoto ,95.8,102,7,0,3.40,1.17,36,81,28,10,16,16,4,0,0.99,0.99,1.0,48250 ,LAD 
14,Joe Ryan ,100.5,110,7,0,3.70,1.15,41,86,24,14,18,18,5,0,0.98,0.99,0.97,43688 ,MIN 
15,Logan Gilbert ,100.8,110,6,0,3.60,1.15,40,87,25,14,18,18,5,0,0.97,0.98,0.97,7453 d,SEA 
16,Mason Miller ,40.0,66,3,20,2.19,1.00,10,22,16,3,42,0,1,0,0.99,0.99,1.0,45221 ,SD 
17,Hunter Brown ,97.4,109,7,0,3.38,1.23,37,82,34,10,17,17,5,0,0.94,0.96,0.92,44176 ,HOU 
18,George Kirby ,107.7,101,7,0,3.67,1.19,44,102,23,13,19,19,6,0,0.96,0.97,0.94,20405 ,SEA 
19,Garrett Crochet ,79.4,95,6,0,3.13,1.15,28,66,22,8,13,13,4,0,0.97,0.98,0.96,43886 ,BOS 
20,Nathan Eovaldi ,106.0,101,7,0,3.77,1.22,44,97,27,13,18,18,6,0,0.9,0.93,0.86,4423 d,TEX 
21,Kevin Gausman ,114.7,112,7,0,3.92,1.24,50,107,33,15,20,20,6,0,0.97,0.98,0.97,4671 d,TOR 
22,Drew Rasmussen ,102.4,94,6,0,3.67,1.20,42,93,27,12,20,20,6,0,0.88,0.91,0.84,43665 ,TB 
23,Shane McClanahan ,94.5,98,6,0,3.57,1.22,37,82,30,11,18,18,5,0,0.8,0.9,0.71,7487 d,TB 
24,Cade Smith ,40.1,53,3,20,2.75,1.10,12,30,12,3,42,0,2,0,0.98,0.99,0.98,45654 ,CLE 
25,Gerrit Cole ,109.6,105,7,0,4.06,1.24,49,100,32,16,19,19,6,0,0.9,0.9,0.89,4656 d,NYY 
26,Chase Burns ,84.5,99,5,0,3.61,1.19,34,71,27,11,19,15,5,0,0.97,0.98,0.96,44722 ,CIN 
27,Jhoan Duran ,39.8,49,3,19,2.65,1.14,12,31,13,3,42,0,2,0,0.95,0.97,0.93,8034 d,PHI 
28,Freddy Peralta ,106.2,114,7,0,3.95,1.29,47,91,42,14,19,19,6,0,0.96,0.98,0.94,7274 d,NYM 
29,Sonny Gray ,100.7,101,7,0,3.84,1.28,43,97,28,12,18,18,6,0,0.89,0.94,0.84,4755 d,BOS 
30,Shota Imanaga ,103.7,97,6,0,4.13,1.19,48,96,24,18,18,18,6,0,0.87,0.91,0.84,6979 d,CHC 
31,Ranger Suarez ,103.7,93,7,0,3.69,1.30,43,100,31,10,18,18,6,0,0.79,0.85,0.73,7247 d,BOS 
32,Framber Valdez ,115.0,102,7,0,3.72,1.33,48,107,40,10,19,19,6,0,0.87,0.93,0.82,7627 d,DET 
33,Spencer Strider ,94.6,113,7,0,3.94,1.28,41,80,37,13,17,17,5,0,0.91,0.93,0.89,44282 ,ATL 
34,Gavin Williams ,105.3,114,6,0,3.78,1.31,44,91,43,13,19,19,6,0,0.95,0.95,0.95,44694 ,CLE 
35,Max Fried ,80.0,74,6,0,3.36,1.24,30,71,25,7,13,13,4,0,0.99,0.98,1.0,4729 d,NYY 
36,Nolan McLean ,102.2,105,7,0,3.73,1.34,42,90,40,11,18,18,5,0,0.92,0.96,0.89,47159 ,NYM 
37,Aroldis Chapman ,37.3,52,3,19,2.90,1.20,12,26,17,3,39,0,2,0,0.95,0.97,0.93,3068 d,BOS 
38,Aaron Nola ,107.0,105,7,0,4.15,1.27,49,103,30,16,19,19,6,0,0.48,0.55,0.41,5682 d,PHI 
39,Cam Schlittler ,83.1,87,6,0,3.66,1.26,34,72,29,9,15,15,4,0,0.98,0.98,0.99,7355019,NYY 
40,Braxton Ashcraft ,94.0,91,6,0,3.70,1.29,39,89,28,10,21,17,5,0,0.86,0.86,0.86,47807 ,PIT 
41,Carlos Rodon ,106.4,111,7,0,4.08,1.31,48,92,42,15,19,19,6,0,0.75,0.87,0.62,5674 d,NYY 
42,Tyler Glasnow ,71.5,86,5,0,3.60,1.20,29,57,27,9,13,13,3,0,0.94,0.96,0.91,4587 d,LAD 
43,Josh Hader ,35.8,49,3,18,3.29,1.14,13,25,14,5,37,0,2,0,0.8,0.88,0.72,5047 d,HOU 
44,Andres Munoz ,37.6,49,3,17,2.99,1.19,12,27,15,3,39,0,2,0,0.9,0.96,0.84,24281 ,SEA 
45,David Bednar ,38.2,44,3,20,3.34,1.20,14,31,14,4,40,0,2,0,0.88,0.95,0.82,8451 d,NYY 
46,Cole Ragans ,80.9,98,5,0,3.74,1.26,34,67,33,10,15,15,5,0,0.83,0.91,0.76,6834 d,KC 
47,Tanner Bibee ,107.4,99,6,0,4.06,1.29,48,102,33,15,19,19,6,0,0.65,0.73,0.56,45056 ,CLE 
48,Matthew Boyd ,87.6,83,6,0,3.87,1.26,38,80,26,11,16,16,5,0,0.49,0.55,0.42,5003 d,CHC 
49,Michael King ,102.2,104,6,0,3.89,1.33,44,91,40,13,18,18,6,0,0.91,0.94,0.89,8489 d,SD 
50,Kyle Bradish ,96.8,99,6,0,3.85,1.32,41,87,37,11,18,18,5,0,0.8,0.92,0.68,39964 ,BAL 
51,Devin Williams ,38.2,50,3,17,3.15,1.23,13,27,18,3,40,0,2,0,0.82,0.91,0.74,27766 ,NYM 
52,Luis Castillo ,92.5,88,6,0,3.96,1.27,41,85,28,13,28,14,5,0,0.58,0.65,0.51,3679 d,SEA 
53,Ben Brown ,77.3,83,5,0,3.65,1.25,31,67,26,8,33,9,4,0,0.49,0.59,0.39,8573 d,CHC 
54,Reid Detmers ,96.4,107,5,0,3.98,1.29,43,85,35,12,23,17,6,0,0.34,0.45,0.23,43840 ,LAA 
55,Grant Taylor ,53.6,66,3,5,3.04,1.19,18,43,19,5,49,1,2,0,0.1,0.13,0.07,47161 ,CWS 
56,Kyle Harrison ,88.2,97,6,0,3.97,1.31,39,78,33,12,18,16,5,0,0.85,0.89,0.81,43921 ,MIL 
57,Bryce Miller ,91.0,83,6,0,4.09,1.26,41,84,28,13,25,15,5,0,0.44,0.51,0.38,45184 ,SEA 
58,Shane Bieber ,86.1,79,5,0,3.87,1.25,37,83,22,11,18,15,4,0,0.32,0.45,0.19,7178 d,TOR 
59,Emmet Sheehan ,78.4,87,5,0,4.01,1.23,35,67,26,12,20,14,3,0,0.73,0.86,0.6,45411 ,LAD 
60,Jose Soriano ,108.1,107,6,0,3.79,1.40,46,97,49,9,19,19,6,0,0.92,0.92,0.92,7899 d,LAA 
61,Parker Messick ,89.7,88,5,0,3.83,1.31,38,84,30,11,17,17,5,0,0.92,0.91,0.93,46317 ,CLE 
62,Payton Tolle ,77.4,81,5,0,3.87,1.26,33,69,25,11,16,15,4,0,0.57,0.67,0.48,7354435,BOS 
63,Raisel Iglesias ,38.2,42,2,17,3.51,1.17,15,33,11,4,40,0,2,0,0.89,0.93,0.84,5589 d,ATL 
64,MacKenzie Gore ,89.6,99,5,0,3.94,1.32,39,79,36,11,16,16,5,0,0.72,0.81,0.62,7146 d,TEX 
65,Hunter Greene ,70.8,84,4,0,3.83,1.22,30,57,25,10,12,12,4,0,0.52,0.63,0.42,6871 d,CIN 
66,Logan Henderson ,76.0,81,5,0,4.00,1.24,34,67,24,12,20,13,4,0,0.28,0.42,0.14,45145 ,MIL 
67,Trey Yesavage ,86.5,93,5,0,3.90,1.32,37,73,38,10,17,17,4,0,0.83,0.93,0.73,7354369,TOR 
68,Michael Soroka ,93.9,91,6,0,4.07,1.33,42,86,32,11,21,16,5,0,0.64,0.75,0.53,6950 d,ARI 
69,Bryan Baker ,40.4,46,2,18,3.69,1.24,17,33,16,5,42,0,2,0,0.66,0.72,0.61,43674 ,TB 
70,Jack Flaherty ,92.4,101,6,0,4.14,1.34,43,84,36,13,17,17,6,0,0.42,0.49,0.35,6021 d,DET 
71,Trevor Megill ,38.7,48,3,11,3.35,1.21,14,31,14,4,40,0,2,0,0.6,0.75,0.45,10118 ,MIL 
72,Louis Varland ,38.8,42,2,14,3.29,1.20,14,34,11,4,41,0,2,0,0.71,0.74,0.67,44936 ,TOR 
73,Griffin Jax ,66.5,75,4,0,3.66,1.25,27,57,23,8,21,12,4,0,0.31,0.31,0.3,43669 ,TB 
74,Daniel Palencia ,38.1,42,2,19,3.66,1.29,15,31,16,4,40,0,2,0,0.6,0.76,0.43,44792 ,CHC 
75,Edward Cabrera ,91.1,92,6,0,4.13,1.34,42,81,37,11,17,17,5,0,0.49,0.63,0.35,39222 ,CHC 
76,Brandon Woodruff ,72.8,73,4,0,3.98,1.21,32,65,20,11,13,13,4,0,0.79,0.87,0.72,6813 d,MIL 
77,Max Meyer ,88.0,87,5,0,3.98,1.32,39,82,31,11,17,17,5,0,0.76,0.78,0.74,43836 ,MIA 
78,Jack Leiter ,93.8,93,6,0,4.21,1.34,44,83,39,13,17,17,6,0,0.31,0.41,0.22,43712 ,TEX 
79,Jared Jones ,83.5,85,5,0,3.99,1.32,37,77,30,10,20,15,5,0,0.32,0.45,0.2,43901 ,PIT 
80,Sandy Alcantara ,113.9,90,6,0,4.30,1.33,54,113,34,13,19,19,7,0,0.77,0.85,0.68,7109 d,MIA 
81,Casey Mize ,78.8,72,5,0,3.99,1.29,35,76,23,10,15,15,5,0,0.4,0.51,0.29,7399 d,DET 
82,Taj Bradley ,93.5,94,5,0,4.16,1.33,43,86,35,12,17,17,5,0,0.68,0.73,0.63,44442 ,MIN 
83,Tanner Scott ,37.2,44,3,10,3.40,1.23,14,30,14,4,39,0,2,0,0.37,0.48,0.26,7328 d,LAD 
84,Will Warren ,87.0,88,5,0,4.09,1.33,40,81,31,12,21,16,5,0,0.81,0.85,0.76,46420 ,NYY 
85,Pete Fairbanks ,35.4,39,2,16,3.56,1.27,14,30,13,4,37,0,2,0,0.55,0.69,0.41,19909 ,MIA 
86,Zac Gallen ,108.0,93,7,0,4.37,1.37,52,108,36,14,19,19,7,0,0.46,0.45,0.48,7245 d,ARI 
87,Zebby Matthews ,80.9,77,5,0,4.18,1.29,38,81,21,12,19,15,5,0,0.22,0.3,0.15,48349 ,MIN 
88,Blake Snell ,52.4,65,4,0,3.48,1.27,20,41,24,6,10,10,2,0,0.72,0.75,0.69,5835 d,LAD 
89,Landen Roupp ,83.2,82,5,0,3.84,1.38,35,77,35,8,16,16,5,0,0.43,0.53,0.33,47041 ,SF 
90,Dustin May ,98.2,87,6,0,4.18,1.37,46,93,35,11,24,16,6,0,0.17,0.25,0.09,7413 d,STL 
91,Nick Lodolo ,95.4,95,5,0,4.25,1.34,45,90,29,14,17,17,6,0,0.66,0.8,0.51,6953 d,CIN 
92,Ryan Weathers ,71.0,73,4,0,3.93,1.28,31,64,24,10,21,12,4,0,0.65,0.72,0.57,7484 d,NYY 
93,Robbie Ray ,106.1,106,6,0,4.41,1.37,52,97,45,16,19,19,7,0,0.66,0.76,0.56,5484 d,SF 
94,Ryan Helsley ,29.6,34,2,14,3.33,1.23,11,24,12,3,31,0,1,0,0.69,0.84,0.54,7481 d,BAL 
95,Shane Baz ,99.8,95,6,0,4.33,1.37,48,94,38,14,18,18,6,0,0.41,0.53,0.3,7158 d,BAL 
96,Michael Wacha ,104.0,85,6,0,4.38,1.34,51,103,33,14,18,18,7,0,0.75,0.76,0.74,4584 d,KC 
97,Kris Bubic ,75.4,74,5,0,3.93,1.35,33,70,29,8,17,13,4,0,0.45,0.53,0.37,7933 d,KC 
98,Riley O'Brien ,39.6,41,2,16,3.54,1.38,16,35,17,3,41,0,2,0,0.75,0.79,0.7,8620 d,STL 
99,Michael McGreevy ,99.0,68,6,0,4.26,1.33,47,105,25,12,23,17,6,0,0.31,0.36,0.26,44689 ,STL 
100,Grayson Rodriguez ,80.7,83,5,0,4.16,1.34,37,75,30,11,15,15,5,0,0.09,0.14,0.05,7924 d,LAA 
101,Gregory Soto ,37.8,43,2,15,3.57,1.36,15,32,16,3,40,0,2,0,0.45,0.49,0.41,7427 d,PIT 
102,Davis Martin ,95.6,82,5,0,4.17,1.35,44,93,32,12,17,17,6,0,0.89,0.89,0.89,46142 ,CWS 
103,Nick Martinez ,103.2,75,6,0,4.34,1.34,50,106,28,14,22,18,6,0,0.62,0.63,0.62,4928 d,TB 
104,Cade Cavalli ,88.5,83,5,0,3.98,1.39,39,84,32,9,17,17,5,0,0.34,0.46,0.21,43871 ,WSH 
105,Christian Scott ,69.4,69,4,0,4.03,1.29,31,62,23,9,15,14,4,0,0.14,0.2,0.08,45298 ,NYM 
106,Trevor Rogers ,91.6,76,6,0,4.31,1.36,44,91,31,12,17,17,6,0,0.4,0.49,0.3,6995 d,BAL 
107,Emerson Hancock ,88.9,78,5,0,4.26,1.34,42,86,28,13,33,13,4,0,0.84,0.86,0.82,43825 ,SEA 
108,Mitch Keller ,106.8,90,6,0,4.37,1.38,52,108,34,13,19,19,7,0,0.44,0.49,0.39,6477 d,PIT 
109,Paul Sewald ,36.8,38,2,15,4.22,1.28,17,32,13,6,38,0,2,0,0.52,0.65,0.39,6147 d,ARI 
110,Connelly Early ,79.4,77,5,0,4.12,1.37,36,74,30,10,16,15,5,0,0.51,0.64,0.37,48029 ,BOS 
111,Foster Griffin ,93.9,85,5,0,4.36,1.35,46,92,30,13,17,17,6,0,0.43,0.47,0.38,7531 d,WSH 
112,Adrian Morejon ,39.9,42,3,1,3.19,1.20,14,34,13,3,42,0,2,0,0.13,0.15,0.11,25391 ,SD 
113,Jeff Hoffman ,34.9,44,3,3,3.31,1.20,13,27,13,4,37,0,2,0,0.52,0.6,0.44,6014 d,TOR 
114,Sean Manaea ,76.7,77,4,0,4.24,1.31,36,70,26,11,22,12,4,0,0.07,0.12,0.02,4944 d,NYM 
115,Noah Cameron ,89.4,76,5,0,4.27,1.35,42,89,29,12,16,16,5,0,0.17,0.23,0.12,47086 ,KC 
116,Robert Suarez ,39.0,40,3,3,3.44,1.20,15,34,12,4,41,0,2,0,0.59,0.62,0.55,45030 ,ATL 
117,Ryne Nelson ,90.4,74,5,0,4.40,1.32,44,90,26,13,16,16,5,0,0.34,0.55,0.12,38389 ,ARI 
118,Merrill Kelly ,103.6,84,6,0,4.45,1.37,51,104,34,15,18,18,6,0,0.44,0.56,0.32,8374 d,ARI 
119,Andrew Abbott ,102.7,87,6,0,4.56,1.36,52,102,36,16,18,18,6,0,0.57,0.68,0.45,44726 ,CIN 
120,Abner Uribe ,40.3,47,2,5,3.23,1.29,14,31,19,3,42,0,2,0,0.54,0.6,0.47,45146 ,MIL 
121,Seranthony Dominguez ,37.0,42,2,13,3.98,1.35,16,30,18,5,39,0,2,0,0.38,0.54,0.22,7177 d,CWS 
122,Jacob Latz ,45.0,45,2,11,4.00,1.34,20,39,20,5,41,1,2,0,0.28,0.38,0.18,44337 ,TEX 
123,Jameson Taillon ,99.4,79,6,0,4.75,1.32,52,101,27,18,18,18,6,0,0.11,0.16,0.07,4657 d,CHC 
124,Slade Cecconi ,92.1,76,5,0,4.50,1.33,46,94,25,15,17,17,6,0,0.03,0.05,0.02,7270 d,CLE 
125,Garrett Cleavinger ,39.1,48,3,2,3.51,1.27,15,30,17,4,41,0,2,0,0.04,0.07,0.01,39173 ,TB 
126,Dylan Lee ,37.3,43,2,1,3.32,1.15,14,31,11,5,39,0,2,0,0.14,0.18,0.11,8426 d,ATL 
127,Steven Matz ,84.4,71,5,0,4.36,1.35,41,85,26,12,21,15,5,0,0.1,0.12,0.08,5344 d,TB 
128,Seth Lugo ,102.9,85,6,0,4.48,1.39,51,105,34,15,18,18,6,0,0.43,0.47,0.38,5890 d,KC 
129,Kenley Jansen ,29.0,31,2,13,4.14,1.27,13,24,12,4,30,0,2,0,0.54,0.68,0.39,3630 d,DET 
