VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,46.4,52,3,0,3.61,1.22,19,38,16,6,8,8,2,0,1.0,0.0,1.0,7354 d,LAD 
2,Tarik Skubal ,106.0,126,8,0,2.72,1.02,32,84,21,9,18,18,4,0,0.99,0.99,1.0,43633 ,DET 
3,Zack Wheeler ,111.1,124,8,0,3.22,1.12,40,91,29,12,18,18,5,0,0.99,0.99,1.0,4603 d,PHI 
4,Paul Skenes ,97.5,113,7,0,2.96,1.12,32,79,27,9,17,17,4,0,0.99,0.99,1.0,47239 ,PIT 
5,Chris Sale ,101.2,125,8,0,3.16,1.16,36,84,28,11,17,17,4,0,0.99,0.99,0.99,3207 d,ATL 
6,Logan Gilbert ,103.3,111,7,0,3.35,1.10,38,87,23,13,17,17,5,0,0.97,0.98,0.97,7453 d,SEA 
7,Logan Webb ,110.6,101,8,0,3.24,1.20,40,105,25,8,18,18,5,0,0.99,0.99,0.99,8146 d,SF 
8,Garrett Crochet ,90.6,114,7,0,3.09,1.15,31,73,28,9,17,17,4,0,0.99,0.99,1.0,43886 ,BOS 
9,Max Fried ,104.3,99,8,0,3.29,1.21,38,93,29,10,17,17,5,0,0.99,0.98,1.0,4729 d,NYY 
10,George Kirby ,101.4,96,7,0,3.53,1.13,40,95,17,13,17,17,5,0,0.86,0.93,0.79,20405 ,SEA 
11,Spencer Strider ,89.1,117,7,0,3.39,1.16,34,70,30,10,16,16,4,0,0.9,0.95,0.86,44282 ,ATL 
12,Dylan Cease ,104.0,123,7,0,3.52,1.22,41,85,39,12,18,18,5,0,0.97,0.98,0.96,6848 d,SD 
13,Yoshinobu Yamamoto ,93.4,100,7,0,3.40,1.17,35,79,27,10,16,16,4,0,0.99,0.99,1.0,48250 ,LAD 
14,Framber Valdez ,106.3,106,8,0,3.38,1.26,40,95,35,9,17,17,5,0,0.99,0.99,0.99,7627 d,HOU 
15,Jacob deGrom ,78.9,91,5,0,3.27,1.07,29,64,18,10,15,15,4,0,0.98,0.99,0.97,4850 d,TEX 
16,Spencer Schwellenbach ,101.3,98,7,0,3.58,1.19,40,94,22,12,17,17,5,0,0.96,0.97,0.94,44729 ,ATL 
17,Hunter Brown ,98.7,110,7,0,3.51,1.25,38,86,34,10,17,17,5,0,0.98,0.98,0.99,44176 ,HOU 
18,Sonny Gray ,97.3,101,7,0,3.62,1.21,39,88,26,11,17,17,5,0,0.96,0.96,0.95,4755 d,STL 
19,Joe Ryan ,94.2,104,6,0,3.76,1.15,39,81,22,14,16,16,5,0,0.97,0.97,0.97,43688 ,MIN 
20,Bryan Woo ,90.1,84,6,0,3.68,1.15,37,81,19,12,17,17,5,0,0.92,0.94,0.89,47011 ,SEA 
21,Cristopher Sanchez ,97.7,91,7,0,3.52,1.26,38,92,28,9,20,16,5,0,0.9,0.91,0.89,39312 ,PHI 
22,Carlos Rodon ,99.0,113,7,0,3.97,1.23,44,84,35,15,17,17,6,0,0.96,0.96,0.97,5674 d,NYY 
23,Luis Castillo ,103.0,99,7,0,3.85,1.24,44,93,31,13,17,17,6,0,0.95,0.96,0.95,3679 d,SEA 
24,Nick Pivetta ,91.6,103,6,0,3.89,1.20,40,78,29,14,17,17,5,0,0.92,0.93,0.91,6590 d,SD 
25,Freddy Peralta ,95.5,105,6,0,3.79,1.24,40,79,35,13,17,17,5,0,0.96,0.98,0.95,7274 d,MIL 
26,Kevin Gausman ,104.6,105,7,0,3.95,1.26,46,99,31,14,18,18,6,0,0.89,0.91,0.88,4671 d,TOR 
27,MacKenzie Gore ,94.8,109,6,0,3.71,1.27,39,83,34,11,17,17,5,0,0.93,0.93,0.93,7146 d,WSH 
28,Nathan Eovaldi ,87.2,86,6,0,3.73,1.21,36,79,22,11,15,15,5,0,0.94,0.94,0.93,4423 d,TEX 
29,Josh Hader ,35.9,51,3,18,3.07,1.11,12,25,14,4,38,0,2,0,0.99,0.99,0.98,5047 d,HOU 
30,Jesus Luzardo ,91.8,98,6,0,3.87,1.25,39,82,30,12,20,15,5,0,0.84,0.88,0.8,6889 d,PHI 
31,Robbie Ray ,90.0,100,6,0,3.84,1.27,38,78,33,12,16,16,5,0,0.93,0.95,0.92,5484 d,SF 
32,Tanner Bibee ,101.0,97,6,0,3.95,1.26,44,93,30,14,17,17,6,0,0.86,0.94,0.77,45056 ,CLE 
33,Tyler Glasnow ,64.4,78,5,0,3.51,1.15,25,52,20,8,12,12,3,0,0.85,0.92,0.78,4587 d,LAD 
34,Drew Rasmussen ,79.2,75,5,0,3.57,1.20,31,73,20,8,23,14,4,0,0.8,0.87,0.74,43665 ,TB 
35,Hunter Greene ,82.0,97,5,0,3.84,1.22,35,66,28,12,14,14,4,0,0.95,0.96,0.95,6871 d,CIN 
36,Edwin Diaz ,34.1,48,2,20,2.95,1.14,11,24,13,3,36,0,2,0,0.97,0.98,0.96,5996 d,NYM 
37,Ranger Suarez ,92.5,83,6,0,3.64,1.29,37,87,29,9,22,15,5,0,0.79,0.82,0.75,7247 d,PHI 
38,Mason Miller ,33.7,50,2,16,2.76,1.09,10,22,13,3,35,0,1,0,0.93,0.96,0.91,45221 ,ATH 
39,Jack Flaherty ,89.1,98,6,0,3.91,1.28,39,80,30,12,16,16,5,0,0.9,0.93,0.87,6021 d,DET 
40,Zac Gallen ,103.3,100,7,0,4.05,1.32,46,97,35,13,18,18,6,0,0.83,0.89,0.76,7245 d,ARI 
41,Andres Munoz ,34.3,45,2,17,2.72,1.17,10,25,14,3,36,0,1,0,0.97,0.98,0.96,24281 ,SEA 
42,Zach Eflin ,100.0,80,6,0,4.11,1.24,46,103,18,15,17,17,6,0,0.6,0.77,0.42,6146 d,BAL 
43,Merrill Kelly ,98.3,91,6,0,3.97,1.29,43,94,30,12,17,17,5,0,0.83,0.86,0.8,8374 d,ARI 
44,Jhoan Duran ,34.6,42,3,14,2.71,1.18,10,27,12,2,37,0,1,0,0.88,0.94,0.83,8034 d,MIN 
45,Emmanuel Clase ,35.0,35,2,17,2.80,1.13,11,30,8,2,37,0,2,0,0.99,0.98,0.99,27356 ,CLE 
46,Brandon Woodruff ,75.6,77,5,0,3.84,1.21,32,67,21,11,13,13,4,0,0.43,0.55,0.3,6813 d,MIL 
47,Shota Imanaga ,78.0,74,5,0,3.91,1.20,34,73,19,12,14,14,4,0,0.95,0.97,0.93,6979 d,CHC 
48,Jeff Hoffman ,34.6,43,2,16,3.17,1.13,12,26,12,4,37,0,2,0,0.85,0.92,0.79,6014 d,TOR 
49,Ryan Helsley ,34.7,41,2,18,3.15,1.19,12,27,13,3,36,0,2,0,0.89,0.94,0.84,7481 d,STL 
50,Aaron Nola ,78.4,77,5,0,4.01,1.23,35,74,20,11,13,13,4,0,0.83,0.89,0.77,5682 d,PHI 
51,Michael King ,65.8,71,5,0,3.60,1.26,26,57,23,8,12,12,3,0,0.96,0.97,0.95,8489 d,SD 
52,Kris Bubic ,85.5,85,5,0,3.79,1.31,36,80,29,9,26,14,4,0,0.93,0.92,0.95,7933 d,KC 
53,Tanner Scott ,34.8,42,3,15,3.14,1.25,12,28,14,3,37,0,2,0,0.82,0.89,0.75,7328 d,LAD 
