VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,49.3,56,4,0,3.64,1.23,20,41,17,6,9,9,2,0,1.0,0.0,1.0,7354 d,LAD 
2,Tarik Skubal ,102.8,122,8,0,2.73,1.02,31,81,20,9,17,17,4,0,0.99,0.99,1.0,43633 ,DET 
3,Zack Wheeler ,106.9,119,8,0,3.19,1.12,38,88,28,12,17,17,4,0,0.99,0.99,1.0,4603 d,PHI 
4,Chris Sale ,98.1,121,8,0,3.16,1.15,34,81,27,10,17,17,4,0,0.99,0.99,0.99,3207 d,ATL 
5,Logan Gilbert ,99.7,108,7,0,3.34,1.09,37,83,23,12,17,17,5,0,0.97,0.98,0.97,7453 d,SEA 
6,Paul Skenes ,94.7,110,6,0,2.97,1.13,31,77,27,8,16,16,4,0,0.99,0.99,1.0,47239 ,PIT 
7,Logan Webb ,107.6,99,8,0,3.22,1.19,38,101,24,8,17,17,5,0,0.99,0.99,0.99,8146 d,SF 
8,Garrett Crochet ,87.3,109,6,0,3.10,1.14,30,71,26,9,16,16,4,0,0.99,0.99,1.0,43886 ,BOS 
9,George Kirby ,98.0,93,7,0,3.55,1.13,39,91,16,12,17,17,5,0,0.86,0.93,0.8,20405 ,SEA 
10,Spencer Strider ,85.7,113,7,0,3.40,1.16,32,67,28,10,15,15,4,0,0.91,0.95,0.87,44282 ,ATL 
11,Dylan Cease ,99.5,118,7,0,3.51,1.22,39,81,37,11,18,18,5,0,0.97,0.98,0.95,6848 d,SD 
12,Max Fried ,99.7,95,7,0,3.32,1.21,37,89,28,10,17,17,4,0,0.99,0.98,1.0,4729 d,NYY 
13,Yoshinobu Yamamoto ,90.1,96,7,0,3.44,1.16,34,76,26,9,15,15,4,0,0.99,0.99,1.0,48250 ,LAD 
14,Jacob deGrom ,76.7,89,5,0,3.26,1.07,28,62,17,9,14,14,4,0,0.98,0.99,0.97,4850 d,TEX 
