VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,71.2,83,5,0,3.28,1.17,26,56,24,8,13,13,3,0,1.0,0.0,1.0,7354 d,LAD 
2,Tarik Skubal ,97.0,115,7,0,2.77,1.03,30,77,20,9,16,16,4,0,0.99,0.99,0.99,43633 ,DET 
3,Paul Skenes ,101.9,120,7,0,2.89,1.10,33,82,26,9,18,18,4,0,0.99,0.99,1.0,47239 ,PIT 
4,Cristopher Sanchez ,108.4,112,8,0,3.02,1.16,36,96,26,9,18,18,4,0,0.99,0.99,1.0,39312 ,PHI 
5,Chris Sale ,94.7,114,7,0,3.22,1.17,34,79,26,10,16,16,4,0,0.99,0.99,1.0,3207 d,ATL 
6,Jacob Misiorowski ,94.2,124,7,0,3.21,1.22,34,70,39,10,20,17,4,0,0.99,0.98,0.99,46366 ,MIL 
7,Jacob deGrom ,90.4,103,6,0,3.47,1.09,35,74,21,13,16,16,4,0,0.99,0.99,0.98,4850 d,TEX 
8,Zack Wheeler ,93.8,102,7,0,3.41,1.16,35,79,26,11,16,16,4,0,0.97,0.96,0.98,4603 d,PHI 
9,Logan Gilbert ,93.7,103,6,0,3.57,1.13,37,80,23,13,17,17,5,0,0.98,0.99,0.97,7453 d,SEA 
10,Jesus Luzardo ,102.3,113,7,0,3.62,1.23,41,90,33,12,18,18,5,0,0.94,0.97,0.91,6889 d,PHI 
11,Bryan Woo ,90.5,91,6,0,3.52,1.12,35,78,20,12,16,16,4,0,0.99,0.98,0.99,47011 ,SEA 
12,Dylan Cease ,94.5,119,6,0,3.41,1.23,36,76,37,10,17,17,5,0,0.99,0.99,0.99,6848 d,TOR 
13,Logan Webb ,104.5,95,7,0,3.40,1.25,40,101,26,8,17,17,5,0,0.96,0.97,0.94,8146 d,SF 
14,Hunter Brown ,92.5,103,6,0,3.36,1.23,35,77,32,10,16,16,4,0,0.95,0.97,0.94,44176 ,HOU 
15,Yoshinobu Yamamoto ,85.4,90,6,0,3.41,1.16,32,72,24,9,14,14,4,0,0.99,0.99,1.0,48250 ,LAD 
16,Drew Rasmussen ,92.3,90,6,0,3.53,1.17,36,82,23,10,17,17,5,0,0.91,0.93,0.9,43665 ,TB 
17,Joe Ryan ,89.8,99,6,0,3.70,1.15,37,77,21,13,16,16,5,0,0.98,0.99,0.98,43688 ,MIN 
18,Mason Miller ,35.9,59,2,18,2.15,0.98,9,20,14,3,38,0,1,0,0.99,0.99,1.0,45221 ,SD 
19,George Kirby ,92.1,88,6,0,3.69,1.19,38,86,20,11,16,16,5,0,0.94,0.97,0.92,20405 ,SEA 
20,Kevin Gausman ,103.1,101,7,0,3.93,1.24,45,96,29,14,18,18,6,0,0.97,0.98,0.97,4671 d,TOR 
21,Cade Smith ,36.3,49,3,18,2.71,1.10,11,27,10,3,38,0,2,0,0.98,0.99,0.98,45654 ,CLE 
22,Nathan Eovaldi ,94.8,90,6,0,3.82,1.23,40,87,25,12,16,16,5,0,0.88,0.92,0.84,4423 d,TEX 
23,Shane McClanahan ,83.5,87,5,0,3.60,1.22,33,73,27,10,16,16,5,0,0.72,0.88,0.57,7487 d,TB 
24,Ranger Suarez ,99.3,91,6,0,3.66,1.30,40,96,30,10,17,17,5,0,0.8,0.86,0.73,7247 d,BOS 
25,Chase Burns ,76.2,90,5,0,3.61,1.20,31,64,25,10,17,14,4,0,0.97,0.98,0.97,44722 ,CIN 
26,Jhoan Duran ,35.1,43,3,17,2.66,1.15,10,27,11,2,37,0,1,0,0.96,0.98,0.94,8034 d,PHI 
27,Shota Imanaga ,91.7,86,6,0,4.13,1.20,42,85,22,16,16,16,5,0,0.85,0.9,0.81,6979 d,CHC 
28,Gavin Williams ,95.2,103,6,0,3.82,1.31,40,83,39,12,17,17,5,0,0.96,0.96,0.95,44694 ,CLE 
29,Garrett Crochet ,62.0,75,4,0,3.16,1.15,22,52,17,7,11,11,3,0,0.94,0.96,0.93,43886 ,BOS 
30,Reid Detmers ,91.9,103,5,0,3.90,1.27,40,80,32,12,23,16,5,0,0.65,0.71,0.58,43840 ,LAA 
31,Gerrit Cole ,99.7,95,6,0,4.11,1.26,46,92,30,15,17,17,5,0,0.9,0.9,0.89,4656 d,NYY 
32,Sonny Gray ,92.0,91,6,0,3.89,1.28,40,89,25,11,17,17,5,0,0.91,0.95,0.86,4755 d,BOS 
33,Carlos Rodon ,96.3,101,7,0,4.13,1.31,44,84,39,14,17,17,6,0,0.78,0.89,0.67,5674 d,NYY 
34,Freddy Peralta ,94.4,99,6,0,4.00,1.30,42,82,37,13,17,17,5,0,0.94,0.97,0.92,7274 d,NYM 
35,Nolan McLean ,90.5,94,6,0,3.72,1.34,37,79,36,10,16,16,5,0,0.92,0.96,0.89,47159 ,NYM 
36,Ben Brown ,81.3,85,5,0,3.71,1.26,34,72,28,9,27,11,4,0,0.59,0.68,0.49,8573 d,CHC 
37,Framber Valdez ,102.6,90,6,0,3.79,1.34,43,96,36,9,17,17,6,0,0.84,0.91,0.78,7627 d,DET 
38,Max Fried ,72.1,66,5,0,3.41,1.24,27,64,22,7,12,12,3,0,0.99,0.98,1.0,4729 d,NYY 
39,Tanner Bibee ,97.7,90,6,0,4.09,1.29,44,93,30,14,17,17,6,0,0.7,0.78,0.62,45056 ,CLE 
40,Braxton Ashcraft ,85.6,83,5,0,3.70,1.29,35,81,25,9,19,15,4,0,0.86,0.86,0.86,47807 ,PIT 
41,Cam Schlittler ,76.2,79,5,0,3.68,1.26,31,67,26,9,14,14,4,0,0.98,0.98,0.99,7355019,NYY 
42,Aroldis Chapman ,33.5,47,2,17,2.96,1.21,11,24,16,3,35,0,1,0,0.95,0.97,0.93,3068 d,BOS 
43,Aaron Nola ,94.6,91,6,0,4.25,1.28,45,92,27,14,17,17,5,0,0.45,0.51,0.39,5682 d,PHI 
44,Josh Hader ,31.9,44,2,16,3.17,1.13,11,22,12,4,33,0,2,0,0.84,0.9,0.78,5047 d,HOU 
45,David Bednar ,34.4,40,2,18,3.30,1.20,13,28,12,4,36,0,2,0,0.89,0.95,0.82,8451 d,NYY 
46,Dustin May ,98.5,90,6,0,4.08,1.34,45,92,34,11,24,16,6,0,0.47,0.58,0.36,7413 d,STL 
47,Bryce Miller ,79.6,75,5,0,4.00,1.25,35,72,24,11,21,13,4,0,0.71,0.74,0.67,45184 ,SEA 
48,Emmet Sheehan ,69.0,77,5,0,3.99,1.23,31,59,23,10,18,12,3,0,0.69,0.82,0.56,45411 ,LAD 
49,Hunter Greene ,67.4,80,4,0,3.85,1.22,29,54,23,10,12,12,4,0,0.56,0.66,0.46,6871 d,CIN 
50,Parker Messick ,86.0,83,5,0,3.90,1.32,37,81,29,11,16,16,5,0,0.89,0.89,0.9,46317 ,CLE 
51,MacKenzie Gore ,79.6,88,5,0,3.92,1.32,35,70,32,10,14,14,5,0,0.7,0.81,0.6,7146 d,TEX 
52,Andres Munoz ,32.8,42,2,14,3.00,1.20,11,24,14,3,34,0,2,0,0.84,0.91,0.77,24281 ,SEA 
53,Jose Soriano ,95.7,94,6,0,3.84,1.41,41,86,43,8,17,17,6,0,0.9,0.9,0.89,7899 d,LAA 
54,Tyler Glasnow ,59.3,71,4,0,3.63,1.21,24,47,23,7,11,11,2,0,0.86,0.92,0.8,4587 d,LAD 
55,Devin Williams ,33.4,45,2,15,3.21,1.23,12,24,15,3,35,0,2,0,0.82,0.91,0.73,27766 ,NYM 
