VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,100.9,120,8,0,3.27,1.17,37,79,34,11,19,19,4,0,1.0,0.0,1.0,7354 d,LAD 
2,Tarik Skubal ,149.7,178,11,0,2.73,1.03,45,117,31,14,24,24,6,0,0.99,0.99,1.0,43633 ,DET 
3,Paul Skenes ,146.5,173,10,0,2.91,1.10,47,117,39,13,25,25,6,0,0.99,0.99,1.0,47239 ,PIT 
4,Cristopher Sanchez ,154.4,154,10,0,3.17,1.19,54,139,40,13,26,26,6,0,0.99,0.99,0.99,39312 ,PHI 
5,Jacob deGrom ,130.1,149,9,0,3.40,1.09,49,106,32,17,23,23,6,0,0.99,0.99,0.98,4850 d,TEX 
6,Garrett Crochet ,121.5,146,9,0,3.12,1.14,42,101,33,13,20,20,5,0,0.99,0.99,1.0,43886 ,BOS 
7,Zack Wheeler ,134.9,151,9,0,3.35,1.16,50,112,38,15,23,23,6,0,0.95,0.95,0.95,4603 d,PHI 
8,Logan Webb ,158.1,146,10,0,3.36,1.24,59,151,39,12,26,26,8,0,0.97,0.98,0.96,8146 d,SF 
9,Jesus Luzardo ,147.9,166,10,0,3.57,1.21,59,128,46,18,26,26,7,0,0.94,0.96,0.92,6889 d,PHI 
10,Max Fried ,146.6,136,11,0,3.37,1.23,55,130,45,14,24,24,7,0,0.99,0.99,1.0,4729 d,NYY 
11,Chris Sale ,127.3,154,9,0,3.28,1.18,46,107,36,14,22,22,6,0,0.99,0.99,1.0,3207 d,ATL 
12,Bryan Woo ,143.1,139,9,0,3.65,1.14,58,126,31,19,24,24,7,0,0.97,0.98,0.96,47011 ,SEA 
13,Logan Gilbert ,128.4,140,8,0,3.51,1.13,50,110,31,17,23,23,6,0,0.97,0.98,0.96,7453 d,SEA 
14,Dylan Cease ,137.2,167,9,0,3.49,1.24,53,111,55,15,24,24,7,0,0.98,0.99,0.98,6848 d,TOR 
15,Yoshinobu Yamamoto ,123.7,130,9,0,3.44,1.18,47,104,37,13,21,21,5,0,0.99,0.99,1.0,48250 ,LAD 
16,George Kirby ,137.7,131,9,0,3.65,1.19,56,129,29,16,24,24,7,0,0.99,0.99,0.98,20405 ,SEA 
17,Mason Miller ,51.6,84,3,26,2.19,0.99,13,29,20,4,54,0,2,0,0.99,0.99,0.99,45221 ,SD 
18,Cole Ragans ,127.4,156,8,0,3.67,1.25,52,104,51,15,23,23,7,0,0.91,0.96,0.85,6834 d,KC 
19,Framber Valdez ,148.1,133,10,0,3.61,1.31,59,136,51,12,24,24,8,0,0.97,0.98,0.95,7627 d,DET 
20,Drew Rasmussen ,125.9,118,8,0,3.65,1.20,51,114,33,15,25,25,7,0,0.87,0.91,0.84,43665 ,TB 
21,Shane McClanahan ,119.5,126,8,0,3.59,1.22,48,103,39,14,22,22,6,0,0.57,0.81,0.34,7487 d,TB 
22,Tyler Glasnow ,108.4,130,8,0,3.59,1.20,43,86,41,13,19,19,4,0,0.96,0.97,0.95,4587 d,LAD 
23,Nathan Eovaldi ,133.6,127,9,0,3.83,1.23,57,123,35,17,23,23,7,0,0.83,0.9,0.77,4423 d,TEX 
24,Shota Imanaga ,133.3,126,8,0,3.97,1.18,59,122,31,22,23,23,7,0,0.91,0.93,0.89,6979 d,CHC 
25,Freddy Peralta ,136.6,149,9,0,3.86,1.27,59,114,53,18,24,24,8,0,0.97,0.98,0.96,7274 d,NYM 
26,Kevin Gausman ,141.9,139,9,0,3.98,1.25,63,132,42,19,24,24,8,0,0.98,0.98,0.98,4671 d,TOR 
27,Joe Ryan ,113.9,123,7,0,3.80,1.17,48,99,28,16,20,20,6,0,0.97,0.98,0.96,43688 ,MIN 
28,Matthew Boyd ,129.4,123,9,0,3.83,1.25,55,118,38,17,23,23,7,0,0.66,0.74,0.58,5003 d,CHC 
29,Nolan McLean ,130.0,134,9,0,3.62,1.32,52,114,50,13,23,23,7,0,0.96,0.98,0.94,47159 ,NYM 
30,Cade Smith ,52.3,66,4,24,2.93,1.13,17,40,16,5,54,0,2,0,0.96,0.98,0.94,45654 ,CLE 
31,Spencer Strider ,123.5,145,9,0,3.94,1.28,54,106,46,16,22,22,7,0,0.89,0.91,0.86,44282 ,ATL 
32,Blake Snell ,104.9,129,8,0,3.53,1.28,41,83,47,12,19,19,5,0,0.9,0.93,0.88,5835 d,LAD 
