VBR,Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,507,108,38,101,32,0.285,0.389,145,26,5,75,134,0.581,0.971,1.0,0.0,1.0,7354 d,LAD 
2,Aaron Judge ,494,105,46,115,8,0.285,0.424,141,24,0,104,155,0.616,1.04,0.99,0.99,1.0,4955 d,NYY 
3,Bobby Witt Jr. ,551,96,26,88,33,0.294,0.357,162,33,7,46,99,0.521,0.878,0.99,0.99,1.0,6810 d,KC 
4,Fernando Tatis Jr. ,523,91,32,86,22,0.278,0.349,145,29,2,52,123,0.52,0.869,0.99,0.99,1.0,6853 d,SD 
5,Ronald Acuna Jr. ,441,91,23,66,37,0.294,0.389,130,24,2,61,92,0.515,0.904,0.99,0.99,0.99,6966 d,ATL 
6,Elly De La Cruz ,529,87,24,78,48,0.256,0.33,136,29,6,54,175,0.467,0.797,0.99,0.99,1.0,44884 ,CIN 
7,Jose Ramirez ,529,86,27,85,28,0.272,0.355,144,32,3,57,72,0.494,0.849,0.99,0.99,1.0,5288 d,CLE 
8,Vladimir Guerrero Jr. ,530,88,28,90,4,0.295,0.381,157,31,1,63,85,0.514,0.895,0.99,0.99,1.0,6050 d,TOR 
9,Yordan Alvarez ,468,84,32,93,3,0.296,0.4,138,27,2,68,95,0.566,0.966,0.99,0.99,1.0,6461 d,HOU 
10,Corbin Carroll ,524,97,23,75,35,0.263,0.351,138,26,9,63,118,0.475,0.825,0.99,0.99,1.0,23993 ,ARI 
11,Julio Rodriguez ,546,87,26,80,27,0.274,0.341,150,25,3,46,143,0.473,0.814,0.99,0.99,0.98,43685 ,SEA 
12,Kyle Tucker ,501,86,28,86,20,0.277,0.377,139,28,2,75,86,0.508,0.884,0.99,0.99,1.0,6006 d,CHC 
13,Juan Soto ,487,99,30,86,8,0.275,0.425,134,25,2,120,99,0.516,0.941,0.99,0.99,1.0,6906 d,NYM 
14,Mookie Betts ,515,92,25,83,13,0.277,0.371,143,30,3,72,79,0.49,0.862,0.99,0.99,1.0,4921 d,LAD 
15,Gunnar Henderson ,514,92,27,81,16,0.269,0.353,138,27,5,63,136,0.499,0.852,0.99,0.99,1.0,23372 ,BAL 
16,Bryce Harper ,506,84,26,85,11,0.277,0.385,140,32,1,79,126,0.498,0.883,0.99,0.99,1.0,4293 d,PHI 
17,Austin Riley ,542,85,29,90,1,0.271,0.341,147,30,2,50,148,0.494,0.836,0.97,0.99,0.94,6022 d,ATL 
18,Francisco Lindor ,545,88,25,78,22,0.255,0.333,139,28,2,56,115,0.45,0.782,0.99,0.99,1.0,4569 d,NYM 
19,Trea Turner ,547,82,20,72,23,0.276,0.328,151,29,2,39,115,0.444,0.772,0.98,0.99,0.97,5828 d,PHI 
20,Freddie Freeman ,498,82,21,80,10,0.287,0.381,143,30,2,64,93,0.481,0.863,0.99,0.99,1.0,3365 d,LAD 
21,Jackson Chourio ,535,77,22,78,24,0.268,0.319,143,28,3,36,124,0.459,0.777,0.99,0.99,0.98,44592 ,MIL 
22,Teoscar Hernandez ,528,77,28,89,9,0.263,0.324,139,26,1,41,160,0.475,0.799,0.97,0.99,0.95,4846 d,LAD 
23,Brent Rooker ,517,79,34,87,7,0.252,0.334,130,23,2,55,171,0.501,0.835,0.89,0.98,0.81,7318 d,ATH 
24,Jazz Chisholm Jr. ,490,76,26,76,33,0.243,0.315,119,20,2,46,144,0.45,0.765,0.97,0.99,0.95,8449 d,NYY 
25,Michael Harris II ,516,78,20,71,19,0.28,0.328,145,28,3,32,108,0.462,0.79,0.88,0.96,0.81,43924 ,ATL 
26,Marcell Ozuna ,530,80,31,91,1,0.26,0.343,138,24,0,63,146,0.481,0.823,0.94,0.99,0.89,4726 d,ATL 
27,Pete Alonso ,518,80,33,94,3,0.246,0.344,127,24,1,63,134,0.487,0.831,0.99,0.99,0.99,6960 d,NYM 
28,Rafael Devers ,515,81,27,86,3,0.264,0.357,136,29,2,62,131,0.488,0.845,0.99,0.99,0.99,5175 d,BOS 
29,Matt Olson ,527,82,30,93,1,0.25,0.351,132,27,1,74,141,0.475,0.825,0.98,0.99,0.97,5718 d,ATL 
30,Luis Robert Jr. ,532,74,25,73,28,0.248,0.307,132,28,1,37,163,0.442,0.749,0.57,0.87,0.27,6935 d,CWS 
31,Kyle Schwarber ,490,86,35,89,5,0.227,0.354,111,18,1,89,167,0.481,0.834,0.98,0.99,0.96,5686 d,PHI 
32,Manny Machado ,526,73,25,83,10,0.264,0.329,139,26,1,47,111,0.461,0.789,0.99,0.99,1.0,3778 d,SD 
33,Jarren Duran ,531,83,16,64,29,0.262,0.324,139,32,7,45,136,0.438,0.763,0.98,0.99,0.96,10054 ,BOS 
34,Jackson Merrill ,508,70,21,76,13,0.278,0.321,141,27,4,32,93,0.47,0.791,0.99,0.99,0.98,44756 ,SD 
35,Mike Trout ,429,74,30,80,7,0.257,0.362,110,19,3,61,128,0.525,0.888,0.96,0.97,0.95,3785 d,LAA 
36,Jose Altuve ,533,82,19,66,17,0.268,0.336,143,27,1,49,102,0.428,0.764,0.99,0.99,0.98,4334 d,HOU 
37,Corey Seager ,444,72,27,75,1,0.278,0.363,123,24,1,51,88,0.514,0.877,0.97,0.98,0.96,4805 d,TEX 
38,Brenton Doyle ,536,75,21,67,25,0.253,0.305,135,24,4,39,162,0.429,0.734,0.74,0.96,0.52,45599 ,COL 
39,Oneil Cruz ,492,72,22,72,23,0.25,0.329,123,26,3,53,157,0.45,0.78,0.91,0.98,0.84,39199 ,PIT 
40,Ozzie Albies ,531,77,20,76,11,0.261,0.319,139,30,3,41,92,0.442,0.761,0.98,0.98,0.98,5980 d,ATL 
41,Anthony Santander ,533,76,30,89,2,0.241,0.316,128,27,1,53,124,0.465,0.781,0.93,0.95,0.9,4903 d,TOR 
42,Bo Bichette ,526,72,16,67,10,0.281,0.328,148,29,2,33,103,0.432,0.76,0.84,0.95,0.73,6808 d,TOR 
43,Ezequiel Tovar ,565,72,20,73,11,0.263,0.3,149,33,4,27,153,0.441,0.741,0.54,0.86,0.23,45000 ,COL 
44,James Wood ,474,72,20,67,18,0.26,0.348,123,26,3,61,150,0.454,0.802,0.9,0.97,0.83,44720 ,WSH 
45,Ketel Marte ,437,72,21,69,6,0.276,0.362,120,25,3,54,89,0.487,0.85,0.99,0.99,1.0,5179 d,ARI 
46,Junior Caminero ,501,66,24,78,4,0.263,0.315,132,22,2,33,114,0.456,0.771,0.83,0.92,0.75,45016 ,TB 
47,Riley Greene ,512,75,21,71,6,0.263,0.344,135,25,4,59,150,0.451,0.795,0.87,0.93,0.81,19457 ,DET 
48,Lawrence Butler ,519,75,22,67,17,0.249,0.313,129,26,2,48,134,0.436,0.749,0.86,0.96,0.77,45753 ,ATH 
49,Josh Naylor ,490,66,19,79,8,0.268,0.343,131,28,1,48,81,0.447,0.79,0.97,0.98,0.95,6054 d,ARI 
50,William Contreras ,489,71,21,75,5,0.266,0.354,130,25,1,62,118,0.45,0.804,0.99,0.99,1.0,7659 d,MIL 
51,Jeremy Pena ,549,72,16,66,17,0.262,0.312,144,26,2,32,111,0.404,0.716,0.64,0.74,0.54,43642 ,HOU 
52,Zach Neto ,462,68,20,65,22,0.251,0.323,116,25,1,37,118,0.441,0.764,0.42,0.66,0.17,46294 ,LAA 
53,Alex Bregman ,524,75,20,77,3,0.26,0.342,136,28,2,60,81,0.437,0.78,0.99,0.98,0.99,5973 d,BOS 
54,Randy Arozarena ,501,75,20,69,22,0.237,0.338,119,25,1,63,147,0.412,0.75,0.83,0.91,0.75,6962 d,SEA 
55,Steven Kwan ,531,80,9,54,16,0.28,0.355,149,25,4,59,60,0.393,0.748,0.95,0.93,0.98,44349 ,CLE 
56,Vinnie Pasquantino ,498,68,21,79,1,0.265,0.339,132,29,3,51,74,0.463,0.801,0.85,0.89,0.81,44894 ,KC 
