VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,110.2,127,8,0,3.42,1.19,42,88,38,13,21,21,5,0,1.0,0.0,1.0,7354 d,LAD 
2,Tarik Skubal ,179.3,216,13,0,2.71,1.02,54,139,37,17,30,30,7,0,0.99,0.99,1.0,43633 ,DET 
3,Garrett Crochet ,176.9,217,13,0,2.97,1.11,58,144,47,17,29,29,7,0,0.99,0.99,1.0,43886 ,BOS 
4,Paul Skenes ,171.7,203,12,0,2.87,1.11,55,136,47,15,30,30,7,0,0.99,0.99,1.0,47239 ,PIT 
5,Cristopher Sanchez ,179.5,179,12,0,3.11,1.18,62,160,45,15,30,30,7,0,0.99,0.99,1.0,39312 ,PHI 
6,Bryan Woo ,175.3,178,12,0,3.43,1.11,67,149,39,22,30,30,8,0,0.99,0.99,0.99,47011 ,SEA 
7,Logan Webb ,183.5,172,12,0,3.31,1.22,67,175,44,14,30,30,9,0,0.99,0.99,0.98,8146 d,SF 
8,Jacob deGrom ,152.5,175,10,0,3.42,1.09,58,125,37,20,27,27,7,0,0.98,0.99,0.97,4850 d,TEX 
9,Logan Gilbert ,149.6,166,10,0,3.39,1.11,56,125,36,18,27,27,7,0,0.98,0.99,0.98,7453 d,SEA 
10,Max Fried ,171.2,159,13,0,3.34,1.23,64,152,52,15,28,28,8,0,0.99,0.99,1.0,4729 d,NYY 
11,Chris Sale ,147.4,180,10,0,3.24,1.17,53,123,41,15,25,25,7,0,0.99,0.99,0.99,3207 d,ATL 
12,Zack Wheeler ,140.6,160,10,0,3.24,1.14,51,115,39,16,24,24,6,0,0.94,0.94,0.94,4603 d,PHI 
13,Jesus Luzardo ,164.0,187,11,0,3.55,1.20,65,140,52,20,28,28,8,0,0.97,0.98,0.97,6889 d,PHI 
14,Yoshinobu Yamamoto ,143.8,154,11,0,3.36,1.16,54,120,43,15,24,24,6,0,0.99,0.99,1.0,48250 ,LAD 
15,George Kirby ,160.6,157,11,0,3.61,1.17,64,148,32,19,28,28,9,0,0.98,0.99,0.98,20405 ,SEA 
16,Cole Ragans ,148.2,183,10,0,3.46,1.21,57,120,55,16,27,27,8,0,0.93,0.97,0.9,6834 d,KC 
17,Dylan Cease ,156.8,192,10,0,3.51,1.24,61,127,62,18,28,28,8,0,0.98,0.99,0.97,6848 d,TOR 
18,Joe Ryan ,152.4,167,10,0,3.73,1.16,63,131,38,21,27,27,8,0,0.98,0.99,0.98,43688 ,MIN 
19,Nick Pivetta ,155.8,174,10,0,3.82,1.19,66,132,49,23,27,27,8,0,0.96,0.98,0.93,6590 d,SD 
20,Kevin Gausman ,166.2,171,11,0,3.81,1.23,70,151,49,21,28,28,9,0,0.98,0.98,0.98,4671 d,TOR 
