VBR,Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,36.7,47,3,0,3.23,1.15,13,28,12,4,6,6,2,0,0.5,0.0,1.0,7354,LAA 
2,Gerrit Cole ,47.0,54,3,0,3.51,1.15,18,40,13,6,8,8,2,0,0.99,0.99,1.0,4656,NYY 
3,Spencer Strider ,40.7,59,3,0,3.36,1.16,15,32,14,5,7,7,2,0,0.99,0.99,1.0,44282,ATL 
4,Kevin Gausman ,42.3,50,3,0,3.40,1.14,16,38,10,5,7,7,2,0,0.99,0.99,1.0,4671,TOR 
5,Luis Castillo ,44.7,48,3,0,3.39,1.19,17,38,13,5,8,8,2,0,0.99,0.99,1.0,3679,SEA 
6,Justin Verlander ,41.8,41,4,0,3.48,1.18,16,37,11,6,7,7,2,0,0.98,0.98,0.99,3623,HOU 
7,Zack Wheeler ,44.0,46,3,0,3.48,1.17,17,39,10,5,7,7,2,0,0.99,0.99,0.99,4603,PHI 
8,Clayton Kershaw ,40.2,42,3,0,3.36,1.16,15,36,9,5,7,7,2,0,0.98,0.98,0.98,3215,LAD 
9,Sandy Alcantara ,47.2,42,3,0,3.53,1.19,19,42,12,5,7,7,3,1,0.97,0.97,0.97,7109,MIA 
10,Corbin Burnes ,42.5,48,3,0,3.46,1.20,16,36,13,5,7,7,2,0,0.99,0.99,1.0,7251,MIL 
11,Tyler Glasnow ,36.0,47,3,0,3.33,1.16,13,29,12,4,6,6,2,0,0.94,0.95,0.94,4587,TB 
12,Zac Gallen ,44.0,46,3,0,3.51,1.20,17,39,12,5,7,7,2,0,0.99,0.99,1.0,7245,ARI 
13,Aaron Nola ,47.0,50,3,0,3.92,1.18,20,42,11,7,8,8,2,0,0.98,0.98,0.98,5682,PHI 
14,George Kirby ,40.0,38,3,0,3.56,1.16,16,38,7,5,7,7,2,0,0.95,0.95,0.95,20405,SEA 
15,Max Fried ,40.7,38,3,0,3.36,1.22,15,39,10,4,7,7,2,0,0.97,0.97,0.97,4729,ATL 
16,Logan Webb ,45.8,42,3,0,3.57,1.24,18,45,10,4,8,8,2,0,0.98,0.97,0.99,8146,SF 
17,Framber Valdez ,43.2,42,3,0,3.37,1.28,16,39,14,4,7,7,2,1,0.99,0.98,0.99,7627,HOU 
18,Carlos Rodon ,35.3,43,3,0,3.61,1.17,14,29,12,4,6,6,2,0,0.74,0.76,0.72,5674,NYY 
19,Zach Eflin ,38.5,36,3,0,3.62,1.16,16,36,8,5,7,7,2,0,0.89,0.92,0.87,6146,TB 
20,Yu Darvish ,42.5,43,3,0,3.88,1.19,18,37,11,6,7,7,2,0,0.95,0.96,0.95,3965,SD 
21,Max Scherzer ,41.0,48,3,0,3.92,1.20,18,37,11,6,7,7,2,0,0.99,0.99,1.0,3744,TEX 
22,Pablo Lopez ,40.3,45,3,0,3.68,1.23,16,37,11,5,7,7,2,0,0.95,0.93,0.97,7289,MIN 
23,Brandon Woodruff ,36.2,41,2,0,3.48,1.14,14,30,10,5,6,6,2,0,0.96,0.97,0.95,6813,MIL 
24,Logan Gilbert ,41.0,40,3,0,3.84,1.19,18,38,10,6,7,7,2,0,0.96,0.95,0.96,7453,SEA 
25,Blake Snell ,39.0,49,3,0,3.54,1.29,15,31,18,5,7,7,2,0,0.97,0.96,0.97,5835,SD 
26,Julio Urias ,40.5,39,3,0,3.78,1.20,17,37,10,6,7,7,2,0,0.96,0.97,0.95,4922,LAD 
27,Kodai Senga ,41.2,46,3,0,3.68,1.27,17,34,17,5,7,7,2,0,0.87,0.88,0.86,6917,NYM 
28,Dylan Cease ,43.0,50,3,0,3.87,1.31,18,37,18,6,8,8,2,0,0.95,0.95,0.94,6848,CWS 
29,Sonny Gray ,37.7,38,3,0,3.66,1.28,15,34,13,4,7,7,2,0,0.9,0.9,0.9,4755,MIN 
30,Aaron Civale ,39.0,33,3,0,3.85,1.23,17,36,10,5,7,7,2,0,0.58,0.75,0.41,21649,TB 
31,Freddy Peralta ,36.2,44,2,0,3.73,1.23,15,29,13,5,7,7,2,0,0.9,0.93,0.88,7274,MIL 
32,Felix Bautista ,15.2,24,1,7,2.37,1.11,4,10,6,1,16,0,1,0,0.98,0.98,0.98,45019,BAL 
33,Emmanuel Clase ,15.7,15,1,8,2.59,1.06,5,13,4,1,16,0,1,0,0.97,0.98,0.95,27356,CLE 
