VBR,Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
1,Jose Ramirez ,394,70,26,86,17,0.275,0.376,108,25,5,58,65,0.564,0.94,0.99,0.99,1.0,5288,CLE 
2,Ronald Acuna Jr. ,351,75,24,60,21,0.288,0.394,101,20,1,54,102,0.56,0.954,0.99,0.99,1.0,6966,ATL 
3,Aaron Judge ,376,74,32,75,4,0.29,0.378,109,17,0,51,114,0.594,0.972,0.99,0.99,1.0,4955,NYY 
4,Mookie Betts ,394,85,24,65,11,0.288,0.379,114,24,1,52,69,0.541,0.919,0.99,0.99,1.0,4921,LAD 
5,Bryce Harper ,360,72,25,72,10,0.287,0.402,103,27,1,59,98,0.574,0.976,0.99,0.99,1.0,4293,PHI 
6,Trea Turner ,405,62,15,69,21,0.299,0.356,121,25,3,34,77,0.488,0.844,0.99,0.99,1.0,5828,LAD 
7,Rafael Devers ,407,72,23,65,3,0.306,0.365,125,32,2,31,93,0.565,0.93,0.99,0.99,1.0,5175,BOS 
8,Paul Goldschmidt ,386,66,21,70,5,0.3,0.384,116,26,1,51,95,0.531,0.915,0.99,0.99,1.0,4403,STL 
9,Manny Machado ,385,65,20,66,9,0.295,0.376,114,22,2,44,71,0.516,0.892,0.99,0.99,1.0,3778,SD 
10,Pete Alonso ,371,62,27,81,1,0.269,0.361,100,17,1,42,95,0.54,0.901,0.99,0.99,1.0,6960,NYM 
11,Vladimir Guerrero Jr. ,379,64,27,69,1,0.283,0.376,107,18,1,51,68,0.549,0.925,0.99,0.99,1.0,6050,TOR 
12,Yordan Alvarez ,348,63,27,70,1,0.284,0.375,99,17,2,45,95,0.577,0.952,0.99,0.99,1.0,6461,HOU 
13,Mike Trout ,329,69,25,62,3,0.279,0.417,92,20,2,63,93,0.582,0.999,0.99,0.99,1.0,3785,LAA 
14,Juan Soto ,352,69,23,57,8,0.272,0.435,96,20,1,86,67,0.527,0.962,0.99,0.99,1.0,6906,WSH 
15,Freddie Freeman ,394,69,16,63,6,0.292,0.394,115,29,2,55,75,0.494,0.888,0.99,0.99,1.0,3365,LAD 
16,Bo Bichette ,416,64,18,61,11,0.277,0.328,115,25,1,30,87,0.474,0.802,0.99,0.99,1.0,6808,TOR 
17,Kyle Tucker ,352,53,20,64,14,0.274,0.359,96,20,2,43,72,0.512,0.871,0.99,0.99,0.99,6006,HOU 
