VBR,Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,85,18,7,17,4,0.285,0.395,24,4,1,13,24,0.593,0.988,1.0,0.0,1.0,7354 d,LAD 
2,Bobby Witt Jr. ,93,16,4,15,6,0.294,0.358,28,6,1,8,18,0.515,0.873,0.99,0.99,1.0,6810 d,KC 
3,Jose Ramirez ,95,15,5,15,6,0.28,0.365,27,6,0,10,12,0.502,0.867,0.99,0.99,1.0,5288 d,CLE 
4,Aaron Judge ,73,16,7,17,1,0.294,0.433,21,4,0,15,23,0.626,1.06,0.99,0.99,1.0,4955 d,NYY 
5,Elly De La Cruz ,90,15,4,13,7,0.262,0.341,24,5,1,10,28,0.463,0.804,0.99,0.99,1.0,44884 ,CIN 
6,Juan Soto ,80,17,6,15,2,0.269,0.415,22,4,0,19,18,0.525,0.941,0.99,0.99,1.0,6906 d,NYM 
7,Fernando Tatis Jr. ,87,16,5,13,4,0.276,0.366,24,5,0,11,19,0.494,0.86,0.99,0.99,1.0,6853 d,SD 
8,Ronald Acuna Jr. ,77,15,4,13,4,0.283,0.391,22,4,0,12,19,0.5,0.891,0.99,0.99,0.99,6966 d,ATL 
9,Kyle Tucker ,84,15,4,14,4,0.273,0.377,23,4,1,13,15,0.486,0.863,0.99,0.99,1.0,6006 d,CHC 
10,Trea Turner ,93,15,3,12,4,0.287,0.337,27,5,1,6,18,0.455,0.792,0.99,0.99,0.98,5828 d,PHI 
11,Junior Caminero ,97,14,6,17,1,0.267,0.317,26,4,0,6,21,0.506,0.823,0.95,0.96,0.94,45016 ,TB 
12,Bryce Harper ,87,14,5,15,2,0.279,0.381,24,6,0,13,21,0.508,0.889,0.99,0.99,1.0,4293 d,PHI 
13,Julio Rodriguez ,92,14,4,14,4,0.269,0.326,25,4,0,7,23,0.458,0.784,0.99,0.99,0.98,43685 ,SEA 
14,Yordan Alvarez ,77,14,5,15,1,0.291,0.396,22,4,0,11,15,0.554,0.95,0.94,0.97,0.91,6461 d,HOU 
15,Corbin Carroll ,83,15,4,12,5,0.262,0.341,22,4,2,9,21,0.499,0.841,0.99,0.99,1.0,23993 ,ARI 
16,Manny Machado ,92,14,5,15,2,0.273,0.336,25,5,0,8,19,0.475,0.811,0.99,0.99,1.0,3778 d,SD 
17,Gunnar Henderson ,86,14,4,13,3,0.273,0.354,24,5,1,10,22,0.496,0.85,0.98,0.99,0.97,23372 ,BAL 
18,Freddie Freeman ,89,14,4,14,1,0.285,0.372,26,6,0,11,18,0.475,0.847,0.99,0.99,1.0,3365 d,LAD 
19,Vladimir Guerrero Jr. ,87,14,4,15,1,0.293,0.384,25,5,0,11,14,0.507,0.891,0.99,0.99,1.0,6050 d,TOR 
20,Kyle Schwarber ,85,16,7,17,1,0.236,0.361,20,3,0,15,28,0.519,0.88,0.99,0.99,0.99,5686 d,PHI 
21,Byron Buxton ,80,14,5,13,3,0.259,0.326,21,4,1,7,24,0.518,0.844,0.86,0.91,0.81,4672 d,MIN 
22,Francisco Lindor ,90,15,4,13,4,0.257,0.332,23,4,0,9,19,0.446,0.778,0.99,0.99,1.0,4569 d,NYM 
23,Mookie Betts ,88,15,4,13,2,0.269,0.354,24,5,0,11,12,0.454,0.808,0.99,0.99,0.99,4921 d,LAD 
24,Jazz Chisholm Jr. ,79,13,5,13,5,0.243,0.322,19,3,0,9,23,0.458,0.78,0.96,0.98,0.95,8449 d,NYY 
25,CJ Abrams ,92,13,3,11,6,0.258,0.319,24,5,1,6,19,0.431,0.75,0.91,0.96,0.86,19879 ,WSH 
26,Jackson Chourio ,86,12,3,12,4,0.276,0.319,24,5,1,5,19,0.47,0.79,0.98,0.99,0.97,44592 ,MIL 
27,Pete Crow-Armstrong ,83,13,4,12,5,0.255,0.301,21,4,1,5,23,0.459,0.76,0.97,0.97,0.96,23369 ,CHC 
28,Zach Neto ,91,14,4,13,4,0.253,0.32,23,5,0,7,24,0.452,0.771,0.62,0.86,0.37,46294 ,LAA 
