VBR,Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
1,Aaron Judge ,292,62,27,68,5,0.296,0.431,87,14,1,59,90,0.631,1.062,0.99,0.99,1.0,4955 d,NYY 
2,Shohei Ohtani ,295,65,23,59,16,0.288,0.393,85,15,3,44,79,0.596,0.989,1.0,0.0,1.0,7354 d,LAD 
3,Ronald Acuna Jr. ,297,61,17,48,20,0.297,0.396,88,16,1,44,64,0.525,0.922,0.99,0.99,1.0,6966 d,ATL 
4,Bobby Witt Jr. ,322,55,15,50,20,0.291,0.353,94,20,4,27,59,0.512,0.865,0.99,0.99,1.0,6810 d,KC 
5,Jose Ramirez ,319,50,16,51,18,0.28,0.36,89,20,2,33,42,0.497,0.857,0.99,0.99,1.0,5288 d,CLE 
6,Fernando Tatis Jr. ,315,55,18,50,13,0.277,0.353,87,17,1,33,71,0.511,0.864,0.99,0.99,1.0,6853 d,SD 
7,Kyle Tucker ,306,54,16,51,14,0.276,0.379,85,16,2,47,53,0.501,0.881,0.99,0.99,1.0,6006 d,CHC 
8,Elly De La Cruz ,308,51,15,46,26,0.259,0.336,80,16,3,33,98,0.474,0.81,0.99,0.99,1.0,44884 ,CIN 
9,Corbin Carroll ,312,59,15,46,19,0.26,0.347,81,15,6,36,74,0.489,0.836,0.99,0.99,1.0,23993 ,ARI 
10,Vladimir Guerrero Jr. ,312,51,16,53,3,0.295,0.386,92,18,0,39,50,0.511,0.897,0.99,0.99,1.0,6050 d,TOR 
11,Julio Rodriguez ,330,50,15,47,15,0.274,0.337,90,15,2,26,81,0.463,0.8,0.98,0.99,0.97,43685 ,SEA 
12,Juan Soto ,285,57,18,51,5,0.273,0.419,78,14,1,68,58,0.517,0.936,0.99,0.99,1.0,6906 d,NYM 
13,Gunnar Henderson ,312,52,15,48,9,0.269,0.351,84,16,3,36,81,0.486,0.836,0.98,0.99,0.97,23372 ,BAL 
14,Trea Turner ,321,50,11,42,14,0.282,0.333,90,17,1,23,63,0.446,0.779,0.98,0.99,0.98,5828 d,PHI 
15,Mookie Betts ,297,53,13,47,7,0.278,0.369,82,17,2,40,42,0.48,0.849,0.99,0.99,1.0,4921 d,LAD 
